,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.06356323434971627, 0.055482102654905996, 0.048896240082834136, 0.04183624259061193, 0.029997635549769256]","[0.06250093022287553, 0.05900003130700209, 0.05489776586954888, 0.059266092257472106, 0.04382110031216571]","[0.04746487180387186, 0.053588341778773044, 0.05694062936905353, 0.0481825386404936, 0.04297307341930148]","[0.03582203102595652, 0.03613412399614492, 0.041664071573108113, 0.0324662604747149, 0.02958658657473708]","[0.04640703419905814, 0.04429202161951409, 0.0480132276141848, 0.04012883716408408, 0.03294620416125593]","[0.03502295426116503, 0.03402492702557637, 0.03800148774555849, 0.03103007327030751, 0.026385809018063398]","[0.03502295426116503, 0.03402492702557637, 0.03800148774555849, 0.03103007327030751, 0.026385809018063398]","[0.03502295426116503, 0.03402492702557637, 0.03800148774555849, 0.03103007327030751, 0.026385809018063398]","[0.04942510810402065, 0.04637567941640641, 0.05416496199788882, 0.04513772374056406, 0.034360976195576425]","[0.19244699927891107, 0.1790763115593652, 0.21087362760668027, 0.1887440713822214, 0.18516741183069488]","[0.049980958769075254, 0.04513514355191053, 0.047126683607871554, 0.03904125054962722, 0.035865910646392316]","[0.04916648650795486, 0.04646417213123308, 0.05448195973183627, 0.04528082086241076, 0.03462886003584529]","[0.04849734736446927, 0.045540312646355524, 0.05296889686318801, 0.045878964790754546, 0.03439288315026974]"
ETH,"[0.0496974375650708, 0.05651560838237154, 0.07444050580388441, 0.054548153629669346, 0.0359340942644076]","[0.06805838757355345, 0.06210587009549715, 0.0757701510951438, 0.056483453464930375, 0.038097528774216516]","[0.04444663596631726, 0.03951197091828836, 0.06933630615683059, 0.0543504900347174, 0.03639495147142681]","[0.04414111853099954, 0.04084264532242285, 0.0880567864663683, 0.05105773696859713, 0.05152645902914285]","[0.06368091898575189, 0.054386408892679136, 0.07278837791856363, 0.061891312693434834, 0.03694027638463641]","[0.04442893031689885, 0.03951197091828836, 0.05241459825299472, 0.04504003325102014, 0.027965335850789717]","[0.04442893031689882, 0.03951197091828851, 0.052414599159703965, 0.04504003386096697, 0.02796533585485851]","[0.04442893031689885, 0.03951197091828836, 0.0524145982733925, 0.045040033258697584, 0.027965335851112622]","[0.06259651065242253, 0.050781155812828514, 0.0705154035957393, 0.06289420614721718, 0.03739737810939283]","[0.04649702941959588, 0.0427298183696771, 0.05664982281551266, 0.05007787061864574, 0.03126217570404487]","[0.052901634675113475, 0.04507770412893659, 0.06040553102826777, 0.054499942116207796, 0.032735742093502655]","[0.0625355673704015, 0.05097796248247114, 0.07345730434129259, 0.06632398647955866, 0.0391083898579946]","[0.06324000352043925, 0.05102048243113708, 0.07261926908640841, 0.06637117416102414, 0.03840776194152729]"
BNB,"[0.07075216132722842, 0.05596349057377129, 0.06004564703735913, 0.051537046578335875, 0.03549001632316982]","[0.08544382819028688, 0.07430552176852466, 0.06894996569365226, 0.048503118821790904, 0.039820989440159375]","[0.09094420432942843, 0.036608233700255045, 0.07688077669320094, 0.07066762694431729, 0.03709916814715727]","[0.06936647418186491, 0.041805543317840456, 0.07348728032909874, 0.10198556687447648, 0.029966959498055144]","[0.057959927820157964, 0.045669812258015946, 0.05378071169767462, 0.04361132343795298, 0.03280450414633767]","[0.04488838740557611, 0.03660825287925113, 0.04412860729574021, 0.03401868892049238, 0.025991636070217556]","[0.044888403151386314, 0.03660823369358623, 0.044127017129055104, 0.03401829278375962, 0.025991244697388213]","[0.044888403147806365, 0.03660823370027864, 0.04412701714513966, 0.03401829279963294, 0.02599124470573916]","[0.06322069751332247, 0.05221218211175859, 0.06626002604890771, 0.05087948657802439, 0.03819301380552241]","[0.1258274249820124, 0.1139396445003342, 0.11127449949488863, 0.1187714330424518, 0.10932635539067409]","[0.0632279745107993, 0.052344623774059656, 0.06663561552033437, 0.0510026731614179, 0.03817005497080646]","[0.06170637051100604, 0.0503247055067655, 0.0635478276424497, 0.05106499627893156, 0.03625091521649871]","[0.06185275208546271, 0.050335018664666116, 0.06288406446336621, 0.04937925261554038, 0.03633616890018261]"
XRP,"[0.108508953643056, 0.13609360553848343, 0.12091366106347241, 0.1312605273025239, 0.14672505304076966]","[0.0890403301525922, 0.07736295795656006, 0.08977945197185686, 0.08290829356586635, 0.06695846705608556]","[0.06323340120551764, 0.08346338090091306, 0.08240908801927226, 0.08296143948801213, 0.0926686903338002]","[0.07450585255673081, 0.044822433030984904, 0.23309460065222468, 0.10228522892021943, 0.03898910213422254]","[0.07016603389786223, 0.05300037007381647, 0.05421458168207361, 0.05567146000824736, 0.04742288971023239]","[0.07113815846720177, 0.05950988709884419, 0.06357609451974024, 0.06717569262257911, 0.05346245400722416]","[0.05260609504268856, 0.044440452571471466, 0.04487052382378418, 0.04732371574715971, 0.03514107943256424]","[0.06925170056120399, 0.05601786657817663, 0.0553407167323624, 0.05984057152512555, 0.04550804629122696]","[0.07325864521202362, 0.06060110681621857, 0.06436036198604557, 0.06733173428037709, 0.05490907923500864]","[0.8004415472268493, 1.0366375446554674, 0.8647954637972318, 1.1817611616205013, 1.4208847118607724]","[0.06977220204842458, 0.055994543697177365, 0.05990563181606415, 0.06280861045907563, 0.05324622510051912]","[0.07650368095422938, 0.06160730969404678, 0.06281294922741358, 0.06969384986123159, 0.05308477655622458]","[0.07625696565424334, 0.061385033471687715, 0.06322623535872016, 0.06818589511387196, 0.05276296828726801]"
ADA,"[0.06194655274749713, 0.0685199620866909, 0.06294304742234817, 0.05379978567551063, 0.062299809549915854]","[0.09422076095440628, 0.07588879787077725, 0.11556077332524245, 0.08335059689630568, 0.07446036566168798]","[0.04936330665907158, 0.06366542550968542, 0.06692335349246223, 0.11753273733423157, 0.12981289272924798]","[0.051870798776589865, 0.0690417151540843, 0.06728986643838017, 0.04694475165684047, 0.04722013165260186]","[0.057852326944904, 0.05747715679963659, 0.0667167172232155, 0.04235039531320158, 0.038645376747192275]","[0.06144051029755088, 0.0611048009029948, 0.07135619616308173, 0.04362726927498339, 0.03964070747457397]","[0.0627122465718098, 0.06730147320195515, 0.07661234219763866, 0.047767797988912335, 0.043101158705596256]","[0.04849272113043389, 0.05181057070000117, 0.06326378089951136, 0.040345584771070794, 0.03689025826994737]","[0.0675164830851458, 0.06968538819733734, 0.08917150689483481, 0.05800961087166087, 0.05312581826060108]","[0.1350341112706984, 0.24876803102103298, 0.29790254704492264, 0.4522415721182075, 0.6015095341154953]","[0.06033991106655409, 0.06051990352100826, 0.07318864579050431, 0.046533775684363336, 0.04470197961243094]","[0.06805818061022599, 0.06837056323438671, 0.08581437450803624, 0.05707545172023459, 0.05114776861829061]","[0.06665211894459111, 0.06953266778308309, 0.0855040854351098, 0.05531514764062463, 0.05040571677750135]"
DOGE,"[0.05819771809918603, 0.047177482655290086, 0.14473482854964842, 0.16711686055019795, 0.1777411561033346]","[0.08608446958278484, 0.05693176086706971, 0.18335412732973322, 0.20502653490970477, 0.1851767297598948]","[0.08427828907659396, 0.05073915221113988, 0.14264977077713387, 0.1695021142903749, 0.16153356088506327]","[0.058680414668890846, 0.04752646397258676, 0.058020939166054046, 0.06505215172095768, 0.03949764098538614]","[0.06643546524620636, 0.04857006057059756, 0.06724811372521558, 0.06737824247870962, 0.04399114742742249]","[0.06162288692697075, 0.04717453469723113, 0.0650119843746066, 0.06654864923975277, 0.04334527010531517]","[0.06557242205541237, 0.04657777915098671, 0.06250613370917228, 0.06315732509766903, 0.041472420393986076]","[0.07612878080074333, 0.051545946482592385, 0.07366254956663412, 0.07017410337379176, 0.045193529312895206]","[0.07577162416302362, 0.059234466088940695, 0.0891542616622447, 0.08664218408994727, 0.0559263736407741]","[0.28902294797773687, 0.290079795307535, 0.4352995057177138, 0.5109205457532516, 0.4480587030892334]","[0.07695193428422074, 0.05203469455386271, 0.08230167923459934, 0.10286504003375509, 0.05934404657710342]","[0.08146747989372032, 0.0567269289367425, 0.08608168047865115, 0.08437090691341988, 0.05431174679722189]","[0.0862009673670566, 0.061037341976713615, 0.08723037433464044, 0.08416570918476224, 0.05602217335717301]"
MATIC,"[0.13130869502239234, 0.10376381613873445, 0.15699722213174108, 0.12931943527225342, 0.08956553561198416]","[0.12633411006269257, 0.09387694766980714, 0.15898216282854796, 0.108796297755104, 0.0865960126761315]","[0.08876366404816677, 0.06580018379829464, 0.12866392005527327, 0.08581077088523921, 0.057993392226932644]","[0.06940757325740989, 0.05751156220806924, 0.07514216655142866, 0.06254855550583954, 0.03883630271298296]","[0.09243850614078832, 0.06765502637954185, 0.10089186989073115, 0.0851218981880906, 0.0512344469975396]","[0.0837787264105661, 0.06653136190044126, 0.08267183729816946, 0.07133022518479074, 0.04394909974196637]","[0.06843356940534527, 0.05696316203180523, 0.08011158499275102, 0.06380429417103382, 0.03963601029620466]","[0.08128945346047182, 0.06756269131512277, 0.0780412703871198, 0.06600844651823286, 0.04150477193855469]","[0.09834427160852775, 0.07819525064426174, 0.10011162524948035, 0.08624582733752578, 0.052223147730887355]","[0.7784661785957864, 0.7219592777717184, 0.7099707044058324, 0.75273445245652, 0.6731158802693904]","[0.09295936857560928, 0.07016931458562076, 0.08551154639952825, 0.08017501304016138, 0.04768639532530413]","[0.09984190049257934, 0.08142256271084337, 0.09910676229067704, 0.08945430902840196, 0.05195997329501985]","[0.10077737300423148, 0.07927003535723964, 0.10015170041202119, 0.0878591199535774, 0.05243766238194929]"
LINK,"[0.09711740273143231, 0.09064686241478741, 0.06930323319811446, 0.04879823070790289, 0.03322037238660965]","[0.08269971858053166, 0.09654006139890593, 0.0780783594943431, 0.07050471677400724, 0.036676984467540336]","[0.07701602790234749, 0.07482945843445446, 0.06772638778389647, 0.04879823070790289, 0.03322037238660965]","[0.07723748288185164, 0.0865221890794205, 0.48616936725707244, 0.1746259666563247, 0.049114199127172485]","[0.0744863092682287, 0.06834340944216043, 0.0773396259069245, 0.06092589279703842, 0.0436393074379776]","[0.05595246545693398, 0.053752032909527375, 0.06164751463293015, 0.04879826802328335, 0.03322042890841916]","[0.05595160845460961, 0.05375269530215064, 0.061647647847028364, 0.04879829986995625, 0.033220424563602254]","[0.05595247311005974, 0.05375203191216746, 0.06164754643448943, 0.048798294282122116, 0.03322041178478052]","[0.08415398806453467, 0.07181333974794192, 0.08595483960748618, 0.06684914940519557, 0.04814930710887659]","[0.19285348187797471, 0.16893326503921866, 0.19311787126878438, 0.20415258786695778, 0.17874670299527787]","[0.0710319234698952, 0.06275004771446276, 0.07240931951095564, 0.05604307641990548, 0.03925273159162424]","[0.07819327989982844, 0.06827647245168127, 0.0825717848277199, 0.06928785513260678, 0.04971828631238529]","[0.07880687250754302, 0.06919329989029571, 0.08463741602046754, 0.06918361681005811, 0.0489768592309676]"
ETC,"[0.06969731064896742, 0.06329353314567644, 0.10736540760188841, 0.08220283881060782, 0.08460511278981445]","[0.08519625642437799, 0.07534826343077913, 0.1127450747099957, 0.08533111275433061, 0.10366996288726141]","[0.10618090103691798, 0.07298833827567626, 0.11870932107942726, 0.09488992808510509, 0.08156428979622418]","[0.07005323892183106, 0.05828058433189084, 0.378552771981266, 0.11874128634660464, 0.08937632361368038]","[0.07291120280928638, 0.07253315781773745, 0.09436096824313746, 0.08317128810945888, 0.06301622594226085]","[0.0467872180091403, 0.04957376644910003, 0.07760859083059074, 0.055500996946932446, 0.04770400236870822]","[0.046791240949588045, 0.049506033410164706, 0.07179694584038306, 0.05432561626708121, 0.040693395284059096]","[0.046773540846133624, 0.04963606716907824, 0.07179313932602463, 0.05432659618335534, 0.04068369148881017]","[0.07070505034128513, 0.06719504762069385, 0.09759555410813504, 0.08467339908680488, 0.06184178483258587]","[0.41518480619080605, 0.38921848569614204, 0.44607010399237274, 0.38056957684938814, 0.36179495310028037]","[0.0632881126961694, 0.06296655651317702, 0.0823811462141951, 0.07432472121263892, 0.05998745343929258]","[0.06861788691431583, 0.06639515889573276, 0.09643350860053394, 0.08360951125649223, 0.06245783614875242]","[0.07090885925147467, 0.06879761884889492, 0.09760567961251111, 0.08492157529188901, 0.06225419099891834]"
XLM,"[0.07048951457982316, 0.08566989789345153, 0.06521674846115962, 0.03829322977672562, 0.02813478813420364]","[0.0718050665029934, 0.060687291679947346, 0.0925286360902649, 0.08264106926771765, 0.0462092417692882]","[0.07006021304698479, 0.07433278829877966, 0.08388279391654203, 0.06422507040641647, 0.03142037114357729]","[0.055054179358752044, 0.0468071167337306, 0.07001171162129205, 0.04407279902956137, 0.03330073744075934]","[0.06626784103456544, 0.05028765275678885, 0.05616685995554637, 0.046055164020847465, 0.03309707321684874]","[0.05703807835827914, 0.046506975436956685, 0.05183939773775315, 0.04302358600209974, 0.030798803841183935]","[0.05863439357757151, 0.04716590673675643, 0.0509362339668261, 0.04147139339433376, 0.029586863673176585]","[0.0598638607723237, 0.046087285000335515, 0.049030521081927486, 0.039943245883769324, 0.02864938468886638]","[0.07521318510726624, 0.05759480012996376, 0.06776117603487589, 0.05835836355186655, 0.04258023037312471]","[1.0108807430905502, 0.9729877168660898, 1.0045590313158033, 1.0772355160909617, 1.0651930028168852]","[0.06679518324124152, 0.05159616262264778, 0.06184310775758834, 0.05057478597959974, 0.03796677738106088]","[0.07196496515477724, 0.056304293677508124, 0.06338887784608123, 0.055488745430623924, 0.04026023075830524]","[0.07441184275834409, 0.057139185752965393, 0.06560123459664982, 0.056269724152054494, 0.039768608230958694]"
