,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.0006134236680248257, 0.0005112130707083148, 0.000413535352013347, 0.0004884279497356401, 0.00022491022888574614]","[0.0008748019867284818, 0.0012999854935919915, 0.0009059524192666926, 0.0011936122271599904, 0.0008524243247727003]","[0.0007170053557526502, 0.0008992017928362928, 0.0006976577422247659, 0.0007797491989578231, 0.00041891788905317]","[0.00048099354955502175, 0.00047041144887532954, 0.00038846727592216915, 0.0004136163915518682, 0.0002273768962569676]","[0.0005579979172042799, 0.0005650232886040608, 0.0004427794570434734, 0.0004987292570294423, 0.00026205243721924695]","[0.0004693009615879376, 0.0004656294202389694, 0.0003835960800926928, 0.00040980403678981, 0.00022466716983230635]","[0.0004693009615879376, 0.0004656294202389694, 0.0003835960800926928, 0.00040980403678981, 0.00022466716983230635]","[0.0004693009615879376, 0.0004656294202389694, 0.0003835960800926928, 0.00040980403678981, 0.00022466716983230635]","[0.0006437593492148986, 0.0006913594924279883, 0.0004936472463672379, 0.0005968367241377728, 0.00030861691094460203]","[0.36787902062126765, 0.3611791980491172, 0.3433885769957498, 0.3521819619539423, 0.40570867797797633]","[0.0005505831904086393, 0.0005487348606196699, 0.0004406091117524877, 0.0004875867237903626, 0.00026325855928751067]","[0.0006949721459048724, 0.0007401764994163902, 0.0005026799027816152, 0.0006092223163315755, 0.0003148105480483422]","[0.0006906731780024091, 0.000739742258271116, 0.0004935522625989483, 0.000610366070998154, 0.0003202950273040253]"
ETH,"[0.001290202796344229, 0.0014090648177349145, 0.0008697226074732278, 0.0016420317844627742, 0.0009689970269010495]","[0.0013935884328082776, 0.0014020085859259871, 0.0009662110181338796, 0.001820261029921205, 0.0012886324821411949]","[0.0011512286163125479, 0.0014262237711352376, 0.0008630404868229769, 0.0014708309250488927, 0.000874196006742196]","[0.0007482821908903484, 0.0009585165480004935, 0.0005762490186527234, 0.0007643555035609296, 0.00036327019689293307]","[0.0008595904962509631, 0.0010619527420241848, 0.0006436875385072909, 0.0008703567696120704, 0.0003943386785470902]","[0.000720441543517368, 0.0009057740149143266, 0.0005437540629279437, 0.0007296568584182186, 0.00034480233776001794]","[0.000720441543517098, 0.0009057740149133761, 0.0005437540629283221, 0.0007296568584167952, 0.0003448023377599494]","[0.0007204415435173902, 0.0009057740149143433, 0.0005437540629279285, 0.0007296568584182526, 0.0003448023377600418]","[0.0010097393065061882, 0.001364808431180172, 0.0007368185632353704, 0.0011116009215514277, 0.0004932275176013799]","[0.14501574418905802, 0.14395533029731006, 0.15563120698614955, 0.16838759819770557, 0.14422488413762263]","[0.0008514063614088418, 0.0010631662241902186, 0.0006354108387838568, 0.000871523306271614, 0.0003914867064606464]","[0.0010719085564113565, 0.0014121163603938226, 0.0007374352321134338, 0.0011087492402388588, 0.0004865245999426734]","[0.0010620917702704356, 0.0014224744211362487, 0.0007200248179160276, 0.0010805048147883398, 0.00047390815106785033]"
BNB,"[0.0006363607227192561, 0.000618308567316571, 0.000603126213771632, 0.0008581250494436133, 0.0005793453034984033]","[0.0007368477229664048, 0.0008210440862395209, 0.0008497821364411154, 0.0011018327008931498, 0.0007547903237080084]","[0.0007034917506244757, 0.0008688062756646673, 0.0006973808593872369, 0.0009617441657973184, 0.0006696122171776014]","[0.00045494500886588264, 0.0004115416557293497, 0.0004500943099380152, 0.0005134107416184274, 0.0003267833911500288]","[0.0005756748893246396, 0.0005479994205712941, 0.0005671306832149165, 0.0006645280354015062, 0.0003862435279300011]","[0.0004404839846591234, 0.00040950106560487076, 0.0004477310404083175, 0.0005076682086292992, 0.00032309947783427375]","[0.00044048396888755756, 0.0004095010314838074, 0.0004477310575594415, 0.0005076681167481989, 0.0003230993499946908]","[0.00044048396888754266, 0.00040950103148376004, 0.00044773105755947047, 0.0005076681167481862, 0.00032309934999470415]","[0.0005868681590001185, 0.0005934516076590817, 0.0006039722108772652, 0.0007265981925129541, 0.0004905211487449949]","[0.051811145298576514, 0.06119634902098784, 0.06284328341882411, 0.047136250848322285, 0.05624995864572023]","[0.0004760050577292773, 0.00043858917328790174, 0.00048644731032171514, 0.0005724875827937055, 0.00034439873002861524]","[0.0006227836628497542, 0.0006324202228640182, 0.0006255515665555637, 0.0007527047129518178, 0.0005020748366199307]","[0.0006317485761588703, 0.0006410764787609101, 0.0006227671858167858, 0.0007418944887893738, 0.0004885908059736548]"
XRP,"[0.0016477701223818074, 0.0012209128736355883, 0.001616183356647239, 0.0013251145358185016, 0.000760804905828886]","[0.0017473120723064154, 0.0008455310677098352, 0.0015571136094500186, 0.00093033050190917, 0.00041464530306528283]","[0.0005169947613889746, 0.0006409554876327391, 0.0005787602924707299, 0.00093033050190917, 0.00041464530306528283]","[0.0005344811666777597, 0.0006805822210991885, 0.0006006469879134724, 0.000981964364944812, 0.00043305194043509514]","[0.0005495856874334202, 0.0006652342991522321, 0.0005954737435378395, 0.0009408072415184757, 0.0004420800574751092]","[0.0005218168416522847, 0.0006417318411064219, 0.0005791178060216855, 0.0009358248126830101, 0.0004144880754056516]","[0.0005166892179551098, 0.0006423240137704263, 0.0005775035242356806, 0.0009349804726931934, 0.00041600496142610494]","[0.0005183012644675167, 0.0006422841390750486, 0.0005783071089406424, 0.0009343864105983776, 0.0004148202326387145]","[0.0005160162971555741, 0.0006435366100216243, 0.0005847254447292724, 0.0009232953520594465, 0.00041510858214390814]","[0.07693564061590388, 0.049202897625809296, 0.06657523798796826, 0.08643489060612587, 0.07187296946429818]","[0.0005480277172889832, 0.0006915263426875248, 0.0006267232183069009, 0.0010107366725823816, 0.0004365292686783324]","[0.000889417510895517, 0.0010017059828648601, 0.0007910822267140759, 0.0013769974269707062, 0.0005587067310950456]","[0.0008826488846696229, 0.0009892133139398841, 0.0007735444173662815, 0.0013605944612361785, 0.0005572741248329861]"
ADA,"[0.0012742892723151406, 0.0009770130302801329, 0.0008303716983460191, 0.001171530519959091, 0.0007892879139220332]","[0.0007710626197937816, 0.0007367839014834121, 0.0006850142274261085, 0.000934350737701645, 0.0005862273844947134]","[0.0007710626197937816, 0.0007367839014834121, 0.0006850142274261085, 0.000934350737701645, 0.0005862273844947134]","[0.000785947503389489, 0.0007568435965044319, 0.0006989456501839684, 0.0009558486088517309, 0.0006046874074513757]","[0.0007937455311856628, 0.0007596769807169243, 0.0007244809948768327, 0.0009738985548894358, 0.0006120817868709982]","[0.0007695312245116432, 0.0007337722996274091, 0.0006846058991866988, 0.0009316942239203765, 0.0005874656128076501]","[0.0007711892976578728, 0.0007368566367025133, 0.0006848600377755166, 0.0009344033914866057, 0.0005863641616332456]","[0.0007700693941326486, 0.0007343899462299151, 0.0006843400612738649, 0.0009333836170380674, 0.0005881039640804911]","[0.0007922602920577184, 0.000765813881574697, 0.0007069936477874318, 0.0009562759911400851, 0.0005883901438860469]","[0.02260857177451785, 0.02309608483298215, 0.024027826738298605, 0.02320937804072599, 0.022381100558477616]","[0.0007761103535475516, 0.0007295279306530826, 0.000695399352042775, 0.0009319126387582253, 0.0005796586328215799]","[0.0010525625311385474, 0.0010133304545892397, 0.0009364735446110554, 0.0013495940504185044, 0.0008651071668412098]","[0.0010266060984253779, 0.0009939106568277053, 0.0009686359953702876, 0.0013617619357012894, 0.000875097327521877]"
DOGE,"[0.002299183309792718, 0.0013649495104807732, 0.0019951636731570573, 0.0024842617468012864, 0.0019324260902683894]","[0.0008991517352968058, 0.0007052813570104086, 0.001069653551652327, 0.0010642060350102352, 0.0005381468611539954]","[0.0008991517352968058, 0.0007052813570104086, 0.001069653551652327, 0.0010642060350102352, 0.0005381468611539954]","[0.001985029574131888, 0.0008212768444328699, 0.0011056016615850642, 0.0010689030585450767, 0.0006066988109345165]","[0.0010345568651247375, 0.0008805163729330636, 0.0011863999559279263, 0.0012508771249005164, 0.0006740710976190033]","[0.0008993932671248922, 0.0007053878799225708, 0.0010697207034479359, 0.0010642756928363744, 0.0005384079967855652]","[0.0008991671699511286, 0.0007052797375121206, 0.0010696456837787614, 0.0010641787748004116, 0.0005381664043086122]","[0.0009002059953814467, 0.0007049789895101085, 0.0010728723092842867, 0.0010661850339182828, 0.0005381551720795478]","[0.0009554815719576184, 0.0007722015539349254, 0.001081894115801127, 0.0011008171833841198, 0.0005952038774167461]","[0.12667991988386842, 0.12529964288380127, 0.1360097929362172, 0.122180416642184, 0.12694848720042878]","[0.0009047018551725392, 0.0007182552974415114, 0.0010758211601676858, 0.001062696720289347, 0.0005436240564798146]","[0.0012819928558852624, 0.0009853249655649185, 0.001625816213752399, 0.0015217386740031024, 0.0007001735582326543]","[0.0013183630015830515, 0.000995993897746357, 0.0016314296220694953, 0.001513769962340254, 0.0007026929189065633]"
MATIC,"[0.001067608087863783, 0.0009249017130768869, 0.0013211877184226015, 0.0016020920495226224, 0.0008925967097376875]","[0.0006283694927285681, 0.0006137161204644052, 0.0006632954772249893, 0.0014565818694968371, 0.0012681930446249408]","[0.0006283694927285681, 0.0006137161204644052, 0.0006632954772249893, 0.0007910092009875738, 0.0004408180092050286]","[0.0006487315722105839, 0.0006319017934848802, 0.0006858682706636352, 0.0008130745197094429, 0.0004556075760036313]","[0.0006288054952383155, 0.0006112774231504506, 0.0006669176791653175, 0.0007874972265302717, 0.0004431047306121971]","[0.0006390815036727646, 0.0006453777677249855, 0.0006722872070669033, 0.0008165594156865969, 0.00045109502888594094]","[0.000628435378096136, 0.0006138822219623981, 0.0006632710070554889, 0.0007911345831855012, 0.0004408671888043132]","[0.000650442506625858, 0.000652695011720552, 0.0006792257511832847, 0.0008286353521639525, 0.0004580056945148478]","[0.0006837946512190957, 0.0006865670967524987, 0.0006960136011285307, 0.0008815344989837808, 0.00048177748422962685]","[0.013865761340169565, 0.014734267869326884, 0.01332588406898309, 0.013564557249382369, 0.015707601565317714]","[0.0006474060512196057, 0.0006355017449888242, 0.0006658172609762838, 0.0008228557485640622, 0.00045138070521687885]","[0.0010645693610744462, 0.000965185698414403, 0.0009011641188541512, 0.0011845578957211424, 0.0006327563129157188]","[0.0009821207161929539, 0.0009642786060592028, 0.0009099624119861677, 0.0011671745227195718, 0.0006244687685087376]"
LINK,"[0.0014472816921253923, 0.0013534565730220147, 0.0014629469008466526, 0.0016601794598923726, 0.0006896973536551298]","[0.0016415115733825697, 0.0011019579024649808, 0.0010480900881103669, 0.001918661562148219, 0.001598799348650691]","[0.0011340642470418444, 0.0008330335948668029, 0.0008198911882069015, 0.0017660444034304714, 0.0007682590439779209]","[0.000997157866363165, 0.000913198098725274, 0.0006698523847509997, 0.0010811308369663337, 0.0005401176593568873]","[0.0008362174976027259, 0.0008903440628333245, 0.0007005642214591814, 0.0011375998582125524, 0.0005333565359600649]","[0.000829787849611257, 0.0008314574751282907, 0.0006605760908633013, 0.0010434940341815344, 0.0005149279107878937]","[0.0008297778388519341, 0.0008314729216480386, 0.0006605611761886925, 0.0010435290275907388, 0.0005149266523775414]","[0.0008294347111247825, 0.000831845178714999, 0.0006600982238875502, 0.001044781982872481, 0.0005147704537415299]","[0.001057161274863311, 0.0011949901689408918, 0.0008295676920552127, 0.0015657733529862528, 0.0006768612432377416]","[0.02949356215237244, 0.02562205669764277, 0.02463359144308568, 0.026836110098554723, 0.030442531003135195]","[0.0009157965718535885, 0.0008888234440091739, 0.000769397286293595, 0.0011447789057639887, 0.0005968228833807896]","[0.0011023075230447534, 0.0012527124596144424, 0.0008654591385688191, 0.0016435818492944003, 0.0006730396709133044]","[0.001137465069780259, 0.0012726412783631012, 0.0008819433804654212, 0.0016184415203558836, 0.0006743900985259774]"
ETC,"[0.0015747530604537149, 0.0012122895036354297, 0.001702388721498877, 0.001906526904566989, 0.0011957786758377113]","[0.0013098546581454924, 0.0014693640881016838, 0.0014797811233150597, 0.0019400784263334055, 0.0013339577351467629]","[0.002049899991030162, 0.0012311389896784302, 0.0018079616293389207, 0.0015747006481099067, 0.0008211066765023424]","[0.000838924085685681, 0.0007908497520116213, 0.0008250255699670328, 0.0009862009625235938, 0.0005351132006820728]","[0.0008369303787410003, 0.0008100475656590974, 0.0008403729423972136, 0.000997429342581336, 0.0005391819996388957]","[0.0007970596231400615, 0.0007836212908926412, 0.0008174486036577201, 0.000978995922926056, 0.0005243980334466215]","[0.0007970185092230663, 0.0007835967754930144, 0.0008175245894459673, 0.0009788751278193377, 0.0005244223490050579]","[0.000796568459563911, 0.0007832977286453796, 0.0008176976245798691, 0.0009789336960661476, 0.000524037659309226]","[0.0011694465091415817, 0.0011506108374396634, 0.0010779502181263016, 0.001500857677423398, 0.0007195886574117475]","[0.14315911971099649, 0.13579204152030686, 0.14090345733747825, 0.13355059987321216, 0.12754133032234916]","[0.0008968860498760514, 0.0008840697736407167, 0.0008228089135987856, 0.0011041987113607193, 0.0005822867128639728]","[0.0011678662963592115, 0.0011554161342314684, 0.0010761056828160309, 0.001499126050084539, 0.0007181920739825659]","[0.0011938712067896874, 0.001151722036253411, 0.0010839690746956754, 0.001500551694809061, 0.0007031713258924318]"
XLM,"[0.0014678649039383143, 0.0012544248021610278, 0.0010508407031726238, 0.001324983853556664, 0.000935117696613333]","[0.0007844534013153992, 0.0007723434686211727, 0.0006580931446681941, 0.0008864993033566404, 0.0006935655403512127]","[0.0007844534013153992, 0.0007723434686211727, 0.0006580931446681941, 0.0008864993033566404, 0.0006935655403512127]","[0.00083011924359712, 0.0007859935538154075, 0.0006736581873539763, 0.0009035823884391618, 0.0007372566781003242]","[0.0009456894089997045, 0.0008807752303574937, 0.0007761906760839673, 0.0010942139211850563, 0.0008382682663512851]","[0.0007847796403038015, 0.0007731798996475314, 0.0006585169849090141, 0.0008871327188892793, 0.0006945280896324712]","[0.0007844732055115433, 0.0007723760871224129, 0.0006581067699137598, 0.0008865273862218439, 0.0006935948250802119]","[0.0007843171142893141, 0.0007723205763353858, 0.000658066437221814, 0.0008864895693748688, 0.0006934766277100644]","[0.0008719964622921546, 0.0008600089804645365, 0.0007271944553655043, 0.0009890150044593506, 0.0007993223138056401]","[0.048009902624610544, 0.04700418092736341, 0.04587895075630408, 0.04713608763228429, 0.043781207449177365]","[0.000785315882187775, 0.0007725147703901121, 0.0006582596613100362, 0.0008871279617784759, 0.0006937527910654241]","[0.0012244320065290843, 0.0011471702436468222, 0.0008783588631446795, 0.0012349139179321327, 0.0009729024999147453]","[0.0011963866485575237, 0.0011366348622892676, 0.0008657572314680526, 0.0012040359419411219, 0.0009617557947442805]"
