,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.012252396168471834, 0.007099084379007374, 0.011187223401071186, 0.01720452672737657, 0.008078589399622403]","[0.012950242315584757, 0.00713653578924034, 0.011187223401071186, 0.0212569516461135, 0.008078589399622403]","[0.013210581156843496, 0.007099084379007374, 0.011187223401071186, 0.020646785411528038, 0.008078589399622403]","[0.010240588098101093, 0.00743404541559484, 0.01177305843194939, 0.01718285063557475, 0.008739872649487158]","[0.010505430754297433, 0.007876409869711724, 0.01221804882575187, 0.017874563147384715, 0.008925587322617369]","[0.010198255628792037, 0.007099084379007374, 0.011187223401071186, 0.0165922750070895, 0.008078589399622403]","[0.010198255628792037, 0.007099084379007374, 0.011187223401071186, 0.0165922750070895, 0.008078589399622403]","[0.010198255628792037, 0.007099084379007374, 0.011187223401071186, 0.0165922750070895, 0.008078589399622403]","[0.012932453579064515, 0.010310090500758673, 0.014899455553349346, 0.0239060978846227, 0.01137506409484295]","[0.7721397003401862, 0.676155229640028, 0.800970640718134, 0.7407520081198352, 0.7562916312857088]","[0.011323119228732949, 0.008947978406982094, 0.013018455092252414, 0.019937045999497954, 0.010116042319076047]","[0.013724986874552406, 0.010972505245759562, 0.016040267419544466, 0.024858189276852034, 0.0114827004560029]","[0.01344044402377897, 0.011030911556472758, 0.016206942152495397, 0.025265243389825852, 0.01137493189846772]"
ETH,"[0.015285232446970675, 0.011686220536153648, 0.013979094905591067, 0.01633835183170338, 0.010086578674556692]","[0.02327702790093138, 0.014001530286458395, 0.01943274904374988, 0.019108664969789798, 0.010086578674556692]","[0.01564760292681274, 0.010484277649837906, 0.011316839912165784, 0.015426580402908605, 0.010086578674556692]","[0.01171214607264019, 0.01085070929007796, 0.011635330607280699, 0.015741448506573396, 0.010373989120561837]","[0.013256016495678265, 0.012380265696754865, 0.013151349132712705, 0.018231626161986352, 0.012194091906086748]","[0.011622910134403577, 0.010484277640573763, 0.01131683991785507, 0.01539904814553854, 0.010086578678455669]","[0.011622910162642733, 0.010484277649837864, 0.011316839912165751, 0.01539904815337581, 0.010086578674556706]","[0.01162291013342275, 0.010484277649571775, 0.011316839911381745, 0.015399048150906756, 0.01008657867473434]","[0.015260187122906091, 0.014653264613421455, 0.016078581840141354, 0.02221197349057499, 0.014842295091267362]","[0.15939083183231403, 0.1601549344824221, 0.1539902899358648, 0.14883899141527085, 0.14555458154359194]","[0.01304882916566608, 0.011581042523748987, 0.012884118350169685, 0.017129359028334037, 0.010916580495307693]","[0.01582959095420518, 0.015465037470745444, 0.01648725363965821, 0.022392463464597893, 0.014843680179167373]","[0.015457390323466196, 0.015478792242131984, 0.01679080041732844, 0.02263924457260129, 0.014517328137196037]"
BNB,"[0.015914034502034914, 0.022099436176166498, 0.024292929999542027, 0.02504780288857153, 0.017010776384431388]","[0.020339832446298885, 0.02419033245766229, 0.027530148077614246, 0.026336001464927403, 0.020666002247113846]","[0.015431047938965417, 0.02128277625118196, 0.021123442092108962, 0.023449102094709278, 0.016091168425715712]","[0.012073456772563834, 0.011031616088941636, 0.011498992316756775, 0.014909512076677118, 0.009560088225874997]","[0.01363440752628178, 0.012776116697186, 0.013564553822453966, 0.016627497372732974, 0.009685223641967122]","[0.01076752985912313, 0.010583709535995548, 0.010950184352888479, 0.014205113748437349, 0.008041868629216685]","[0.01076776413418965, 0.010583762512481137, 0.010950423692017533, 0.014204195822631365, 0.008041981063476082]","[0.010767615197971016, 0.01058373165567182, 0.010950288190653143, 0.01420469070652789, 0.008041898346243219]","[0.013731793882382097, 0.014187695849026767, 0.014035241424482722, 0.021353756019410797, 0.01037203145200557]","[0.11290130917980491, 0.1164646519244632, 0.11172842157372771, 0.11188318713904308, 0.10468402133346504]","[0.01256755644244134, 0.012281648635144934, 0.012560537333583772, 0.016819104936836127, 0.00917781579245034]","[0.015043941386089237, 0.015870567173732027, 0.015573554371167914, 0.022485464368131466, 0.010710759247179232]","[0.014742998540260328, 0.01569368793158173, 0.015525272952911224, 0.023027905631260254, 0.010615082743257107]"
XRP,"[0.019177729883769135, 0.012346036369796488, 0.01470179931618854, 0.026906517999700896, 0.01741882804785091]","[0.016607326442733997, 0.01361303311059708, 0.015524252651747355, 0.028650229766868925, 0.018170585606394504]","[0.017298381607967414, 0.01819848907229988, 0.01552447593784603, 0.024776053933006005, 0.01641468353157787]","[0.014414211139890503, 0.010383865757995379, 0.009853132260645716, 0.020226124770217176, 0.015203530717806226]","[0.014716880789130558, 0.011327785455252481, 0.010871576412050122, 0.021907520663490034, 0.01665565088087599]","[0.013572364112134692, 0.010294074591908465, 0.009917276404360463, 0.020034160433711465, 0.015057635127359774]","[0.013582807864656956, 0.010329774396428234, 0.009935784453497075, 0.020010932171462287, 0.015151062982218619]","[0.014400755390945616, 0.010959044853215038, 0.01048935094741995, 0.021685650987247396, 0.015595980055633861]","[0.018581099816565114, 0.01451831180621945, 0.01367607387008402, 0.024376636537282968, 0.021040519461987747]","[0.14129077688478608, 0.1369999321862333, 0.13830426590436226, 0.12631281552323162, 0.1274465690164369]","[0.015693702219459024, 0.012016219189624568, 0.011425146597928182, 0.022731698978018498, 0.017156716265800086]","[0.01939305302551156, 0.015056530281783507, 0.014187087640248213, 0.026823634897988162, 0.023668298032040336]","[0.01887008223904916, 0.014624143275388116, 0.013940866373095263, 0.02632778914008363, 0.02373903097198313]"
ADA,"[0.022122531376633444, 0.02260103860389051, 0.02083306217865047, 0.028361107414215755, 0.021288011195066656]","[0.020269901810205007, 0.03120058487016361, 0.02152285190079075, 0.028575338612439456, 0.021787885230312384]","[0.01668572433420557, 0.01449662363060775, 0.014297825445945688, 0.01840074606049226, 0.012804868299784186]","[0.01711885939605725, 0.015224577104956663, 0.015132826671895888, 0.01916347454341315, 0.013216653446191698]","[0.020572709903410796, 0.018655489319601305, 0.019102244229921923, 0.026326308431701428, 0.01672976786247214]","[0.01877263384024461, 0.016872073672565373, 0.016437404943879862, 0.020773402228224904, 0.014062495438609615]","[0.017442322241648694, 0.01576420619118024, 0.014968841145470752, 0.01973630905450537, 0.013772665706560501]","[0.017235795600947394, 0.015497357837529965, 0.014914016813594954, 0.019330418746698688, 0.013545078004183362]","[0.0168005733269195, 0.015460296085152139, 0.015482673900680243, 0.020745672298141137, 0.013976150171787733]","[0.6436044098539108, 0.9465535311326619, 0.782154163269245, 0.33246672417609124, 0.5244858079888248]","[0.01715990520261807, 0.01581397503907928, 0.015387085098662526, 0.020082295823483903, 0.014059928895446988]","[0.021424014212803214, 0.021871424066859296, 0.021058289930850432, 0.02760813138110183, 0.018251088342381868]","[0.021595011938396424, 0.021886099345384186, 0.021405216371158702, 0.027345710105770565, 0.017792946675937036]"
DOGE,"[0.02415834278460196, 0.027190018621601274, 0.023179098712745896, 0.029195848912704728, 0.04168049617834604]","[0.024360287240758647, 0.03118026860010836, 0.02067919276238991, 0.018787264778769693, 0.034205565420425306]","[0.01816577211983613, 0.022048187405399686, 0.01509369719225656, 0.018787264778769693, 0.029387371972211182]","[0.01585396201973262, 0.01625987427907364, 0.013373118797006386, 0.01970342193368571, 0.026161969705135974]","[0.017264080219301526, 0.018074632761129115, 0.01482856090314592, 0.022077599964996576, 0.02974082458196857]","[0.015078418593449962, 0.01605583583442243, 0.01282285477587058, 0.018880348817814457, 0.026144683889275645]","[0.014981676762694492, 0.016044033088925554, 0.01281575196736388, 0.01879241662388264, 0.026125130401776876]","[0.015008779371071528, 0.016082656603706832, 0.012847223663215742, 0.018818126782431936, 0.02614600620488171]","[0.015113217044710053, 0.016560737562742126, 0.01343511232866132, 0.01938600522582712, 0.027215786263755513]","[0.5399982817485476, 0.2814030794324175, 0.3250798309145582, 0.3722322243128675, 0.33930746857772176]","[0.015641831842651905, 0.017116931472191097, 0.013273573492177717, 0.019380929791544647, 0.026994542180521417]","[0.02102148583544317, 0.02381460020268015, 0.019349016158877706, 0.027588724075807158, 0.036620571649787055]","[0.020661749767936666, 0.024123409338489103, 0.01924702258352733, 0.02691208292243086, 0.036566053256384984]"
MATIC,"[0.025101311315490798, 0.0332802974801055, 0.021737429717998753, 0.03227190281736779, 0.028759949773576134]","[0.02547738467260892, 0.03212539162825496, 0.0258263156675234, 0.03369468919714066, 0.026781508505349143]","[0.023339010778542012, 0.02523793185730007, 0.017035254081348202, 0.02696082227812818, 0.014756122219964153]","[0.014232730587863392, 0.01993886889702417, 0.017470019846954146, 0.02145726333484308, 0.012231312763023984]","[0.014653328943860672, 0.023134297272746192, 0.019430839817672213, 0.02369176369727872, 0.013472672895516362]","[0.015368505146779704, 0.022128223052385536, 0.018180472530766947, 0.023068486520497783, 0.01254168218052901]","[0.01542949387055516, 0.02324458295678132, 0.019714760360376542, 0.024438016389352717, 0.013297552201216216]","[0.014577331253235714, 0.021323861873329665, 0.018283192288333035, 0.022698842290826665, 0.01280076853134621]","[0.017211331899907176, 0.025302159520342937, 0.02094051483317841, 0.028661637807351842, 0.017304703592451724]","[0.04568899555752168, 0.08693273957656411, 0.09838360541986085, 0.09647548162655316, 0.08237354606853475]","[0.015243216533753563, 0.02287111286387305, 0.019480583034766553, 0.024703738274686384, 0.013656475409498678]","[0.018225266679441396, 0.02939491838776457, 0.02431724378828891, 0.030207131430420583, 0.01758726606827384]","[0.018184476502446124, 0.028690954284442075, 0.024734820686160088, 0.03053927556857239, 0.01722860924133208]"
LINK,"[0.01922613345731792, 0.022568285229438278, 0.024834311025953702, 0.02576911158807163, 0.01616561559429106]","[0.02402733938008978, 0.02462104342387726, 0.027637829656168147, 0.02924463602613368, 0.02014498593408619]","[0.016952513416352514, 0.021273434094450414, 0.020635777618331533, 0.025509681840583658, 0.01676402808382346]","[0.02723190078514294, 0.017433512140473673, 0.019797751142957818, 0.020858340057048938, 0.014172466569829472]","[0.014625986050460801, 0.018183378519800866, 0.017973892302963465, 0.0209190242534349, 0.012337991240139312]","[0.013188991832544678, 0.015617116989746667, 0.016425598679620314, 0.018337879376048406, 0.011133367014781783]","[0.01426451208262964, 0.016428863671448253, 0.016824031738183025, 0.01943721714171791, 0.011444096475693336]","[0.015183701559850871, 0.017969080327130377, 0.018071739653291022, 0.02120476536550981, 0.012238115483187428]","[0.017428030415457745, 0.021624719268055915, 0.023206086206879407, 0.026132430056452525, 0.01570153668248666]","[0.15097025131627534, 0.15893586565960183, 0.1407173398664938, 0.1470305324306657, 0.16153237924636213]","[0.015274640627005412, 0.018244686431090056, 0.019545578890517498, 0.022203491080115042, 0.013315164712535865]","[0.017853374344803417, 0.022431284079808128, 0.024018638724560018, 0.027013889381220298, 0.01611998155704578]","[0.01754547271606327, 0.022800501368641795, 0.024104752544017196, 0.026497332185400294, 0.015767858631151127]"
ETC,"[0.0260159482871222, 0.025708929566058136, 0.022048396280690163, 0.02754200886907924, 0.019355352805796713]","[0.037288714291631206, 0.03708470047257663, 0.033407163830541285, 0.035603276051918785, 0.033581622396069946]","[0.03204433883793058, 0.028447535783092143, 0.023626104945853474, 0.029020582948359634, 0.022052705593564925]","[0.020678219753891506, 0.015514495523520458, 0.01488578432952772, 0.022051199066423326, 0.014077713313682655]","[0.02132373641619585, 0.017197187537900286, 0.015895181350191114, 0.023498062072868878, 0.015568351349267293]","[0.0195941684394293, 0.014978553150948678, 0.01377612037599686, 0.0212617609777875, 0.013232747082182842]","[0.01959565880515364, 0.014978358772293233, 0.013775953562071378, 0.02126291171253077, 0.01323206300554611]","[0.01959562995225556, 0.014978353308283995, 0.013775944780444142, 0.021262894610552512, 0.0132320630269579]","[0.024520106739391586, 0.021918142259693126, 0.019681911939967583, 0.028047684053160025, 0.020683210298315057]","[0.12669010022617566, 0.10092175721295353, 0.1334922792581155, 0.12941094906429948, 0.11737894277181121]","[0.02298760305323201, 0.019551464398850315, 0.017372322609136542, 0.02520609503843216, 0.017583719012171012]","[0.025931543849040412, 0.024124842060838914, 0.019896790056511456, 0.02836436698825328, 0.020909267027146673]","[0.0252998663250663, 0.023812175482055657, 0.02064342527617078, 0.02898194320130013, 0.02100358796754595]"
XLM,"[0.015511219203930487, 0.015320887091755213, 0.01396836258243661, 0.017249241908067505, 0.019775892969417837]","[0.010761485889804018, 0.010694360914773823, 0.010816113750244256, 0.01443029862828407, 0.022018212756359883]","[0.012122195612760638, 0.0110326902074368, 0.011803958765612192, 0.01452303013898481, 0.012850994120698704]","[0.011373398830207129, 0.011034423617457339, 0.01113409824083226, 0.014756813662567814, 0.01330580545388777]","[0.010908481461332468, 0.010910177761726324, 0.01105684677822293, 0.015154326860934065, 0.012765409906226183]","[0.010729121037401418, 0.010870929181045848, 0.010927101505161938, 0.014441300905622529, 0.013050964860783077]","[0.010741561157403571, 0.010739179857712102, 0.010848162815725579, 0.01442015624455219, 0.012885051840219883]","[0.011731167651165159, 0.011795781453606928, 0.011987237178786055, 0.01608247323874897, 0.014135126997744144]","[0.013844607909066253, 0.015773221449015596, 0.015291989177754216, 0.01914463927222953, 0.018301674355634404]","[0.18117981050588167, 0.1965119525846458, 0.19284860415420146, 0.1844167659946798, 0.1750503977192588]","[0.011595449552798618, 0.011989401855510678, 0.01195586567863757, 0.01629135356852148, 0.01364652619843738]","[0.014190022912073616, 0.01640544092903993, 0.01566142606083828, 0.019638365363996765, 0.01872227169920756]","[0.014218110828086224, 0.016381116712085166, 0.015580411779684203, 0.019621173695661177, 0.018591233999054716]"
