,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.001996470520440809, 0.003062849659297273, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.001588717464959437, 0.0025274363880151, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.0015105418649853579, 0.0030364553101663444, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.0011493261555516909, 0.0026283257237659317, 0.0020875023591896795, 0.0016777069308386721, 0.0019716192945678696]","[0.0013007051731680707, 0.0030756811680194398, 0.0024462338307353814, 0.0019103644004136867, 0.0021913412344151894]","[0.0011313948707205063, 0.002664036322334294, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.0011313948707205063, 0.002664036322334294, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.0011313948707205063, 0.002664036322334294, 0.0019836680880424887, 0.0015790929479557278, 0.001931992207122145]","[0.0015911949718534955, 0.0034046793099003696, 0.003054475878201631, 0.0023086259664213526, 0.0026159185712931886]","[0.24338954306483657, 0.24069947349263635, 0.24124716747220493, 0.2548983404660906, 0.2875384481762712]","[0.00120397796954212, 0.0028436795657679013, 0.002189187002714791, 0.0017075515364295133, 0.0020622612747129014]","[0.001553595283809809, 0.0036523643238085073, 0.0031894149322523714, 0.002305909064807704, 0.002613208746057774]","[0.0015100453066010317, 0.003532418031296369, 0.003211797079205275, 0.0023516061959499486, 0.0026191258664836053]"
ETH,"[0.002349494143513912, 0.002647654295935246, 0.003276456320925576, 0.002673150764377274, 0.004591203865895387]","[0.0018560970687324359, 0.002665173341548917, 0.003202097623129111, 0.0033355012396669177, 0.004591203865895387]","[0.0018644878769099329, 0.002332798874904508, 0.0027998884685529273, 0.002982999842406545, 0.004591203865895387]","[0.0016245943811843823, 0.002081477578751594, 0.002357303268521617, 0.002751813691319785, 0.00477023997137846]","[0.0017276999109950256, 0.0022648130971632966, 0.0025108609959208425, 0.002837119418356984, 0.004980083072004371]","[0.0015207286449934587, 0.001988578062562493, 0.002339387606473441, 0.0025256968117613643, 0.00459120386589485]","[0.0015207286449810647, 0.0019885780624611347, 0.0023393876064620386, 0.0025256968117031236, 0.004591203865889849]","[0.0015207286449949215, 0.001988578062574055, 0.0023393876064747824, 0.00252569681176755, 0.004591203865895387]","[0.0021145848368442125, 0.0024737018612726288, 0.003161121409611694, 0.0033161037195174564, 0.006505884406576849]","[0.0848308004127322, 0.07372687234977814, 0.0796501513376086, 0.07687782300559222, 0.08236548094971015]","[0.0015535363483706593, 0.0020922894037420816, 0.002378236849524212, 0.0026689218883158743, 0.0047561250617522135]","[0.002059394347375883, 0.0025266712026373065, 0.0032476240338415747, 0.0035103076588348806, 0.00718832205707059]","[0.002027991925681304, 0.002520347821627163, 0.0032892350971208133, 0.0035165345753197775, 0.007179967594921846]"
BNB,"[0.0010487439935519406, 0.002441429128227025, 0.001796235302455973, 0.0014144031861959352, 0.002370646911094875]","[0.0010972322066093861, 0.002332985999250565, 0.001796235302455973, 0.0014144031861959352, 0.002370646911094875]","[0.00080218528916805, 0.002342284946149173, 0.001796235302455973, 0.0014144031861959352, 0.002370646911094875]","[0.0007943989387776028, 0.0020762802020849926, 0.0018880275670582441, 0.0015712156179519743, 0.0025359035280135096]","[0.0008172449386031779, 0.002472863812483945, 0.00226436500875169, 0.001714012542898943, 0.002861111629551767]","[0.0006843237087200903, 0.002098489181207467, 0.0017962403373288792, 0.0014143911321444502, 0.002370629363134255]","[0.0006843326595230648, 0.0020985229650422837, 0.0017962353024576212, 0.0014144031861924708, 0.0023706469110896335]","[0.0006843326601375848, 0.002098522978319471, 0.0017962353076233523, 0.0014144031885963207, 0.0023706469198454924]","[0.0009264683585057952, 0.002795283637115921, 0.0025585410018140846, 0.0019392386841875294, 0.0032224098524807183]","[0.01888702551844753, 0.02468574828659933, 0.020777290953592358, 0.019188532873273583, 0.019766742390825747]","[0.0006999071960823496, 0.002041533993103009, 0.0018576749651367517, 0.001443964718179847, 0.002435307024654052]","[0.0009022805648615471, 0.002893424178801373, 0.0025872672804743016, 0.0019546127364163893, 0.003248524420875635]","[0.0008971075551274413, 0.0029757666541355902, 0.002635399204345226, 0.0020055169492294227, 0.003327961066176221]"
XRP,"[0.002473987039031987, 0.0030011147488726428, 0.003625687603996577, 0.002680025196904957, 0.004088983680986061]","[0.00191661826298499, 0.0022517839367973635, 0.0025866143147458675, 0.0019069510647733159, 0.0038882462150076503]","[0.0015347783500657469, 0.002243689225424081, 0.0024495249897178435, 0.0017564376021949046, 0.0038882462150076503]","[0.0019070606732174288, 0.0025779830416936054, 0.0027087984559835913, 0.0020439380218730202, 0.004363034240778002]","[0.001656083277435516, 0.00230343560293161, 0.002610727897345399, 0.0018876042926343176, 0.004095497256771631]","[0.0015369369357945903, 0.002246991628599473, 0.002452335629105464, 0.001756748674993154, 0.003884507953311615]","[0.0015347329435169107, 0.002243651414960447, 0.00244930525886333, 0.0017558544219791116, 0.003888071090668332]","[0.0015349740270057572, 0.002242737583299616, 0.0024488262002886406, 0.0017584375864903533, 0.0038875526481267496]","[0.0016118267552593494, 0.002314449420968921, 0.0025276065536410045, 0.0018463423718182888, 0.0039699491078281825]","[0.016475134307464685, 0.01662815272819879, 0.016836090224270454, 0.016673811295012393, 0.018052263185210745]","[0.0015848616488291424, 0.0022517956457269463, 0.002493388198534838, 0.0018248742595078575, 0.003969705504112566]","[0.0022310572876835244, 0.00319608157922088, 0.003430440018452641, 0.002566006910257381, 0.0054313470763842206]","[0.002289884667832691, 0.00326290405708533, 0.003441020751058488, 0.002581093233286582, 0.005497303229630474]"
ADA,"[0.00298285700278899, 0.003108157912030858, 0.003612975756020173, 0.0032399049867977707, 0.00448391580538135]","[0.0032131596115655093, 0.0034200688687272985, 0.0034152376279225605, 0.0032399049867977707, 0.00448391580538135]","[0.0019062251531885904, 0.0023752062421367602, 0.0033045379106487033, 0.0032399049867977707, 0.00448391580538135]","[0.0019905608435137217, 0.0023716159959064607, 0.0033603771978109815, 0.0033206357250714718, 0.004588665938638266]","[0.0019260874032189382, 0.0023685029757376805, 0.003320183037890923, 0.0032646995485711905, 0.004479501076217584]","[0.001906556551321211, 0.00237564553733659, 0.0033053971411692662, 0.0032389956172598944, 0.004483578000666228]","[0.001910586961902583, 0.0023696982234850594, 0.003293652478010294, 0.0032331231230144615, 0.004547718272368684]","[0.0019178351289871472, 0.0023648735267408944, 0.0032871301648444234, 0.0032138155874635223, 0.004632514542312375]","[0.0019613147084952725, 0.0023843526135723108, 0.0033074331069077225, 0.003234104964758168, 0.004898362044218297]","[0.019599216486845393, 0.018584482559951404, 0.01841368698357478, 0.02077621758846133, 0.01938942001956494]","[0.0019392542783236183, 0.0024051842390926466, 0.0033300662525767443, 0.0033035283129131993, 0.004560446850372494]","[0.0027525517301892166, 0.0032143883135710713, 0.004424104323311062, 0.0044492032913767705, 0.007284675730402901]","[0.002777456773893208, 0.0032634722286472508, 0.004506576717626926, 0.004442961240166973, 0.007277695862465324]"
DOGE,"[0.002644862500505084, 0.005313156660227973, 0.003997577646169459, 0.009798375073256621, 0.0106675677248646]","[0.002644862500505084, 0.0025401149191196866, 0.00299264287153002, 0.003872492960239192, 0.004172835705878449]","[0.002644862500505084, 0.0025401149191196866, 0.00299264287153002, 0.003872492960239192, 0.004172835705878449]","[0.0028693232535837235, 0.0027593964393706487, 0.003088556004760219, 0.0039995062851568485, 0.004365644521345728]","[0.0026876667278251326, 0.0025501641348884448, 0.0030619992439426293, 0.004161357139435077, 0.004396144218751138]","[0.002642893218475969, 0.002539025481051674, 0.0029937521355924064, 0.0038707383459099316, 0.004176176834160618]","[0.0026453792714170045, 0.002540601493466876, 0.002992719237100521, 0.0038692239944968813, 0.0041719691554155565]","[0.0026543962433468026, 0.00255288302936861, 0.002995865226125151, 0.0038343233323074027, 0.00415903053993909]","[0.0028632153422030317, 0.0027515671539401444, 0.0031740000103624906, 0.003656720270916252, 0.004320759410270138]","[0.1310091513459203, 0.13760410300864578, 0.13143447797019922, 0.12763549001809185, 0.1380113996417725]","[0.00267614694539394, 0.002538076456659433, 0.002989933976291308, 0.003898145254963127, 0.004147342851262227]","[0.0037320167037485454, 0.0036149614645014736, 0.0041639085158588635, 0.004674472500441222, 0.006351706782420704]","[0.003703426427797315, 0.003516694065618782, 0.004086095005454061, 0.0046181226596328185, 0.0062728456748573965]"
MATIC,"[0.001651324441387843, 0.0023766625298426622, 0.003457181088148203, 0.0028414261017454074, 0.004142039489577199]","[0.0015247367821792552, 0.002582990270197847, 0.0036320012427019308, 0.003116026580065981, 0.004041641887160313]","[0.0015247367821792552, 0.0020091254560957255, 0.0026639403521417325, 0.002091479481905824, 0.003653354747806942]","[0.0015849900533668026, 0.002020909161529094, 0.002721774082599875, 0.0021660232317976323, 0.0037908622987053056]","[0.001534937827782115, 0.0020961235320640986, 0.0027860706405146837, 0.0022458761728950793, 0.0037690391327672356]","[0.0015514244038167691, 0.0019941194784095424, 0.0028132193654656994, 0.0021597959654347182, 0.0037923611568843065]","[0.0015234629971732914, 0.0020061752615850477, 0.002665202659640418, 0.0020922854022898453, 0.0036491977918445898]","[0.0015408960536089098, 0.0020480606968604495, 0.002696555668192606, 0.002152927448941419, 0.0036469956816270487]","[0.0015247667985086367, 0.0020015957619337653, 0.0027289530811160376, 0.0021300733268167157, 0.0036706322626676594]","[0.11552286098269386, 0.11623950806688102, 0.10936076053026478, 0.13662251533452713, 0.09846188129810503]","[0.0016732886496967554, 0.002203880148226527, 0.002856184751220296, 0.0022705230438835695, 0.003653285651438326]","[0.0020469040901451648, 0.0026105658776204434, 0.0038254875504235403, 0.0029034859669620633, 0.005153352978675895]","[0.0020165498590872365, 0.002619851900531963, 0.0039047221515782385, 0.0029631280845207465, 0.005243784283620126]"
LINK,"[0.0018106316359560574, 0.0024831652290411093, 0.0030146024115053033, 0.0030983568369386027, 0.004092262696214463]","[0.0017449249565471543, 0.0024981426694772606, 0.0026617697413232094, 0.004047713930364433, 0.004336499513352786]","[0.0016737897274002325, 0.002318638766958409, 0.002758441875088695, 0.002566496291294934, 0.004009795427376476]","[0.0018367454172584232, 0.0025147522878186785, 0.002849410444363099, 0.0029327581822835647, 0.00413659378794571]","[0.0017186758161507809, 0.002359496920878674, 0.0027177909967821853, 0.0027982683531698267, 0.00402665133864884]","[0.0016737863943918794, 0.0022380026550242664, 0.002634052581592409, 0.0025368298358051477, 0.0038510580482707013]","[0.0016714903417702398, 0.0022344263253855075, 0.002632146356056183, 0.002535823923567736, 0.0038507165246004964]","[0.0016732448695319449, 0.0022371899785405165, 0.0026335890331591646, 0.0025365577729842812, 0.003850988303080918]","[0.001979808520694922, 0.0026056096727601814, 0.0032554739363745856, 0.003254361902337199, 0.005025625026833889]","[0.5502101331726049, 0.5760388920096252, 0.518741105446047, 0.6134129931753288, 0.5180349455668224]","[0.0017316766204806876, 0.0023975642958262993, 0.002770848753611106, 0.0027397855234614884, 0.004066028818158254]","[0.00210181465767171, 0.002864416653385348, 0.0036565809392917633, 0.0037376636372770133, 0.005667443197808076]","[0.0020790232278732872, 0.002878369791949957, 0.0036670080744174494, 0.0037140836558025346, 0.00569427964982874]"
ETC,"[0.0018099370198489757, 0.003580739354721846, 0.00603718484007535, 0.0042356015968397324, 0.003934371468885995]","[0.0020858221977912705, 0.004013922082537402, 0.005930367568768937, 0.004213277620518716, 0.003934371468885995]","[0.0017616915969589251, 0.0031329514865468915, 0.005769973408990429, 0.004235041615029749, 0.003934371468885995]","[0.001682151384245842, 0.0026416680106577995, 0.00538243264284159, 0.004502073153195227, 0.004180887927223223]","[0.0020820130186676713, 0.003365884864364676, 0.006068232664495991, 0.005703841038502889, 0.005478876023781831]","[0.0016566978296571999, 0.0026656943476365334, 0.005293643853213724, 0.004313963148640435, 0.004098928308783273]","[0.0016271812650503234, 0.0026218500908459165, 0.005445146190630764, 0.004234810655187644, 0.003931402003673074]","[0.001626924775473728, 0.0026215579678231194, 0.005438643940165826, 0.00423501916768805, 0.003934568984233022]","[0.00221192477477867, 0.0035753161518603514, 0.006360785683242659, 0.006073841114889702, 0.005802497664364749]","[0.14567645753803957, 0.12681602593836747, 0.1416779596649408, 0.12795375150492178, 0.14057518581507591]","[0.001737548348108813, 0.002813300986732001, 0.005603318965947904, 0.0047330435700937675, 0.004042526005338103]","[0.0022393188675756273, 0.0036665188375479096, 0.0070820678779749445, 0.00673196784449235, 0.0062974244445984165]","[0.00218509765492586, 0.0037025372228495783, 0.00687931950750444, 0.006701162254410486, 0.006317504964759183]"
XLM,"[0.002068153120019126, 0.0022862909160460167, 0.0027419012891329907, 0.0021843263825851644, 0.0035613213083582305]","[0.0018552823010387581, 0.001954993314372874, 0.0021605668312497206, 0.0018320155007040563, 0.0026040342514444476]","[0.0018552823010387581, 0.001954993314372874, 0.0021605668312497206, 0.0018320155007040563, 0.0026040342514444476]","[0.001889136864637593, 0.0019434349431444267, 0.0022209537133156543, 0.0019525346281493638, 0.002636313299974109]","[0.0018478264498771743, 0.0019820821038110314, 0.002160402837338934, 0.0018477050165451442, 0.002607276102827087]","[0.0018570922559965318, 0.001943404379041593, 0.002163153941697374, 0.001844291036021458, 0.002604489717303063]","[0.0018532279775216125, 0.0019488615969510585, 0.0021619304156644385, 0.0018393879660833646, 0.0026009499958399114]","[0.0018551063319533216, 0.0019545239515446214, 0.0021602828218807704, 0.0018330440210091114, 0.0026037960034471018]","[0.0018592277846996097, 0.0019790718149035992, 0.0021600091124564617, 0.0018163458990494827, 0.002611405228957246]","[0.07782076293157958, 0.105734519536294, 0.15510153067841598, 0.11795316888281276, 0.068015000803067]","[0.00185526978301041, 0.0019547427455234197, 0.0021606235551462245, 0.0018322720099680529, 0.002603974258500223]","[0.0025929792121516743, 0.0025806716875243886, 0.0031740484200796578, 0.0028408328179436314, 0.003630099919954889]","[0.002640423136606523, 0.002571239830242053, 0.003209850665114924, 0.0028997128929530544, 0.003595193198387388]"
