date,time,open,high,low,close,Volume,Volume MA,log returns,volatility
2023-04-14 12:07:00,1681474020,1248073786706,1248237203768,1247992128843,1248216087124.0,78296473545.64604,78296473545.64584,,
2023-04-14 12:08:00,1681474080,1248195537384,1248340086966,1248163762720,1248239785859.0,78296473545.64604,78296473545.64584,1.898590338100803e-05,
2023-04-14 12:09:00,1681474140,1248239688133,1248945116902,1248197569381,1248856511501.0,78296473545.64604,78296473545.64584,0.0004939542421276144,
2023-04-14 12:10:00,1681474200,1248827193052,1249496269390,1248798905186,1249372120479.0,78296473545.64604,78296473545.64584,0.00041277966213115747,
2023-04-14 12:11:00,1681474260,1249327661679,1250216481535,1249255242012,1249602555744.0,78296473545.64604,78296473545.64584,0.0001844238501860218,
2023-04-14 12:12:00,1681474320,1249455030801,1249596928138,1248401207191,1248567072802.0,78296473545.64604,78296473545.64584,-0.000828993347344209,
2023-04-14 12:13:00,1681474380,1248492974425,1248548421089,1247854628881,1248168073929.0,78296473545.64604,78296473545.64584,-0.0003196165015069141,
2023-04-14 12:14:00,1681474440,1248116252865,1249658487945,1248021526940,1249515927373.0,78296473545.64604,78296473545.64584,0.0010792827068080157,
2023-04-14 12:15:00,1681474500,1249431976552,1250234911942,1249401169301,1249645839498.0,78296473545.64604,78296473545.64584,0.00010396455870775867,
2023-04-14 12:16:00,1681474560,1249619906572,1249917355265,1249493196984,1249571857385.0,78296473545.64604,78296473545.64584,-5.920421667582332e-05,
2023-04-14 12:17:00,1681474620,1249501811736,1249716573839,1249080404471,1249163278653.0,78296473545.64604,78296473545.64584,-0.00032702844710996715,
2023-04-14 12:18:00,1681474680,1249131378862,1249439259849,1249098658517,1249395519293.0,78296473545.64604,78296473545.64584,0.00018589968013316138,
2023-04-14 12:19:00,1681474740,1249305915847,1249378961668,1249162959788,1249313570668.0,78296473545.64604,78296473545.64584,-6.559276976858541e-05,
2023-04-14 12:20:00,1681474800,1249251307819,1249310037581,1248706050269,1248783399810.0,78296473545.64604,78296473545.64584,-0.0004244597965765706,
