date,time,open,high,low,close,Volume,Volume MA,log returns,volatility
2023-04-04 19:00:00,1680634800,1151870673428,1152718050563,1151820862391,1152427630605.0,88663924159.40956,88663924159.40912,,
2023-04-04 19:15:00,1680635700,1152523759427,1153751005310,1151314557497,1151592107230.0,88663924159.40956,88663924159.40912,-0.0007252745259975768,
2023-04-04 19:30:00,1680636600,1151640508558,1154258757007,1151505593978,1153870261928.0,88663924159.40956,88663924159.40912,0.001976311103558004,
2023-04-04 19:45:00,1680637500,1153874401218,1153994180929,1151486445566,1153553756744.0,88663924159.40956,88663924159.40912,-0.00027433638847895736,
2023-04-04 20:00:00,1680638400,1153564357014,1154315310967,1153238566242,1154028164540.0,88663924159.40956,88663924159.40912,0.0004111730970919325,
2023-04-04 20:15:00,1680639300,1154039476201,1154978204637,1153201492195,1153298512270.0,88663924159.40956,88663924159.40912,-0.0006324655296161552,
2023-04-04 20:30:00,1680640200,1153379984651,1157280591609,1153205660439,1156164842894.0,88663924159.40956,88663924159.40912,0.0024822494709404452,
2023-04-04 20:45:00,1680641100,1156192041749,1158965893510,1155569023396,1156917519153.0,88663924159.40956,88663924159.40912,0.000650799381741507,
2023-04-04 21:00:00,1680642000,1156882749240,1156918520622,1155931944302,1156246156175.0,88663924159.40956,88663924159.40912,-0.0005804716752315642,
2023-04-04 21:15:00,1680642900,1156216839476,1156393162185,1154091559568,1154295106894.0,88663924159.40956,88663924159.40912,-0.001688824844556791,
2023-04-04 21:30:00,1680643800,1154398242754,1154958728699,1152563334137,1152897144298.0,88663924159.40956,88663924159.40912,-0.0012118303243759954,
2023-04-04 21:45:00,1680644700,1152871300421,1154048145269,1152266550559,1154047900870.0,88663924159.40956,88663924159.40912,0.0009976454964579773,
2023-04-04 22:00:00,1680645600,1154050684631,1155405719635,1153385420298,1154982122637.0,88663924159.40956,88663924159.40912,0.0008091898402931008,
2023-04-04 22:15:00,1680646500,1154990458733,1155086829325,1153456227166,1154043339062.0,88663924159.40956,88663924159.40912,-0.0008131427238886602,
2023-04-04 22:30:00,1680647400,1154040050026,1154262762596,1152215400509,1152524372845.0,88663924159.40956,88663924159.40912,-0.0013170794238881456,
2023-04-04 22:45:00,1680648300,1152529000003,1152688341348,1151981663419,1152315035085.0,88663924159.40956,88663924159.40912,-0.00018165062594377446,
2023-04-04 23:00:00,1680649200,1152343350440,1152983505414,1151292381161,1151986835752.0,88663924159.40956,88663924159.40912,-0.0002848579340870572,
2023-04-04 23:15:00,1680650100,1152038776519,1152082583849,1149028835940,1150009268287.0,88663924159.40956,88663924159.40912,-0.001718133187111448,
2023-04-04 23:30:00,1680651000,1150067047683,1151187346688,1149392871501,1150721700077.0,88663924159.40956,88663924159.40912,0.0006193091000774587,
2023-04-04 23:45:00,1680651900,1150605044524,1152766127139,1150274017816,1152098347626.0,88663924159.40956,88663924159.40912,0.0011956190101507502,
2023-04-05 00:00:00,1680652800,1152087049970,1152109614774,1150373570338,1150374815903.0,71085948725.50017,87785025387.71365,-0.0014971136882024894,
2023-04-05 00:15:00,1680653700,1150352982330,1155574871359,1148884026239,1154061228209.0,71085948725.50017,86906126616.01817,0.003199407907189311,
2023-04-05 00:30:00,1680654600,1154192276152,1164670474401,1154114487957,1163067573446.0,71085948725.50017,86027227844.32271,0.007773750501804955,
2023-04-05 00:45:00,1680655500,1163181360167,1172247330287,1162584618260,1170944650395.0,71085948725.50017,85148329072.62723,0.006749841989165617,
2023-04-05 01:00:00,1680656400,1171090993423,1172350039077,1167178015475,1169389005416.0,71085948725.50017,84269430300.93176,-0.0013294217294657074,
2023-04-05 01:15:00,1680657300,1169373249464,1170660835537,1167653676888,1169859262828.0,71085948725.50017,83390531529.2363,0.0004020585798620857,
2023-04-05 01:30:00,1680658200,1169856581962,1172021841422,1168862604243,1168942582881.0,71085948725.50017,82511632757.54082,-0.0007838885501350035,
2023-04-05 01:45:00,1680659100,1168979255599,1170156914674,1168749191194,1169338261995.0,71085948725.50017,81632733985.84535,0.00033843592282423174,
2023-04-05 02:00:00,1680660000,1169326527079,1171728664279,1169125493776,1171408290685.0,71085948725.50017,80753835214.14987,0.0017686914691914524,
2023-04-05 02:15:00,1680660900,1171432400067,1172714678369,1170948979416,1172017649023.0,71085948725.50017,79874936442.4544,0.0005200576996351458,
2023-04-05 02:30:00,1680661800,1172022161020,1175898474356,1169002484795,1169041410051.0,71085948725.50017,78996037670.75894,-0.0025426445897842598,0.012432126431306121
2023-04-05 02:45:00,1680662700,1169055027260,1170224878785,1167909335190,1169205086423.0,71085948725.50017,78117138899.06346,0.00013999924517449358,0.012375537374308401
2023-04-05 03:00:00,1680663600,1169220428844,1169733599113,1166996682918,1167005448786.0,71085948725.50017,77238240127.368,-0.0018830822426672,0.01250232487870939
2023-04-05 03:15:00,1680664500,1166993885424,1167398028726,1165905645585,1166244477343.0,71085948725.50017,76359341355.67252,-0.0006522845765140062,0.012528389137616685
2023-04-05 03:30:00,1680665400,1166279456243,1168849816251,1166149436390,1168664312737.0,71085948725.50017,75480442583.97705,0.002072745856828817,0.0126444091229335
2023-04-05 03:45:00,1680666300,1168672536562,1169853858477,1168590247749,1169806750128.0,71085948725.50017,74601543812.28159,0.0009770807088713696,0.012608195242118755
2023-04-05 04:00:00,1680667200,1169761556178,1170767008069,1168851011966,1168857527761.0,71085948725.50017,73722645040.5861,-0.000811764585535002,0.012495150150648573
2023-04-05 04:15:00,1680668100,1168854404796,1170226479166,1168853040734,1169185813021.0,71085948725.50017,72843746268.89064,0.0002808205104081196,0.012491840719639439
2023-04-05 04:30:00,1680669000,1169199628290,1169940006785,1168693155291,1169103909159.0,71085948725.50017,71964847497.19516,-7.005450287778103e-05,0.012462836480797388
2023-04-05 04:45:00,1680669900,1169101615399,1169413848101,1167844135162,1167889813126.0,71085948725.50017,71085948725.4997,-0.00103902387982302,0.012368446165339681
2023-04-05 05:00:00,1680670800,1167897493197,1168652917126,1167227496555,1168644950830.0,71085948725.50017,71085948725.4997,0.0006463740595172851,0.012258545488362861
2023-04-05 05:15:00,1680671700,1168640165161,1171471306076,1168583323047,1170881916341.0,71085948725.50017,71085948725.4997,0.0019123235762776858,0.01233453440841201
2023-04-05 05:30:00,1680672600,1170871142563,1171874804930,1169865811479,1169966992536.0,71085948725.50017,71085948725.4997,-0.0007817026106380354,0.012393429625210704
2023-04-05 05:45:00,1680673500,1169820984576,1170836858848,1169521190386,1170807667378.0,71085948725.50017,71085948725.4997,0.0007182877468245863,0.012329010239985921
2023-04-05 06:00:00,1680674400,1170741450193,1171653408993,1170562743386,1170989055706.0,71085948725.50017,71085948725.4997,0.00015491381175181118,0.012194097041819082
2023-04-05 06:15:00,1680675300,1171128898967,1171869792485,1170217196860,1170978956598.0,71085948725.50017,71085948725.4997,-8.624462800810306e-06,0.012184877956512073
2023-04-05 06:30:00,1680676200,1171040069672,1172445426285,1170627396497,1170684358615.0,71085948725.50017,71085948725.4997,-0.00025161429710252037,0.012182607558444435
2023-04-05 06:45:00,1680677100,1170676902546,1172172246618,1170520426412,1171884431380.0,71085948725.50017,71085948725.4997,0.0010245785524922724,0.011964250601012243
2023-04-05 07:00:00,1680678000,1171880592962,1172285238366,1171420398930,1171426325700.0,71085948725.50017,71085948725.4997,-0.0003909901274958827,0.012007596666168713
2023-04-05 07:15:00,1680678900,1171611294454,1171630922447,1168593589305,1168951104241.0,71085948725.50017,71085948725.4997,-0.002115233509108805,0.012289260575900976
2023-04-05 07:30:00,1680679800,1169074624680,1170118666764,1168416989140,1169789957078.0,71085948725.50017,71085948725.4997,0.0007173542097902441,0.01211828019122115
2023-04-05 07:45:00,1680680700,1169769165081,1170317804544,1169361860855,1170115145626.0,71085948725.50017,71085948725.4997,0.0002779502038059434,0.01180767503367321
2023-04-05 08:00:00,1680681600,1170116330826,1170352308783,1167640251440,1167673479618.0,71085948725.50017,71085948725.4997,-0.002088868830533386,0.009352136791900691
2023-04-05 08:15:00,1680682500,1167676392790,1171598035119,1167241656384,1171106068323.0,71085948725.50017,71085948725.4997,0.002935369580029601,0.007055675249731453
2023-04-05 08:30:00,1680683400,1171121897339,1172079249038,1170878468685,1171060905568.0,71085948725.50017,71085948725.4997,-3.856493196963129e-05,0.0069199751200503135
2023-04-05 08:45:00,1680684300,1171060426105,1171215674033,1170335021559,1170448806285.0,71085948725.50017,71085948725.4997,-0.0005228244784518665,0.006932765275167781
2023-04-05 09:00:00,1680685200,1170439171043,1171187852835,1170296575254,1171043561647.0,71085948725.50017,71085948725.4997,0.0005080139341373524,0.006898702842999111
2023-04-05 09:15:00,1680686100,1171037334981,1172323229081,1169440823254,1169558686444.0,71085948725.50017,71085948725.4997,-0.0012687977236751635,0.007017758930374963
2023-04-05 09:30:00,1680687000,1169539758761,1169607360982,1167186635325,1169106610541.0,71085948725.50017,71085948725.4997,-0.0003866101824954171,0.00678492845923636
2023-04-05 09:45:00,1680687900,1169097357927,1169747439616,1169062106703,1169241535650.0,71085948725.50017,71085948725.4997,0.00011540207079008269,0.006760821690893738
2023-04-05 10:00:00,1680688800,1169254716980,1170021156816,1169206606012,1170008475831.0,71085948725.50017,71085948725.4997,0.0006557146134156255,0.0062957027655449515
