date,time,open,high,low,close,Volume,Volume MA,log returns,volatility
2022-10-30 16:00:00,1667145600,971539391017,975611134612,968045302280,972845741184.0,127541928252.1762,150519251670.5163,,
2022-10-30 20:00:00,1667160000,972939328936,976715871142,965709294445,972430284978.0,127541928252.1762,148665763475.22003,-0.00042714371300434095,
2022-10-31 00:00:00,1667174400,972511885299,976106643076,962710610341,970405190536.0,160483065769.20184,148459332155.77502,-0.002084680047207854,
2022-10-31 04:00:00,1667188800,970499677559,973997701490,965831984666,971142202090.0,160483065769.20184,148252900836.33002,0.0007592002051559632,
2022-10-31 08:00:00,1667203200,971250018950,988817957777,966408332559,984483215223.0,160483065769.20184,148866925860.11978,0.013643942213754201,
2022-10-31 12:00:00,1667217600,984457310466,986076251648,959846653084,968213023811.0,160483065769.20184,149480950883.90952,-0.01666471991068974,
2022-10-31 16:00:00,1667232000,968322510693,974111084864,964265929550,966725338095.0,160483065769.20184,150094975907.69928,-0.001537708940428928,
2022-10-31 20:00:00,1667246400,966837270029,973103919309,964290748492,971777347154.0,160483065769.20184,150709000931.489,0.00521229146101021,
2022-11-01 00:00:00,1667260800,971870718910,980029551514,969235297325,974384175913.0,136702360809.70796,150133990707.30408,0.002678945490544038,
2022-11-01 04:00:00,1667275200,974364332214,983263706503,972610921740,979864384065.0,136702360809.70796,149558980483.11914,0.005608521484376183,
2022-11-01 08:00:00,1667289600,979817272790,986911465553,974786946260,976800961319.0,136702360809.70796,148147224157.64874,-0.0031312715342579622,
2022-11-01 12:00:00,1667304000,976678457841,978476084905,965900253941,970991920525.0,136702360809.70796,146735467832.1783,-0.00596475946816355,
2022-11-01 16:00:00,1667318400,970859543829,974529384943,967450390449,971564066620.0,136702360809.70796,145323711506.70792,0.000589065247364573,
2022-11-01 20:00:00,1667332800,971440363195,974431843624,970250715879,972199095000.0,136702360809.70796,143911955181.2375,0.0006534010059766615,
2022-11-02 00:00:00,1667347200,972086738168,975522433176,968482722366,974326800138.0,184817163610.505,144905938995.80695,0.002186157390173804,
2022-11-02 04:00:00,1667361600,974336144811,976942992078,961909219575,965862808888.0,184817163610.505,145899922810.37637,-0.008724966780601306,
2022-11-02 08:00:00,1667376000,965902836083,971806596738,956942297478,963259906128.0,184817163610.505,148763684578.2928,-0.0026985368212066874,
2022-11-02 12:00:00,1667390400,963290647613,966003029889,959554092355,963440870533.0,184817163610.505,151627446346.20923,0.00018784899837598346,
2022-11-02 16:00:00,1667404800,963449991672,985894616663,952625325209,957376245117.0,184817163610.505,154491208114.12567,-0.006314651737255872,
2022-11-02 20:00:00,1667419200,957305875015,958356770284,945299596769,951570087140.0,184817163610.505,157354969882.04208,-0.0060831211263590035,
2022-11-03 00:00:00,1667433600,951568563975,965462578669,950144929400,964074249417.0,142817250952.04068,158118736017.0353,0.013054970205665484,
2022-11-03 04:00:00,1667448000,964044936388,969773239037,964044102167,964990247333.0,142817250952.04068,158882502152.0285,0.0009496810359514996,
2022-11-03 08:00:00,1667462400,964990939889,969071292535,954559228688,957511138085.0,142817250952.04068,157999211411.17047,-0.0077806414453469586,
2022-11-03 12:00:00,1667476800,957506359064,966076547771,952262178310,961599752655.0,142817250952.04068,157115920670.3124,0.004260953106676624,
2022-11-03 16:00:00,1667491200,961594696181,964717964395,959363044447,962773929320.0,142817250952.04068,156232629929.45435,0.0012203210028403078,
2022-11-03 20:00:00,1667505600,962728399203,963008864376,954088798169,956214775359.0,142817250952.04068,155349339188.59628,-0.006836079325022837,
2022-11-04 00:00:00,1667520000,956251282331,966980299627,954183856907,966935869000.0,206600300933.956,157655200946.834,0.011149625472679503,
2022-11-04 04:00:00,1667534400,966956297161,983016418505,965859098142,981784319166.0,206600300933.956,159961062705.07172,0.01523947627175204,
2022-11-04 08:00:00,1667548800,981772780149,986355119895,979312257852,979675225736.0,206600300933.956,163455959711.28412,-0.002150535552289057,
2022-11-04 12:00:00,1667563200,979698773312,1014435946215,972844260747,994538522540.0,206600300933.956,166950856717.49652,0.015057718701012135,
2022-11-04 16:00:00,1667577600,994537211051,1006879337434,988340674759,1006830270411.0,206600300933.956,170445753723.70892,0.012283495642098075,0.042501272843455326
2022-11-04 20:00:00,1667592000,1006830854559,1011002471846,1004911870059,1009330181663.0,206600300933.956,173940650729.92133,0.002479874585961994,0.0424894799286863
2022-11-05 00:00:00,1667606400,1009365777690,1019834810670,1006355559529,1017506670578.0,132912758819.40051,173751170630.40594,0.008068269788267912,0.04287853824937157
2022-11-05 04:00:00,1667620800,1017497350099,1020951139517,1015759040820,1019411857183.0,132912758819.40051,173561690530.89056,0.0018706562237156277,0.04287093587643806
2022-11-05 08:00:00,1667635200,1019415988581,1019426528672,1010157596230,1017856038796.0,132912758819.40051,170966470291.33536,-0.0015273579802901338,0.041116556070432
2022-11-05 12:00:00,1667649600,1017860794893,1018678535232,1006976501635,1014242132640.0,132912758819.40051,168371250051.78012,-0.0035568261580678495,0.0371524990728719
2022-11-05 16:00:00,1667664000,1014239649148,1017372724573,1010097347259,1013429335702.0,132912758819.40051,165776029812.2249,-0.000801704806942638,0.037096506960869476
2022-11-05 20:00:00,1667678400,1013450277540,1014840599901,1006607646442,1010237282787.0,132912758819.40051,163180809572.66968,-0.0031547247290504288,0.03719075785428058
2022-11-06 00:00:00,1667692800,1010284706336,1012742178733,1003477816823,1007396662417.0,118036194687.4728,159841761126.51807,-0.0028157954554863807,0.037384457261282734
2022-11-06 04:00:00,1667707200,1007389791066,1008587111082,1002961406012,1006451032620.0,118036194687.4728,156502712680.36646,-0.0009391274909518188,0.037142120557858316
2022-11-06 08:00:00,1667721600,1006401687900,1011417440806,1003263060744,1006271703566.0,118036194687.4728,155263659867.13806,-0.0001781954873862901,0.03692795713662531
2022-11-06 12:00:00,1667736000,1006270780969,1009882251011,1003991968692,1006659426254.0,118036194687.4728,154024607053.90967,0.0003852319506130186,0.03623002425435716
2022-11-06 16:00:00,1667750400,1006743477617,1008085860282,999369937820,1001445690258.0,118036194687.4728,152785554240.68127,-0.005192703975968271,0.036788332187627254
2022-11-06 20:00:00,1667764800,1001388053113,1001720064150,980909692701,981996871518.0,118036194687.4728,151546501427.45288,-0.019611802713551896,0.04217820725574178
2022-11-07 00:00:00,1667779200,981813446954,991718948562,978927289688,986912258575.0,168179642307.43063,152814620995.22238,0.0049930158722624185,0.042398516362372685
2022-11-07 04:00:00,1667793600,986914053663,988315698247,968507676981,969219960475.0,168179642307.43063,154082740562.99188,-0.01808955486979258,0.04541657058213417
2022-11-07 08:00:00,1667808000,969197651022,982438188795,967823568060,979688410526.0,168179642307.43063,152161707631.66562,0.01074298914046068,0.04653038317227454
2022-11-07 12:00:00,1667822400,979689304071,985206970886,974962967349,985114505084.0,168179642307.43063,150240674700.33936,0.005523310566523776,0.04679096728708368
2022-11-07 16:00:00,1667836800,985111416250,991799863258,979214722637,989394148823.0,168179642307.43063,148319641769.0131,0.004334901680202563,0.04633933724082782
2022-11-07 20:00:00,1667851200,989404886927,991513535216,963866775542,974878465341.0,168179642307.43063,146398608837.68683,-0.014779972616196346,0.04849903715155699
