date,log returns
2021-07-28,0.39532986566358796
2021-07-29,0.2053891493578947
2021-07-30,0.32325569319155417
2021-07-31,0.12114817299647507
2021-08-01,0.00591278054717273
2021-08-02,0.2062099515716622
2021-08-03,0.051004589175767265
2021-08-04,0.32696920724066436
2021-08-05,0.20245133643847987
2021-08-06,0.33419418177185123
2021-08-07,0.45767653827778115
2021-08-08,-0.0624223780129069
2021-08-09,0.7522842474855457
2021-08-10,0.13374108644371305
2021-08-11,0.3383522431247449
2021-08-12,-0.008313782996774016
2021-08-13,0.7391532394362645
2021-08-14,0.14825868499381778
2021-08-15,0.2208943990495711
2021-08-16,-0.04024825185978481
2021-08-17,-0.1350742399242209
2021-08-18,0.0998010703878848
2021-08-19,0.4564898761838202
2021-08-20,0.4135264054770107
2021-08-21,0.04339169613198417
2021-08-22,0.35669037226137074
2021-08-23,0.19792465702805787
2021-08-24,-0.255798200160124
2021-08-25,0.30257593388849535
2021-08-26,-0.15961379290342242
2021-08-27,0.4408003125996964
2021-08-28,0.14599333498057246
2021-08-29,0.1235724621396265
2021-08-30,-0.06360920256136718
2021-08-31,0.3033177074067823
2021-09-01,0.46265440068285185
2021-09-02,0.23853268738701056
2021-09-03,1.0000000000000002
2021-09-04,0.13875857499358482
2021-09-05,0.6752977392150589
2021-09-06,-0.15125341948447435
2021-09-07,-0.9857155038377414
2021-09-08,0.20239124815725765
2021-09-09,0.18979551881518392
2021-09-10,-0.036342840117096625
2021-09-11,0.30735690993915815
2021-09-12,0.3007677026380241
2021-09-13,0.05419930326951822
2021-09-14,0.27888627675602423
2021-09-15,0.3419152258247022
2021-09-16,0.051731205477189235
2021-09-17,0.006167778193507389
2021-09-18,0.2082339120168562
2021-09-19,-0.016234625503976752
2021-09-20,-0.45238112228426275
2021-09-21,-0.15254411332914175
2021-09-22,0.6296504898960819
2021-09-23,0.2507533623989052
2021-09-24,-0.25174090411129796
2021-09-25,0.12453387833800308
2021-09-26,0.1539265790752864
2021-09-27,-0.05004421185463903
2021-09-28,-0.006857901827398427
2021-09-29,0.3253442290711378
2021-09-30,0.4870460613291245
2021-10-01,0.6156743087665137
2021-10-02,0.25490439008188925
2021-10-03,0.21760892155505648
2021-10-04,0.06600326597777356
2021-10-05,0.3709602480436069
2021-10-06,0.31385257526259125
2021-10-07,0.16814314660254673
2021-10-08,0.08005322800455318
2021-10-09,0.2904377312408811
2021-10-10,0.004610433831155503
2021-10-11,0.3005689195936257
2021-10-12,-0.04117651747965606
2021-10-13,0.32430340727274615
2021-10-14,0.2800285176898387
2021-10-15,0.41469881319770996
2021-10-16,0.058094176170575884
2021-10-17,0.09561702811132179
2021-10-18,0.22241334808102448
2021-10-19,0.2603677541759097
2021-10-20,0.6864206805158236
2021-10-21,-0.12490697872107048
2021-10-22,-0.0018367726244863936
2021-10-23,0.3176860802677104
2021-10-24,-0.0051969356145718515
2021-10-25,0.312457404582266
2021-10-26,0.2246142052851085
2021-10-27,-0.37705135866687545
2021-10-28,0.48245196375030813
2021-10-29,0.3641943092102543
2021-10-30,-0.022413207200376956
2021-10-31,0.214651485405954
2021-11-01,0.32828218788464814
2021-11-02,0.2574006861137388
2021-11-03,0.3399361512231881
2021-11-04,0.037102239128054854
2021-11-05,0.062213403269612944
2021-11-06,0.12844367058533254
2021-11-07,0.2878575903680626
2021-11-08,0.8647723417206079
2021-11-09,0.9159102620850764
2021-11-10,0.13085218396964177
2021-11-11,0.20556936230273543
2021-11-12,-0.07615974741566298
2021-11-13,0.3075123139197599
2021-11-14,0.6139745373914729
2021-11-15,-0.1703846618625483
2021-11-16,-0.577968325223277
2021-11-17,0.15046223310947968
2021-11-18,-0.48890958858812383
2021-11-19,0.5272180634312774
2021-11-20,0.38830967162390817
2021-11-21,0.023045987607760332
2021-11-22,-0.1462332188582522
2021-11-23,0.35126764140527766
2021-11-24,0.06085648621086118
2021-11-25,0.43941128224029113
2021-11-26,-0.5608715651264387
2021-11-27,0.1478920328795632
2021-11-28,0.289414210739384
2021-11-29,0.3302980731333031
2021-11-30,0.22709986859049924
2021-12-01,0.19179677949530466
2021-12-02,0.021610457337635863
2021-12-03,-0.27687289500000095
2021-12-04,-0.641155411346604
2021-12-05,-0.0588203239409236
2021-12-06,0.3406556818010701
2021-12-07,0.18228248381298467
2021-12-08,0.277635991363503
2021-12-09,-0.3218445762810321
2021-12-10,0.05331150108741273
2021-12-11,0.5184132886606789
2021-12-12,0.20021021641059647
2021-12-13,-0.3644929800733292
2021-12-14,0.3843760835240203
2021-12-15,0.2824499428781973
2021-12-16,-0.00831993113089316
2021-12-17,-0.017749432759046335
2021-12-18,0.3365386396612865
2021-12-19,0.3350633003014527
2021-12-20,0.14313135567008745
2021-12-21,0.24125394071404757
2021-12-22,0.19020100120511682
2021-12-23,0.45183835950607887
2021-12-24,0.08258788496487864
2021-12-25,0.04611592098655935
2021-12-26,0.0902922370794984
2021-12-27,0.17217937589164592
2021-12-28,-0.2123997660665054
2021-12-29,0.15735748046120762
2021-12-30,0.26004287123124475
2021-12-31,0.10057964267994078
2022-01-01,0.33399807514877633
2022-01-02,0.17979474289973982
2022-01-03,0.06451645993570652
2022-01-04,0.08938752437727562
2022-01-05,-0.2744634503859995
2022-01-06,0.18557860768610274
2022-01-07,-0.022801640919705934
2022-01-08,0.07946919664991238
2022-01-09,0.22930445375758418
2022-01-10,-0.02569175155197953
2022-01-11,0.3854782973076264
2022-01-12,0.5853339478174613
2022-01-13,-0.04321970422480462
2022-01-14,0.48224773066456234
2022-01-15,0.27947781888563883
