date,close
2023-04-04 19:00:00,0.1057
2023-04-04 19:15:00,0.1057
2023-04-04 19:30:00,0.106
2023-04-04 19:45:00,0.1059
2023-04-04 20:00:00,0.1059
2023-04-04 20:15:00,0.1061
2023-04-04 20:30:00,0.1063
2023-04-04 20:45:00,0.1065
2023-04-04 21:00:00,0.1069
2023-04-04 21:15:00,0.1067
2023-04-04 21:30:00,0.1067
2023-04-04 21:45:00,0.1068
2023-04-04 22:00:00,0.1068
2023-04-04 22:15:00,0.1065
2023-04-04 22:30:00,0.1063
2023-04-04 22:45:00,0.1063
2023-04-04 23:00:00,0.1061
2023-04-04 23:15:00,0.1059
2023-04-04 23:30:00,0.1061
2023-04-04 23:45:00,0.106
2023-04-05 00:00:00,0.1054
2023-04-05 00:15:00,0.1055
2023-04-05 00:30:00,0.1063
2023-04-05 00:45:00,0.1069
2023-04-05 01:00:00,0.1067
2023-04-05 01:15:00,0.1071
2023-04-05 01:30:00,0.107
2023-04-05 01:45:00,0.1071
2023-04-05 02:00:00,0.1075
2023-04-05 02:15:00,0.1076
2023-04-05 02:30:00,0.1074
2023-04-05 02:45:00,0.1074
2023-04-05 03:00:00,0.1073
2023-04-05 03:15:00,0.107
2023-04-05 03:30:00,0.1072
2023-04-05 03:45:00,0.1075
2023-04-05 04:00:00,0.1075
2023-04-05 04:15:00,0.1073
2023-04-05 04:30:00,0.1072
2023-04-05 04:45:00,0.107
2023-04-05 05:00:00,0.1072
2023-04-05 05:15:00,0.1075
2023-04-05 05:30:00,0.1077
2023-04-05 05:45:00,0.1082
2023-04-05 06:00:00,0.1084
2023-04-05 06:15:00,0.1083
2023-04-05 06:30:00,0.1083
2023-04-05 06:45:00,0.1084
2023-04-05 07:00:00,0.1084
2023-04-05 07:15:00,0.1083
2023-04-05 07:30:00,0.1084
2023-04-05 07:45:00,0.1084
2023-04-05 08:00:00,0.1082
2023-04-05 08:15:00,0.1085
2023-04-05 08:30:00,0.1082
2023-04-05 08:45:00,0.1083
2023-04-05 09:00:00,0.1083
2023-04-05 09:15:00,0.1079
2023-04-05 09:30:00,0.1077
2023-04-05 09:45:00,0.1076
2023-04-05 10:00:00,0.1077
2023-04-05 10:15:00,0.1078
2023-04-05 10:30:00,0.1077
2023-04-05 10:45:00,0.1076
2023-04-05 11:00:00,0.1074
2023-04-05 11:15:00,0.1076
2023-04-05 11:30:00,0.1075
2023-04-05 11:45:00,0.1074
2023-04-05 12:00:00,0.107
2023-04-05 12:15:00,0.107
2023-04-05 12:30:00,0.1069
2023-04-05 12:45:00,0.1072
2023-04-05 13:00:00,0.107
2023-04-05 13:15:00,0.1067
2023-04-05 13:30:00,0.1067
2023-04-05 13:45:00,0.1068
2023-04-05 14:00:00,0.1061
2023-04-05 14:15:00,0.1061
2023-04-05 14:30:00,0.1063
2023-04-05 14:45:00,0.1063
2023-04-05 15:00:00,0.1059
2023-04-05 15:15:00,0.1058
2023-04-05 15:30:00,0.1062
2023-04-05 15:45:00,0.1064
2023-04-05 16:00:00,0.1058
2023-04-05 16:15:00,0.1059
2023-04-05 16:30:00,0.1062
2023-04-05 16:45:00,0.106
2023-04-05 17:00:00,0.1064
2023-04-05 17:15:00,0.1065
2023-04-05 17:30:00,0.1067
2023-04-05 17:45:00,0.1069
2023-04-05 18:00:00,0.1072
2023-04-05 18:15:00,0.1066
2023-04-05 18:30:00,0.1067
2023-04-05 18:45:00,0.1068
2023-04-05 19:00:00,0.1067
2023-04-05 19:15:00,0.1072
2023-04-05 19:30:00,0.1072
2023-04-05 19:45:00,0.1072
2023-04-05 20:00:00,0.1072
2023-04-05 20:15:00,0.1071
2023-04-05 20:30:00,0.1072
2023-04-05 20:45:00,0.1071
2023-04-05 21:00:00,0.1073
2023-04-05 21:15:00,0.1074
2023-04-05 21:30:00,0.1074
2023-04-05 21:45:00,0.1075
2023-04-05 22:00:00,0.1075
2023-04-05 22:15:00,0.1075
2023-04-05 22:30:00,0.1074
2023-04-05 22:45:00,0.1075
2023-04-05 23:00:00,0.1074
2023-04-05 23:15:00,0.1073
2023-04-05 23:30:00,0.1072
2023-04-05 23:45:00,0.1072
2023-04-06 00:00:00,0.1068
2023-04-06 00:15:00,0.1067
2023-04-06 00:30:00,0.1062
2023-04-06 00:45:00,0.1059
2023-04-06 01:00:00,0.1061
2023-04-06 01:15:00,0.1055
2023-04-06 01:30:00,0.1055
2023-04-06 01:45:00,0.1059
2023-04-06 02:00:00,0.106
2023-04-06 02:15:00,0.1058
2023-04-06 02:30:00,0.1058
2023-04-06 02:45:00,0.1057
2023-04-06 03:00:00,0.1058
2023-04-06 03:15:00,0.106
