rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_dim,config/n_rnn_layers,config/training_length,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.0018833294252882187,0.0015460434842151025,15.594753980636597,True,1,2023-06-27_01-49-54,1687823394,15.594753980636597,1740097,cs02.science.uu.nl,131.211.30.52,15.594753980636597,1,"1_batch_size=64,dropout=0.2501,hidden_dim=25,input_chunk_length=9,n_epochs=100,n_rnn_layers=3,training_length=75",25,3,75,9,100,64,0.25008127776553435,1,RNN,False,auto
0.0018969060312257083,0.0015672103074888075,12.694815397262573,True,1,2023-06-27_01-50-59,1687823459,12.694815397262573,1740293,cs02.science.uu.nl,131.211.30.52,12.694815397262573,1,"2_batch_size=128,dropout=0.2682,hidden_dim=25,input_chunk_length=6,n_epochs=75,n_rnn_layers=3,training_length=50",25,3,50,6,75,128,0.2682382070072891,1,RNN,False,auto
0.0022578964220543673,0.0018720908198630812,13.198846817016602,True,1,2023-06-27_01-52-07,1687823527,13.198846817016602,1740525,cs02.science.uu.nl,131.211.30.52,13.198846817016602,1,"3_batch_size=256,dropout=0.0410,hidden_dim=25,input_chunk_length=9,n_epochs=100,n_rnn_layers=2,training_length=50",25,2,50,9,100,256,0.04104123911471738,1,RNN,False,auto
0.0019162118074536713,0.001556341555056167,15.113402366638184,True,1,2023-06-27_01-52-09,1687823529,15.113402366638184,1740529,cs02.science.uu.nl,131.211.30.52,15.113402366638184,1,"4_batch_size=32,dropout=0.0686,hidden_dim=25,input_chunk_length=6,n_epochs=100,n_rnn_layers=2,training_length=50",25,2,50,6,100,32,0.06861398342297846,1,RNN,False,auto
0.0021337468824747827,0.0017325221418273632,11.903459548950195,True,1,2023-06-27_01-52-06,1687823526,11.903459548950195,1740531,cs02.science.uu.nl,131.211.30.52,11.903459548950195,1,"5_batch_size=128,dropout=0.0294,hidden_dim=25,input_chunk_length=1,n_epochs=25,n_rnn_layers=2,training_length=50",25,2,50,1,25,128,0.029389851252503228,1,RNN,False,auto
0.002056899029934868,0.001687612713066421,13.487007141113281,True,1,2023-06-27_01-52-07,1687823527,13.487007141113281,1740533,cs02.science.uu.nl,131.211.30.52,13.487007141113281,1,"6_batch_size=128,dropout=0.2133,hidden_dim=25,input_chunk_length=6,n_epochs=75,n_rnn_layers=4,training_length=50",25,4,50,6,75,128,0.21331524060978682,1,RNN,False,auto
0.005743996143425414,0.005425689934459996,12.14289116859436,True,1,2023-06-27_01-53-14,1687823594,12.14289116859436,1741227,cs02.science.uu.nl,131.211.30.52,12.14289116859436,1,"7_batch_size=128,dropout=0.4961,hidden_dim=25,input_chunk_length=3,n_epochs=50,n_rnn_layers=3,training_length=50",25,3,50,3,50,128,0.49610361113981266,1,RNN,False,auto
0.0019005900060496915,0.0015517650699144296,13.44186806678772,True,1,2023-06-27_01-54-22,1687823662,13.44186806678772,1741551,cs02.science.uu.nl,131.211.30.52,13.44186806678772,1,"8_batch_size=128,dropout=0.2713,hidden_dim=25,input_chunk_length=9,n_epochs=75,n_rnn_layers=4,training_length=50",25,4,50,9,75,128,0.2713310365852543,1,RNN,False,auto
0.0018349163097746823,0.001494657989472416,14.951010704040527,True,1,2023-06-27_01-54-24,1687823664,14.951010704040527,1741558,cs02.science.uu.nl,131.211.30.52,14.951010704040527,1,"9_batch_size=32,dropout=0.0610,hidden_dim=25,input_chunk_length=12,n_epochs=100,n_rnn_layers=2,training_length=25",25,2,25,12,100,32,0.06100696081120948,1,RNN,False,auto
0.0017919509616407016,0.0014450758237337824,14.019680976867676,True,1,2023-06-27_01-54-23,1687823663,14.019680976867676,1741560,cs02.science.uu.nl,131.211.30.52,14.019680976867676,1,"10_batch_size=16,dropout=0.3561,hidden_dim=25,input_chunk_length=12,n_epochs=50,n_rnn_layers=1,training_length=25",25,1,25,12,50,16,0.35609765586827985,1,RNN,False,auto
