rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_dim,config/n_rnn_layers,config/training_length,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.0023194592981037048,0.0018713502049313973,13.189582109451294,True,1,2023-06-27_01-54-22,1687823662,13.189582109451294,1741562,cs02.science.uu.nl,131.211.30.52,13.189582109451294,1,"11_batch_size=128,dropout=0.2883,hidden_dim=25,input_chunk_length=9,n_epochs=75,n_rnn_layers=4,training_length=50",25,4,50,9,75,128,0.2883055247545668,1,RNN,False,auto
0.0018824180222596235,0.001561404188891933,12.225012063980103,True,1,2023-06-27_01-55-30,1687823730,12.225012063980103,1742262,cs02.science.uu.nl,131.211.30.52,12.225012063980103,1,"12_batch_size=64,dropout=0.0989,hidden_dim=25,input_chunk_length=9,n_epochs=50,n_rnn_layers=2,training_length=75",25,2,75,9,50,64,0.09894239952562642,1,RNN,False,auto
0.002321872292090878,0.0018984769697497812,13.08270812034607,True,1,2023-06-27_01-56-39,1687823799,13.08270812034607,1742605,cs02.science.uu.nl,131.211.30.52,13.08270812034607,1,"13_batch_size=128,dropout=0.3120,hidden_dim=25,input_chunk_length=6,n_epochs=75,n_rnn_layers=2,training_length=50",25,2,50,6,75,128,0.31195807960894134,1,RNN,False,auto
0.021604684322200633,0.021521045897367464,12.825615882873535,True,1,2023-06-27_01-56-39,1687823799,12.825615882873535,1742607,cs02.science.uu.nl,131.211.30.52,12.825615882873535,1,"14_batch_size=256,dropout=0.4163,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=3,training_length=75",25,3,75,1,75,256,0.41632330173047744,1,RNN,False,auto
0.03882390908564748,0.038777262229510785,12.774128675460815,True,1,2023-06-27_01-56-39,1687823799,12.774128675460815,1742609,cs02.science.uu.nl,131.211.30.52,12.774128675460815,1,"15_batch_size=256,dropout=0.4163,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=3,training_length=75",25,3,75,1,75,256,0.41632330173047744,1,RNN,False,auto
0.0026887146760692327,0.0021565689007575616,12.861410856246948,True,1,2023-06-27_01-56-39,1687823799,12.861410856246948,1742611,cs02.science.uu.nl,131.211.30.52,12.861410856246948,1,"16_batch_size=256,dropout=0.4163,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=3,training_length=75",25,3,75,1,75,256,0.41632330173047744,1,RNN,False,auto
0.04150829523174334,0.04146505214800685,12.385474920272827,True,1,2023-06-27_01-57-48,1687823868,12.385474920272827,1743303,cs02.science.uu.nl,131.211.30.52,12.385474920272827,1,"17_batch_size=256,dropout=0.4163,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=3,training_length=75",25,3,75,1,75,256,0.41632330173047744,1,RNN,False,auto
0.003122901303292983,0.0027341551171504914,13.395922422409058,True,1,2023-06-27_01-58-57,1687823937,13.395922422409058,1743628,cs02.science.uu.nl,131.211.30.52,13.395922422409058,1,"18_batch_size=256,dropout=0.4162,hidden_dim=25,input_chunk_length=12,n_epochs=100,n_rnn_layers=2,training_length=75",25,2,75,12,100,256,0.41616552835423026,1,RNN,False,auto
0.0018199213715050409,0.001481388801767369,12.55733585357666,True,1,2023-06-27_01-58-56,1687823936,12.55733585357666,1743634,cs02.science.uu.nl,131.211.30.52,12.55733585357666,1,"19_batch_size=64,dropout=0.0322,hidden_dim=25,input_chunk_length=24,n_epochs=50,n_rnn_layers=1,training_length=50",25,1,50,24,50,64,0.03217950637305296,1,RNN,False,auto
0.0019007028197974194,0.0015332388881273533,13.350328207015991,True,1,2023-06-27_01-58-57,1687823937,13.350328207015991,1743636,cs02.science.uu.nl,131.211.30.52,13.350328207015991,1,"20_batch_size=16,dropout=0.0106,hidden_dim=25,input_chunk_length=24,n_epochs=25,n_rnn_layers=4,training_length=75",25,4,75,24,25,16,0.010581989156353402,1,RNN,False,auto
