mae,rmse,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/num_layers,config/num_blocks,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/optimizer_kwargs/lr,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.031523428433399975,0.03706156949356588,11.522796392440796,True,1,2023-06-14_15-31-45,1686749505,11.522796392440796,19520,Stephan,127.0.0.1,11.522796392440796,1,"1_batch_size=32,dropout=0.1723,input_chunk_length=5,n_epochs=10,num_blocks=1,num_layers=3,lr=0.0056",3,1,5,10,32,0.17225233482786187,1,NBEATS,0.0056307872732130875,False,auto
