rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_size,config/lstm_layers,config/num_attention_heads,config/hidden_continuous_size,config/add_relative_index,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.07863037187483465,0.038005482985390256,16.389680862426758,True,1,2023-06-30_15-09-34,1688130574,16.389680862426758,2332252,cs02.science.uu.nl,131.211.30.52,16.389680862426758,1,"1_add_relative_index=True,batch_size=128,dropout=0.3048,hidden_continuous_size=8,hidden_size=4,input_chunk_length=3,lstm_layers=4,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",4,4,1,8,True,3,75,128,0.30481009845378854,1,False,auto
0.005728174835660541,0.004418565076709315,28.865897178649902,True,1,2023-06-30_15-10-55,1688130655,28.865897178649902,2332440,cs02.science.uu.nl,131.211.30.52,28.865897178649902,1,"2_add_relative_index=True,batch_size=16,dropout=0.2041,hidden_continuous_size=10,hidden_size=25,input_chunk_length=3,lstm_layers=1,n_epochs=75,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",25,1,3,10,True,3,75,16,0.20409241558802788,1,False,auto
,,41.15761876106262,True,1,2023-06-30_15-12-15,1688130735,41.15761876106262,2332737,cs02.science.uu.nl,131.211.30.52,41.15761876106262,1,"3_add_relative_index=True,batch_size=16,dropout=0.1590,hidden_continuous_size=8,hidden_size=10,input_chunk_length=1,lstm_layers=3,n_epochs=100,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",10,3,1,8,True,1,100,16,0.15896357315084217,1,False,auto
0.01150262500289579,0.008252283634876506,28.105576753616333,True,1,2023-06-30_15-12-02,1688130722,28.105576753616333,2332740,cs02.science.uu.nl,131.211.30.52,28.105576753616333,1,"4_add_relative_index=True,batch_size=32,dropout=0.2705,hidden_continuous_size=4,hidden_size=50,input_chunk_length=9,lstm_layers=1,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",50,1,1,4,True,9,75,32,0.2705182997952856,1,False,auto
0.16020003673972347,0.10978466896474519,25.752471208572388,True,1,2023-06-30_15-12-00,1688130720,25.752471208572388,2332743,cs02.science.uu.nl,131.211.30.52,25.752471208572388,1,"5_add_relative_index=True,batch_size=128,dropout=0.4836,hidden_continuous_size=8,hidden_size=2,input_chunk_length=24,lstm_layers=1,n_epochs=50,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",2,1,2,8,True,24,50,128,0.4836447215486445,1,False,auto
0.047219990993253344,0.02991042588000578,26.855663776397705,True,1,2023-06-30_15-12-01,1688130721,26.855663776397705,2332745,cs02.science.uu.nl,131.211.30.52,26.855663776397705,1,"6_add_relative_index=True,batch_size=128,dropout=0.2878,hidden_continuous_size=10,hidden_size=10,input_chunk_length=12,lstm_layers=4,n_epochs=100,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",10,4,2,10,True,12,100,128,0.2877817614624191,1,False,auto
,,26.667540311813354,True,1,2023-06-30_15-12-01,1688130721,26.667540311813354,2332747,cs02.science.uu.nl,131.211.30.52,26.667540311813354,1,"7_add_relative_index=True,batch_size=32,dropout=0.4990,hidden_continuous_size=12,hidden_size=50,input_chunk_length=1,lstm_layers=3,n_epochs=50,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",50,3,1,12,True,1,50,32,0.499046776872002,1,False,auto
0.09965029803116944,0.06308868234337005,25.122235536575317,True,1,2023-06-30_15-11-59,1688130719,25.122235536575317,2332749,cs02.science.uu.nl,131.211.30.52,25.122235536575317,1,"8_add_relative_index=True,batch_size=256,dropout=0.2065,hidden_continuous_size=10,hidden_size=10,input_chunk_length=6,lstm_layers=2,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",10,2,3,10,True,6,50,256,0.20649590672193258,1,False,auto
0.006424247991300297,0.005269901832020933,26.90969204902649,True,1,2023-06-30_15-12-01,1688130721,26.90969204902649,2332751,cs02.science.uu.nl,131.211.30.52,26.90969204902649,1,"9_add_relative_index=True,batch_size=64,dropout=0.4269,hidden_continuous_size=8,hidden_size=10,input_chunk_length=12,lstm_layers=2,n_epochs=75,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",10,2,2,8,True,12,75,64,0.4269134993904595,1,False,auto
0.0023236478333264446,0.001909304064394533,34.83040523529053,True,1,2023-06-30_15-12-09,1688130729,34.83040523529053,2332753,cs02.science.uu.nl,131.211.30.52,34.83040523529053,1,"10_add_relative_index=True,batch_size=16,dropout=0.0899,hidden_continuous_size=4,hidden_size=2,input_chunk_length=3,lstm_layers=4,n_epochs=75,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",2,4,3,4,True,3,75,16,0.08985149666459293,1,False,auto
,,25.73885488510132,True,1,2023-06-30_15-12-00,1688130720,25.73885488510132,2332755,cs02.science.uu.nl,131.211.30.52,25.73885488510132,1,"11_add_relative_index=True,batch_size=128,dropout=0.2182,hidden_continuous_size=10,hidden_size=50,input_chunk_length=1,lstm_layers=3,n_epochs=75,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",50,3,2,10,True,1,75,128,0.21818872551953358,1,False,auto
0.008939673753423756,0.005776624578511723,17.870550870895386,True,1,2023-06-30_15-13-00,1688130780,17.870550870895386,2334227,cs02.science.uu.nl,131.211.30.52,17.870550870895386,1,"12_add_relative_index=True,batch_size=64,dropout=0.0176,hidden_continuous_size=8,hidden_size=4,input_chunk_length=6,lstm_layers=2,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",4,2,1,8,True,6,75,64,0.01758476767185121,1,False,auto
0.11954517656027495,0.08672182272741828,18.77023148536682,True,1,2023-06-30_15-14-08,1688130848,18.77023148536682,2335026,cs02.science.uu.nl,131.211.30.52,18.77023148536682,1,"13_add_relative_index=True,batch_size=256,dropout=0.1337,hidden_continuous_size=12,hidden_size=25,input_chunk_length=24,lstm_layers=2,n_epochs=25,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",25,2,3,12,True,24,25,256,0.13367896192293072,1,False,auto
