,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.0004695054585500849, 0.0005159545013806501, 0.0004056978621948914, 0.00044848075524855376, 0.0002523979761734388]","[0.000621383862599752, 0.0005557747178437666, 0.0005108293889796407, 0.0004323152377902197, 0.00035038600207632143]","[0.00044682802117189765, 0.0004959670876927935, 0.00038073704907168077, 0.0004073119696926286, 0.00024519055298630996]","[0.0004533880489412382, 0.0004954333753655941, 0.0003853068469265458, 0.0004084618609091288, 0.0002464832877603099]","[0.0004660323387389177, 0.0005019081203028225, 0.0004250706541983882, 0.00045985445522930265, 0.0002626196829649147]","[0.0004658942137810443, 0.0005344686982968192, 0.000510853353059546, 0.0004555071820539001, 0.0002898597014462953]","[0.0004483657546951758, 0.0005133592957079148, 0.00038135399958550656, 0.0004047802647241932, 0.00024591522525647247]","[0.000445777488175668, 0.0004958022660500364, 0.00038194937208552247, 0.00040569040542332046, 0.00024392627502625066]","[0.00045872790230501524, 0.0005092439500483239, 0.0004216123833567229, 0.00043102951138017273, 0.00024468356548121094]","[0.0006547623995531089, 0.0007653181232559636, 0.0005823657867033824, 0.0007104490596717478, 0.00043307935775812386]","[0.0008624988561620594, 0.0006214238918775348, 0.0003843085189228961, 0.0004320259647413965, 0.0002917383786369088]","[0.0005114606498181037, 0.0005029241846874707, 0.00040641781820026905, 0.00043599692889891733, 0.0002610111490158125]","[0.0004474189954557851, 0.0004975070461219496, 0.0003878793484229338, 0.00040658354458862487, 0.00024637993641697534]"
ETH,"[0.0007266837183046369, 0.0009251398499626583, 0.0005547580471110936, 0.0007395213391046346, 0.0003581749325052619]","[0.0008434483424785567, 0.0010261071427237214, 0.0006954196599073908, 0.0007681265553709898, 0.00042527992626202306]","[0.0006866417897108196, 0.000935443944480395, 0.0005329255904092309, 0.0007446792818217231, 0.0003550550221056855]","[0.0007122506827246327, 0.0009298253657495879, 0.000552439536810549, 0.0007520862437362619, 0.00036661645966745276]","[0.0006972200975857716, 0.0011740496635628188, 0.0006373721407162836, 0.000754476382476392, 0.0004673220155726203]","[0.000696292371282902, 0.0009595655099640164, 0.0005430458153542116, 0.0007403376265282342, 0.00035885034355304866]","[0.0006846236406139921, 0.0009346838367750109, 0.0005312702883189874, 0.0007457293886502356, 0.0003614181718136235]","[0.0006969732081138995, 0.0009459856571582505, 0.0005373825435880814, 0.0007376666969687785, 0.00035342316690050086]","[0.0007079729390592249, 0.0009680598569639725, 0.0005504299507128875, 0.0007396676794959696, 0.00035425320051520656]","[0.0011263482812023315, 0.0012106226563866895, 0.0009569546166109392, 0.0009278140582170927, 0.0006402947910997525]","[0.0006937304186184082, 0.0010047516536121574, 0.0005815755418603075, 0.0007430476824707193, 0.00037420791244982066]","[0.0007388951440083771, 0.0009614018582553437, 0.0005420203767542704, 0.0007964852351406851, 0.0003696412841741048]","[0.0006945121283941136, 0.0009378223440908567, 0.0005394134060583583, 0.0007482671907635495, 0.0003590156191188275]"
BNB,"[0.0004200531835419288, 0.00045963638263551575, 0.0004287369444318059, 0.0005258291020551466, 0.00031336761053088924]","[0.0004925408157060214, 0.0004999818612290134, 0.00047702587012955186, 0.0005664927129088338, 0.0003258728532201683]","[0.00042042752560065866, 0.00044414836148343135, 0.0004286670787680528, 0.000526838650449287, 0.0003089649072134005]","[0.0004219620752830359, 0.0004438347340496936, 0.000427953818816131, 0.0005278774172340518, 0.0003145509174076089]","[0.0006991369655812707, 0.0013099113538803627, 0.00044152326472997214, 0.0005714912704005702, 0.0007270556030633052]","[0.0004117749848980994, 0.00047599981656796934, 0.0004285348901560209, 0.0005218726497822572, 0.0003148531071151527]","[0.0004232367508301185, 0.00044615902234104314, 0.0004951438027498687, 0.0005449990930351241, 0.00032212200617361657]","[0.0005964838420036444, 0.00044181317591383823, 0.00049106143973298, 0.000543003325037131, 0.0003756286295447649]","[0.0004228385589299927, 0.0004572553724356335, 0.00043791633562886655, 0.0005299393573748107, 0.00031477242897133925]","[0.0007770303837292047, 0.0007077713733604552, 0.0005826204265590661, 0.000650342208128703, 0.0005198739864549166]","[0.0004114727207633403, 0.0004627166143647288, 0.0005307959289634359, 0.0005784289082676259, 0.0003251294339188239]","[0.000418816621854304, 0.0004559431800499818, 0.0004537983020886227, 0.0005566835822993414, 0.0003467711479503767]","[0.0004129832987927799, 0.0004429427628738457, 0.0004283448295445087, 0.0005302974156456318, 0.00031545156464726006]"
XRP,"[0.0005626772148034825, 0.0007808639519039012, 0.0006176787266384132, 0.0009718286731908864, 0.0005272432973068578]","[0.0005949842594296926, 0.001219652659894462, 0.0006941271907715448, 0.001004636078686668, 0.000717342712757511]","[0.0005140674308531771, 0.0006481283071222595, 0.0005696555216989845, 0.0009426364081730792, 0.0004198172774253543]","[0.0005226664622905967, 0.0006548388251844072, 0.0005768637182397948, 0.0009423981364804111, 0.00043728445039521]","[0.0017120097249533135, 0.00169859067959921, 0.0005854089775562524, 0.0014708907276045702, 0.000506698184986137]","[0.0005494102466073397, 0.0006754226177483275, 0.0005598582921208259, 0.000959276454319414, 0.0004361530817847667]","[0.0005216740978435294, 0.0006494089107083111, 0.0006036855588561443, 0.0009441837511746146, 0.0004208847162190633]","[0.0005081541509800202, 0.0006478204588733536, 0.0005695754786731134, 0.0009392315163866076, 0.00042738444686243513]","[0.0005065949216344308, 0.0006725080440870534, 0.0006305456397268651, 0.0010101670601891449, 0.0004440838802550406]","[0.0010553565251384424, 0.0010931761857243653, 0.0008397223730804817, 0.0011334878006665702, 0.000828172770852013]","[0.0008060962157806153, 0.0008379274342424112, 0.0007372701690072242, 0.0010674698598875788, 0.000741301360661316]","[0.000582626521100967, 0.0006893899777272164, 0.0005713878438865425, 0.0009560359285711514, 0.0004706022979105251]","[0.0005087941448911767, 0.000645214413935926, 0.0005716528783026315, 0.0009471950905121677, 0.0004219252661881047]"
ADA,"[0.000751953347303288, 0.000765288880988114, 0.000684198923778154, 0.000931012084384058, 0.000623678786226205]","[0.0010739025109639667, 0.0009369758656441091, 0.0008114957305700067, 0.0010589223245065559, 0.0007624055032115715]","[0.0007506140566321598, 0.0007621815337495992, 0.0007863946382468818, 0.000948039616650251, 0.0005941578872404079]","[0.0007698480926834542, 0.0007563778877498948, 0.0006615981021556993, 0.0009692483098501936, 0.0006211614661265247]","[0.0013030930319015137, 0.0010202439558318881, 0.0007621044933478328, 0.0013343292396274281, 0.000592189298471757]","[0.0007678727405258978, 0.0007788043768698591, 0.0006946104846166296, 0.0009381098091633108, 0.0006077293585822737]","[0.0007572038244159901, 0.0007601550215058397, 0.0007539398607450472, 0.0009565163894966699, 0.0006490873413275246]","[0.0007520632970388407, 0.0007603851907452707, 0.0007520795380520746, 0.0010026261275664515, 0.0006082709802873064]","[0.0007545141469919584, 0.0007611189674938324, 0.000708800994892747, 0.000979130431397669, 0.0006208151210093545]","[0.0017037530962745494, 0.0016112609637261284, 0.0009457999809913335, 0.001240048836222832, 0.0010151270665139497]","[0.0008792226524310325, 0.0008254795003227756, 0.0007808918680566418, 0.0011182707899869712, 0.0006491935844388134]","[0.0007927561348805288, 0.00081792845996214, 0.0006695840620986718, 0.0009437396182258121, 0.0006220502810250596]","[0.000761884930084678, 0.0007648919053065085, 0.0006778992142624043, 0.0009491681472928826, 0.0006008057751437193]"
DOGE,"[0.0009538909061167451, 0.0007833793550351049, 0.0011866339577242437, 0.0012286858299825378, 0.0007118604003152143]","[0.001143875500770242, 0.000825140357257806, 0.0013070177390703834, 0.0012622058787384223, 0.000666310655257487]","[0.0008915462093893726, 0.000726483822982046, 0.0010677340087981353, 0.001078906991294225, 0.0005495433941476732]","[0.0012003291081136695, 0.001004782618907183, 0.0012661174911148992, 0.001201133549408804, 0.0006660365171186469]","[0.0010792933867863716, 0.0008675620554357513, 0.00115279085464309, 0.0011555061527906954, 0.0006661415421163064]","[0.000978459433716514, 0.0008571787256329513, 0.0010789155524740643, 0.0011009285981943098, 0.0005691955229153668]","[0.0008864528435380584, 0.0007466546901564887, 0.0010682158851777989, 0.0010806620030999457, 0.000542086263291816]","[0.0011931103229148767, 0.0008892965294522685, 0.0012769382548154162, 0.0012860820815382924, 0.0007031855625292371]","[0.0009090385416995036, 0.0007222602968274574, 0.0010841583480806663, 0.0010871656907817263, 0.0005401101100171488]","[0.0016227018810718368, 0.0015148092032533963, 0.0013672825685971449, 0.0014022687074271003, 0.0010914952332462297]","[0.001088808018885343, 0.0008119313260769936, 0.0012855601328269268, 0.0011417887656495938, 0.0006370604586733197]","[0.0009008319244990638, 0.0007238746971867869, 0.0010965046070918604, 0.0011310938302922233, 0.000560452091652323]","[0.0008966090414281385, 0.0007189356449714746, 0.001093486728771608, 0.001075802810857232, 0.0005263959783595407]"
MATIC,"[0.0006477300434582667, 0.0006505621818164066, 0.0006558972984421487, 0.0008347034220278431, 0.00047138410313228254]","[0.0008120937595988306, 0.0007450309034775564, 0.0007402219924253287, 0.0008560528948684316, 0.0005067871347142616]","[0.0006233176399722977, 0.0006375202624735104, 0.0006618562565838816, 0.0008004092163755647, 0.0004342967164405273]","[0.0006429761260452872, 0.0006332061513901572, 0.0006835634558880466, 0.0008126015855332628, 0.00044377288686883693]","[0.0006645280439732477, 0.0006399886351013863, 0.000714699258726603, 0.0008781842892834602, 0.0005015521644364567]","[0.0006241120032108186, 0.0006297713531134947, 0.000656222019588636, 0.0008006925782720139, 0.00043295447975543193]","[0.0006200550360019613, 0.0006338863466479185, 0.0006644789262546661, 0.0008418754295357999, 0.0004839849800696873]","[0.0006207828935422995, 0.0006412158299972915, 0.0006587724259548939, 0.0007939137299628332, 0.0004402276553820776]","[0.0006777599058346067, 0.0006606925562585694, 0.0006802342791627085, 0.000858498371925349, 0.00045155546026327966]","[0.001293475695207493, 0.001039442184747334, 0.0008740216681852331, 0.0010638129749511347, 0.0007581592002372214]","[0.0007754759330330579, 0.0006577039292816016, 0.000774906082297609, 0.0008339712255495556, 0.0008579746221068518]","[0.0006528637307760113, 0.0006904063204522022, 0.0006889056778764831, 0.0008545975518723872, 0.00045219758983499177]","[0.0006209070064287083, 0.0006331430922317095, 0.0006610790434116071, 0.0008069257573686565, 0.0004355074833103779]"
LINK,"[0.0008642236887800078, 0.0009968972291979445, 0.0006651586314991753, 0.0011594469447170767, 0.000507585246344684]","[0.000904295795460232, 0.0010329419939929855, 0.0007687836277602858, 0.0011521938498358566, 0.0006078066193057896]","[0.0008067150814719176, 0.0008652684673909873, 0.0006571833858292116, 0.0010568065815044314, 0.000505764746102172]","[0.0009971542343716999, 0.0009738876431460861, 0.0006616419528247988, 0.0011236237332271572, 0.0005467970644888094]","[0.0010476020091462518, 0.001194118421355058, 0.0007403558584505802, 0.0013324452547619089, 0.0005496686500542448]","[0.0008095395285259919, 0.0008656003824388623, 0.0006497917182197063, 0.0010452168294309504, 0.0005257012575099806]","[0.0008126112802940017, 0.0008714669220090332, 0.0006948843159904127, 0.001059483293176854, 0.0005280170690141934]","[0.000803893664634188, 0.0008904045721468163, 0.0006712655577623354, 0.0010603789975089017, 0.0005393437566942562]","[0.0007997724716273, 0.0008756401803963684, 0.000701886302813027, 0.001064157317295106, 0.0005165296476245029]","[0.0016581789294907562, 0.0014536785333216207, 0.0009636648219325098, 0.0012966663338045308, 0.0008487575360732148]","[0.0009148280435772576, 0.0010405383171586016, 0.0007531722314035257, 0.0010248338605534266, 0.0006162844960047592]","[0.0008905863391558257, 0.0009260001285694603, 0.0007047505232730436, 0.0011261846480696443, 0.0005376409512581006]","[0.000807072330717379, 0.0008675960461597515, 0.0006554271669320559, 0.0010583804914970952, 0.0005116433339929918]"
ETC,"[0.0009729440112671734, 0.0008193356859040578, 0.0008929388879686369, 0.0010907385337868701, 0.0005875415527365434]","[0.0011727657492576794, 0.0010520300369854549, 0.0009221078043390651, 0.0010860704887647604, 0.0006982634637586061]","[0.0008357851242549956, 0.0008008723785022442, 0.0008195859611015319, 0.0009883259605117454, 0.0005341731021986325]","[0.0008547488052821857, 0.000804116224336823, 0.0008255612484831208, 0.0009924536768175585, 0.0005401205994018078]","[0.0010646650891945368, 0.0009573924631100057, 0.0009780235400899799, 0.0011099368598543968, 0.0006875534486881204]","[0.0008299765670287791, 0.0007857076647481912, 0.0008329155262866415, 0.000992179883727986, 0.000546863112261494]","[0.0008381946774158265, 0.0008009230800092044, 0.0008364799505962216, 0.0009941734356777613, 0.0005350633678601419]","[0.0008425306216182282, 0.000813306568586749, 0.000827852673918639, 0.0009786909029380383, 0.0005372114354598777]","[0.00087424728162794, 0.0008197561559493047, 0.0009041264678900082, 0.0009938706949565404, 0.0005454325393470025]","[0.0014362952550767568, 0.0013399437063902492, 0.0011853266127854311, 0.0013441642680853585, 0.0009805338576793872]","[0.0008853344505360455, 0.000857351200591268, 0.0009841326946726193, 0.0009931341502966852, 0.0005892163186443737]","[0.0008730447093321381, 0.0008591584614986709, 0.0008226471684496537, 0.0010591649968784685, 0.0005342392543627923]","[0.0008453863301461106, 0.0008029061717947624, 0.0008224549341325734, 0.0009936190126056269, 0.0005447011448528229]"
XLM,"[0.000766483026197851, 0.0008039202497547552, 0.0006533406252204672, 0.0008970272682474749, 0.0006595989729951326]","[0.0009257906535981181, 0.001040447886658651, 0.0007793802777893333, 0.0010344635534055779, 0.0008109064987630944]","[0.0007570662321194659, 0.0007849576901882898, 0.0006365197357265458, 0.0008688124326692426, 0.0006523571469822467]","[0.0008071736273412625, 0.000797953772693277, 0.0006666305214138027, 0.0009028282548843179, 0.0006938694541052315]","[0.0009090156978533376, 0.0009581206924237562, 0.0007359823798012957, 0.0009818688610932235, 0.0007265025493365805]","[0.000798362652340749, 0.0008224068732021697, 0.0006811978122710232, 0.0009140283971911918, 0.0006458429986231261]","[0.0008039487609419581, 0.0008918988970601486, 0.0007772641872010947, 0.0010122579058577492, 0.0008089905991004826]","[0.0007691078654912059, 0.0007869580754507087, 0.0006569824727058892, 0.0008902860428186377, 0.0006898157940542512]","[0.0007492132038300866, 0.0008162996082756028, 0.0006558543369600811, 0.0008701390573513946, 0.0006975043036571144]","[0.0013090920081671674, 0.0012143884560729748, 0.0008771827178195511, 0.0011700863294052133, 0.0009862843235831054]","[0.0008324447961758607, 0.0009861743036033918, 0.0007678403265427202, 0.0009689786486921789, 0.0007676479820315011]","[0.0007893005851611627, 0.0008545515097744648, 0.0006511262487214694, 0.0008619047921738755, 0.0007137412737042892]","[0.0007650965942081494, 0.0007972028735181882, 0.0006795816774346315, 0.0008893792823939775, 0.0006775725180847392]"
