,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.010093131800135173, 0.007579418375966653, 0.01075478815606569, 0.01726304549352015, 0.007947883666623863]","[0.010811392036179732, 0.009127523155235729, 0.01162352548304344, 0.017074853950330263, 0.009162452599404675]","[0.010053729494572807, 0.007570362992055048, 0.011242097801500959, 0.016636476493072, 0.008019438143797271]","[0.010720631961615299, 0.007739107970908084, 0.01167446189547699, 0.019775377171709678, 0.008756222124148949]","[0.010662391037433244, 0.008286192012222722, 0.011835460433418769, 0.018007120482807466, 0.008274286535951747]","[0.0102930179564891, 0.0078411926464204, 0.011322951832260399, 0.016799762622095316, 0.008098245662010036]","[0.010097880683560418, 0.007489790095202619, 0.011266000311813943, 0.01650521500350415, 0.008040654763681248]","[0.010562610079514931, 0.007893603944168468, 0.011189878932072515, 0.0185915765060532, 0.00828855236460608]","[0.010101380977968762, 0.007571842258763629, 0.010948321611155401, 0.016979666249822285, 0.007999653150695625]","[0.013070431160857066, 0.011167119316609582, 0.01256641580319946, 0.019534527688957515, 0.01876951753726258]","[0.01125259712901345, 0.008968839036837088, 0.011676419726233341, 0.017948822377516244, 0.009565022286707277]","[0.009967096648522458, 0.0077956980014207596, 0.011727866411056023, 0.01697818144979526, 0.008389214337766526]","[0.009867065226567776, 0.00766668115583395, 0.011403650669652873, 0.016749364956169476, 0.008057325565711527]"
ETH,"[0.011625760454320067, 0.010970719739740798, 0.011578557275894135, 0.015776508949546745, 0.01012996062389879]","[0.012176750497373648, 0.012196872747301097, 0.013112008876809963, 0.01632718902257489, 0.01100011058959266]","[0.01278474879632548, 0.011322175298691312, 0.011777224765206647, 0.015360370332809285, 0.01055093826050286]","[0.011325046994093339, 0.011011418908521342, 0.011506736543949542, 0.015505188667695766, 0.009734926783870765]","[0.013754841358718926, 0.011854937566160238, 0.012109624096484181, 0.016022960832140345, 0.009729368630251325]","[0.012300997362687102, 0.01121139212585965, 0.011593456659028986, 0.01705271733726006, 0.009748008147596665]","[0.01183355267204284, 0.010823774407523433, 0.011596558559931686, 0.015497684783893071, 0.009885354471700565]","[0.012187136637050962, 0.010818280439002353, 0.011385545307445271, 0.015447683838547721, 0.009838302733333098]","[0.011758584180913306, 0.0114706711310214, 0.011195016123691181, 0.016204493172006014, 0.010030350055446322]","[0.018297356754108304, 0.013192829919061887, 0.015908963044406903, 0.017375552268600873, 0.013655105712500698]","[0.013300951181114132, 0.013318677328767192, 0.01212583741096643, 0.016876958060564804, 0.010602373224309179]","[0.011396309039173666, 0.01142083999966095, 0.01180937617052157, 0.015950936222618, 0.009779488668585253]","[0.011376808051098735, 0.01090572950815633, 0.011461617558263106, 0.015455565164652048, 0.009744121059457756]"
BNB,"[0.01122874555203514, 0.010990839515141857, 0.01255999281471929, 0.014875278173934716, 0.008322988875769379]","[0.013964504570188621, 0.01298299972899161, 0.012430172808970184, 0.014953525458500852, 0.009542693671116327]","[0.010764122089827991, 0.010765697205290263, 0.010993033922683202, 0.014294731169689906, 0.007788279097429356]","[0.010938020701744655, 0.010887717437404064, 0.011156361937439688, 0.01455793218841843, 0.008040012063760663]","[0.011996237549726242, 0.012177118416226314, 0.01164737934364432, 0.01732328174589644, 0.01027132227158624]","[0.011151420946595216, 0.010928346096476745, 0.01088871359920301, 0.014648748159805871, 0.007813830181441061]","[0.01102558195536631, 0.010767085929325326, 0.010949868225351336, 0.014228966197655407, 0.007786524692557775]","[0.01101097318160615, 0.010764853257821018, 0.011034077596250729, 0.01420839832844119, 0.007809968654395489]","[0.011359118696909854, 0.011362947263156902, 0.011706048479061414, 0.01594092033402375, 0.008194679347918583]","[0.017017010968891372, 0.016336278102980894, 0.014827342765919417, 0.017770108687293326, 0.01370167391642173]","[0.011528618116953143, 0.01148824534624164, 0.012102521229073512, 0.015064416351416188, 0.008232907998422887]","[0.01079054481363876, 0.011756398694851783, 0.01094292337700343, 0.014476227860763748, 0.008245176480130763]","[0.010575920667336022, 0.010791219591289234, 0.011142003968425351, 0.01449260444452759, 0.007843101090128821]"
XRP,"[0.013929092627410945, 0.010561231426563098, 0.010058913524304812, 0.02075775125663264, 0.016154391197680997]","[0.015379563053003182, 0.012429918408473094, 0.011834783825860656, 0.0207712723201728, 0.017957808548788347]","[0.013515287946037218, 0.010552050402405887, 0.009875928048970112, 0.020102744120681585, 0.015323996301921048]","[0.014180659468966541, 0.01074842785511427, 0.009576170146154517, 0.020153437037958855, 0.015175591795363572]","[0.015279332581625522, 0.012607394676984615, 0.01151346799927936, 0.024086076267196672, 0.019027152800120635]","[0.013553435129385151, 0.010548148833575435, 0.00963136549707156, 0.020360843139823517, 0.015152439913497346]","[0.01406327636459149, 0.010570915490197392, 0.009783946471449112, 0.020144259770669585, 0.015177700085881915]","[0.01466740750018746, 0.013613261025337383, 0.011272764267350374, 0.022289608936071896, 0.015565390030107821]","[0.015795823526921115, 0.011817215239047238, 0.010273995255511755, 0.02772349929040582, 0.01693637924794387]","[0.02222565206974106, 0.01735979681880938, 0.014377674902280743, 0.021423824163679755, 0.020428539332197168]","[0.017239356076702603, 0.012738800960843587, 0.011414381595889582, 0.025457377098186667, 0.018005329666347398]","[0.014392883096596204, 0.0111126443380764, 0.010560254686475439, 0.019524761291419845, 0.015749586305266294]","[0.013398327430088968, 0.01075111309422448, 0.009902519708191913, 0.020018870964480146, 0.01503369747340324]"
ADA,"[0.016644393978805662, 0.014552985503279872, 0.014845614101100295, 0.018705156104804152, 0.012167485483215286]","[0.02034066244693584, 0.01756544808751736, 0.018236751534576937, 0.020373102793670526, 0.019056025897090764]","[0.01653229992304494, 0.014788922994716945, 0.01434114294035863, 0.018424840589263018, 0.012342217232484173]","[0.017525749985723264, 0.015240717676124192, 0.01468961670457577, 0.01899841843494282, 0.012472956523983097]","[0.018991117224197523, 0.018394562641158633, 0.014423533068614831, 0.024138334142104548, 0.01252673434245014]","[0.017550910194921842, 0.015089377302001085, 0.014791724784954339, 0.018684433882473254, 0.01272605273881411]","[0.01736074340532074, 0.01479112482241545, 0.014358805710778594, 0.018423825248599403, 0.012337708241246432]","[0.019055571397128566, 0.01479531422616846, 0.014435973571280151, 0.018466985777433914, 0.015014558675892504]","[0.01735897305975785, 0.014798322169421146, 0.014436073575745124, 0.018613072623993535, 0.012236288498197346]","[0.02182430011496008, 0.01879109044487288, 0.019752944734109205, 0.024440409802192403, 0.01870208396744852]","[0.01790038436257306, 0.01459109109374567, 0.015169630664016569, 0.018837362396095077, 0.013094900276859821]","[0.016946577132870552, 0.014918482315976256, 0.015118264239704199, 0.01957143161469249, 0.012191339540470641]","[0.016358910174778404, 0.014878667106101084, 0.01448628425481004, 0.018475423561108074, 0.012160465578946756]"
DOGE,"[0.014935770529787923, 0.017411212611689535, 0.013707884806224018, 0.01970534125333445, 0.025941834364531728]","[0.01740251721828145, 0.017197019378135843, 0.01429837440705098, 0.019956569314986808, 0.027533166566067902]","[0.015800797033322864, 0.0175879124767138, 0.01453016977739364, 0.019257736926729233, 0.026333192353785267]","[0.014915913755990757, 0.016564143757289998, 0.013271906317527893, 0.019424687506503547, 0.027618518679192707]","[0.014812178908015792, 0.016494411322802358, 0.013386540567088498, 0.01877255732164694, 0.025992791886980643]","[0.01528542613068051, 0.01632237707884455, 0.013229494813490813, 0.018994372000052568, 0.02578198997196432]","[0.014928137478381674, 0.016404311460201017, 0.013151937284830243, 0.018736547224121974, 0.025759880349273668]","[0.014839348339571646, 0.01641987307732419, 0.012959392345602356, 0.0187791214158374, 0.02578361681670044]","[0.014951835473241299, 0.016525836424586465, 0.012890776139809757, 0.01879584733364386, 0.02593372299016365]","[0.0268846030068845, 0.024758653948982346, 0.019776488612043612, 0.025044300152497135, 0.030621362605821753]","[0.015636793035511014, 0.016895839386214247, 0.01373673998732668, 0.021488950140366392, 0.03800320178813649]","[0.014776600188281992, 0.016763435583296907, 0.014381798558741212, 0.01999106665564684, 0.026090846862512167]","[0.014656248958241122, 0.01656349601174157, 0.012999535594496769, 0.018981276337327588, 0.025712466908885314]"
MATIC,"[0.013820650500726561, 0.0195281890312168, 0.017277476770211186, 0.021334193395762018, 0.01163827253933378]","[0.017878453780268, 0.021123062113856787, 0.01916916524019741, 0.024567100365134143, 0.016734183639107014]","[0.014729461027499547, 0.020079211373564415, 0.0178290970321584, 0.02161969373610475, 0.013770174013768769]","[0.013779099630186588, 0.019840427007466167, 0.01729404213143907, 0.020438242695526763, 0.011524915908350194]","[0.017527905660360003, 0.022378467899904973, 0.01945205477285635, 0.025530531958219204, 0.018078808914806253]","[0.01383180891715252, 0.021206981380529843, 0.018168128438994846, 0.02307733636856943, 0.01390361075729915]","[0.015624871424214199, 0.020818212779079484, 0.01859374723734118, 0.023830640223387902, 0.014480170416549573]","[0.013806400102179968, 0.023744862147738636, 0.01777359275447247, 0.02448217416954328, 0.013837048366056487]","[0.013269789045201272, 0.019596424192713974, 0.017083102072027977, 0.02096071441248916, 0.01132390573259325]","[0.02827198686736294, 0.022648940162443253, 0.024550313056462984, 0.026481640278467337, 0.02058667742698248]","[0.013993705150278306, 0.02095369939064913, 0.01754700941911667, 0.022490163988121564, 0.01113875628062479]","[0.014078925325746026, 0.020377744728614512, 0.018585770613367445, 0.020365102632165483, 0.011794419526328814]","[0.013354448666630523, 0.019617782722919076, 0.017255812300816888, 0.0203403646424584, 0.011238231105960023]"
LINK,"[0.014358061485673394, 0.015753688527325185, 0.018532127994126495, 0.018488941493833348, 0.010605312134789486]","[0.01662156289741754, 0.01721283656703757, 0.020266815246255294, 0.01892679848861119, 0.012260644248565836]","[0.01318505322727496, 0.015845663067807207, 0.01647919195877539, 0.01845287497287896, 0.01084906339034876]","[0.016143896846396943, 0.01626565506988792, 0.01671664768314625, 0.020049593912463994, 0.012453660978773467]","[0.017365895894679274, 0.016784310693730507, 0.018730310757748822, 0.020362091446042636, 0.01451752441411773]","[0.014450852445507931, 0.016022863178540327, 0.016732856603289256, 0.01830157053404866, 0.010552164507379011]","[0.016984321110518036, 0.01577646706354613, 0.017644095848303728, 0.02165292190733368, 0.01073736571262294]","[0.014107665085514866, 0.020476928306871933, 0.01660888180362633, 0.02370444325504548, 0.01499763709405334]","[0.013112849341661197, 0.0162312208926195, 0.016939243098345592, 0.018360487763009716, 0.010515778997280914]","[0.021386087224762523, 0.020670800636198784, 0.021921993603901707, 0.021678295222350156, 0.019687773785984245]","[0.013963673431258983, 0.0208875351337783, 0.019106984382169064, 0.020648872253544042, 0.013283220811364422]","[0.01422256200397872, 0.017280797182258535, 0.01752569912540698, 0.01855417760705285, 0.010956461980067873]","[0.013212824532809735, 0.01592279536740351, 0.016532458254870513, 0.018458559945402433, 0.01058481887901321]"
ETC,"[0.019592637596581242, 0.01600698000735703, 0.014024783207155294, 0.020892367358605463, 0.012697989502392463]","[0.024129386894109865, 0.02069405211822902, 0.020011296510699533, 0.023719620338538968, 0.019977166338807487]","[0.020537195621235155, 0.015504191374205776, 0.014449567212286359, 0.021631102012928585, 0.012963742914988752]","[0.019802240652050926, 0.015449480801733709, 0.014009479188755287, 0.0215185003210963, 0.01282446794135261]","[0.023374709830903163, 0.016837511242101727, 0.015625673501465008, 0.02167407673387744, 0.012707058315765723]","[0.020215425040254954, 0.016149327515694645, 0.013829488295111643, 0.021196505355505754, 0.012857948502961269]","[0.019741904201944736, 0.015222756885134662, 0.013810349426801705, 0.02132051916739708, 0.012730810260936008]","[0.020776152385325295, 0.015230025336117463, 0.013806468343082265, 0.021317233051226552, 0.012718565830238213]","[0.020451089633439497, 0.015290273167387935, 0.01511449856710592, 0.021511615087535154, 0.01334073016465611]","[0.02573073387263358, 0.019858685766824334, 0.02079538384223173, 0.02795173167417021, 0.02158285100852163]","[0.024547711065415714, 0.01803432736498915, 0.018266816802950947, 0.026366883634684563, 0.01631938766035381]","[0.02054534680764104, 0.01681449098542545, 0.014973557603935256, 0.0232672074196541, 0.012747748821887745]","[0.01949856519939956, 0.015344831560712778, 0.013782701882448968, 0.021427780091497543, 0.012774763614684603]"
XLM,"[0.010547889531997954, 0.012714779534860093, 0.011185872374674626, 0.015167062446726075, 0.012908003863915355]","[0.011312172065613815, 0.011682689503782429, 0.012148876371878812, 0.014932782351969043, 0.015524062223527068]","[0.01059131187388229, 0.011215148709237767, 0.010894860414690195, 0.014509997577416582, 0.012749999176525268]","[0.010631665938554946, 0.01163986309439098, 0.010987110334846478, 0.014726676456666267, 0.01313400831914542]","[0.011022280427009389, 0.013069255445859436, 0.012352660483778258, 0.018605527051164694, 0.014394833428074716]","[0.010999376544974808, 0.011329022622344762, 0.010819025164224371, 0.014689779082286409, 0.012815829416372517]","[0.010559746742034977, 0.011266055817132532, 0.010887100526418201, 0.014475790571375923, 0.012711216646828243]","[0.010679050045073886, 0.012273330570759144, 0.011283713856148035, 0.016336839269375594, 0.016041253325969868]","[0.011118766511598587, 0.011618948635089789, 0.010784927496654722, 0.015019071387576697, 0.01313926331604176]","[0.014256395122723382, 0.013880160044543295, 0.013688928518989273, 0.015777100719348264, 0.015483256144237244]","[0.011455711168111058, 0.012328997453370872, 0.012628155337915064, 0.019415278411292102, 0.015108101817042661]","[0.01083195441370939, 0.011869098574497198, 0.011478948870484366, 0.014598819949406655, 0.013429679874134072]","[0.010308810973153983, 0.011242262596045454, 0.010900153130149623, 0.01459729492223565, 0.012646375743001434]"
