,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.03640252764181125, 0.03658964193797901, 0.040071302311119876, 0.03294656536386001, 0.028756779284024647]","[0.04177372799866522, 0.04321060627891555, 0.043712489961312065, 0.0368904633906705, 0.03105974651694508]","[0.036810548557080665, 0.035137878069389714, 0.0381255406329752, 0.03346087926874753, 0.027461313419313807]","[0.03553587397039713, 0.0348487363212266, 0.03847765101350033, 0.03185718593930621, 0.026440929629460045]","[0.042853547904787834, 0.04818289115256977, 0.04931798639073327, 0.03622056310717423, 0.03013292800727144]","[0.042546990427995125, 0.043744658681763325, 0.04349483277000045, 0.04072671076416452, 0.03247027742102953]","[0.040751172059086224, 0.04123207956488261, 0.044408703269532224, 0.03161726553063151, 0.033556766265785506]","[0.03685775597674366, 0.03516163215389751, 0.03826763260345207, 0.03141288114760477, 0.03070234318387425]","[0.03544315192940821, 0.034579749279218835, 0.037515331896055874, 0.03144871957826512, 0.027051007235714578]","[0.05757339833693556, 0.05020218543589993, 0.05432706636393412, 0.046714579680275835, 0.04237533155538538]","[0.04118818301780724, 0.03972277777885721, 0.03965987860810443, 0.03183400360663698, 0.027371792803527573]","[0.036602105719525664, 0.03609062138980523, 0.03755747671210302, 0.03304586844763972, 0.028586797330747423]","[0.035458671763055255, 0.03435412052883111, 0.037992856362872855, 0.03147880049286556, 0.026409420108511474]"
ETH,"[0.04495498186286452, 0.041686508195106095, 0.053443164773660824, 0.04631680562515418, 0.02792539789193049]","[0.05649677105199194, 0.04935935890638887, 0.059750230945492165, 0.05208958023403279, 0.03343445190707388]","[0.05124032482563527, 0.04679265583264826, 0.05463087218059901, 0.04709622250742471, 0.031016417588182903]","[0.04545027689029081, 0.04091208734271985, 0.05294700710563271, 0.046060717101746626, 0.02849186480893722]","[0.055177396456863335, 0.0504360049212639, 0.05638343803725309, 0.05424792334140357, 0.03756799200715524]","[0.05469274371750567, 0.047757426429775, 0.052851478312349695, 0.05371606587179675, 0.038939348338956396]","[0.04405640093726617, 0.04078223184402345, 0.052245667366098515, 0.04569831211446315, 0.02837986587261287]","[0.04401903958500467, 0.04173001869863955, 0.05383144930747405, 0.04608578047202503, 0.029455327830915003]","[0.04957393697636313, 0.04180364587127347, 0.053275296723015904, 0.04810429700279373, 0.02979964077720578]","[0.0710800191310679, 0.06565330725359576, 0.07147804352806632, 0.06267403531874419, 0.055135617101452684]","[0.056384296694850324, 0.04292731223404038, 0.05549437013583043, 0.05140708485343699, 0.034396188937481774]","[0.04878000021484158, 0.04393841390183418, 0.05279815291911137, 0.04568584816004527, 0.02850527342511107]","[0.044228065655383134, 0.04001152608361014, 0.05200922588761987, 0.04585577972511519, 0.028070268557055706]"
BNB,"[0.04460688441703324, 0.03946974342488187, 0.045524717107167205, 0.033901663000908314, 0.026004867537644073]","[0.05818622203542359, 0.04422885378404817, 0.04804435848760803, 0.043048131595709145, 0.03237143472056578]","[0.04396996289136534, 0.037919043902830525, 0.044178454518788754, 0.034434673175258286, 0.02608930588559976]","[0.0477183596579546, 0.04253092895588503, 0.04513682237971085, 0.03474351262824939, 0.02630315780828152]","[0.05455621048558305, 0.04533950980424842, 0.06096706160225941, 0.04453535719014729, 0.027960949855183072]","[0.05374254535473805, 0.03689634337078354, 0.044265126234941825, 0.03726122949660701, 0.026230686201204848]","[0.04467378299042742, 0.03788475641996836, 0.04414042500139194, 0.03435861205598641, 0.02628027630264408]","[0.049034262897714044, 0.040078157568789255, 0.04184769723335309, 0.03529077707567118, 0.028052978900874437]","[0.044715694265206475, 0.03917847313471552, 0.04423270454392662, 0.03390683023955765, 0.026377174316555816]","[0.0826153020276114, 0.07310030168348312, 0.06576291691555883, 0.056766308596367276, 0.038816068458082775]","[0.04452975230305856, 0.03887875817490796, 0.04371251311290615, 0.03344208150986112, 0.0273974899186136]","[0.05093709212670728, 0.040739045769371755, 0.04635064504870695, 0.03771370568545525, 0.026954242793974993]","[0.04513360703888792, 0.03712074387314456, 0.044736952827780764, 0.034498493792409345, 0.026144664013391713]"
XRP,"[0.053986266239872745, 0.044329312673727084, 0.044512391758723575, 0.047031251751183965, 0.03545924595585123]","[0.06256337687643737, 0.058578614114015805, 0.05168312779567095, 0.05427666834617962, 0.03975716563928594]","[0.057238312854170754, 0.04810016006072785, 0.04739513856430913, 0.04767646759441991, 0.0363119367172384]","[0.05588255060965279, 0.05186312855827959, 0.05313268582487951, 0.049610962533564174, 0.038739705712318766]","[0.05565121245107921, 0.04784133646447754, 0.049398745062201474, 0.048207673991324675, 0.03755521687393078]","[0.05390197576763473, 0.04549745297844024, 0.04618496281828444, 0.05403862586128196, 0.03567996132138894]","[0.053741546657390254, 0.04505904079279167, 0.04506186827161923, 0.04752555065926038, 0.035412815894903533]","[0.053899589209962497, 0.04582547351715065, 0.0456881988932366, 0.05184935209088361, 0.041394903841259906]","[0.05430531871144988, 0.04458770159416237, 0.045041225540677396, 0.04717205922667258, 0.03485453503813024]","[0.10890279358175285, 0.1092892989804901, 0.08333365954855691, 0.06977846345157285, 0.048884791126568794]","[0.06288455951050792, 0.04462422812144988, 0.050089306239501204, 0.052779720824033954, 0.03963022771849069]","[0.05827417368376856, 0.04944875087759223, 0.045649149125249394, 0.047729658319125824, 0.034241579071027796]","[0.054099769470386055, 0.04471482915844628, 0.04523507974437008, 0.04767626297896675, 0.03531695241549713]"
ADA,"[0.04941422548353868, 0.05451769585095624, 0.06072481126711822, 0.038938128442162, 0.0361628134605821]","[0.07216905623112813, 0.07712841204169545, 0.07811575649838198, 0.05773669618701691, 0.04793174364470575]","[0.04982563725390729, 0.05459676697514698, 0.05927731488050478, 0.04088283362911146, 0.03880776170455115]","[0.049426738507139856, 0.052202687274354724, 0.06016578339883482, 0.04051843915082581, 0.037469638984922775]","[0.050881128932719545, 0.054903977644608505, 0.06386868337147533, 0.04504848610775601, 0.0398856335328428]","[0.049228255926508105, 0.05213263549721348, 0.05936617040576962, 0.038565906444855434, 0.035849773848201094]","[0.0499381298001254, 0.05425716636107315, 0.062027055263341124, 0.03864193478263314, 0.03577985931580708]","[0.04910247422257844, 0.05155258455011946, 0.059590317464860286, 0.038664098781372, 0.036064993891609526]","[0.04888794866262119, 0.053750714993010304, 0.05897411256102197, 0.039364249989725875, 0.03729600973443911]","[0.07953110680426051, 0.09270451777363997, 0.08080236151806351, 0.0581756866617392, 0.06860692997807313]","[0.05185098524107116, 0.05346246513004901, 0.06119326766758353, 0.044401110176967934, 0.03878194785961607]","[0.05008327737692279, 0.05233703459568837, 0.066084216752984, 0.040028628501143124, 0.03648362386979959]","[0.04911041248891022, 0.0509682259820846, 0.05968315804105004, 0.038501122524363295, 0.036187744887478876]"
DOGE,"[0.0575750744549691, 0.04301481477314093, 0.06008221289657079, 0.06517106170419248, 0.03992645951067758]","[0.07029700439822792, 0.04841204117161094, 0.06816106782457848, 0.06836866050175365, 0.048087344187144616]","[0.056204732929365744, 0.0432434845596432, 0.06056340362095131, 0.06323814719504402, 0.038630309245173466]","[0.05748236971197753, 0.04526526491108154, 0.0603775969771417, 0.06407080719140008, 0.04018040572991237]","[0.05632671846609158, 0.05195525206033455, 0.06261178207673009, 0.06677862057315467, 0.04340280643130995]","[0.05921230712253377, 0.0442986486035398, 0.05996887085476441, 0.06393542634302712, 0.03939437281620389]","[0.05696587204690414, 0.06172513762999073, 0.06624331119525378, 0.06571632053313049, 0.04042836609085277]","[0.05963839772090522, 0.04861403178901229, 0.05969908581072593, 0.06658451163436474, 0.03948267753663718]","[0.06015058839035257, 0.04500491488970876, 0.060794610351140047, 0.0658910365083973, 0.039877050191735285]","[0.11009760596687246, 0.1306985423442634, 0.08356873634916524, 0.07740034906638292, 0.06939171695873239]","[0.09026129243981455, 0.08637337339824327, 0.06700817375878344, 0.07023141670033013, 0.04316537331359105]","[0.06358212170181297, 0.04250773610616431, 0.06340415923842174, 0.06306045719055865, 0.042831192687581815]","[0.05582982510048851, 0.042245107171871674, 0.060188013113610994, 0.0639201281163855, 0.039823181753496834]"
MATIC,"[0.08145249551508581, 0.0680935924600594, 0.08239229859024119, 0.06901731974175834, 0.04450794570483206]","[0.09496583857720545, 0.0844096066067399, 0.0909435979102939, 0.07913893161055766, 0.061414841673760275]","[0.06619272083200357, 0.059502782210265906, 0.0850367959132254, 0.060677137018716056, 0.03836310042965375]","[0.06738116399348329, 0.05907441241348293, 0.07472693144476286, 0.06053028264966038, 0.03864856154126393]","[0.06780866568279886, 0.05873652582068875, 0.09650209467262287, 0.06691619773294324, 0.041106084440037015]","[0.06603512945736462, 0.05928846203172013, 0.07484060131469107, 0.05974200506781914, 0.0389537769285129]","[0.06819323439410853, 0.06101150811015934, 0.08730492537431997, 0.06146712751367881, 0.03877502658286663]","[0.08215497657564375, 0.0719016486537982, 0.09955714285484073, 0.06010312842963011, 0.04212289633586255]","[0.0688423807666373, 0.060950085683225234, 0.07472670131884984, 0.06104811397152989, 0.038551555525757224]","[0.11829192423702259, 0.11702349239770607, 0.10137972994580657, 0.08899463903053949, 0.07586812473870588]","[0.07371674580512019, 0.06920880839328071, 0.07882736818846729, 0.06394045295419, 0.04204631438302533]","[0.06676056634489112, 0.059973546125018484, 0.08039593558643977, 0.06244089652992351, 0.04025549099201034]","[0.06632551106178108, 0.05870391848609633, 0.07478447863230067, 0.05970792373272343, 0.038490197377233325]"
LINK,"[0.06072078541204391, 0.0544052721948527, 0.06140239496932186, 0.049312590626678775, 0.03329463336946017]","[0.07428265208738216, 0.06382897156786264, 0.06755628949611558, 0.05983243723959626, 0.03895879237721245]","[0.0573442285811157, 0.05379670218780244, 0.06133662356272199, 0.050877140562685615, 0.033550849167433415]","[0.06459518682651498, 0.05988661227924893, 0.06855572094280693, 0.05011214146943303, 0.034952393401895675]","[0.06860897266448204, 0.06178315751951168, 0.07306968082602068, 0.06779164770506178, 0.04040622537393077]","[0.05707996423909977, 0.05451030880591423, 0.062325144812986406, 0.05423258507881939, 0.033116196587708334]","[0.057329633604888575, 0.0536319609684203, 0.06127962782079123, 0.0498678585812999, 0.03345847322752536]","[0.05756319216985255, 0.0547548081130877, 0.061658105085743466, 0.049502203222424296, 0.03348232616870291]","[0.06359085613986515, 0.06237545005766141, 0.07145171721500887, 0.06030305660850946, 0.03769850839362607]","[0.09282707787965916, 0.08627148772884743, 0.09325639659336375, 0.07801537065963456, 0.062350870734613005]","[0.06673624038691067, 0.054590234006466, 0.06794523778072863, 0.050713015363403904, 0.03949209681986699]","[0.06353465903529937, 0.0546840271040792, 0.06432413934102355, 0.05381235284498505, 0.036792879216023276]","[0.057163850209050474, 0.053914103819141225, 0.06183818777383582, 0.0500398388654051, 0.03325087206249049]"
ETC,"[0.04705088926185239, 0.04914077730906908, 0.07085865524103828, 0.05541156263241195, 0.04054562746650882]","[0.05866918403589864, 0.0578192415815309, 0.07868125687340673, 0.06309442766876992, 0.04839505556404258]","[0.05259293112992414, 0.05081330476634634, 0.07003813785564379, 0.059363129209565726, 0.044346152361087826]","[0.05536950764646303, 0.05863734164700662, 0.08182111428088575, 0.059930428389069965, 0.048004273742424976]","[0.05399075110238381, 0.04950067406269258, 0.07202115718320168, 0.06279605093127145, 0.04176246337906982]","[0.059016896957968426, 0.06703012484454378, 0.07719753854063717, 0.05639821643821075, 0.05865959975650151]","[0.04689512073200541, 0.050117834391463584, 0.07427640004697131, 0.054952904782869426, 0.04443353823664308]","[0.04759783884234604, 0.04899928351222528, 0.07181897037643636, 0.05527945075393092, 0.0409654701721883]","[0.05077145176574919, 0.051440930359087665, 0.06865739884897294, 0.06369432773855403, 0.04592712162681446]","[0.0790695115936969, 0.06647960910446783, 0.0966555947871846, 0.06853031524351054, 0.09129916877845701]","[0.048037038014996675, 0.04865054277085639, 0.06961446577297134, 0.06535932274585325, 0.04315974915100111]","[0.04932382845138359, 0.05092330022729407, 0.0742166512367282, 0.05945972952385805, 0.04457203871904856]","[0.04746738046452464, 0.049954750205215025, 0.07173713605097261, 0.05516364004748583, 0.04132226858388132]"
XLM,"[0.05271388536657031, 0.043805928224307095, 0.04685870198807038, 0.038777637200534947, 0.028772732516614306]","[0.061033233610359915, 0.05707794820915635, 0.05008019598237157, 0.04728100029869352, 0.03586094915793215]","[0.05264230984880098, 0.04519138686890127, 0.047050468671570964, 0.04010848811976922, 0.030376745033587584]","[0.05289294072275326, 0.043146828604413705, 0.04835952014015845, 0.040703815072263824, 0.02950849830755334]","[0.062231330414972856, 0.04298609287395291, 0.04931272097737387, 0.045088894421893976, 0.03309044354460258]","[0.051089062344960974, 0.04264925235254155, 0.046456850593225046, 0.03827911478974443, 0.028235643957530396]","[0.051398754705713354, 0.04236422853441675, 0.04658992577680588, 0.03861156601450705, 0.028989066983641395]","[0.052797064199752226, 0.04232396901558569, 0.04702484496098876, 0.038533771689132044, 0.02912800714919612]","[0.052222888048117956, 0.04301585710758294, 0.04629560615433871, 0.03797142300440183, 0.02866130233714884]","[0.081020334962801, 0.0801718389451259, 0.08238692215003643, 0.05851400154184827, 0.0500010842374824]","[0.05508464347861039, 0.043443840680639986, 0.0463228536268447, 0.03729506765858722, 0.028355804473779132]","[0.053929597823154006, 0.04543430810969598, 0.050187575814795486, 0.043645076937866095, 0.030343248697699523]","[0.051287140909799404, 0.042229882266408475, 0.046872807053143284, 0.03929228939866766, 0.028623266272901637]"
