rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_size,config/lstm_layers,config/num_attention_heads,config/hidden_continuous_size,config/add_relative_index,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.2989410849277382,0.2075259699170476,13.826490640640259,True,1,2023-06-30_17-01-18,1688137278,13.826490640640259,2407426,cs02.science.uu.nl,131.211.30.52,13.826490640640259,1,"1_add_relative_index=True,batch_size=256,dropout=0.0706,hidden_continuous_size=12,hidden_size=4,input_chunk_length=6,lstm_layers=2,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",4,2,3,12,True,6,50,256,0.0706326143572011,1,False,auto
,,17.32769274711609,True,1,2023-06-30_17-02-29,1688137349,17.32769274711609,2407679,cs02.science.uu.nl,131.211.30.52,17.32769274711609,1,"2_add_relative_index=True,batch_size=128,dropout=0.4398,hidden_continuous_size=10,hidden_size=4,input_chunk_length=1,lstm_layers=2,n_epochs=100,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",4,2,3,10,True,1,100,128,0.4397995121122573,1,False,auto
,,23.12397027015686,True,1,2023-06-30_17-03-41,1688137421,23.12397027015686,2407907,cs02.science.uu.nl,131.211.30.52,23.12397027015686,1,"3_add_relative_index=True,batch_size=64,dropout=0.4399,hidden_continuous_size=2,hidden_size=25,input_chunk_length=1,lstm_layers=3,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",25,3,1,2,True,1,75,64,0.4399227203484622,1,False,auto
0.11774247476630145,0.07537189312006658,22.50847363471985,True,1,2023-06-30_17-03-41,1688137421,22.50847363471985,2407910,cs02.science.uu.nl,131.211.30.52,22.50847363471985,1,"4_add_relative_index=True,batch_size=64,dropout=0.0516,hidden_continuous_size=2,hidden_size=10,input_chunk_length=9,lstm_layers=4,n_epochs=50,num_attention_heads=4,accelerator=auto,enable_progress_bar=False",10,4,4,2,True,9,50,64,0.05161648916696562,1,False,auto
,,23.08778667449951,True,1,2023-06-30_17-03-41,1688137421,23.08778667449951,2407913,cs02.science.uu.nl,131.211.30.52,23.08778667449951,1,"5_add_relative_index=True,batch_size=32,dropout=0.1690,hidden_continuous_size=10,hidden_size=4,input_chunk_length=1,lstm_layers=3,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",4,3,3,10,True,1,50,32,0.1690422615442986,1,False,auto
0.24593214626220272,0.2008594752897507,21.67923593521118,True,1,2023-06-30_17-03-40,1688137420,21.67923593521118,2407915,cs02.science.uu.nl,131.211.30.52,21.67923593521118,1,"6_add_relative_index=True,batch_size=64,dropout=0.2111,hidden_continuous_size=12,hidden_size=2,input_chunk_length=12,lstm_layers=2,n_epochs=25,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",2,2,1,12,True,12,25,64,0.21113221467955795,1,False,auto
0.11524932710868752,0.09690206684896362,25.631564140319824,True,1,2023-06-30_17-03-44,1688137424,25.631564140319824,2407917,cs02.science.uu.nl,131.211.30.52,25.631564140319824,1,"7_add_relative_index=True,batch_size=32,dropout=0.0159,hidden_continuous_size=10,hidden_size=10,input_chunk_length=9,lstm_layers=2,n_epochs=75,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",10,2,2,10,True,9,75,32,0.01588787985954401,1,False,auto
,,22.53526544570923,True,1,2023-06-30_17-03-41,1688137421,22.53526544570923,2407919,cs02.science.uu.nl,131.211.30.52,22.53526544570923,1,"8_add_relative_index=True,batch_size=64,dropout=0.4131,hidden_continuous_size=12,hidden_size=50,input_chunk_length=1,lstm_layers=1,n_epochs=75,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",50,1,2,12,True,1,75,64,0.41310209129017816,1,False,auto
0.13903909601364575,0.11258795911950396,21.551918983459473,True,1,2023-06-30_17-03-40,1688137420,21.551918983459473,2407921,cs02.science.uu.nl,131.211.30.52,21.551918983459473,1,"9_add_relative_index=True,batch_size=64,dropout=0.2168,hidden_continuous_size=4,hidden_size=4,input_chunk_length=12,lstm_layers=3,n_epochs=25,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",4,3,2,4,True,12,25,64,0.21676953784857783,1,False,auto
0.11191418684199583,0.08552141585640301,22.514060974121094,True,1,2023-06-30_17-03-40,1688137420,22.514060974121094,2407923,cs02.science.uu.nl,131.211.30.52,22.514060974121094,1,"10_add_relative_index=True,batch_size=64,dropout=0.0565,hidden_continuous_size=8,hidden_size=10,input_chunk_length=12,lstm_layers=3,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",10,3,3,8,True,12,50,64,0.05652020160965033,1,False,auto
,,23.041012048721313,True,1,2023-06-30_17-03-41,1688137421,23.041012048721313,2407925,cs02.science.uu.nl,131.211.30.52,23.041012048721313,1,"11_add_relative_index=True,batch_size=64,dropout=0.0679,hidden_continuous_size=10,hidden_size=25,input_chunk_length=1,lstm_layers=3,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",25,3,1,10,True,1,75,64,0.06791193992383554,1,False,auto
0.0803531999843672,0.06665120547396768,16.006346464157104,True,1,2023-06-30_17-04-42,1688137482,16.006346464157104,2409388,cs02.science.uu.nl,131.211.30.52,16.006346464157104,1,"12_add_relative_index=True,batch_size=64,dropout=0.3778,hidden_continuous_size=8,hidden_size=10,input_chunk_length=12,lstm_layers=2,n_epochs=50,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",10,2,2,8,True,12,50,64,0.37781790245639524,1,False,auto
0.12644337310031395,0.10071372490930619,24.155712604522705,True,1,2023-06-30_17-06-11,1688137571,24.155712604522705,2409939,cs02.science.uu.nl,131.211.30.52,24.155712604522705,1,"13_add_relative_index=True,batch_size=64,dropout=0.2684,hidden_continuous_size=2,hidden_size=4,input_chunk_length=9,lstm_layers=1,n_epochs=50,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",4,1,1,2,True,9,50,64,0.2683691176406363,1,False,auto
0.13895786254484113,0.10172121873145541,31.498623847961426,True,1,2023-06-30_17-06-19,1688137579,31.498623847961426,2409941,cs02.science.uu.nl,131.211.30.52,31.498623847961426,1,"14_add_relative_index=True,batch_size=16,dropout=0.3655,hidden_continuous_size=8,hidden_size=4,input_chunk_length=12,lstm_layers=3,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",4,3,3,8,True,12,50,16,0.365458838640594,1,False,auto
0.10028547391974403,0.07419936886174176,23.97232437133789,True,1,2023-06-30_17-06-11,1688137571,23.97232437133789,2409943,cs02.science.uu.nl,131.211.30.52,23.97232437133789,1,"15_add_relative_index=True,batch_size=64,dropout=0.1216,hidden_continuous_size=8,hidden_size=50,input_chunk_length=9,lstm_layers=4,n_epochs=25,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",50,4,2,8,True,9,25,64,0.12162427038038826,1,False,auto
0.11697369384094577,0.0798182607215569,24.3130362033844,True,1,2023-06-30_17-06-12,1688137572,24.3130362033844,2409945,cs02.science.uu.nl,131.211.30.52,24.3130362033844,1,"16_add_relative_index=True,batch_size=256,dropout=0.4296,hidden_continuous_size=10,hidden_size=25,input_chunk_length=12,lstm_layers=3,n_epochs=75,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",25,3,3,10,True,12,75,256,0.42961368217592916,1,False,auto
,,28.50156283378601,True,1,2023-06-30_17-06-16,1688137576,28.50156283378601,2409947,cs02.science.uu.nl,131.211.30.52,28.50156283378601,1,"17_add_relative_index=True,batch_size=32,dropout=0.4664,hidden_continuous_size=8,hidden_size=25,input_chunk_length=1,lstm_layers=2,n_epochs=75,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",25,2,3,8,True,1,75,32,0.4663778373194988,1,False,auto
0.11912443549858612,0.09399494105644386,30.876610040664673,True,1,2023-06-30_17-06-18,1688137578,30.876610040664673,2409949,cs02.science.uu.nl,131.211.30.52,30.876610040664673,1,"18_add_relative_index=True,batch_size=32,dropout=0.2618,hidden_continuous_size=10,hidden_size=25,input_chunk_length=6,lstm_layers=2,n_epochs=100,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",25,2,2,10,True,6,100,32,0.2618420270966787,1,False,auto
0.07792423768480283,0.0634612408194964,24.241471529006958,True,1,2023-06-30_17-06-11,1688137571,24.241471529006958,2409951,cs02.science.uu.nl,131.211.30.52,24.241471529006958,1,"19_add_relative_index=True,batch_size=128,dropout=0.3749,hidden_continuous_size=4,hidden_size=50,input_chunk_length=3,lstm_layers=2,n_epochs=50,num_attention_heads=4,accelerator=auto,enable_progress_bar=False",50,2,4,4,True,3,50,128,0.37485500177908776,1,False,auto
