rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_size,config/lstm_layers,config/num_attention_heads,config/hidden_continuous_size,config/add_relative_index,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.018285329011284462,0.01566806148674341,18.192009925842285,True,1,2023-06-30_19-20-19,1688145619,18.192009925842285,2499816,cs02.science.uu.nl,131.211.30.52,18.192009925842285,1,"1_add_relative_index=True,batch_size=64,dropout=0.2771,hidden_continuous_size=4,hidden_size=10,input_chunk_length=24,lstm_layers=2,n_epochs=75,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",10,2,1,4,True,24,75,64,0.2771137824683535,1,False,auto
0.03346100484358922,0.023290498043552838,14.824599027633667,True,1,2023-06-30_19-21-23,1688145683,14.824599027633667,2500006,cs02.science.uu.nl,131.211.30.52,14.824599027633667,1,"2_add_relative_index=True,batch_size=32,dropout=0.2625,hidden_continuous_size=10,hidden_size=10,input_chunk_length=9,lstm_layers=2,n_epochs=25,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",10,2,2,10,True,9,25,32,0.2625136775880409,1,False,auto
0.09150743671359883,0.047412921182946176,21.202463626861572,True,1,2023-06-30_19-22-37,1688145757,21.202463626861572,2500229,cs02.science.uu.nl,131.211.30.52,21.202463626861572,1,"3_add_relative_index=True,batch_size=64,dropout=0.3590,hidden_continuous_size=12,hidden_size=10,input_chunk_length=6,lstm_layers=2,n_epochs=50,num_attention_heads=1,accelerator=auto,enable_progress_bar=False",10,2,1,12,True,6,50,64,0.3589896699321027,1,False,auto
0.0154699684556384,0.010413603313962275,21.97684407234192,True,1,2023-06-30_19-22-38,1688145758,21.97684407234192,2500232,cs02.science.uu.nl,131.211.30.52,21.97684407234192,1,"4_add_relative_index=True,batch_size=64,dropout=0.3656,hidden_continuous_size=12,hidden_size=4,input_chunk_length=9,lstm_layers=4,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",4,4,3,12,True,9,50,64,0.3656069879287741,1,False,auto
0.007185973597148046,0.005172668096836039,23.624863862991333,True,1,2023-06-30_19-22-39,1688145759,23.624863862991333,2500235,cs02.science.uu.nl,131.211.30.52,23.624863862991333,1,"5_add_relative_index=True,batch_size=32,dropout=0.1819,hidden_continuous_size=8,hidden_size=4,input_chunk_length=24,lstm_layers=3,n_epochs=50,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",4,3,2,8,True,24,50,32,0.1819371850970417,1,False,auto
0.01642088031002275,0.012713771568440257,21.420729398727417,True,1,2023-06-30_19-22-37,1688145757,21.420729398727417,2500237,cs02.science.uu.nl,131.211.30.52,21.420729398727417,1,"6_add_relative_index=True,batch_size=64,dropout=0.0102,hidden_continuous_size=4,hidden_size=50,input_chunk_length=3,lstm_layers=2,n_epochs=50,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",50,2,2,4,True,3,50,64,0.010225774528238762,1,False,auto
,,21.33691692352295,True,1,2023-06-30_19-22-37,1688145757,21.33691692352295,2500239,cs02.science.uu.nl,131.211.30.52,21.33691692352295,1,"7_add_relative_index=True,batch_size=64,dropout=0.3187,hidden_continuous_size=2,hidden_size=25,input_chunk_length=1,lstm_layers=2,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",25,2,3,2,True,1,50,64,0.3186821603698919,1,False,auto
0.3475704350895384,0.24087018132133542,21.89325523376465,True,1,2023-06-30_19-22-38,1688145758,21.89325523376465,2500241,cs02.science.uu.nl,131.211.30.52,21.89325523376465,1,"8_add_relative_index=True,batch_size=256,dropout=0.0480,hidden_continuous_size=8,hidden_size=2,input_chunk_length=12,lstm_layers=4,n_epochs=75,num_attention_heads=2,accelerator=auto,enable_progress_bar=False",2,4,2,8,True,12,75,256,0.04795193835116738,1,False,auto
0.06738493957301644,0.037998005645915295,22.63315224647522,True,1,2023-06-30_19-22-38,1688145758,22.63315224647522,2500243,cs02.science.uu.nl,131.211.30.52,22.63315224647522,1,"9_add_relative_index=True,batch_size=64,dropout=0.4924,hidden_continuous_size=8,hidden_size=2,input_chunk_length=3,lstm_layers=3,n_epochs=75,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",2,3,3,8,True,3,75,64,0.4924174606485582,1,False,auto
,,21.110026121139526,True,1,2023-06-30_19-22-37,1688145757,21.110026121139526,2500245,cs02.science.uu.nl,131.211.30.52,21.110026121139526,1,"10_add_relative_index=True,batch_size=128,dropout=0.3109,hidden_continuous_size=4,hidden_size=10,input_chunk_length=1,lstm_layers=3,n_epochs=50,num_attention_heads=3,accelerator=auto,enable_progress_bar=False",10,3,3,4,True,1,50,128,0.31091463392431956,1,False,auto
