date,close
2023-04-07 09:30:00,20.3
2023-04-07 09:45:00,20.29
2023-04-07 10:00:00,20.31
2023-04-07 10:15:00,20.33
2023-04-07 10:30:00,20.35
2023-04-07 10:45:00,20.36
2023-04-07 11:00:00,20.27
2023-04-07 11:15:00,20.29
2023-04-07 11:30:00,20.27
2023-04-07 11:45:00,20.24
2023-04-07 12:00:00,20.27
2023-04-07 12:15:00,20.28
2023-04-07 12:30:00,20.34
2023-04-07 12:45:00,20.33
2023-04-07 13:00:00,20.34
2023-04-07 13:15:00,20.27
2023-04-07 13:30:00,20.36
2023-04-07 13:45:00,20.37
2023-04-07 14:00:00,20.42
2023-04-07 14:15:00,20.47
2023-04-07 14:30:00,20.48
2023-04-07 14:45:00,20.44
2023-04-07 15:00:00,20.44
2023-04-07 15:15:00,20.43
2023-04-07 15:30:00,20.47
2023-04-07 15:45:00,20.48
2023-04-07 16:00:00,20.44
2023-04-07 16:15:00,20.42
2023-04-07 16:30:00,20.37
2023-04-07 16:45:00,20.38
2023-04-07 17:00:00,20.41
2023-04-07 17:15:00,20.42
2023-04-07 17:30:00,20.42
2023-04-07 17:45:00,20.39
2023-04-07 18:00:00,20.39
2023-04-07 18:15:00,20.42
2023-04-07 18:30:00,20.38
2023-04-07 18:45:00,20.36
2023-04-07 19:00:00,20.33
2023-04-07 19:15:00,20.34
2023-04-07 19:30:00,20.38
2023-04-07 19:45:00,20.37
2023-04-07 20:00:00,20.38
2023-04-07 20:15:00,20.34
2023-04-07 20:30:00,20.37
2023-04-07 20:45:00,20.31
2023-04-07 21:00:00,20.35
2023-04-07 21:15:00,20.36
2023-04-07 21:30:00,20.35
2023-04-07 21:45:00,20.37
2023-04-07 22:00:00,20.37
2023-04-07 22:15:00,20.39
2023-04-07 22:30:00,20.46
2023-04-07 22:45:00,20.48
2023-04-07 23:00:00,20.46
2023-04-07 23:15:00,20.45
2023-04-07 23:30:00,20.48
2023-04-07 23:45:00,20.48
2023-04-08 00:00:00,20.45
2023-04-08 00:15:00,20.42
2023-04-08 00:30:00,20.39
2023-04-08 00:45:00,20.35
2023-04-08 01:00:00,20.37
2023-04-08 01:15:00,20.34
2023-04-08 01:30:00,20.4
2023-04-08 01:45:00,20.39
2023-04-08 02:00:00,20.37
2023-04-08 02:15:00,20.4
2023-04-08 02:30:00,20.39
2023-04-08 02:45:00,20.43
2023-04-08 03:00:00,20.43
2023-04-08 03:15:00,20.49
2023-04-08 03:30:00,20.49
2023-04-08 03:45:00,20.5
2023-04-08 04:00:00,20.5
2023-04-08 04:15:00,20.48
2023-04-08 04:30:00,20.46
2023-04-08 04:45:00,20.47
2023-04-08 05:00:00,20.51
2023-04-08 05:15:00,20.52
2023-04-08 05:30:00,20.55
2023-04-08 05:45:00,20.59
2023-04-08 06:00:00,20.57
2023-04-08 06:15:00,20.57
