,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-3.13632965721878, -4.508197401056043, -4.443945229395841, -0.5503174380287562, -3.4322374077593714]","[-9.211958035514083, -0.08257144619312608, -0.378977999300405, 0.3056004455961089, -0.06698794460772797]","[1.7974362980608352, 0.0876147999962732, -0.25988015043824425, 0.30870957447053976, -0.0437095576933456]","[-0.16978106550769465, -2.3540117168131562, -2.632158535920037, -1.4950816192596887, -3.4019317561521074]","[-18.197013876136836, -41.79821436126007, -58.19135773959941, -11.41525768210681, -4.785422798349847]","[-4.408806713393119, -1.6237698022921896, -2.2670613850358667, -0.6068545947534866, -0.005231801199672477]","[-2.720788040877891, 0.22878137951894173, -0.23008405592942704, -0.49671998423862784, -0.08520926110955639]","[0.35721431695340633, 0.2706796804314131, 0.21910243612684485, -0.10415828694232868, -0.4605627172140924]","[-1.7920475187675187, -1.4431256796463114, -0.18007234315661363, -0.6559671041105098, -1.7278007631623828]","[-100.25876126688419, -108.55335379437412, -39.912992651118785, -28.4987032047678, -109.06004307019754]","[-33.5528964301599, -3.2417558345578175, -55.36831333288804, -2.7262926570469457, -13.178705813901143]","[1.0937319847071116, 0.13089904886031584, 0.14700090394360635, -0.10258396840909761, -0.4109550470698195]"
TRX,"[-1.529751494710516, -1.1597418710164076, -3.9753869234647845, -3.142235701367682, -14.289204588031424]","[0.3792684530861945, 4.462546294590468, 1.2082557225976647, 0.1501042543753356, -9.6471393716927]","[2.50373070326787, 4.327785145163709, 0.04608536691158912, 0.4742275401444931, -0.44580590614723864]","[-1.5887694126048624, -4.422896464413058, -2.416952356905386, -5.38469865690293, -16.481417407853886]","[-15.359803409769452, -1260.552193976153, -1317.9864424394916, 0.023734357036397688, -148.5691938887034]","[-0.05632979432531461, 3.573995148916351, -0.6398036377997163, -0.12730071359746029, 0.06823257968388456]","[1.9457614013682272, 4.564811875778856, 1.1612562117753986, 0.3181832352308391, 0.022037253067045286]","[-2.343849706853657, 2.7449103797235144, 1.0519099544586115, -0.4618423763886864, 0.10112478498584775]","[-293.743521410332, 1.5848096856503624, -1.1010661799097825, -7.313329601464925, -20.80026522727833]","[-603.5714139604529, -459.5443793260417, -50.9591919597273, -98.32164549016755, -1030.3832592472008]","[-15.589354097628291, -240.58416711130116, -35.15345089129073, -20.055939723927374, -161.34540030390073]","[1.467088488428508, 4.858601510345709, 1.3535638653622646, -0.4418968960603672, -0.16927456037806304]"
ATOM,"[-4.66996895520988, -6.596355047243578, -16.712681546418565, -9.67720262160111, -12.775503355828356]","[-5.207813499766735, -0.02071359720569385, -0.19690360545784572, -1.215908594737352, -3.1660338640734267]","[0.570493582069008, -0.010828663242103314, -0.2185050149313288, -0.0332163680702749, -0.43318152588589065]","[1.8164413056190907, -1.5914262364424319, -0.29519054538451595, -0.9418715817737398, -1.0203697485614627]","[-305.5841337839696, -403.9580148697164, -0.736182760129045, -7.570809840925961, -531.3295859422556]","[2.811878763506306, -0.33466450619981997, 0.091949606733586, -1.4168443193718163, -0.7290705487666861]","[2.5380106775550373, -0.04796778374936641, 0.178273097653173, -0.0027884360846309147, -1.21424591396713]","[-4.520206766361265, -7.770648585881309, 0.3053216876975173, -2.2537250757789447, -8.945379039896027]","[-1.988482302015404, -0.24569282182926047, -2.366720406182659, -0.7277257119909628, -10.701607688862925]","[-66.18890241641499, -29.63577325151327, -117.35279795879276, -23.32009290404684, -127.07685199674457]","[-131.32435885148314, -46.284387805760176, -11.689749431629723, -53.20158800419209, -133.11463901350615]","[1.3531770283172917, -0.7764339730943315, -0.31558175969220825, 0.15388888607617207, -1.161130907547927]"
XMR,"[4.718720905703651, -3.9242709067032213, -0.8648878032871503, -4.3481697076489745, 0.03351394427604565]","[3.3770579051567475, 0.27012026213753915, 0.2258385298753065, 0.39539253617208975, -0.1737886889439826]","[3.4435279833324133, 0.12417500041294056, 0.29324317752010365, 0.4192042674643866, -0.24131774489891492]","[3.011363145665526, -0.33134347541497555, -0.05098033475786794, -0.7296490548446727, -1.2530392277725269]","[-6.777443525846611, -281.7312157772891, -39.897590699894856, -31.26323174020902, -264.1767849449866]","[0.6054146757847411, -2.830256071914256, -0.2870626871808847, -0.29953654860705414, -1.4092761246488859]","[-0.23088326370552611, -0.542852572786976, 0.4888246070356735, -0.5130218327726679, -1.2109726751583172]","[3.6317017132241585, -3.2827536584616595, -2.8491269448102488, -3.2015241342652296, -4.235633766855136]","[-6.944816644263667, 0.7103715093863606, -1.2486151300924317, -0.1356829265270745, -7.77102277696671]","[-48.34803098646865, -47.68851997186408, -44.9082616869598, -49.82005951882122, -64.5390412824312]","[3.834991651146595, -4.075982256493941, -2.994276413765967, -7.819105013209937, -33.32677815361958]","[4.1126205485692, 0.09001167891535229, 0.4810101897657506, -0.4167160413357165, -0.6400898551885512]"
VET,"[-8.731776703535006, -4.828340132138624, -4.343489539057142, -4.710714127510182, -4.940803928359338]","[-7.287842889891135, 1.5486874898813456, -2.4991955090020466, -5.0006883191838565, -16.15191969684072]","[0.27580243926016645, 1.564061120538452, 1.475258417474811, -0.20799710653505998, 0.10668411110011508]","[5.883971065033188, -9.977662842607302, -0.8116135762188774, -3.9865423109273337, -17.693198062291]","[-12.080147335985576, -55.24166809867312, -30.68219242349994, -5.119922566126286, -76.61046272336688]","[-3.515808127251156, 1.486492396237626, 0.15641398529451234, -0.4713946048235016, -2.5096466375484545]","[-0.8252382897905596, 1.8543456270801606, 0.5837358391840178, -0.5087848137114507, 0.1419562219221912]","[-0.6438532476472449, 1.520752259830762, 1.2396566719625923, -0.8541816043355469, -0.26708981391213793]","[0.0905868779102927, -35.24835795309615, -0.060254141376475376, -0.0031484284180678594, -0.04382149027477202]","[-40.5299774321264, -11.996046005733463, -22.73012924636658, -21.68829179410463, -136.26776090005032]","[-0.5324987349138949, 0.8365268939171342, 1.0642674477038931, 0.426589555428403, -4.357810318793718]","[2.6107979810942283, 1.001924547283626, 0.5027732700883473, -0.6943935376386142, -1.6266130995293837]"
ALGO,"[-2.613992453990944, 0.7207652152098726, -1.7319618456429475, -7.833950363524194, 1.7827700865908243]","[-3.329335886915293, 1.8591123020403209, -0.09286822525186463, -0.0681158104361846, -0.30719177717789586]","[-3.0036766230767875, 1.798241166700804, -0.056892347253323705, -0.10864100492915472, -0.18909168348868796]","[-1.2538941256658558, -10.794671721443509, -11.157578630733688, -11.70948809766518, -21.849312600807078]","[-62.860433324555885, -66.66461891153406, -64.17721349642316, -187.9984762615544, -124.88377948300283]","[-3.521790089730131, 0.5705258240054957, -2.3256277568156305, -1.2390509727316843, -0.3044576131599994]","[-3.0446765239707156, 0.7929425932027931, -0.8912067070300083, -0.8053282155088601, -0.15137532461070421]","[-2.681014909504762, 1.9475446987917273, -0.07925155132284409, -0.4235338882281093, -1.0389316479140775]","[-52.36094414938809, 1.6771798704191543, -1.3296927744360296, 0.1431999019549139, -4.243084487247352]","[-121.72878511816371, -36.260715828911934, -80.26707900592274, -57.95669146331668, -90.32804084110788]","[-5.94348396552652, 1.5905472670762895, -3.7616682559016756, -3.079350554781347, -4.449164551974128]","[0.14362624564247314, 1.362858715108542, -1.1383728538862985, -0.6846504774871148, -0.39174077997640244]"
EOS,"[-3.098365465388162, 1.3356086828386415, -1.5958548391923324, -9.110910366477421, -0.8129091215242246]","[0.07742126025064214, 0.9510015693458761, -0.1297338864783599, -0.346229652284275, 0.19531738507165838]","[0.349413571048235, 0.9323535858052256, -0.13365904214797186, -0.32938998101855804, 0.23277723390492572]","[1.901346120305309, -0.5726414286692296, -0.8481465017883603, -0.2450135950255484, -3.3904952883981183]","[-4.647771406508352, -4.6456507947780485, -36.79405797192351, -14.597516113730089, -12.812357572430907]","[-1.8118463668264129, 0.7230702337148583, -0.40429645784060386, -0.41694112308550463, -0.21029194295341538]","[-2.423400775926866, 1.604471868988611, -0.10411094659011143, 0.08227590406412053, -0.24813510791036078]","[-0.5588614157552924, 1.00382350101433, 0.06347180136059245, -0.18183469056102536, 0.3059973548096737]","[-363.84091499841554, 0.24618452429092477, -7.000125089609513, -0.8722266840189122, -0.3723790802399282]","[-48.407862476232964, -25.332960361680033, -19.324355301121297, -46.55268012264145, -105.5923477604499]","[-42.09356817677446, -10.600734815363987, -0.8605446316924364, -0.030492023618714486, 0.28681136674008517]","[1.3732803860844947, 0.7929974403121299, -0.29607713241770495, -1.745779443047332, -1.737118744605659]"
CHZ,"[-0.3875444551656925, -2.4633252779796693, -7.388251391637773, -5.565334544809226, -0.2281128557598864]","[-1.1817240108854552, 1.0626933992334175, 0.09355718378256483, -0.13499202238392558, -0.0983665710208464]","[-0.4575294888481273, 1.0685812237330838, 0.17522973743262366, -0.1598915123908458, -0.06536056640139835]","[0.8062388588275226, -0.12245526461135176, -0.7995842103453946, -1.1816738144924, -0.6635065278363991]","[-499.8132622309855, -143.53795663517755, -582.3612586536588, -13.71918617681149, -212.4553886901853]","[-1.4708030891433364, 0.8804649375018488, -0.1510468716523119, -0.5483958499033323, -3.364746046498399]","[-4.81468647985076, -0.08998026696535598, 0.1457728082070991, -0.7078454555828965, -0.8122834926979152]","[-3.9830477316751365, 0.2213178447444126, -0.9614387181639171, -0.4906168005386936, -1.1125495053523229]","[-4.425850579253964, 0.6494402042286764, -1.1644596106155376, -0.4670043721150918, -2.9834520705080356]","[-110.04546074423031, -52.48316685643547, -63.45550957822786, -104.03235985316816, -58.845673706616466]","[-5.745847951017281, -18.806361074745396, -3.3812409290142122, -0.04379239916835259, -5.627791548170339]","[-0.10995075947248416, 0.4103022792916027, -0.29480390415085367, -0.6491935391777331, -1.149499074073925]"
IOTA,"[-1.841417110925422, -9.864004576282547, 0.03498546622038552, -0.13589269792070427, -0.3034450132302429]","[-1.1397009646872094, 0.8244259185509808, -0.2254728593651755, -0.22809840259029154, -0.1378018325649647]","[-0.8176673912385111, 0.8705337545102837, -0.2448390319470999, -0.15920528072207732, -0.1903393366454316]","[0.5631353926507765, -0.428967636237229, -0.5324351727046427, -0.9913690610912818, -0.9072528395984717]","[-6.379064276223607, -14.210572578389035, -19.446476764210647, -47.875421193199294, -13.503291909827702]","[-3.182363258117551, 0.9761311650612451, -0.6221903537271033, -0.625089318829473, -0.07858823900452101]","[-5.291823110455794, -18.290530628518145, -0.2842198549238666, -13.128766789991095, -0.9148177875547778]","[-1.7229975816035012, 0.6468562919913184, -0.23550877271040077, -1.016568559653562, -1.1036872455708602]","[-4.144277187559821, -0.020533197662762265, -6.930279286376926, -7.736408390674729, -0.10615432673113818]","[-45.45666524194152, -14.670452015658853, -32.024769029905215, -24.24305555834945, -71.7665420706402]","[-22.102788230341613, -80.85490439205135, -171.36551966567865, -44.224054862448966, -83.66182995596864]","[-0.16926135714987772, 0.36727391753162714, -1.8630992927590406, -0.970147195757264, -0.8616423356989648]"
NEO,"[-1.8407294725981893, 1.5820829917503463, -1.5795558398305307, -5.356017294228035, -1.761640181454074]","[-1.7321768217308158, 0.8306595757880335, 3.8668342227148966, -1.8604020545025912, -7.740738518235718]","[-1.5110138463933043, 0.8272724635026842, 5.043799585181109, 0.007736812520098316, -0.4264333635743977]","[-5.881950473805585, -0.258057386638493, 3.743820557029349, -1.9333948006535373, -10.262729420039424]","[-1303.9237249055154, -175.67806492311428, -319.55130566448844, -122.07591169870989, -1.2529110519142006]","[-0.8123573650047018, 1.0137409416499437, 5.077622644620928, -0.24514919554139733, -1.2934947167503228]","[-2.6563986036472342, 0.8120337789153972, 4.083179971586183, -0.007677720727902915, -0.43534379676542534]","[-7.13595122707007, 0.04854162319469054, 3.024182866740649, -1.95301035173216, -1.159162276785993]","[-2.0932705365040447, -0.6077759410631376, 4.599284857248675, -0.32754621237081877, -0.6623790248766386]","[-32.5621736277327, -22.246128870413802, -8.830459700011975, -39.493217610045136, -123.61464961915193]","[0.6200539976751557, -10.167404491622326, 3.794420217750923, -0.9621496978932796, -0.9002682099579313]","[-0.43326382924576934, 1.1380770860737104, 3.490550291138411, -0.5751211718890317, -0.4581779891614423]"
XTZ,"[-2.1806110258997258, -2.1790390124825554, -1.5372217122588259, -2.161978926681292, -0.04965182940811579]","[-2.237346696687149, 2.0826075411103275, 1.5851645474703575, -0.03622959842400601, -0.046162117112334415]","[-2.2205159684424096, 2.082713890189924, 1.5841626138317422, -0.046161571542134905, -0.042286844755622395]","[2.3064128153276937, -5.456917631800378, -1.5859216779646745, -1.741386342511198, -0.9422212007109756]","[-1882.6130106669148, -2927.984413888547, -602.7550169591757, -1271.0095030229045, -1348.1724840389684]","[-2.1940957775871266, 1.9513407339589943, 1.4520486989407484, -0.1313511582634889, 0.012397999394762459]","[-2.943827463068965, 2.1547316647062074, 1.5553221712262717, -0.176079246532532, -0.03444796215425557]","[-8.182098057374454, 1.888588495871554, 0.9081312881376628, -0.9474415505223716, -2.0719109875244968]","[1.6688442345251229, -41.57348351013832, -9.803998793288615, -2.9737664379982376, -8.477309763280587]","[-76.18101232896139, -41.769225149139736, -18.38850504236419, -23.03479451417371, -82.65795745134898]","[-4.9170949424546615, 2.0894695623001045, 1.5708042149405201, -0.30947601410032316, -5.080451492066987]","[2.881214503481151, 0.6713713372494179, 0.6293719395004658, -0.49789350889886186, -2.0495721243634106]"
