,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
BTC,"[-2.3419188008661576, -3.0579553226504377, -6.861059799284057, -10.535436761907208, -2.6255798373607946]","[0.6374934769980989, 1.6552483529620206, 0.4961277415042206, -0.48028221521447223, -1.425567061018054]","[0.7012620622078356, 1.5524842966674341, 0.4973221662677555, -0.402682117048804, -1.2950496548631092]","[-0.9392800302859893, 1.6523334638086271, -0.7621700358686584, -0.7930892565275554, -1.8253259620312188]","[-9893.630112411762, -1030.1604246673307, -722.4116996088658, -294.3204257848218, -15897.307783681867]","[-8.03845752630923, -4.8850424295635335, -10.145595248074834, -4.28829423271186, -14.020909970239126]","[0.9850971048359846, 0.8285055532094102, 0.30047817637460356, -1.2410260684597367, -2.728164763336283]","[-13.177669400066652, -0.6564321644317791, -74.02985576582314, -6.4456138791292945, -24.689505166871548]","[-474.46905669444266, -277.54457439364745, -10.625511784431659, -570.7120654369484, -752.3650220647377]","[-607.102135469348, -4983.513351621401, -376.78327984826774, -65.29978028429608, -1067.5483171276958]","[-1470.0117350383798, -1802.9417331426512, -5216.911410324218, -4455.973870999496, -13015.52885616982]","[0.5699297082828519, 1.1160833749852277, -1.3692621857698555, -0.22312487126856662, -1.7864171708617642]"
ETH,"[-5.5204292275967966, 3.759909034840926, -4.474992317131546, 0.4675053663923896, -1.7444387359645623]","[0.11010810181775396, 2.6688094717554764, -0.47060719094463965, 0.23886453532771498, 0.584661746335354]","[0.1245186973453493, 2.6327098339253263, -0.2268167186618516, 0.21527031365372495, 0.6374518957887034]","[-1.8203966171025616, 2.9384987703341614, -1.2151040480142667, -0.882369434524746, -3.676082903192662]","[-1194.4448404082668, -2377.6720484193893, -4820.199142060762, -555.3028171212906, -1496.5323642892783]","[-0.7180725615585248, 0.6301186646146886, -2.4607195859409843, -13.329669725344367, 0.4997798381703827]","[0.17733027992100645, -278.5655792053991, -4.613366951627944, -60.02473480506827, -334.22570744950303]","[-4.67057327996264, -3.397306607584285, -18.269705567270037, -0.6605004047319456, -90.26270065448614]","[-9.845357006272792, 2.2470255601394142, -8.381837078634865, -246.90425042874193, -31.761161076012645]","[-143.8329639784434, -87.78714063351323, -117.73659047921856, -327.37195627826185, -2476.9811182601425]","[-2751.547842904046, -360.76876146619685, -2702.171407828806, -4525.881455885224, -9742.904047971777]","[-1.0202614635360499, 2.38515000491022, -1.4469741741998714, -0.26549839566495775, -0.47092560540075423]"
BNB,"[-2.4647246967946774, 0.28645526545152034, -1.036771740205777, -0.08591895964755893, -0.0367501979505759]","[-1.1721505713871758, 2.966688394227853, -0.31872587465161517, 0.06895020967534013, -0.19196484492610238]","[-1.070522186191671, 2.9191450006119495, -0.3010971265814096, 0.06912128391417958, -0.17178017050871924]","[-3.194185698058099, 2.7776691334913357, -0.43992767649979625, -0.5692320017435382, -0.3883107274177054]","[-120034.25893528765, -2542.8780215857464, -10756.961719914594, -30056.19706750545, -84873.06540808095]","[-1950.2967388322713, -1562.108204460904, -899.2196006511301, -340.28251108241034, -60.267661009023]","[-2.8746937573952596, 3.113114980218025, -2.3830133715907253, 0.11423950194395045, -0.2062639545467855]","[-1.4908541144826104, 2.1317417567298977, -17.220392692931625, -5.650413892748336, -6.872604912886262]","[-10.236234183655577, -2.0527667634879685, -216.1184587354404, -2.0169178269547157, -348.76190563737725]","[-425.963207096915, -251.35902696981987, -608.491982222381, -152.75471677064385, -1030.6759245155718]","[-514.2860517615594, -37.05548911581366, -506.1765596103692, -918.3863180218049, -1891.56376752474]","[-0.7314705501000224, 2.64846290601612, -0.45058977403953954, -0.9508470676931771, -0.6730522824064845]"
XRP,"[-8.980229432305297, -26.73140706090018, -9.339933917247135, -0.18108597657036593, -26.492437985322216]","[5.436096431007172, 1.5118009898385263, -0.5594412267752918, 0.32821736861807554, 1.140701800150326]","[5.48888492743359, 1.381156114094997, -0.5512077755073932, 0.3488467191680226, 1.1341556727641562]","[3.2405428024225182, 0.07472012155895671, -2.38635474241606, 0.0008701403417370888, -1.0363584591044872]","[-11887.652555695473, -334.8517668807392, -33835.17828287873, -16335.251678081648, -61435.79382015473]","[-5.089886746353602, 0.6181379124653602, -0.015885740438733257, 0.21082866264902503, -2.479856316684796]","[3.866922093538381, 1.4929354397441257, -4.0973170614746754, -0.9136245378178028, -1.5552660185909204]","[5.590712334504593, 1.738879491042949, -38.16126792124773, -187.89275999419556, -309.40657629431445]","[-237.86602014805288, -262.26192709134153, -12.94848654642581, -0.7855914256247225, -106.90841822669259]","[-895.6411453744576, -909.9462037828933, -989.358695677729, -451.48394825257895, -981.7728481493074]","[-131.20170014861304, -0.8372437293283883, -138.3987434770014, -22.491711902957086, -11.776191195507975]","[6.4583766621391145, 1.7644481880566685, -0.39127213456996746, 0.026897282370473174, 0.6377299332095487]"
ADA,"[0.06983298628282571, -0.44066954175343676, -1.9760479286831414, 1.3216282550422678, -5.883923159178771]","[0.7308747452618616, 0.2043867000646858, 0.2543198447855974, 0.20335383991154118, -0.05031250226635788]","[0.9066586440241146, 0.14387250476929314, -0.002079488062908199, 0.14659711419940807, -0.166390191043672]","[-0.8134747474178394, -0.5998707007229831, 1.7295590325264585, -1.3718207645568967, -2.6747843765780024]","[-2711.521549219334, -9008.927172957256, -8037.021304034319, -113.60207662457546, -4983.802571617386]","[-8.557287777594892, 0.30066877015849625, -2.3372543585736065, 0.4447990753500156, -44.75105212834228]","[1.0902067490672276, 0.059473020352271366, -4.275619006034982, 1.0188346265341766, -3.8572029797434384]","[-12.318079515356349, -15.434867129816613, -63.629526233625334, -9.197845944915759, -69.51260749562256]","[-44.089392739273954, -165.79923656026682, -12.702768580170929, -234.0824248690403, -2.1617927751130037]","[-356.2927954939489, -200.10727461135156, -261.73848160171787, -198.41418406437367, -306.23760435420917]","[-43.38908028344275, -1332.4830230100063, -3146.0296394163984, -800.7549916261323, -304.5621191069789]","[-0.5812813118413607, -0.21122308083311594, -1.6320708675006557, 0.004659805396121644, -1.2978696605538167]"
DOGE,"[-8.241599408111785, -10.414755326621014, -13.984564280206158, -13.217317723030654, -34.320590731738115]","[0.22235989867490585, -0.08696673531572532, -0.1792131071773308, 0.058184797439968815, 1.8571838486623988]","[0.21069068921966064, -0.23199302428037463, -0.18123789041219637, 0.08243330504754606, 1.8861130846717478]","[-33.195651851247796, -38.79778015911808, -8.659343656539765, -12.291745476275596, -24.394976114085196]","[-888.1321050704012, -116.85679581357486, -1506.9190738825466, -397.1442113633701, -1508.0013554345414]","[-16.360946900935648, -1.1021668299197962, -0.18889425687544104, 0.4248273508991366, -6.34652771519373]","[-14.121594040149473, -36.57781122620931, -4.509083662416979, -6.077958714344688, -1.9131065400936342]","[-4.363635642698558, -4.8201032902617476, -0.3365500743770895, -0.7744428772810592, 0.757977947320182]","[-874.6478646510917, -64.46496625092307, -757.1602486956183, -1635.353360892935, -691.7701893333447]","[-759.439240448498, -479.97134568364856, -638.4841601361537, -1163.3498120887593, -1681.1859031208933]","[-286.85142499456464, -678.6684855787908, -525.9352115689152, -89.61465247937427, -120.90613464710627]","[-0.932957123281869, 0.36695199691609914, -2.597513280267492, 0.3699114010619553, 1.751734430127808]"
MATIC,"[1.1304776656777888, -1.4621095418860077, -0.5420709107090922, -3.2093020455638563, -7.960975013080388]","[5.856056693485892, 2.4997359271557107, 0.39915350570050395, 0.8821770417495011, 0.32455334513583683]","[5.90341569200961, 2.498584636448424, 0.5263629787899519, 0.8982071989297286, 0.2838820666086518]","[2.922618708912662, -0.12648066359310234, -0.6349422537205303, -0.3404723749332438, -1.71221051039604]","[-5834.455673935403, -4449.117924133025, -2890.97192976102, -3872.773034255345, -259.2132903682208]","[4.166787713915846, 2.008971180168388, -510.37078070438196, -1684.2490914328632, -763.9714310281408]","[-33.09840469863797, -1.8503783187103815, -0.6078941569648056, -3.026292021813449, -16.779896087727227]","[5.696889893291589, 1.305989741362723, -50.17687848472302, 1.0914117783091517, -0.11044423626653853]","[-42.693908675512674, -9.126389843710873, 1.3615376605355283, 1.9344115066242105, -21.014787170218323]","[-428.7793523428402, -558.1747849044428, -196.98798539780645, -209.3921166077734, -521.8096193563024]","[-74.05238666697983, -13743.134629458837, -7461.265632329089, -5018.881734777715, -25304.758264925003]","[5.379206543700871, 1.7753519975432324, 0.16850291692508804, 0.09136882685774055, 0.07805479697750008]"
LINK,"[-3.805627326135308, -2.1496017453448357, -3.811735521274383, -0.07822050486643066, 0.5418275075241962]","[-0.3431413908757109, 0.6568846949926775, -0.6029008894719687, 1.079717846326718, 2.9016833754332323]","[-0.32738137818771235, 0.6889711361605744, -0.26056245370467374, 1.090590790926643, 3.1090410708408394]","[-13.733699402763433, -4.135212156009351, -3.4654473938035344, -4.589788006476026, -5.059289956461881]","[-4089.814552131704, -203.67917426042058, -8736.112647226346, -3836.1694107837316, -3202.1376979396655]","[-11.029523255020301, -13.66149231606654, -29.546698693798586, 1.5022305763546735, -32.12850458413416]","[-39.670872014447234, -8.330762970673824, 0.09297502236059627, 1.653347086880356, 0.5279494459376114]","[-1.2698813613003592, -1.88259058761987, -1.3389688232503996, -1.9156635444407613, -20.761513695253424]","[0.2983086069427787, -0.46431241818897456, 0.7849850465922794, 1.3230878526972614, -104.05831577834937]","[-12382.882614739316, -130.0163987800556, -100.59881892969977, -21.106245869890934, -3913.6294679875887]","[-481.5041743490844, -70.85856842097887, -178.7084713120924, -448.79216200552383, -1756.5589612581737]","[-0.3718108460035226, 0.6185025218403304, 0.007367776304608668, 0.9432842691885571, 1.9826523732122396]"
ETC,"[-15.715986260725156, -1.845700625951943, -8.83306142231003, -10.91550712339892, -10.050438311572126]","[-0.11554552672472664, -0.3214712428537677, -0.15085383705713298, 0.24922050980032973, -0.031841233688839087]","[-0.04809403217559695, -0.31571809170040704, -0.11908025960751982, 0.1628712310759097, 0.0394739617444219]","[-2.3928954035942582, -0.736691799777737, -0.860407617066996, -0.23671275327083596, -1.0053679601221186]","[-868.5250093554231, -328.1307703626651, -286.49798654549505, -519.4873809064455, -1259.2104518540327]","[1.2471067024275817, 0.802457767391262, -5.899181717480613, -0.07615788895885399, -0.22617718615603857]","[-0.5550606002560582, -9.60187831098252, -10.95655195682158, -5.641037515100962, -38.29126910657203]","[-0.05283966972832503, -84.82154214189099, -0.001165692093953, -76.5667058863863, -16.800518806423874]","[0.08637227449042024, -6.943310325411171, -9.025591126656346, -0.8664205608329254, -94.31945132692442]","[-303.356839850297, -220.82270934355114, -480.93511066158516, -144.11515946710932, -662.0262989844841]","[-182.45188880082253, -368.9129426032419, -237.25194210504102, -39.56723158948229, -197.00148774787976]","[-1.1306958909571942, -0.6271494583883235, -0.46954863574620753, -0.3718138640549579, -1.930652999330365]"
XLM,"[-0.02373549412147787, -3.5555841987892767, -0.608603496200876, -3.170812136395439, -2.274859708534758]","[-0.8324362635196894, -1.1315555271242044, -1.9310474357637868, -2.893329063208254, -8.352065939258589]","[-0.7879317651801526, -1.1456248701672231, -1.730886415485876, -2.906959388310715, -8.362456943503938]","[-16.59714580258077, -1.268363789812779, -2.458237387255748, -3.905022917763034, -9.171513537376802]","[-520.9965024067498, -88.80909795025477, -4000.5088971515293, -3142.126569673637, -398.1674803318845]","[-151.14195646696132, -57.79862759768223, -1.5561192641213277, -3.111322026680882, -15.357825356949876]","[-0.20165421100277492, -1.128089616323737, -2.008557269705247, -2.8028690263993883, -17.437243937009008]","[-732.3429884919937, -3.550287933559816, -5.493672011712965, -469.9462809786316, -11.14847130894133]","[-36.17265809260755, -15.521732682524489, -31.921130243457256, -61.487601364227594, -156.57421982083216]","[-235.80824106928122, -2283.718101008154, -206.316204808561, -384.0274132926586, -183.92720147085132]","[-30.823517982702203, -174.65131946119928, -201.75608742013617, -130.54913478543563, -8.428683512600069]","[-0.15536806632348443, -2.187662412657949, -4.441973525100976, -2.331558242887423, -6.273905761527019]"
