,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-5.990342421985868, -1.3755520303525126, -8.99500889572381, -3.1984388888650517, -9.220146479809307]","[-0.82567079906915, 2.1831083170726027, -0.45858555945275353, 0.2267668186125307, 0.15114888084263856]","[-0.8484707263305774, 2.2119327392245554, -0.48126092855535196, 0.23580000156537465, 0.16712392270525825]","[0.1952221607192405, 1.0951847500517045, -0.6331758857241988, -0.17380031495537887, -0.786715561260178]","[-1047.6218186938715, -10902.725779671358, -6090.871168022891, -1598.4260562214179, -2995.0935101312875]","[-1.9204780018850065, 1.590191557847715, -4.094050281338456, -0.06392098583607662, -17.331153743552957]","[-13.881256530166631, -21.025868935753962, -112.48057159887735, 0.47184595247757977, -0.0761261031620167]","[-1.5622652499446632, -3.4153653002666475, -5.869951659613816, -16.592573220439057, 0.1538728527750003]","[-16.600153563761246, -44.356640784357964, -33.48735564721025, -96.54043446021578, -6.75488875473149]","[-524.4493496680993, -203.328803788963, -62.28028326104226, -1447.0669869632775, -89.35191664044106]","[-43.84617834785264, 1.423936798898413, 0.017002731453344015, -29.83211918539687, -82.25715092773778]","[-0.5437706651828895, 0.9170557674273567, -0.570754006029045, -0.18924670322551523, 0.29260340069378105]"
TRX,"[-1.4293113876704808, -0.07320922098829655, -3.114216718258133, -4.3042518847106255, -4.229358554643916]","[0.5549125617924919, 1.218492018054086, -0.46802987257394496, 0.7126423554616886, -0.6050147947588226]","[0.09402279011056064, 1.2390012678052282, -0.2309646515499178, 0.6521077238027009, -0.24615705511524102]","[-0.7963203343251309, 0.16877669191582972, 0.026753402891089722, -0.0645559948251612, -0.7801731258475746]","[-3614.1128311323314, -2126.4328407789326, -1082.5792028543867, -3874.61651573818, -622.1120716074303]","[0.3249477848228201, -1.060974132839947, -0.4145767511368658, -0.08407615778033786, -0.4997511981915139]","[-28.785560305430913, -3.738554219438231, -3.853818367033557, -10.345815799205068, -18.304820241386007]","[-108.5295635709607, -254.2780389820161, -80.61553617715728, -117.59430771932182, -211.46724655125007]","[-5.198019643980194, -710.4230653211779, -0.273355704538743, -136.58437074762062, -498.47985496989463]","[-2740.808491674401, -1384.5337945371082, -3172.779425981711, -738.227207336544, -1236.6532216221324]","[-467.7473414327251, -738.1984602467776, -1078.9014534446526, -1750.9696855263232, -459.9661678732877]","[0.16870608668454246, 0.28165776623341293, 0.45066831776165506, -0.32913468296729065, -1.5164792491838281]"
ATOM,"[2.578280218025411, -2.498186248611139, 0.7350846009993492, 2.4983120978909583, -3.5695735125661807]","[2.110195452202469, -0.4160391663011626, -0.6499561882027323, 0.19642806660615633, -2.2633574163981915]","[2.250544871116972, -0.568321925900983, -0.6833186233151365, 0.19972552147772635, -2.2867626930324314]","[-37.49609346876974, -22.273536252490132, -11.659806087944293, -5.092277253133058, -16.065789603732007]","[-1320.0240757645956, -31.259818388412874, -4170.534097116447, -50.80547005805472, -676.2764982924601]","[-1.2059659237118834, -5.385306383062483, -0.20525238610820123, -4.654409468875317, -3.6787923805370464]","[-2.8159946925847956, 0.008835409076200156, -31.672742984364454, -14.002681748132625, -18.6911255632069]","[-6.824627351442164, -0.3679817059263696, -13.558276077089134, -24.667410608246776, -27.63931222959827]","[-25.876405020200398, -35.835899346447206, -8.084595662725482, -16.73478008223408, -234.4761604134475]","[-1102.4731603640923, -988.9053573780714, -2199.0496639874227, -693.8722741694135, -1606.7337434312658]","[1.5027124231285443, -0.07044440880774314, -0.7894324769385597, -3.5559997068541302, -3.7816950470379513]","[0.13800802070442306, -0.233414739297007, -1.1717604012758953, -0.7581426605492018, -2.4607884349732654]"
XMR,"[4.170465697827427, 1.29330615021161, -0.16657825944958718, -6.098618019065661, -3.3867807638926015]","[3.569592065694751, 4.854343892349576, 1.387565541617483, -0.9847212484803308, -0.5070849803196964]","[3.570309181107402, 4.859174257542234, 1.3898607614464373, -0.9903597167903285, -0.535205948754471]","[-2.229468067886568, 1.6321391405017662, -1.3597853949862582, -2.3490464004713956, -2.516379194413337]","[-1405.4396443294324, -53.38606423037818, -1245.989322668145, -333.159949876333, -168.4356813574941]","[-18.7465029659073, -95.28241005092991, -24.33012683970369, -248.56613863978748, -16.472583319781798]","[-143.4778369573506, 1.2824710487223898, -20.23000770291854, -0.8866977655057715, -78.98278260767087]","[-0.10043484649292389, 4.2584650471717165, -20.13891485861938, -19.301853172167462, -0.6008035106951466]","[-515.8594313592049, -91.7682769776431, -1196.6586588240334, -56.42986505370514, -6.069470032762068]","[-1781.1733182283592, -371.01040303323884, -776.6026017699212, -327.1845483576418, -10726.82236066909]","[-202.04873236048022, -656.840538259971, -27.740145605898793, -407.94899570336025, -517.3365643694927]","[3.5525509563489557, 4.545127712017397, -1.2857464252795032, -1.1872714738066648, -0.5305464820609206]"
VET,"[-3.9138400362597867, -0.7545201222461473, -3.804303844047142, -5.2907494704140925, -0.8452064648170933]","[-0.008109244597438208, 0.4745748250922957, 0.5543226943215328, -0.2082986156090973, -0.2954595554726871]","[-0.006130597329179702, 0.43545040838837373, 0.5218997563999614, -0.2625521283108218, -0.0383073582553147]","[-1.4255376370900412, -0.8697420273513872, -0.04439792018523346, -0.9882858848565456, -0.1875424937444849]","[-324.7152089108434, -796.9803422164028, -569.7085273046608, -494.9195180784037, -2529.798704300301]","[-0.6354103823593376, 0.3989712662820359, -13.071465477177375, -3.8472322484046133, -5.567846231037498]","[-20.677284838336412, -2.0021419513066108, -74.7710542099674, -1.7158754044999218, -85.4572853844515]","[-0.004605815552986091, -3.193368810299119, -100.61538190632197, -154.554039413769, -28.979338658535504]","[-234.63417715113746, -2.8901939380928297, -290.0211724440441, -1905.3777419733144, -1235.0320239529317]","[-90.949767814891, -127.3153988351436, -64.28979011909256, -2832.7826649629765, -101.24591065286243]","[-1185.9315484580254, -1221.8946098695899, -2125.1106818199223, -458.90713002237106, -2280.243362807067]","[-0.5744321329987052, -1.7101667422513538, -1.1575282985579038, -1.4497955011446857, -1.116537179377438]"
ALGO,"[-1.9946617013758292, -7.023365141651665, -5.432751234333652, -0.5942847015061201, -6.9165514106091885]","[1.2780021592468307, -0.20537522530210314, -0.22511670250960647, -0.19530397725428453, 0.7994548693670837]","[1.2504241491952175, -0.21240432109104573, -0.21181467585626, -0.203402633343779, 0.7686386189149775]","[-0.9985750667824443, 0.029171456324216298, -0.9376495877694483, -2.015544746400881, -1.3498949172338288]","[-57.66851307363452, -258.5810789616469, -97.99589588055491, -201.5792771056519, -117.13898664688298]","[-33.88255843330623, -1.7368801843585384, -17.55529356539626, -29.766191028680396, 0.8567619558227872]","[1.0535889091257986, -1.0905981410355798, 0.006164594177176378, -3.521248586409995, 1.0118174630720298]","[1.1950118538026162, -0.006296251746293682, -0.9988287857899693, -44.80540309254486, -0.9073720670578032]","[-296.431066126277, -13.073342952013167, -3.9816347146382713, -2.885458212718203, -2.060963297115823]","[-480.8190923025873, -1035.2011938266487, -443.07795279316514, -360.06990818406075, -2369.1964022943193]","[-295.06463220642974, -252.32318240584678, -54.523244356306165, -40.55118193060825, -82.31981358646004]","[0.544217510730846, -0.9672692283767277, -0.06477694000694242, -0.6995546825715477, 0.9559101875125358]"
EOS,"[-6.642032152760597, -0.23048236977064016, -12.201781608694748, -20.079456791337883, 0.38329307821574937]","[-1.2135796873528226, 0.06526231120640345, -2.6402145276381566, -1.8545419494382487, -1.2429684401489602]","[-1.2598253395458283, 0.07087313939459487, -2.6451771868794807, -1.837613571988656, -1.249274934822125]","[-1.5873479170332563, -4.503265836724251, -3.70033416998296, -1.2671125629531859, -2.773258882628094]","[-23.954900138979717, -48.28661751184814, -683.5611249256593, -178.8072087224067, -86.79045328742569]","[-2.4632054507237418, -194.01731068185416, -1.3991166107765736, 0.9187920050891931, -292.7826335172343]","[-3.1443893124822897, -0.21095606410401813, -2.6122611386333263, -1.4237302616962615, -1.1570185752007327]","[-51.108303288856725, -6.8566657933119055, -11.05133151673456, -9.315083206254043, -3.713635055359849]","[-186.41667554476092, -9.089334284306306, -18.082460194601175, -8.057697633873632, -642.5736206183509]","[-870.1983345060278, -3098.7801962488734, -4882.442754962002, -710.7114881170014, -933.0268096935857]","[-457.40471570873285, -1863.5312723113411, -1446.8260774580415, -37.74027669048247, -946.708134909068]","[-1.2360174712246441, 0.014353633159527635, -1.3559614633883639, -2.9447328285105594, -0.48148370409354024]"
CHZ,"[-2.301114088087759, -3.311788507507054, -1.009378094274701, -1.7833780379915045, -1.2774341752814955]","[-0.59109097102018, -2.417427328768666, -1.6744393660445112, -4.414226936970697, -2.213948420916852]","[-0.3826861067384751, -2.4610573230734785, -1.5833897992374901, -4.444097284858718, -2.2169467679112143]","[0.5554307582740006, -5.043871389587029, -0.8988268431896712, -5.410872840776726, -2.7527471248555013]","[-515.0803481259022, -2585.012535227068, -1482.3027922942829, -953.0606401722043, -1745.3615186288143]","[-46.2812068121802, -28.908936215693647, -17.18595168401849, -21.759849677323658, -6.827107370654346]","[-5.5051966121265385, -3.156159427461308, -0.6097507770019165, -5.876910190331777, -2.137565192827997]","[-1.8593453468605379, -19.73823108145149, -1.5396787000556678, -4.337542520283947, -6.2975015224763355]","[-9.204596832395161, -28.58873156410461, -4.751977046408854, -41.63312182385796, -5.273960853518655]","[-583.3881669911766, -823.4853597728933, -3731.28887076916, -1000.6793431759497, -3903.8828831993224]","[-418.55056065749096, -369.7546069657567, -678.8178785126818, -386.9518155762629, -2838.7047241409045]","[0.48009602804950186, -5.0419042235140745, -0.7312332184868083, -5.199791782021466, -2.034406373849441]"
IOTA,"[-2.3740513842053486, 0.6895632446486842, -7.422954152760679, -7.4641342338611025, 0.40335865137015625]","[-0.24091552188543375, 0.6533694700123864, 0.7527117382359964, -1.0900837889253494, 1.0894324417625132]","[-0.07015025094811485, 0.5496539192006633, 0.7889607809724413, -1.0855531455177787, 0.8988550115423679]","[-1.1666989371984804, -0.29243235834413067, 0.6801082217471819, -1.7890968200600235, 0.5764733718045001]","[-254.28122191557904, -105.46761567205539, -90.51256496483582, -216.70318306629395, -468.03228622373416]","[-73.86044751480651, -2.012008187542904, -32.03375739734537, -8.554474603184927, -9.019028908600545]","[-5.183435991818362, 0.7167258431177835, 1.0361149580643878, -4.001799479217589, 0.09511695239783295]","[-1.0775887270706408, 0.017858092247797993, 1.2258198764241386, -0.9570711873785224, -2.1504032196749017]","[-109.93507432586247, 0.036576224588094536, 0.3293543572288432, -0.7955822704772628, 0.4008767692449887]","[-1031.8278498447637, -657.5253607254961, -763.7604161786559, -238.309941174768, -1008.4133844695326]","[-347.35916412397694, -126.75274326817355, -215.33935118895093, -165.37158518702572, -885.6194961246313]","[0.7944665998642653, 0.08187894521437104, -1.148555621930905, -4.243915755095357, 0.25550234420937334]"
NEO,"[1.6376448142943743, 0.3785963097639023, -0.8073440464174129, -2.1699262807744666, 0.3810192932411489]","[1.5576689285930079, 1.410550095932898, -0.0681942476695948, -0.9881775684966043, -0.0872194068229067]","[1.586797627851273, 1.1133183562136562, -0.08253358264555774, -0.925301683114785, -0.03098881732769777]","[-2.67723919886708, 0.26337336916254434, -0.5259638550768478, -1.381225232189034, -3.508092892804357]","[-13.67513179307675, -1808.6972805142295, -413.75422672134937, -857.5015623264031, -2178.530132097744]","[-550.1471961161158, -94.66011630674704, -128.2755799711081, -194.40979379058098, -418.19806957897947]","[-3.236842245891933, 1.60196661827243, -6.815089153061694, -0.7855893627428615, 0.029644445388306583]","[1.7763257927577751, 1.1264301726839514, -0.17091675247181845, -0.4362433480119525, -3.896110594620998]","[-64.24280064065606, -80.58998050331202, -14.83416817274568, -97.39149442899445, -51.19987220068134]","[-1397.930399189356, -1562.6646558961506, -832.4599626655322, -762.8807344167251, -1688.321990578252]","[1.9596916032313432, -611.5612681097736, -376.8029661598577, -30.09308764748117, -0.5626353871730025]","[0.06958353666332986, 0.9770522456382019, 0.7425332302849871, -0.33662501548362694, -0.7788564123484639]"
XTZ,"[-11.461737615006843, -5.798907439061215, -15.37016731150226, -2.277778912378999, -3.5132672845159876]","[0.13358370975781883, -2.289157310541171, 0.5012305155273554, 1.1568884939400153, 0.4689812669033724]","[0.09359310942671938, -2.2731866052058223, 0.540686906698858, 1.168064936711296, 0.4698369590241356]","[-3.0923049781251692, -6.001505931214276, -0.1280073014344571, -1.048238990010817, 0.04922079299845472]","[-1770.4590095045835, -3571.6134728524707, -5952.185416523875, -528.8852284966987, -1342.888204951121]","[-0.4639776429612734, -77.5878600532228, -434.7816748434468, -125.68003046870993, -183.5396661084042]","[0.19835003243849564, -6.553106305180591, -194.63955172131352, -26.581661801782836, -0.5213888942415092]","[-51.98796343966398, -301.8501639495027, 0.5572867914856995, -105.97120355639133, -195.05409769080993]","[-10.659886639390841, -331.9434775785946, -6.197448947283817, 1.967109038439346, -2.575718241304744]","[-88.695333317632, -124.4629468460007, -979.3664361504527, -89.90459006088047, -252.03984682929357]","[-541.391108287796, -208.57690011173023, -281.61175236405535, -3.719644883751405, -624.1980273261272]","[0.040349394543993396, -1.814304999964745, -0.19426662748209914, 1.893178072698228, -0.6691460282594143]"
