,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.009573541912407167, 0.007216450419010397, 0.00961229650915858, 0.014825028131066505, 0.007854014448558115, 0.009816266284040153]","[0.00840453921145067, 0.007329169726021481, 0.00978391297144331, 0.010924924321676358, 0.006848662416531041, 0.00865824172942457]","[0.009901607661224155, 0.007512420196495351, 0.011238467326839445, 0.016510976172931294, 0.008018852272280073, 0.010636464725954062]","[0.010848110941855104, 0.007815813088981608, 0.01233360275400715, 0.02083004732723067, 0.008607592626769599, 0.012087033347768826]","[0.041344169370501116, 0.05390234331528481, 0.03774084198551252, 0.0721265741465551, 0.03242870596107391, 0.047508526955785495]","[0.010158302099171318, 0.007588698762446411, 0.011192853394915114, 0.016667630564115354, 0.00802309804968481, 0.0107261165740666]","[0.010652810159923871, 0.007556394108087854, 0.011234157785984399, 0.016572865345017986, 0.008062663712939013, 0.010815778222390623]","[0.009946086624700144, 0.007674480848672225, 0.011212069612388822, 0.01649108940314081, 0.008017868102436813, 0.010668318918267762]","[0.00991474928048081, 0.009058482472614421, 0.0111906132558134, 0.016556105151731615, 0.008026426369446674, 0.010949275306017383]","[0.012866702768213901, 0.021231768497551776, 0.01632555475555889, 0.02196660833444796, 0.014656746830785543, 0.017409476237311615]","[0.009708859065241816, 0.007711270709870537, 0.012569012440521233, 0.016427619732868045, 0.012140842817916718, 0.011711520953283669]","[0.01014664011761231, 0.0076751963536350705, 0.011433259505048586, 0.0168424919133047, 0.008050109252811912, 0.010829539428482516]","[0.009867065226567726, 0.007666681155833944, 0.011403650669652862, 0.01674936495616952, 0.008057325565711525, 0.010748817514787115]"
ETH,"[0.010845190510572728, 0.009451148150577784, 0.00953013315902319, 0.012273587880626156, 0.008923632713034382, 0.010204738482766849]","[0.011364472229764886, 0.010791230515140748, 0.011353732174592077, 0.015362621421760187, 0.009742188372807447, 0.011722848942813068]","[0.011391705277899018, 0.010731671903380507, 0.01135379515383266, 0.015269794289641432, 0.009725374892032516, 0.011694468303357228]","[0.011320664804330135, 0.011009866615133389, 0.011498498633032142, 0.015498741188241608, 0.009733413574580426, 0.011812236963063539]","[0.04770372047202825, 0.046618982854381034, 0.019891497311751716, 0.03571427324247817, 0.010390475805176054, 0.032063789937163044]","[0.01154432184610626, 0.010832885025995465, 0.011323740031669692, 0.015385418769970767, 0.009737820226262555, 0.011764837180000948]","[0.011714561408294497, 0.010772436887028785, 0.01135301509313011, 0.015360765019017677, 0.009722999897818817, 0.011784755661057977]","[0.011821594143503257, 0.011128843603875, 0.011537738133575191, 0.015362651387567771, 0.009708274163009841, 0.011911820286306213]","[0.011872596278833247, 0.010826016175377748, 0.011378711095327083, 0.015389695900134394, 0.009804715978206494, 0.011854347085575792]","[0.0224775877028523, 0.03478762977886613, 0.01584188497343139, 0.021223422799361506, 0.016082146484938442, 0.022082534347889954]","[0.0201805473105089, 0.03394679683584192, 0.013061349360593619, 0.022455780994141063, 0.02040901733417655, 0.02201069836705241]","[0.011547390798721921, 0.011143153095298283, 0.011497017749389113, 0.015585687658447908, 0.009794009461837564, 0.011913451752738956]","[0.011376808051098693, 0.010905729508156332, 0.01146161755826316, 0.015455565164652041, 0.00974412105945775, 0.011788768268325594]"
BNB,"[0.009535334659708801, 0.0073925546719812805, 0.007746191518546459, 0.007918723462792883, 0.006430483227031365, 0.007804657508012158]","[0.010646100740330875, 0.010765115523905019, 0.010984488589403306, 0.014213999068613847, 0.007788385709223173, 0.010879617926295245]","[0.010655613751578207, 0.010765038655162627, 0.010984401873034339, 0.014214661473599585, 0.007788279019585973, 0.010881598954592146]","[0.010795845190860345, 0.010960606196098475, 0.011117245060786558, 0.01468300193242478, 0.00786823275902638, 0.011084986227839306]","[0.011440349688928621, 0.011559118986662576, 0.01093657508487274, 0.016086060554217286, 0.010089460605867318, 0.012022312984109707]","[0.010699188423427656, 0.01077610611162065, 0.010937404733856772, 0.014068886995426584, 0.007839741065123694, 0.010864265465891072]","[0.010653478681346569, 0.010878363000398187, 0.011090066185174672, 0.01420969129775352, 0.007886401047707393, 0.010943600042476067]","[0.012734993609033298, 0.010765993812043077, 0.011021054699661761, 0.014211644594469804, 0.007847160422500696, 0.011316169427541729]","[0.01085434464442589, 0.010611429493459926, 0.010881168948569291, 0.013934613044188901, 0.007722975413740401, 0.010800906308876881]","[0.036471531134930006, 0.021318484135156454, 0.016793103671068378, 0.02303814579267755, 0.02021831655822878, 0.023567916258412237]","[0.013022590969156493, 0.011371595911736107, 0.013431856146438553, 0.014231569251075535, 0.00788501761747046, 0.01198852597917543]","[0.01084025777012632, 0.010951381663217711, 0.010924278235710108, 0.01426782471255738, 0.007901994113489356, 0.010977147299020173]","[0.010575920667336123, 0.010791219591289248, 0.01114200396842531, 0.014492604444527608, 0.007843101090128767, 0.010968969952341413]"
XRP,"[0.008341348186516292, 0.005173162141039418, 0.004961530000573836, 0.009153953190211122, 0.007990161812475704, 0.007124031066163275]","[0.012663756144910223, 0.01063470011899822, 0.009814018841841613, 0.016223670506569345, 0.012800834114985967, 0.012427395945461075]","[0.013347828895127084, 0.010629282441783522, 0.009809242287983584, 0.019851742650303112, 0.015071948389391068, 0.013742008932917674]","[0.014186910761785222, 0.010739282669840084, 0.009562699564845869, 0.020165236449446317, 0.015175314980095073, 0.013965888885202513]","[0.013448882623644869, 0.010633173613789666, 0.009864143366983841, 0.019688246170483672, 0.015554376794114193, 0.013837764513803247]","[0.01329113085150289, 0.010631124236815072, 0.009848564594011852, 0.019905478066219534, 0.014984279693838714, 0.013732115488477612]","[0.013300122428062507, 0.010592586959241906, 0.009782488427149882, 0.01998461378952453, 0.015153757018557597, 0.013762713724507287]","[0.013327812089428714, 0.010615643447179628, 0.009773142293801588, 0.019674407418343073, 0.015293377485847987, 0.013736876546920199]","[0.013245101186658632, 0.010466958407507991, 0.009652442137609324, 0.017899731927481167, 0.01489016394155725, 0.013230879520162872]","[0.020194570991022294, 0.015787472024349904, 0.015081892562266734, 0.023075130411473365, 0.02196330518799128, 0.019220474235420715]","[0.013369356935849728, 0.010651784075160951, 0.009726937110946857, 0.01913405133497085, 0.014969542182065077, 0.013570334327798694]","[0.01354482958325274, 0.010598044719318585, 0.009633056799367374, 0.020066379261539855, 0.015531745487383312, 0.013874811170172372]","[0.013398327430089021, 0.01075111309422447, 0.009902519708191896, 0.020018870964480087, 0.015033697473403235, 0.013820905734077741]"
ADA,"[0.015447242189236824, 0.013925299739404897, 0.013957150235107057, 0.017119306920755896, 0.011699046995884123, 0.01442960921607776]","[0.016276060506057007, 0.01478697032905128, 0.014326514242905219, 0.01811197018593982, 0.012127190200471389, 0.015125741092884943]","[0.016274839427162135, 0.014786571401079519, 0.014328720603691914, 0.018423521935983737, 0.01214757520060991, 0.015192245713705444]","[0.017360764896109902, 0.01566440805842519, 0.014374113941310844, 0.018670632393406373, 0.012230527721074651, 0.01566008940206539]","[0.028958111660997356, 0.025950782806301028, 0.023494566374215226, 0.07141822847321236, 0.07575582315435296, 0.04511550249381578]","[0.016961326816784476, 0.014901795282916712, 0.01435658639992269, 0.018526508898335813, 0.012066004025740684, 0.015362444284740073]","[0.01634218443477365, 0.014963552119501173, 0.014398468755618022, 0.018421794072759918, 0.012174788351417243, 0.015260157546814002]","[0.016296394681734366, 0.014799695346332797, 0.014316974919537196, 0.018429764907986406, 0.012281062501761291, 0.015224778471470413]","[0.016484741952816857, 0.014777075807223107, 0.01439184153521746, 0.018730018088877046, 0.013782233645551187, 0.01563318220593713]","[0.021189229987068785, 0.020441576168055177, 0.01850479997667961, 0.02486731296285457, 0.018029007169921202, 0.02060638525291587]","[0.023794106243585664, 0.015407722798783887, 0.021251525364986982, 0.01901740191161618, 0.013583021121495337, 0.01861075548809361]","[0.016613730704195626, 0.015210415360163867, 0.014443362891131087, 0.018424152490305913, 0.012298762367070929, 0.015398084762573486]","[0.01635891017477841, 0.014878667106101086, 0.014486284254809986, 0.018475423561108054, 0.012160465578946771, 0.015271950135148862]"
DOGE,"[0.013811455619737713, 0.012195048694369307, 0.009960065979044327, 0.011531502499774582, 0.012729560480284436, 0.012045526654642074]","[0.014648595662483006, 0.016447634877725808, 0.012865957637802445, 0.018747143031896313, 0.019342583699015488, 0.01641038298178461]","[0.014613122446636574, 0.016447574380196377, 0.012866865200233562, 0.0187448756814607, 0.025750552311907687, 0.01768459800408698]","[0.014814230057435472, 0.017302413630051257, 0.012969731553712272, 0.01897554894488486, 0.026703993981969865, 0.018153183633610744]","[0.01712936540677139, 0.017182405411537646, 0.017302658260553754, 0.04172571709611854, 0.026663339896468675, 0.02400069721429]","[0.014797989637284618, 0.01640591147184991, 0.012784362414532555, 0.018829349881966693, 0.025581667828704694, 0.017679856246867694]","[0.014564839686231573, 0.016424687650581308, 0.013213168970172945, 0.018759825838270107, 0.025836283479223995, 0.01775976112489599]","[0.014654727451369684, 0.01641867307989051, 0.012855335567347805, 0.01871479673125093, 0.025739350447160192, 0.017676576655403824]","[0.015011173590787089, 0.01655514343081375, 0.012926064180870344, 0.018803280499235183, 0.025677738292136855, 0.01779467999876865]","[0.035313549369822526, 0.026977074795321496, 0.021049230493939284, 0.02499341114872807, 0.03060835331758545, 0.027788323825079363]","[0.016309043380329732, 0.01642877713153512, 0.02555574438020292, 0.022885355616843378, 0.028956002846085308, 0.02202698467099929]","[0.014730896007257119, 0.016570904008905405, 0.012865633208306165, 0.018832658778845195, 0.025710852706338525, 0.01774218894193048]","[0.014656248958241178, 0.016563496011741563, 0.01299953559449676, 0.018981276337327525, 0.025712466908885328, 0.017782604762138474]"
MATIC,"[0.012553497827306848, 0.017133912628722107, 0.01602306921588492, 0.018663617231911015, 0.01106081818184925, 0.015086983017134825]","[0.013333300550249809, 0.019199467719893195, 0.017116928836676256, 0.020274547388923782, 0.01118620675287315, 0.016222090249723237]","[0.013329293997632746, 0.019553523681866716, 0.01713739168840447, 0.020282170738531686, 0.011186462354045888, 0.016297768492096302]","[0.013274427858131722, 0.019793874637480703, 0.017259501367235273, 0.020469983268705923, 0.01143095733803249, 0.01644574889391722]","[0.014187445829351168, 0.01963301555539663, 0.018769730396622712, 0.03353104844907223, 0.022503058346306604, 0.02172485971534987]","[0.013287874157154751, 0.019539574276272512, 0.017127146236557696, 0.020272510528899657, 0.0111886838999926, 0.01628315781977544]","[0.01361097773851727, 0.01948389176144382, 0.017493035860533072, 0.020247693278144435, 0.0112401909092021, 0.01641515790956814]","[0.013214344798988819, 0.01952730950769418, 0.017127680065102034, 0.020246245019943113, 0.011188648630814509, 0.01626084560450853]","[0.013710626381019173, 0.019549611341860618, 0.01713599084836269, 0.020365552865976636, 0.011222052500205058, 0.016396766787484834]","[0.031824437164715974, 0.02716505241128447, 0.02407322417986596, 0.025782765242135512, 0.025412596108091545, 0.026851615021218696]","[0.013137324799264353, 0.019607700058170124, 0.01775394186808941, 0.020257943870011456, 0.011199828268029054, 0.016391347772712877]","[0.013444226259220668, 0.020182470146936, 0.017127002274087883, 0.02030738818075898, 0.011182714841939096, 0.01644876034058853]","[0.013354448666630521, 0.019617782722919093, 0.0172558123008167, 0.02034036464245837, 0.011238231105959985, 0.016361327887756932]"
LINK,"[0.009427092375087235, 0.00745239845686314, 0.008439233163470559, 0.00892395015276762, 0.0071820474188950675, 0.008284944313416724]","[0.012997049823933616, 0.01584683273444227, 0.0164784134074547, 0.018355713023359064, 0.010494071449396519, 0.01483441608771723]","[0.013025360300639818, 0.01584562056435859, 0.016478787324153008, 0.018355685241263905, 0.010490249765192892, 0.014839140639121642]","[0.015521837891138859, 0.017124080588518463, 0.017589633901588023, 0.019244048651188363, 0.013020462157765806, 0.016500012638039904]","[0.031210253004745, 0.017835791791296254, 0.02511054767458997, 0.021658205501183022, 0.012125178413345974, 0.021587995277032042]","[0.013796871250575476, 0.015897642792043153, 0.016478016546882635, 0.01823770545552573, 0.010524424366350262, 0.01498693208227545]","[0.012949893035691157, 0.015843080364278405, 0.016480262819671847, 0.018355717590190727, 0.010525308809016554, 0.014830852523769738]","[0.013393117688533813, 0.015782161899117596, 0.016583164287445225, 0.018256247325766188, 0.01053209085516581, 0.014909356411205724]","[0.01316755810932732, 0.01587429211123081, 0.016478612351125178, 0.01832807646282647, 0.011302785048227586, 0.015030264816547474]","[0.026493042089458987, 0.02264142893229049, 0.030109295976552992, 0.02933681552826774, 0.021351861827246896, 0.025986488870763418]","[0.014108503565537575, 0.01586827514313789, 0.01837945082228686, 0.018392182667460594, 0.012480392826842188, 0.01584576100505302]","[0.012979746892628692, 0.015869055201638227, 0.016474095336332505, 0.01835118212183184, 0.010461852668119654, 0.014827186444110182]","[0.013212824532809779, 0.015922795367403514, 0.01653245825487052, 0.018458559945402405, 0.010584818879013247, 0.014942291395899893]"
ETC,"[0.018946746615762625, 0.014702167893505267, 0.013510076969913878, 0.0193413919165255, 0.012425676410918235, 0.015785211961325103]","[0.01947239958481582, 0.015226393591963766, 0.013784395655917726, 0.02096863967549051, 0.012685562486654945, 0.016427478198968552]","[0.019479645520860754, 0.015196110480971322, 0.013787669977744112, 0.021212931250006724, 0.01269940624727448, 0.01647515269537148]","[0.019783605911436894, 0.015478464018519746, 0.014045307927323655, 0.021468663392713593, 0.012830246025032677, 0.01672125745500531]","[0.04670928914600395, 0.019024309666872852, 0.022074193177352038, 0.02744342218906043, 0.014900364350601577, 0.02603031570597817]","[0.019453480233126243, 0.015364714899065924, 0.014082730430636141, 0.021263457121103717, 0.012706557846589755, 0.016574188106104355]","[0.01937722784036842, 0.015266788190030231, 0.013791908579474495, 0.021341993585280387, 0.012674960362029778, 0.016490575711436663]","[0.01940563050182821, 0.015221304864521527, 0.013955984311860974, 0.021399629117594236, 0.01304834801206363, 0.016606179361573718]","[0.019418496239030327, 0.01538421401030784, 0.01382407982239124, 0.021178061794553203, 0.012755807417148088, 0.01651213185668614]","[0.024773537241694385, 0.021804226717952305, 0.022607340849844254, 0.029397399104153076, 0.02130659278702384, 0.02397781934013357]","[0.01984439214962831, 0.015976221087451878, 0.01373941960123254, 0.020993631555289057, 0.012531870717435731, 0.016617107022207502]","[0.02013934823096659, 0.015605747409227447, 0.013904645778402823, 0.021294352298803287, 0.01270963800642942, 0.016730746344765915]","[0.019498565199399513, 0.015344831560712814, 0.013782701882448949, 0.021427780091497296, 0.012774763614684567, 0.016565728469748627]"
XLM,"[0.00997833331543778, 0.009786730069601146, 0.009652959697680274, 0.01196375930750547, 0.011035045624782382, 0.01048336560300141]","[0.010276819942885708, 0.011177710280784502, 0.010847622688947123, 0.014487652689689143, 0.012629639001130673, 0.01188388892068743]","[0.010281118077225588, 0.011177167350991677, 0.010847671385600213, 0.014486579935655925, 0.01264058078680769, 0.011886623507256219]","[0.010322620847765586, 0.011802974626121737, 0.010942948048254873, 0.014659626697087168, 0.013029009723644975, 0.012151435988574868]","[0.053287776979268904, 0.0375402234859346, 0.011216081634703664, 0.041773703741205606, 0.12612822146055708, 0.053989201460333966]","[0.010469195047683082, 0.011172603215819178, 0.010767060805150453, 0.014442536700406908, 0.012568813645805832, 0.011884041882973092]","[0.010476747971061115, 0.011172810520021663, 0.010822865908358813, 0.014493472496845712, 0.012634643463068312, 0.011920108071871122]","[0.01042387843935824, 0.011162422936259839, 0.010811451537299418, 0.014468798241411071, 0.013137599711454229, 0.012000830173156559]","[0.010944176186457417, 0.011207817862753433, 0.010905498274667145, 0.01448161228634446, 0.012702118165546904, 0.012048244555153872]","[0.013141782637141788, 0.014953455677946398, 0.01503989239315713, 0.01819647236713575, 0.017247503263727544, 0.01571582126782172]","[0.013197948518985883, 0.011454764626852274, 0.010870018044858624, 0.01560664710957976, 0.01312059840067875, 0.012849995340191059]","[0.010262694070847206, 0.011331732968572174, 0.010843926439201368, 0.014524091651623654, 0.012674133062629572, 0.011927315638574795]","[0.010308810973154158, 0.01124226259604547, 0.010900153130149621, 0.014597294922235706, 0.01264637574300149, 0.01193897947291729]"
