,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.014065871606146864, 0.01410735208310034, 0.015458183440600968, 0.013036958029580804, 0.010213314976110274, 0.01337633602710785]","[0.022885760382792966, 0.020755302411148945, 0.02329791739909669, 0.019957061578261184, 0.01974500367619401, 0.02132820908949876]","[0.03138619815436203, 0.029020972039793095, 0.03375026717169284, 0.028710035776617866, 0.02356896642059222, 0.02928728791261161]","[0.03571582268054741, 0.034959096169634656, 0.03828863029463727, 0.03164695646955558, 0.026321030507391395, 0.03338630722435327]","[0.048188691571719, 0.06022301323365084, 0.04176898561791678, 0.03489553033094865, 0.0762023424775506, 0.05225571264635718]","[0.03560996032123791, 0.034311409746935986, 0.03675999300579534, 0.03169634691198174, 0.026359764994098905, 0.03294749499600998]","[0.035294208320338694, 0.034417472366447224, 0.03735409425607235, 0.031247830649253412, 0.026466195918296492, 0.03295596030208163]","[0.035400710457125055, 0.03450913687306886, 0.03781520054304988, 0.031374994202828535, 0.026664865349066792, 0.03315298148502783]","[0.03518552795964009, 0.034283291388875294, 0.037629203412544145, 0.031184177612247233, 0.026488801759550054, 0.032954200426571365]","[0.07136775834465865, 0.051308327920767755, 0.052150499378927205, 0.043050252952426454, 0.041239028562113825, 0.05182317343177878]","[0.03972030882359054, 0.05200675515055765, 0.04471270264677764, 0.03191498847936141, 0.027450947832803677, 0.03916114058661818]","[0.035521510188309485, 0.03432649913955487, 0.038192087327104024, 0.03145942482534923, 0.026218292157942465, 0.03314356272765202]","[0.035458671763055276, 0.03435412052883118, 0.03799285636287169, 0.03147880049286553, 0.02640942010851142, 0.033138773851227016]"
ETH,"[0.043966742876123045, 0.040619824352066035, 0.05077768858520214, 0.042087860176815386, 0.027489212146871275, 0.040988265627415574]","[0.02434846495440782, 0.021261232089848443, 0.023536578090356603, 0.02279753451395423, 0.018759353801249747, 0.022140632689963368]","[0.038336831352721826, 0.03399632630196283, 0.04246789869480366, 0.03785944323766363, 0.025557278521106834, 0.03564355562165176]","[0.04519117278840172, 0.041051546117655845, 0.05267508726919458, 0.04597802351379059, 0.02821854587915324, 0.04262287511363919]","[0.04864072516621391, 0.039540464356794175, 0.053230974322639416, 0.05026887221169632, 0.02841509731726733, 0.04401922667492223]","[0.047210749421808085, 0.041722963034974477, 0.052041500039405886, 0.0454993528578032, 0.02816769852978847, 0.042928452776756026]","[0.04404598193408145, 0.0404913229897884, 0.051840187754264445, 0.045647794063769384, 0.02784929785429463, 0.04197491691923966]","[0.04395568217876598, 0.04054298778015329, 0.05185657446816295, 0.045700649818957266, 0.028295293047462106, 0.042070237458700324]","[0.0447429595362814, 0.04066144297107746, 0.05107854814962052, 0.04551079144619901, 0.02775686022513943, 0.041950120465663564]","[0.0694849089732188, 0.07078377046287779, 0.07902238024825448, 0.0726848176805234, 0.055717936054325456, 0.06953876268383999]","[0.04841685068098451, 0.04195229668211018, 0.052009698678857824, 0.045191129829115835, 0.027470771399118382, 0.043008149454037345]","[0.0444657680577473, 0.04041999798705126, 0.05227091630287093, 0.04586459650025756, 0.027852395670940548, 0.04217473490377352]","[0.04422806565538249, 0.04001152609049477, 0.052009225898141546, 0.04585577972511536, 0.028070268557055685, 0.042034973185237974]"
BNB,"[0.04320988134756469, 0.03825503797908269, 0.04332537751229359, 0.02972490344946409, 0.02578500422850486, 0.03606004090338198]","[0.016461077356925136, 0.01581723179585836, 0.01517872529279854, 0.016105065907899303, 0.015123199953129447, 0.015737060061322156]","[0.04404508359692623, 0.03700896983039072, 0.04408446776044161, 0.03434044420156242, 0.026234095385781593, 0.037142612155020516]","[0.048315397035352925, 0.04257065631090355, 0.045823357344203654, 0.03482151876806256, 0.027062485433769927, 0.03971868297845853]","[0.05207420322434544, 0.04033363113474158, 0.040518842188795215, 0.037179338752476504, 0.026137301091797592, 0.03924866327843127]","[0.04488976608651563, 0.036982585510133933, 0.04371312368525349, 0.036798864899572056, 0.026134904424559603, 0.03770384892120694]","[0.04463194251918888, 0.037570674471423954, 0.044055122361529954, 0.03434045782303572, 0.026198583852106563, 0.037359356205457016]","[0.04519463044808069, 0.03901999732112565, 0.04255463315293491, 0.0343260544204569, 0.026186866471899245, 0.03745643636289948]","[0.04462146074480432, 0.03763295752177317, 0.04393450758196249, 0.03396101589280743, 0.026281656338284, 0.03728631961592628]","[0.06948627291562104, 0.0731232609417222, 0.06709839920534509, 0.059222557876552, 0.04230184718015791, 0.06224646762387964]","[0.047156871770202696, 0.0389154624483762, 0.04348950716316866, 0.03374110915592833, 0.026447728941958886, 0.037950135895926954]","[0.046134688637504265, 0.037725977495482454, 0.04476077540428762, 0.03447131005572679, 0.0259388919935009, 0.03780632871730041]","[0.04513360703888779, 0.037120743873144665, 0.04473695280408001, 0.03449849379240933, 0.026144664013391723, 0.0375268923043827]"
XRP,"[0.053604442012421774, 0.04423521334562253, 0.043999062954288355, 0.04308314645741894, 0.033326012622237146, 0.04364957547839775]","[0.032652538481648126, 0.03303841869864227, 0.03425466890623092, 0.03547162016887743, 0.031215088520029608, 0.03332646695508566]","[0.04982269130893406, 0.04081586243159608, 0.04297526567463301, 0.04484312739255553, 0.0334558211294502, 0.04238255358743377]","[0.05558061560274402, 0.05212939355818373, 0.05299187931269849, 0.049601850677949685, 0.03886951432400264, 0.04983465069511571]","[0.05384580337048469, 0.05010926236547041, 0.0508295422721981, 0.0646220117096418, 0.04156390509304959, 0.05219410496216892]","[0.05339579262506879, 0.04459585570299291, 0.04476928842477762, 0.04659868116584017, 0.03558930427955387, 0.04498978443964667]","[0.053708353498388435, 0.04575816982278434, 0.04472857257906925, 0.04827861715117849, 0.0352060066209139, 0.04553594393446688]","[0.05390498278676417, 0.04462409193923922, 0.04503421865769494, 0.04722097582110599, 0.03432199961900827, 0.045021253764762514]","[0.05476347466291247, 0.04490201302037134, 0.04451422686199118, 0.04734618468946779, 0.03804494441995105, 0.045914168730938766]","[0.2222227648855175, 0.1730837880512681, 0.17554486815853057, 0.1068463797125426, 0.1046050217937896, 0.1564605645203297]","[0.05434082044307181, 0.043855872063635656, 0.043549167972203894, 0.0434178670860997, 0.05029095285620079, 0.04709093608424238]","[0.053812575398541666, 0.04460813841534225, 0.045014565534349245, 0.04752901768549364, 0.03449912521104648, 0.04509268444895466]","[0.05409976947038594, 0.04471482915844389, 0.0452350797443701, 0.04767626297896664, 0.03531695241549713, 0.04540857875353274]"
ADA,"[0.030864496516306326, 0.03394188480143749, 0.03234898037645207, 0.02218334912616065, 0.020806894945746265, 0.02802912115322056]","[0.03805984200700807, 0.038148200229953216, 0.04418966045605623, 0.030459973458801005, 0.030165651563458004, 0.036204665543055306]","[0.048301174185669225, 0.050884550596374915, 0.05920943664925193, 0.0386379670777064, 0.03564398927291581, 0.046535423556383654]","[0.04955873630083433, 0.05206445135556558, 0.06025788956576161, 0.04026550569843107, 0.03735456301070399, 0.047900229186259316]","[0.05003011408690464, 0.052016684876794506, 0.0584716668784564, 0.0398444088590573, 0.044319799364771345, 0.04893653481319683]","[0.049776007908845385, 0.051736755371720136, 0.059114816145839875, 0.03848913255697118, 0.03645277984955551, 0.047113898366586415]","[0.0488608651469158, 0.05530416895733823, 0.05817214890830932, 0.03843938664098108, 0.03654716328905134, 0.04746474658851916]","[0.0495664398758351, 0.05167232142006294, 0.05929082265986582, 0.03883273237976543, 0.036243804497649405, 0.047121224166635736]","[0.04942110370500945, 0.05136008783865786, 0.05749017614328368, 0.03879384057084206, 0.03543430078653658, 0.04649990180886593]","[0.07552142137920743, 0.08896025809351069, 0.0823464493840861, 0.06312850881485245, 0.06721500878378857, 0.07543432929108904]","[0.048602294242489616, 0.05256688130137063, 0.05763174529892882, 0.039093423637647895, 0.03628131264410048, 0.046835131424907486]","[0.049639537963511275, 0.051430638907991835, 0.059387264189308994, 0.038744250374275944, 0.035555233526465155, 0.04695138499231064]","[0.04911041248891025, 0.05096822598208451, 0.05968315804105016, 0.03850112252436339, 0.03618774488747884, 0.046890132784777425]"
DOGE,"[0.056616946462978865, 0.04264463059509571, 0.05951680262925857, 0.05721433025872916, 0.03916246596235758, 0.05103103518168398]","[0.047776649088129605, 0.0401006111260583, 0.054956260498922826, 0.05910806892386825, 0.038865557441490985, 0.04816142941569399]","[0.052876076045383656, 0.041796644296917776, 0.06027975343010813, 0.06343649799051271, 0.03963874274738529, 0.051605542902061506]","[0.060832501737999506, 0.04208975335643823, 0.06194581058601626, 0.0648681988205376, 0.04090689109340797, 0.05412863111887991]","[0.06100832341074482, 0.07195304270957598, 0.06136425002541207, 0.06667847407453355, 0.042112376612633715, 0.06062329336658003]","[0.057475490096545616, 0.042754574719496216, 0.0588884461285093, 0.0632720348578558, 0.03949123288949701, 0.052376355738380787]","[0.05670101528376267, 0.0434864369842181, 0.060055133939270464, 0.06377484176163678, 0.0399649188443643, 0.052796469362650464]","[0.05690966907973105, 0.04209470376674258, 0.06012185357661962, 0.06348399172674692, 0.039837275558705226, 0.05248949874170907]","[0.05673968619208354, 0.042982784508148714, 0.0603122555279057, 0.06365814020633936, 0.03955149754174324, 0.05264887279524412]","[0.12154105160164877, 0.08098120390082097, 0.09838599921599862, 0.08565624358022089, 0.07022120304597491, 0.09135714026893284]","[0.06019060949170757, 0.04328569123937062, 0.06931468963656738, 0.08150071676701304, 0.054320061563251254, 0.06172235373958197]","[0.06465694536803807, 0.04195925568032318, 0.05970517376174178, 0.06410382646293337, 0.03982147439017607, 0.0540493351326425]","[0.05582352141737797, 0.04224510848487101, 0.06018801311361103, 0.06392012811638575, 0.039823181753496674, 0.05239999057714849]"
MATIC,"[0.05561299912174364, 0.049722602959457726, 0.05533824958501099, 0.04216643284439757, 0.03317256589588244, 0.047202570081298474]","[0.04491008153863396, 0.04130507940484441, 0.045517444496967464, 0.049458351574158364, 0.03121753481690966, 0.04248169836630277]","[0.06569258630012093, 0.05811663439538332, 0.07424033086578831, 0.059802432034040134, 0.03835508060186852, 0.05924141283944025]","[0.06738550615494361, 0.059102997832571516, 0.0747126829434805, 0.06056062707282318, 0.03861579291852166, 0.0600755213844681]","[0.08102277698735962, 0.06662922884920372, 0.07398403329555989, 0.05997502997501918, 0.042956688837563074, 0.0649135515889411]","[0.06615827758815598, 0.06072584234736791, 0.07419133483888984, 0.05975227613641467, 0.04500050942943282, 0.06116564806805225]","[0.0671703847103112, 0.06039908995796028, 0.07387623383641329, 0.05968716785906028, 0.03837938381535034, 0.05990245203581908]","[0.08029073422139267, 0.06320082702212317, 0.07392727602754674, 0.061911341078878995, 0.0741506122453048, 0.07069615811904927]","[0.06579562719746805, 0.058984248882862494, 0.073276396224656, 0.05935669725382178, 0.03840450325004959, 0.05916349456177158]","[0.1037327498720976, 0.10015900427723819, 0.11967569965978452, 0.09855771287682288, 0.07321329029282908, 0.09906769139575447]","[0.06906311672213832, 0.06461805650470658, 0.08662044107468155, 0.0802215784212858, 0.04556424137831232, 0.06921748682022491]","[0.06560842156229538, 0.05968236874379664, 0.07444734279197944, 0.06021418661738628, 0.03840128914818155, 0.05967072177272785]","[0.06632551106178106, 0.05870391848609631, 0.07478447863230012, 0.05970792373272337, 0.03849019737723341, 0.059602405858026855]"
LINK,"[0.05737101768926095, 0.05346172808392922, 0.06021446650300165, 0.04590133626539068, 0.03313651285639133, 0.050017012279594764]","[0.04128213743707808, 0.04411432842001111, 0.04258711829298115, 0.0423013550813703, 0.031577154100402155, 0.04037241866636855]","[0.05733648287058829, 0.053692917023337144, 0.06123196168878501, 0.049677967465231766, 0.03339339950343497, 0.051066545710275434]","[0.06906586547625096, 0.06100251037900881, 0.06893130038925734, 0.0500674326347109, 0.03778376071458291, 0.05737017391876218]","[0.08125656918523434, 0.07700919017791799, 0.057126988394161436, 0.05627980947194341, 0.033880104914477835, 0.06111053242874701]","[0.05645087732652863, 0.05405682700237756, 0.06110884571562352, 0.04958366322325418, 0.03326334713792831, 0.05089271208114245]","[0.05732617613504694, 0.05361260145101121, 0.06123918714316287, 0.04965947571611735, 0.03341916701696437, 0.05105132149246054]","[0.05735012604828607, 0.0543761779625586, 0.06112117873120461, 0.049618935100202224, 0.03346714115803028, 0.051186711800056364]","[0.04993902679381431, 0.049211693336329326, 0.05419416125706837, 0.043553250432938694, 0.03353754134725702, 0.046087134633481554]","[0.09638393565073995, 0.08069407626711544, 0.08585068757322387, 0.07339194831505982, 0.05661314208323273, 0.07858675797787436]","[0.05867408833858449, 0.08120430763261927, 0.06048432409853464, 0.055682362738304764, 0.05494841913262404, 0.062198700388133445]","[0.056906417769314474, 0.05510230288133517, 0.06169456493035902, 0.04982621918928944, 0.033516776172271896, 0.05140925618851401]","[0.05716385020905085, 0.053914103819141336, 0.061838187773836796, 0.05003983886540535, 0.03325087206249034, 0.05124137054598493]"
ETC,"[0.046748510994980334, 0.04866762471918435, 0.06903768639119015, 0.052927545600086695, 0.040084728378941475, 0.05149321921687659]","[0.037549937997328746, 0.036316152433802276, 0.04246137829737062, 0.044440502858850504, 0.03492331229186259, 0.03913825677584295]","[0.04694193944722132, 0.04832520593764654, 0.06906663253190702, 0.05496357263642909, 0.04057649613557915, 0.05197476933775662]","[0.05660740238237174, 0.0581989799010073, 0.0808343458766193, 0.060404556240699084, 0.04811724129290266, 0.06083250513872002]","[0.04761910677316842, 0.048757224553696694, 0.06938203281731922, 0.05446081116601508, 0.04108197379829401, 0.05226022982169869]","[0.04980066785248264, 0.04924529670616468, 0.06811862358140565, 0.05400613599724567, 0.04164698121442583, 0.0525635410703449]","[0.047663584707832884, 0.056760923882892285, 0.07174655357718959, 0.055081139465221876, 0.042615852652859915, 0.05477361085719932]","[0.04730436736417448, 0.049014839522612305, 0.07162906757439254, 0.055318894926032446, 0.04129614378433072, 0.052912662634308494]","[0.04973569226855511, 0.04717654865915511, 0.06193087309720381, 0.05338331816138455, 0.04169040167265124, 0.05078336677178996]","[0.1731545729743366, 0.08176785002003628, 0.09512506861654602, 0.07603967162387941, 0.06487024899991094, 0.09819148244694184]","[0.05162059114489083, 0.04868357174539246, 0.0685923960565975, 0.05481847310383035, 0.04706515411145204, 0.05415603723243263]","[0.046847052262314816, 0.04915013305948341, 0.07200989257299806, 0.05516908507843089, 0.04097530712016791, 0.05283029401867902]","[0.0474673804645248, 0.049954750205215386, 0.0717371360509728, 0.05516364004748577, 0.0413222685838813, 0.05312903507041601]"
XLM,"[0.051594484991350664, 0.04283681669841572, 0.04576162442751708, 0.03543143368877531, 0.028280804519258008, 0.04078103286506336]","[0.01716460625693675, 0.017802687267511982, 0.01893068812656328, 0.017422057734645, 0.017023668844370943, 0.01766874164600559]","[0.049458102572222024, 0.0410668125410874, 0.045164833411570834, 0.03778193155752797, 0.028341350418604028, 0.040362606100202446]","[0.052234095174470176, 0.043461350552961325, 0.04780029475952231, 0.04100275242413737, 0.02983679796487531, 0.0428670581751933]","[0.0665851202161074, 0.042100606541710744, 0.07189259099483493, 0.04106007390858772, 0.028959251583574215, 0.050119528648963]","[0.05111997767018822, 0.042202388025057914, 0.046165614845543344, 0.03803484383108767, 0.02849152561984453, 0.04120286999834434]","[0.05203102862025114, 0.042460488201071137, 0.04648189357544591, 0.03850917640929026, 0.028434440203420848, 0.041583405401895854]","[0.05130249684682085, 0.04258354489638169, 0.04686197544150086, 0.038708934679457976, 0.029692922838365464, 0.041829974940505374]","[0.05102697655212387, 0.042444678186718446, 0.04640918183278011, 0.03824958653069095, 0.02854946449871969, 0.04133597752020661]","[0.09079865946427516, 0.08397379207670334, 0.07016233188952005, 0.053599718288606775, 0.04753389342299764, 0.0692136790284206]","[0.054562638729638686, 0.0425054278386777, 0.045811345233864896, 0.03777245640347572, 0.030767764840230968, 0.04228392660917759]","[0.051016082007768665, 0.04260366069068306, 0.0467324894430457, 0.03932544392579897, 0.028077673695230284, 0.041551069952505335]","[0.05128714090979917, 0.04222988226640801, 0.046872807053143, 0.039292289398667746, 0.028623266272901463, 0.04166107718018387]"
