,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.001004795200447404, 0.0018571999643507981, 0.0017251529132011106, 0.0014893070261780919, 0.0018241984455047273, 0.0015801307099364264]","[0.001111116952811046, 0.0026448898084774674, 0.0019662570340058237, 0.0016499407645442722, 0.0019457109746045158, 0.001863583106888625]","[0.0011112887603549368, 0.0026448839557328884, 0.001966183586825171, 0.0016503585938612043, 0.0019458844313946482, 0.0018637198656337698]","[0.0011067815488787515, 0.002637900063262951, 0.0020132924577050803, 0.001664132816596125, 0.0019568654844619297, 0.0018757944741809676]","[0.05723362120743096, 0.1439077106779063, 0.06720215729076892, 0.03236952988519137, 0.053461871270545996, 0.07083497806636871]","[0.0011229948253386735, 0.002606923546476167, 0.001994370387300415, 0.0016445518540251995, 0.0019474340330248518, 0.0018632549292330615]","[0.0011076137519941333, 0.002673847462419243, 0.001978951404672487, 0.0020872468106421416, 0.0019677386214117594, 0.0019630796102279528]","[0.0011325558817339317, 0.002638613298931237, 0.001962996266258529, 0.0016548308667561648, 0.0019475868883400075, 0.0018673166404039741]","[0.0011166952636014588, 0.002654779993075511, 0.00199450240086506, 0.0019672358348122483, 0.0019383678688390756, 0.0019343162722386706]","[0.022195261765141295, 0.0777019041880179, 0.002505508319463803, 0.00288481230968546, 0.024437214323199036, 0.025944940181101495]","[0.0011286283275893925, 0.0028284967185350195, 0.0032287011910592865, 0.0017777532371234398, 0.0033139978653821305, 0.0024555154679378535]","[0.0011493689744838228, 0.0027529680663082997, 0.0020547530923673905, 0.0016421858751048445, 0.001943979784881178, 0.0019086511586291072]","[0.0011092778516503074, 0.0026807484970150634, 0.0019911810506673374, 0.0016604558248537338, 0.0019545491380351557, 0.0018792424724443195]"
ETH,"[0.001485095046634076, 0.0017407640265572194, 0.001935995658392996, 0.002393602497836068, 0.003157824347439081, 0.002142656315371888]","[0.001504963449109729, 0.001997063936706651, 0.00204191962545584, 0.002767966221612664, 0.004594214062305756, 0.0025812254590381277]","[0.0015047006411035959, 0.0019971805520657346, 0.002040834661356436, 0.002766150064692393, 0.004594154861538571, 0.002580604156151346]","[0.0015132534134496478, 0.001994822995536887, 0.002066333896957025, 0.002825359862856437, 0.004617390527303744, 0.002603432139220748]","[0.0017747124106397862, 0.0030712322994915398, 0.002619988112360159, 0.0034645971544669573, 0.0053687151430639336, 0.0032598490240044755]","[0.0015138963687017079, 0.001996554947979845, 0.0020596606919039877, 0.002713119355214491, 0.005948087571217585, 0.0028462637870035235]","[0.0015530551019330954, 0.0019752125607985765, 0.0020936336074730954, 0.002714024990662287, 0.0045931004222185675, 0.0025858053366171244]","[0.0015143191414326283, 0.0019927186075753083, 0.002061474523635722, 0.0027536213267934525, 0.00459377739468849, 0.0025831821988251203]","[0.0017090072697926555, 0.0021342739971801114, 0.005722213149620432, 0.002709130960917345, 0.004778392000149588, 0.003410603475532026]","[0.0026974879216706024, 0.0036771093600652996, 0.0034216527646656436, 0.0049183308312644065, 0.005415778355611192, 0.004026071846655429]","[0.0015718290337519505, 0.001986172382638014, 0.0025669577145528487, 0.002774186326218233, 0.004607346714026645, 0.0027012984342375383]","[0.0015214565462132634, 0.0020143135203572215, 0.0020459373973352314, 0.0027885591619433298, 0.004709546733948774, 0.002615962671959564]","[0.00151374741189812, 0.0020099896927761236, 0.002046050208487929, 0.002802767728361837, 0.004622279330649091, 0.0025989668744346205]"
BNB,"[0.0006784673731452568, 0.0016676124490772016, 0.001973119222058825, 0.0014120360436200442, 0.0022824891513830155, 0.0016027448478568688]","[0.0006884484691376123, 0.001800051338796745, 0.0020575304532979123, 0.0014779297968784723, 0.0023768487689620264, 0.0016801617654145537]","[0.0006883371507347584, 0.001800511310168955, 0.002057052554093542, 0.0014779548672807488, 0.0023769500779088908, 0.001680161192037379]","[0.000688043301417553, 0.0017783353623216282, 0.002095804155455387, 0.0014904675467998765, 0.002427343980640935, 0.0016959988693270758]","[0.0030002630443199414, 0.01848758111341254, 0.0020783075291777174, 0.006045670294777633, 0.010996827028363125, 0.008121729802010192]","[0.0006946871450226652, 0.0018029976984116304, 0.0020802667425041106, 0.0014783128311506232, 0.0023726468663657647, 0.0016857822566909587]","[0.000701871249229455, 0.0018117008835088514, 0.002046571732017138, 0.0014804787473227034, 0.002389101656521604, 0.0016859448537199502]","[0.0007519881942851397, 0.0018145677229060614, 0.0020690250703843454, 0.001560794800477683, 0.0024052145956597257, 0.0017203180767425912]","[0.0006947177257027061, 0.0019463300181339958, 0.0020633802444039633, 0.0014915015940423595, 0.002372754725993268, 0.0017137368616552586]","[0.0066197460513938025, 0.003316806126974973, 0.004186879086728862, 0.003972711631506526, 0.003534104036498108, 0.004326049386620454]","[0.006595518038560633, 0.001918115748485373, 0.002221452613208962, 0.0015120788273401797, 0.0035531474700683818, 0.0031600625395327058]","[0.0007017052219210619, 0.0017507936827491873, 0.002149678901521171, 0.0015012002317467462, 0.0024276118107933865, 0.0017061979697463106]","[0.0007012986740699941, 0.00180110608374569, 0.002115369789473157, 0.0015056202643095827, 0.002407368235381064, 0.0017061526093958977]"
XRP,"[0.0015195403302064284, 0.0021762546014632306, 0.002307223657707653, 0.0017275089533092148, 0.0035527395478874746, 0.0022566534181148]","[0.001526613558936676, 0.002221814822899849, 0.0024214706046246162, 0.0018344353058134886, 0.003900806848988889, 0.002381028228252704]","[0.0015267626451358426, 0.002220159397181243, 0.0024215285918834945, 0.001833907072182582, 0.0039010429349643373, 0.0023806801282694997]","[0.00156528058887549, 0.0022258917583439057, 0.0024758290118865427, 0.001867244994162111, 0.003963853133131402, 0.0024196198972798906]","[0.014166062094723772, 0.018027034526727628, 0.022514210125877555, 0.044925856266352225, 0.02746503783141217, 0.02541964016901867]","[0.0015260159984809873, 0.0022156676448200226, 0.002408490881848779, 0.00183370502434172, 0.003965987567696103, 0.002389973423437522]","[0.0018118427879002883, 0.0022143870030605023, 0.002443487322913189, 0.002282392509684104, 0.004102336106162869, 0.0025708891459441906]","[0.0017016984754411183, 0.0022495105180547386, 0.002544889932801597, 0.002082767954290199, 0.003907948935432874, 0.0024973631632041055]","[0.0018732441348171284, 0.0031499826500891357, 0.002547279895644363, 0.001831716904321645, 0.003959934354123439, 0.002672431587799142]","[0.003159357277967859, 0.0046461674427835525, 0.0034120574611836633, 0.004630571308062246, 0.005425061627235009, 0.004254643023446466]","[0.006685346184736244, 0.005388967449486234, 0.00612109224897482, 0.008076155289597695, 0.007467474712276134, 0.006747807177014226]","[0.0015321618921157521, 0.002243185506180941, 0.0024206760831946114, 0.001835428208293353, 0.003927547017512237, 0.0023917997414593787]","[0.001537935554177458, 0.002235928925067982, 0.0024617564897979464, 0.0018565872734392242, 0.003969529277871594, 0.0024123475040708406]"
ADA,"[0.0018188710576686276, 0.002156646927516724, 0.002911195668005809, 0.0029347279583679044, 0.0037809837243972058, 0.0027204850671912538]","[0.0018899211084452336, 0.002381500234660336, 0.0032243608295468087, 0.0032040795247295973, 0.004546746780975998, 0.003049321695671595]","[0.0018905995251149782, 0.002374922744947959, 0.0032244230994658662, 0.003202176299132318, 0.0045466922826302505, 0.0030477627902582745]","[0.0018967567183764064, 0.0023797824654101154, 0.0032473286055887595, 0.003204419119788333, 0.004579884711622341, 0.0030616343241571913]","[0.1072406773473733, 0.15748381816992174, 0.1503218650343707, 0.08109094095494104, 0.16443694341593165, 0.1321148489845077]","[0.0019564055139915403, 0.0023735004491714103, 0.0032645995855471732, 0.003670883750642752, 0.004559022911082097, 0.003164882442086995]","[0.0018914953593129448, 0.0024113458364186085, 0.003225137685527628, 0.0032038172668849923, 0.004547995426141967, 0.003055958314857228]","[0.001887130916255663, 0.00238239893390101, 0.0032248401490904736, 0.0031664489251774807, 0.004473327557381025, 0.0030268292963611305]","[0.0019112943779860067, 0.002364483273618509, 0.003214523421770979, 0.003280264254072229, 0.004459673992517343, 0.0030460478639930135]","[0.0028614383461561567, 0.0033302540533569833, 0.011652531081148899, 0.013387541943239814, 0.005462722955509542, 0.0073388976758822794]","[0.011412219108629336, 0.0077373917587448115, 0.008564212904468821, 0.008401454344860051, 0.005921212314102684, 0.008407298086161141]","[0.0019079749861661392, 0.0023886658688215124, 0.003224547804748108, 0.003229772983588987, 0.004584835005758537, 0.003067159329816657]","[0.001902570817908563, 0.0023826399363100887, 0.003255484531201178, 0.0031956709729097994, 0.004552182890105307, 0.003057709829686987]"
DOGE,"[0.00262931625789875, 0.002436790384694073, 0.0026932441807820855, 0.003257530401429788, 0.003936746689654048, 0.0029907255828917493]","[0.002651162309041631, 0.0024725355531444505, 0.002995422084848825, 0.003936668000826945, 0.0041880628536108315, 0.003248770160294537]","[0.0026569413674200457, 0.0024779551525592456, 0.0029971543080243466, 0.003936055105843906, 0.004187961363532774, 0.0032512134594760633]","[0.0026741362137865246, 0.0025434091037789867, 0.0030419215290546026, 0.00400412991859251, 0.004289868771387657, 0.0033106931073200565]","[0.007149790752332204, 0.014647401813502344, 0.0171883200394868, 0.015882031986704893, 0.007079959878049011, 0.01238950089401505]","[0.002647989539509622, 0.0024656990404483656, 0.0029970271543138206, 0.0038375632809211383, 0.004185718378336972, 0.0032267994787059835]","[0.002769912808607884, 0.0028830250897808533, 0.0030048772304874165, 0.003952750578433518, 0.00573622972799, 0.003669359087059934]","[0.0026868030608371654, 0.0024639790374219525, 0.0030088840878928014, 0.0038687305837807945, 0.004170984368881147, 0.0032398762277627722]","[0.0026986626873124896, 0.0024832297598841526, 0.0030021524150529166, 0.003931041065490192, 0.005078392699012238, 0.0034386957253503977]","[0.004535876328253463, 0.01026432962624118, 0.0052005149530646305, 0.00492957948438375, 0.005393523487827231, 0.00606476477595405]","[0.004092036049282644, 0.0025312455141884237, 0.003928454866916351, 0.004099973973410609, 0.006180158393624714, 0.004166373759484548]","[0.0027285644847830377, 0.0024698163776303316, 0.003028993613435492, 0.003931510745457722, 0.00428986969315533, 0.003289750982892382]","[0.0026497384657151613, 0.002473933709615873, 0.00300422392186366, 0.003979059224296201, 0.004226477803553177, 0.0032666866250088147]"
MATIC,"[0.0015058294580782838, 0.0017925234509665066, 0.0024070024356905996, 0.002121239618893318, 0.0033093529281660317, 0.0022271895783589476]","[0.0015132571919925775, 0.0019877629418451294, 0.0025510435217201387, 0.0022428105240356734, 0.003674918637015182, 0.0023939585633217402]","[0.0015133011114776339, 0.0019875354630982736, 0.0025504988039969723, 0.002242973598672193, 0.0036746671084467776, 0.00239379521713837]","[0.001520631495031585, 0.002008461245924246, 0.0025716973297145273, 0.002260260103391306, 0.003820989370390539, 0.002436407908890441]","[0.025111885042078067, 0.0028516426844553485, 0.006015234469107498, 0.018533769431239674, 0.02672464262662836, 0.01584743485070179]","[0.0015426030931478042, 0.0019686054603993137, 0.0025874155403889654, 0.002232897365689292, 0.0036581584532322685, 0.002397935982571529]","[0.0015185643288843065, 0.0019902241746250836, 0.002608576623652891, 0.0022403397161972205, 0.0036687211639580297, 0.002405285201463506]","[0.0015828421486869864, 0.0020628727080751644, 0.0025533388866429614, 0.0022593034917955737, 0.0036639220900177047, 0.002424455865043678]","[0.0017686045959746462, 0.001967555778257867, 0.002565797538398551, 0.0036788227608421788, 0.0037294922613791723, 0.0027420545869704833]","[0.006011609306899221, 0.008803877321504845, 0.0031584141925001734, 0.005019081029018777, 0.004626494036340268, 0.005523895177252656]","[0.0015167689495171606, 0.0020117062879214877, 0.0025613752608359508, 0.0022739136679599506, 0.0037152537743210287, 0.0024158035881111156]","[0.001530863931813258, 0.001986230411682327, 0.0025502915429113857, 0.0022432443403969018, 0.0036964434965199673, 0.0024014147446647675]","[0.001533847520922106, 0.0020156397188933525, 0.0025735675998304094, 0.0022544528374727436, 0.003711988362768067, 0.0024178992079773353]"
LINK,"[0.0014896858139425288, 0.0017385886113957373, 0.001997993895829143, 0.002127934693523891, 0.003098525378671866, 0.0020905456786726334]","[0.0016697802385596393, 0.0022286811692624445, 0.002530535042589525, 0.0026603801689501745, 0.0038612725855451105, 0.002590129840981379]","[0.0016696420408781223, 0.002228739537567521, 0.0025304764747505894, 0.002660375653887871, 0.003861184747487573, 0.0025900836909143353]","[0.0017211557608568535, 0.0022498276546673644, 0.002567455479533435, 0.0027174191515070526, 0.003952151832292955, 0.002641601975771532]","[0.01602781666665826, 0.027199604751964465, 0.008558455419089126, 0.009153767919995226, 0.004288666991054104, 0.013045662349752235]","[0.0016671080774583857, 0.002222789913840571, 0.0025325295550163774, 0.002652679815280689, 0.0038601937333511117, 0.002587060218989427]","[0.0016872024118336497, 0.002216120684649901, 0.0025260614291252605, 0.0026610501659702526, 0.003891370901808107, 0.0025963611186774344]","[0.0016972218056079409, 0.0022164232641929365, 0.0025303320544728257, 0.002656464217558407, 0.0038742010093800604, 0.002594928470242434]","[0.0024908964021090724, 0.005227589140343198, 0.002977199691923797, 0.002725706341634784, 0.004490856580304074, 0.0035824496312629856]","[0.004660135926042112, 0.08250065415392759, 0.004817616508826776, 0.003552971244621498, 0.004737512808248554, 0.020053778128333304]","[0.0020411678592679333, 0.002227447084801138, 0.002546000808210018, 0.002690248661347607, 0.004032877483133844, 0.0027075483793521085]","[0.001679437570356388, 0.0022450952590504156, 0.002517235435323949, 0.0026601644631022115, 0.003907802784070034, 0.0026019471023805995]","[0.0016830586249071348, 0.0022323260434626356, 0.0025565826059713325, 0.0026880124175113875, 0.00387125380623166, 0.00260624669961683]"
ETC,"[0.0015905510223704325, 0.002324451709587245, 0.004229916873879055, 0.004484919821730402, 0.0038873370960176563, 0.0033034353047169582]","[0.0016021000405283636, 0.0026432760311965687, 0.004793509913295245, 0.004969873336700906, 0.003958461919074367, 0.0035934442481590904]","[0.0016023647670431178, 0.0026428893215443144, 0.004793584756871589, 0.004970016253718288, 0.003958152701132469, 0.0035934015600619556]","[0.0015977114107672567, 0.0027034278486754225, 0.004932746706002467, 0.005105053683812417, 0.0039728288609382715, 0.0036623537020391674]","[0.023645813614026397, 0.007578101600876736, 0.00732273844431495, 0.011477553825792498, 0.00914048971082744, 0.011832939439167604]","[0.0016271223802276078, 0.0026453732378298326, 0.004740390496848393, 0.004928725049074214, 0.004027432440062365, 0.0035938087208084828]","[0.002576132588318353, 0.0034789197787290886, 0.004868681573568373, 0.004976742025516533, 0.004120776085960856, 0.00400425041041864]","[0.0016042830872536335, 0.002660959473306869, 0.004769940403472188, 0.004966366166995938, 0.0040029694067383725, 0.0036009037075534003]","[0.0016233454887171661, 0.0028584866934330128, 0.016067186458334274, 0.00864338487653038, 0.004011615903889991, 0.006640803884180965]","[0.0030739879736057514, 0.01019718953529521, 0.007486294500171054, 0.00700128755932889, 0.015938189350555913, 0.008739389783791364]","[0.011969908834949868, 0.008718090705158865, 0.0059664896804842715, 0.005236327469421283, 0.003964184991111327, 0.0071710003362251236]","[0.0016010192685089472, 0.0026893614498787488, 0.004954147405931287, 0.004983559637566459, 0.004046569005959247, 0.003654931353568938]","[0.0016114470175196435, 0.0026374330107096365, 0.004961605896563703, 0.0049987705951769455, 0.00396190607430476, 0.003634232518854938]"
XLM,"[0.0017547412156459915, 0.001681225739242557, 0.0018122041189975232, 0.0016495186994791276, 0.0022720981537781844, 0.0018339575854286767]","[0.001849169638563815, 0.0019768841534699402, 0.002117957145097699, 0.0018857366085129827, 0.0026059587426842026, 0.0020871412576657276]","[0.001849425548211018, 0.001975117206578246, 0.0021190447207426735, 0.0018851956710694876, 0.00260582984902848, 0.002086922599125981]","[0.0018887286173482976, 0.0019732076068237183, 0.002182338922764997, 0.0019706973058339523, 0.0026383252404847336, 0.0021306595386511398]","[0.0020798793636161127, 0.004038784031035448, 0.0026706702646316816, 0.0032303268848830513, 0.003305645294679549, 0.0030650611677691684]","[0.002134594076324976, 0.0019561897087057526, 0.0021402445369140036, 0.0018880617836140679, 0.0026654996301384883, 0.0021569179471394575]","[0.00204015715518389, 0.001977427461161582, 0.0021537023490871346, 0.001895838592791952, 0.002628521385423223, 0.0021391293887295564]","[0.0018626006213536442, 0.0019819572124099996, 0.0021173425819954687, 0.001887787330454234, 0.002615912358260011, 0.002093120020894671]","[0.0018505705569661793, 0.001945688062393878, 0.002203959557164933, 0.0018842758041326241, 0.0026176586035265015, 0.0021004305168368233]","[0.003909771722550623, 0.006803438438468811, 0.0037289743060289525, 0.0035915502574463414, 0.005224955982765044, 0.004651738141451954]","[0.004092178399581497, 0.006994970050727626, 0.006993109666001131, 0.0027894458704360242, 0.0026916929828558673, 0.004712279393920429]","[0.001844856919417404, 0.0019699959236413834, 0.0021569017266547985, 0.0018868038070439968, 0.0026045797249980803, 0.0020926276203511326]","[0.0018583952163557555, 0.0019812647998595644, 0.002124712824392001, 0.001891814299523184, 0.002618987277316074, 0.002095034883489316]"
