,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.013579172815320676, 0.015083070774454125, 0.014136656050865034, 0.02647659989885039, 0.013377839205131182]","[0.014398613046658836, 0.015301106888699711, 0.013647311145830935, 0.024041334865602556, 0.012578279230240666]","[0.012947123560171693, 0.014515591511583364, 0.013118092324909417, 0.023306308870486802, 0.011877966909913752]","[0.013206483451764157, 0.01487883230658547, 0.013429426660684175, 0.02372779955226599, 0.012282707765517492]","[0.01650517830221353, 0.017095695836857574, 0.01529097066637626, 0.025167374742130693, 0.014725450602319157]","[0.013739366769775196, 0.014896728441532416, 0.013262158885259516, 0.02412668312128366, 0.011924338293760935]","[0.013488594792017151, 0.014538108814860997, 0.013189704095637116, 0.02395278597357898, 0.011811391636761082]","[0.01314645360979938, 0.014562757144082287, 0.013069027956329136, 0.023275474445230388, 0.011923342904057435]","[0.013530187771501424, 0.014854449119349569, 0.013663075599269959, 0.023948315213911466, 0.012190508041420271]","[0.029492273024299066, 0.027459718482177813, 0.029760660095296043, 0.035459959200778664, 0.027913880709638277]","[0.013059552193616134, 0.014644294726051756, 0.013289714888636577, 0.023690332717743286, 0.011944138792295875]","[0.01320213230603952, 0.01453260130684887, 0.013085008492717256, 0.023370059099921923, 0.011878605705823003]","[0.01303990063595629, 0.014517609820440248, 0.013065773411951864, 0.02340225761851662, 0.011927421435492606]"
TRX,"[0.012357374933282017, 0.009183716230247644, 0.008826734050517756, 0.02357485004280569, 0.007696645359016033]","[0.012233601372920134, 0.008949435826639091, 0.008656639122565903, 0.02206191003803562, 0.00725726306275735]","[0.011972713665141153, 0.0091123797075218, 0.008548854429627908, 0.022293754759864805, 0.007367945349642937]","[0.012475279890652549, 0.00989636156516802, 0.008704772033982983, 0.02346106134648113, 0.008428911901323203]","[0.04418244486733013, 0.0446329778940023, 0.0443519722225138, 0.04863111007080833, 0.044034509669256504]","[0.01218912855303248, 0.009027984952956314, 0.008456231901591345, 0.022170286549509016, 0.007226862656154569]","[0.012099871953481061, 0.008982114289710814, 0.00845900867644129, 0.022180111093624305, 0.00713798621366554]","[0.01266915672779417, 0.008989248988458431, 0.008696850859650303, 0.022282439068862132, 0.007152388594906865]","[0.011944850074091294, 0.010586486118728757, 0.00919897058792404, 0.02492007141375848, 0.008589887478997417]","[0.0448445597617198, 0.035537755922257726, 0.05107920479533436, 0.04895205660783583, 0.03724025009867904]","[0.024381749666061592, 0.022188334163198587, 0.022335716005561067, 0.02987541112234062, 0.021544998286712132]","[0.01228017622661582, 0.009474277811492663, 0.008499000961851499, 0.022262296632531983, 0.007236271747835112]","[0.012100015155762246, 0.009016735899393745, 0.008384302781481723, 0.022360679822288895, 0.007248520916710214]"
ATOM,"[0.014898914796342595, 0.015612250923881764, 0.01405966472808464, 0.020120744408410676, 0.010901545649476622]","[0.015320059443967677, 0.016013968877896443, 0.0146290772502706, 0.02048249707609662, 0.011345999918445532]","[0.014478638973049714, 0.015426100044385835, 0.013609734734649107, 0.019464445234554317, 0.010875985111598027]","[0.014297207646288933, 0.015686726853350756, 0.01367739112243232, 0.019608308418474982, 0.010953075884416503]","[0.1388306830658183, 0.13721817579230813, 0.13594017616482307, 0.13714416815893052, 0.1368510353432306]","[0.014122225923972597, 0.015632848220785697, 0.014088809273107955, 0.01981203395010475, 0.011134591539012166]","[0.016624143905768766, 0.01669957179192298, 0.014478344826776773, 0.020201199789510935, 0.012623101186454483]","[0.015042136261860514, 0.015684047705861067, 0.01366164117741608, 0.019513620699232945, 0.011218147597428632]","[0.014141455406937264, 0.0157429452100667, 0.014039575431811278, 0.019932965649541362, 0.01122986747520291]","[0.04377185406068059, 0.036913845208765735, 0.031230968292709913, 0.05293614749714856, 0.03550909816179487]","[0.014569977196789067, 0.015453358304679414, 0.013549055138321789, 0.019431441418676025, 0.01090874110997415]","[0.014526653762751656, 0.015469005462403367, 0.013637135585418316, 0.019425346600085037, 0.010842442878466392]","[0.014364666858969425, 0.015560883940259044, 0.013680171899975401, 0.019395453149698164, 0.010968337832673024]"
XMR,"[0.012725532572849554, 0.011911971291752553, 0.0109569016563916, 0.014239786729664963, 0.009532711646659477]","[0.01291112450827967, 0.011280326464087265, 0.010655936740006727, 0.014175820227328027, 0.0094594342393571]","[0.012902242523972478, 0.01128619332569654, 0.010660812508350485, 0.014171168055119155, 0.009457870938993513]","[0.01295999003099561, 0.011416289288891606, 0.010707393312100922, 0.014337170762694031, 0.009558931762916511]","[0.02054082548196554, 0.017141438888956768, 0.01694308288377277, 0.020652701588517036, 0.01694706743562416]","[0.012941191161086824, 0.011421675915933318, 0.010792901865932463, 0.014126618695639475, 0.009532028373553037]","[0.012905129638318922, 0.011343228916700381, 0.010682110102321448, 0.014111586140930218, 0.009416146073910009]","[0.01287508635392153, 0.011327035493927893, 0.010687576341245033, 0.014135755340845196, 0.009441878892549034]","[0.012954952519779439, 0.011461121748087706, 0.010722297371361943, 0.014159576303140567, 0.009401332871748542]","[0.026343722780466976, 0.024300150806100797, 0.023416991314292927, 0.021737919720230137, 0.025129617368746582]","[0.01572951091893303, 0.01597191153594681, 0.015416712928774983, 0.017155449239519175, 0.014007053773151902]","[0.013359970106862113, 0.011372821633693507, 0.010701937355125687, 0.014233317519391926, 0.009440636871744134]","[0.012812835834111422, 0.01136834502572743, 0.01065046001904046, 0.014292630013331155, 0.009501065438395897]"
VET,"[0.015413745836482797, 0.018071489610362427, 0.022585110634242147, 0.02354245012447736, 0.010636003316299368]","[0.015190139783242853, 0.016816266065695532, 0.022755909747897245, 0.02282141836274754, 0.010494097210970846]","[0.014119255825415553, 0.016764147369378746, 0.02244351005626923, 0.021279336222444968, 0.010116001866097665]","[0.013325234219063396, 0.01864391631317981, 0.02289965177028479, 0.022170988187459786, 0.011726828318267756]","[0.020263018146707223, 0.024031616044827703, 0.02825499283433934, 0.028188482914407686, 0.01954816293466938]","[0.013810896545334241, 0.01668811481003326, 0.022382441862681946, 0.02129852506063981, 0.009944863044481212]","[0.014407580775887972, 0.016853282726391305, 0.022418329512444456, 0.021307590471375475, 0.0101810561880877]","[0.014137798148320883, 0.01675758332914301, 0.022425935933315606, 0.02127030263632737, 0.010108403871499286]","[0.01427753035094632, 0.016831086802052826, 0.022459117887068045, 0.021286099507870918, 0.010194468995120113]","[0.02043918408581741, 0.02433269474745155, 0.030260324546305662, 0.025913192300345934, 0.01711480828803332]","[0.014028333297600061, 0.017506076427772414, 0.022937097290162436, 0.022248092576681346, 0.011141782821965132]","[0.01415156497804714, 0.01694624150742511, 0.022780138370959435, 0.02132101684480539, 0.0099638963944723]","[0.013788660040111995, 0.016782606451164216, 0.02260108496826528, 0.02146906859342522, 0.010125970438448323]"
ALGO,"[0.014657404252891321, 0.021017312296751217, 0.016460232094322166, 0.020949633260650566, 0.012987095864953675]","[0.014733551738484944, 0.02133210116165473, 0.016966306104845095, 0.02218798580028966, 0.012847383321324565]","[0.014687116545887436, 0.020311289043487033, 0.01652998497683999, 0.020573943043349547, 0.013073173289771246]","[0.014437618078337874, 0.02276852736956039, 0.01833742513936853, 0.02298217019686019, 0.015638895697060003]","[0.03343088648952168, 0.03788770287875711, 0.038058782297610304, 0.039802849593082945, 0.03518595283388631]","[0.014739784239104462, 0.020333641729897985, 0.01654328695968368, 0.02058583885863212, 0.013105233823314334]","[0.014784929015249726, 0.020206115773597766, 0.016302848814054072, 0.020690767690825673, 0.01312443468362218]","[0.016827330895008208, 0.021146457221007886, 0.017217416632454952, 0.022094845497458274, 0.0143038890801559]","[0.014811679922520103, 0.020639671934173365, 0.01726195082078564, 0.021572774914639097, 0.014020156819969737]","[0.033943469358979204, 0.04506827581116436, 0.04173295494961756, 0.04432429588722048, 0.03839418953201261]","[0.017341401004907057, 0.02160363990741966, 0.017737001443410418, 0.021703020067947564, 0.015122515454367973]","[0.014236204399527143, 0.020538738389589358, 0.016496783543914352, 0.020573158659608872, 0.0128346195503744]","[0.01423834805962032, 0.020270130468427423, 0.016684578449542655, 0.020714012863991927, 0.012884897989108041]"
EOS,"[0.01182714931491559, 0.014864696068515015, 0.017884458143125632, 0.021085766107242533, 0.012017059872796729]","[0.01149400487706823, 0.014257359090033872, 0.017780297417816355, 0.020151857409746697, 0.011793002013343316]","[0.011462717844785215, 0.014248136958932393, 0.01776038536074592, 0.02015183834608215, 0.011770920953059165]","[0.01128420043145363, 0.01444927109918068, 0.017817030656028205, 0.020212521767707728, 0.012108982963461063]","[0.01498710418172242, 0.018049388701614662, 0.020945352029008317, 0.024869035019969975, 0.01579424038921474]","[0.011782458802159258, 0.014197594309527056, 0.01777315364014238, 0.02051702862488507, 0.01171846554597501]","[0.011743848598474379, 0.014208234611332072, 0.0178278539572662, 0.020286709062111354, 0.011748374297421251]","[0.011395167615301084, 0.014243377575235543, 0.01770821041717682, 0.020182600012251594, 0.011721502942412514]","[0.012415851990460396, 0.015569868808812521, 0.01833452829410404, 0.021518694435538895, 0.012755860841664001]","[0.01957722037425614, 0.018145102425154016, 0.023498321788607137, 0.023326246749283443, 0.01792936839294243]","[0.01170432422675185, 0.014342542820236743, 0.017915037739728152, 0.020177729556354634, 0.011958918294895489]","[0.011503945220144068, 0.01436699971820632, 0.017667187027291822, 0.02016311938403561, 0.011711891832687633]","[0.011344943360640385, 0.014253069766878144, 0.0177194955280211, 0.020515122977319195, 0.011915341291224915]"
CHZ,"[0.01863360904731618, 0.021381155249389473, 0.01610110279961342, 0.017341263575749555, 0.014232108783463635]","[0.01871569635465966, 0.021263766913993152, 0.015850008908506942, 0.018071091674698093, 0.014531530169747748]","[0.01858174128610696, 0.021184553456178302, 0.01617125269302468, 0.01712202101008322, 0.014502092292033936]","[0.018347980645151852, 0.0212627048560942, 0.016303058627538666, 0.017276128325147657, 0.014105616578608886]","[0.061569793165183684, 0.060848128803231, 0.058872968188650905, 0.05913120479301025, 0.05936803424291903]","[0.01891865152159009, 0.02129614488945073, 0.016205162359206497, 0.017387002618975165, 0.014518284869475269]","[0.018579692023959364, 0.02112531675977181, 0.016228699696916628, 0.017171536809057412, 0.014336111006044743]","[0.01851418467231272, 0.021207008490572332, 0.016014732868887806, 0.017222745667542463, 0.01415341234249612]","[0.020097772592134786, 0.022167894183468144, 0.016816993226010827, 0.018043429955825207, 0.015608978405174561]","[0.039629336449052574, 0.045318461986791424, 0.031002155495215917, 0.029782794961462765, 0.04117916567508116]","[0.01828890262927254, 0.021011424989744103, 0.01607314931606305, 0.017095543042655623, 0.014038007728479572]","[0.017902486523169277, 0.02123669936688212, 0.016173735988352846, 0.017074365024660396, 0.014012641785638841]","[0.01851744926082349, 0.021149564737966572, 0.01622141679349356, 0.017185210699256114, 0.014173716973218056]"
IOTA,"[0.013338244293863044, 0.017539238940028748, 0.016057868359137722, 0.01810565723498582, 0.01249369882015589]","[0.013300986748438976, 0.016745237844841554, 0.01603104513361281, 0.017826953990450815, 0.012140127903556605]","[0.013258635779905966, 0.01672852421378802, 0.016021334654115538, 0.01781935375825935, 0.012113460145942178]","[0.013077044976734306, 0.016880562963884967, 0.01606259098705365, 0.017981500384397775, 0.012100325340694353]","[0.015771562749277466, 0.01973539253713729, 0.01948891431591537, 0.021239549065106483, 0.015792664358621436]","[0.013367498094278058, 0.016739595397629484, 0.015978548798427396, 0.017880162973187657, 0.012118760675861498]","[0.014458284660021406, 0.017350230320428817, 0.01652940369094637, 0.01826271671185355, 0.013043682916421646]","[0.013076906197097966, 0.016661130429139328, 0.0159895474346371, 0.017808219975076898, 0.012006937581441807]","[0.01288431212396011, 0.016777915988109734, 0.01614884023736365, 0.017975487839304992, 0.012049135409324735]","[0.019826377458559013, 0.02208020425425159, 0.021859504799249405, 0.021470987102781867, 0.017440653901501027]","[0.02722826554170619, 0.02832008798383596, 0.02725086906409932, 0.02823563549840912, 0.02591292742365256]","[0.013151103344468472, 0.016808460159900087, 0.01597752104528228, 0.017798625401980118, 0.011991531827676405]","[0.013173363231294892, 0.01674672701994157, 0.01627519812687736, 0.017977721833980952, 0.01209485594260248]"
NEO,"[0.014080789739246608, 0.019021005959761167, 0.030155634466172445, 0.02582242476733234, 0.014477029669448992]","[0.014083964456082858, 0.019662619566109176, 0.03000833362922113, 0.026488031555087308, 0.014533628724282543]","[0.01405334630181773, 0.019536393699480195, 0.029479601030859337, 0.02602489225207345, 0.014256141256941496]","[0.014658465724437963, 0.019670989038672478, 0.02976779379719003, 0.026484203964996563, 0.015696438308069625]","[0.09817363644252702, 0.10037782410714419, 0.101708950393608, 0.10192628768494169, 0.10046379131081232]","[0.014241344753990446, 0.019559241536066665, 0.02951347432949756, 0.026081451510308128, 0.014302420331320474]","[0.01423363240147925, 0.019300731026693, 0.029735137345210258, 0.026112445813898655, 0.01423409975048291]","[0.014542112347708996, 0.019433470041472712, 0.029528756490418265, 0.02620376733272982, 0.014331517801310815]","[0.014099737080275922, 0.01917797874486183, 0.029716335996687427, 0.026086849869819122, 0.014196780362175738]","[0.02423193968843407, 0.02717480247718741, 0.0339568506056513, 0.03128349897534629, 0.021079168254109385]","[0.013744540833731021, 0.01945152364612413, 0.0293690606439444, 0.025985289004057097, 0.01433065718649087]","[0.01385456978446757, 0.01975357254064662, 0.030935056859839827, 0.025981871806379554, 0.014235488628505613]","[0.01390414087430931, 0.019397062467331444, 0.02984611912750784, 0.02613129905199111, 0.014300712504051006]"
