,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.052286350894945766, 0.044233232726436915, 0.05471681543195337, 0.04594981123244235, 0.03590989050121027]","[0.058062403053155937, 0.05171395243224645, 0.05843938978706371, 0.0464577861820347, 0.04063434663506024]","[0.05232716508050182, 0.04321739714086502, 0.053020385322857945, 0.044697061780899106, 0.0346575341160116]","[0.0524580399143388, 0.043233524181448386, 0.053385924739604254, 0.046251614464372204, 0.03520343870206161]","[0.053100431579692874, 0.045235978487741225, 0.05432811924023244, 0.04493325475457967, 0.035126307686399794]","[0.05231465933625069, 0.04375959384855693, 0.052470186977624796, 0.044733323871861526, 0.0349614387724995]","[0.05227833526831704, 0.04315841447346938, 0.053102416277229364, 0.04459117759218742, 0.03472362956513296]","[0.05263711370783404, 0.0433504537331483, 0.052705381260868704, 0.0450040619080898, 0.03513754325567956]","[0.05280208056055524, 0.044558495138116744, 0.05386648309979124, 0.04538584019991083, 0.03614149471336987]","[0.09159745962719766, 0.08181813762435908, 0.08839805766953122, 0.09415791592889829, 0.07435552319091242]","[0.05324170509455982, 0.044942390107035365, 0.052918868505013476, 0.04542430711208629, 0.03593163138719951]","[0.052464417451608535, 0.04360033711242326, 0.052132236713103075, 0.04486609964686116, 0.03506375957412166]","[0.052445904965394724, 0.043114802482168355, 0.053195128750610284, 0.04458939617323825, 0.03469032281541796]"
TRX,"[0.04922256136221129, 0.03164014884172834, 0.0519797281764807, 0.023680908549242635, 0.02790075926477292]","[0.05682506637770991, 0.036893466920895346, 0.056352644519390316, 0.032858158768296473, 0.03559921457514918]","[0.05003931223145484, 0.031519758939156525, 0.05136986331683472, 0.02346436406790711, 0.028543008839690534]","[0.05270385842679856, 0.03412114188515354, 0.05275746313290692, 0.025226049298452628, 0.029230183375599662]","[0.062429731631079156, 0.05487245535660423, 0.06637414721902993, 0.05066344760217605, 0.05022183299333731]","[0.049057157465758686, 0.03148852944730385, 0.0511285004093261, 0.02379356815498572, 0.028196201184470235]","[0.049069689020379614, 0.03098249635329112, 0.051005897931569136, 0.023170442259342644, 0.028011673910684928]","[0.04906257188810379, 0.03105621434939453, 0.051039036616921524, 0.023271157348596427, 0.028033810575917285]","[0.0489541807198022, 0.03143270575840038, 0.051095924995466266, 0.023655004891137095, 0.02808321318841411]","[0.09954735513026038, 0.1025852747502412, 0.09411143065310058, 0.07069754816665429, 0.08450629057726412]","[0.09033167780904515, 0.09133318760114145, 0.09632965583110459, 0.08722063207029734, 0.0837928546686983]","[0.048698011551120794, 0.03116467423707167, 0.048832474009664, 0.02226298960164002, 0.027589390309625185]","[0.049117590280351044, 0.030724754123316322, 0.05098990023181148, 0.022527697049963425, 0.02812129823448235]"
ATOM,"[0.07777977018446645, 0.07141956661634254, 0.07183307508379419, 0.062105415874126046, 0.038837660383595554]","[0.08370810003362554, 0.0827464107846866, 0.07754660921738835, 0.06925519058853247, 0.04512129973849031]","[0.0760706675956958, 0.06683011563404527, 0.06673146114387182, 0.05632924631654344, 0.03633463757250608]","[0.08135625730624658, 0.07445275752526222, 0.06938219451464361, 0.058838554272041446, 0.03761137531958153]","[0.07639777815574471, 0.06967964762743785, 0.07106931288019958, 0.06093119241823346, 0.040554223067488224]","[0.076674826787639, 0.0719804340373418, 0.0686658752039279, 0.05868533823806136, 0.03673994239695418]","[0.07608339657471129, 0.06724706560241024, 0.06788492120264122, 0.05688817472709257, 0.03717353219228602]","[0.07613058293525883, 0.06706892436150724, 0.067366282058649, 0.05667245947749322, 0.03681713668245179]","[0.0762636024498811, 0.06746288781625483, 0.06662036316364149, 0.0572431107231379, 0.03608485710888997]","[0.11013991774946068, 0.10468948664573419, 0.10556145181212284, 0.0814450141883317, 0.09664078837729738]","[0.07608982482386052, 0.06704917180399063, 0.06740487051845444, 0.05666453770038925, 0.036819904035456576]","[0.07751633037730944, 0.06684321499051747, 0.0675542388951334, 0.05659322385560898, 0.03648093280826637]","[0.07632883945733064, 0.06673607052207786, 0.06662528131057757, 0.05673726590761133, 0.03722802662152088]"
XMR,"[0.04380447808306745, 0.0516835998647818, 0.05612684450089377, 0.03712213157632401, 0.025663730230495382]","[0.05010985463088536, 0.056216598660455426, 0.06642115358611629, 0.03952819231454899, 0.03203378507906786]","[0.04303952689622878, 0.05098953133868949, 0.055940382450379834, 0.0364262316534946, 0.025164283547758723]","[0.05324052816907454, 0.05810287621439428, 0.061228333648657055, 0.044709459966719316, 0.032908040308770335]","[0.05437211682931624, 0.06112357490411032, 0.06657709464293339, 0.0497273810439636, 0.04087231844419776]","[0.04533091994681889, 0.05272386965796245, 0.057409616695382984, 0.03702229349383625, 0.0264122138659183]","[0.043152384896703276, 0.05139547949357032, 0.05686396368500719, 0.0363685706741974, 0.02533169121131152]","[0.04508234640599181, 0.05226884512871983, 0.05680576428334857, 0.036350940328912236, 0.02590124500493006]","[0.04461446426482878, 0.05166279103312683, 0.05767564557691797, 0.03587406717490701, 0.025825676674370017]","[0.0658608617786345, 0.07990051435166416, 0.08557864669327556, 0.07450224282072274, 0.07270931792868662]","[0.044776713897456126, 0.052741781957281124, 0.05809852139488057, 0.037904687729347894, 0.027324933453462298]","[0.04436754471268896, 0.051845620155879305, 0.055702448460018185, 0.036720628894394654, 0.025619107669085484]","[0.043091959847678954, 0.050703073449947615, 0.05591563916982527, 0.036373906370938694, 0.025584679747760786]"
VET,"[0.06060034939436057, 0.057671239153028846, 0.05765391680595298, 0.038959656472234955, 0.04122256818378562]","[0.07089187724160943, 0.06825921962816059, 0.06758733911629736, 0.05072192101611614, 0.04945118119079732]","[0.0598078668879693, 0.05763673111177874, 0.057269669020019946, 0.03997246814952311, 0.04163563359000137]","[0.062048864825017286, 0.05737751650637584, 0.0580542408742799, 0.041159982397123554, 0.04188007705124725]","[0.06053118847144974, 0.05733961344611264, 0.05748957922381653, 0.03941929610252247, 0.040938604979340126]","[0.061835510232406965, 0.05868514306711471, 0.058020377452049715, 0.04108429712197951, 0.04101679390930293]","[0.06040976628550241, 0.05771583265522823, 0.05924928807152896, 0.041013665856845155, 0.04174844471751646]","[0.06006093666304449, 0.055974153476239005, 0.057186354664676434, 0.039113761850938865, 0.04109192830832456]","[0.06332873040328087, 0.05899980322959115, 0.05866430014928186, 0.041474829115539236, 0.04491961324369087]","[0.1067737266238384, 0.10684063659682502, 0.09703874380492349, 0.08600756550910023, 0.10288265717358533]","[0.07336282653926761, 0.0674838666756667, 0.06585739847755369, 0.058362253514311145, 0.062228577459759384]","[0.060971615907909366, 0.0573526333840652, 0.05680671289900797, 0.039425414250359926, 0.04074845190993568]","[0.06045243628584629, 0.05618318909535694, 0.05718942528792824, 0.038849495689424224, 0.0414675456528525]"
ALGO,"[0.07777678706152268, 0.050653615401091895, 0.06047940117788212, 0.054229417787716165, 0.046008895094176175]","[0.07732276529013032, 0.06028494086867681, 0.06461476127669771, 0.057214492211706915, 0.054634541828947954]","[0.07166589570861415, 0.048506543218535765, 0.05909488350494273, 0.052165932231152144, 0.04381767922529958]","[0.07321012686189672, 0.050256790217920545, 0.059141777883376934, 0.05246856200117094, 0.04335435034659174]","[0.07062861491702972, 0.05230992339787716, 0.06372029945180153, 0.05539855014292917, 0.045194489874704445]","[0.0703476065264578, 0.050827251858624106, 0.05980499584078972, 0.05556436471851369, 0.04468173311368579]","[0.077916627075278, 0.05585100423364792, 0.0637521460425853, 0.06209947453442977, 0.05397261646526344]","[0.08093683482368505, 0.05514149880994785, 0.06286336372619851, 0.057434559007152726, 0.05125028875957126]","[0.0720590811075301, 0.049835096521777374, 0.05939396763122381, 0.05434502416911263, 0.04558634475799621]","[0.1055556505846917, 0.09369411466464794, 0.09966415586708352, 0.09681038288226841, 0.10039599252474202]","[0.07419219084805981, 0.05031191805810911, 0.05860415160944531, 0.05352864929972245, 0.04521402241258253]","[0.07208559459176818, 0.04974662809259376, 0.059713747015310625, 0.05197125996646603, 0.0431040747157451]","[0.07173905093999719, 0.04951819934735393, 0.05969310449528288, 0.05198646959565649, 0.04298741484731876]"
EOS,"[0.05381392882652589, 0.0450049107113895, 0.056507585143370384, 0.055567068616333044, 0.035325181472408325]","[0.05729049928015728, 0.049285988147731476, 0.05966733110473035, 0.06268593062166641, 0.039207407914891426]","[0.05221466046674237, 0.0463826786664701, 0.05671365258314643, 0.05397907618403669, 0.03545278760331945]","[0.05623197177379521, 0.04916042752439058, 0.06052011633303333, 0.055779027106154185, 0.03568095033033574]","[0.056745249566361254, 0.05038389906611308, 0.061505951071415536, 0.058348757824185776, 0.038897920177252666]","[0.056623472015586054, 0.04805082626362044, 0.055106902319607805, 0.05607870772353764, 0.035486888826213835]","[0.054325269847997654, 0.04646382524959275, 0.055838230116642344, 0.05441571947868747, 0.034978323426563825]","[0.07014602049441987, 0.059038895973919155, 0.06845346446519758, 0.06565711061278813, 0.047190322858799455]","[0.05387605675435026, 0.04707849749648684, 0.05644292683641697, 0.05509695259900543, 0.03541832290686328]","[0.0931994722020957, 0.09648648428657876, 0.08869690441421997, 0.09183492389400028, 0.08299663628521496]","[0.0529898552624715, 0.04543059262556865, 0.05534911563454041, 0.05421014820217942, 0.03499961016020892]","[0.053476670622897876, 0.04574527203250161, 0.054970195552368636, 0.05464282708936896, 0.034527178340972485]","[0.052066317398046624, 0.0449774772274791, 0.055534716129906056, 0.05461045999789062, 0.035068923754020695]"
CHZ,"[0.0753820107090834, 0.05773322760294228, 0.06338809611081399, 0.07632209919193544, 0.04254442119737367]","[0.08060327915339556, 0.06344975282446319, 0.07460891547040462, 0.0874147494888779, 0.05156793788278673]","[0.07345804581314251, 0.05699835827917484, 0.06367803356950122, 0.0762082618335623, 0.042465140847292956]","[0.0750636982784829, 0.05780224413911244, 0.06457771978313134, 0.07728818161816184, 0.04355498845248803]","[0.07563755937724823, 0.06162468818619482, 0.06738264702219982, 0.0773098962583979, 0.04551204007391874]","[0.07489878457510755, 0.05861683122978247, 0.06514160453288587, 0.0784265227956202, 0.04427292540551177]","[0.07316622719781317, 0.05838676154176121, 0.0636316601554013, 0.07672580988535273, 0.042602456481413906]","[0.0939120761408247, 0.08782581857921755, 0.09344103223979888, 0.09763060274617132, 0.07742509277147262]","[0.07277612632694386, 0.059826001879857794, 0.06986362168783795, 0.08010025720992002, 0.045508186831356434]","[0.12164662588926335, 0.09639132337462847, 0.09883449916989562, 0.11527191431011864, 0.08234978267850514]","[0.07454306033890974, 0.057638511566942364, 0.06322088479788551, 0.07654992214098898, 0.04312612174326749]","[0.07453996674488016, 0.057097651645286955, 0.0623576137840899, 0.07604166115257019, 0.04248418401463661]","[0.07458236712292725, 0.05804354428366067, 0.06310394218654541, 0.07651141857089956, 0.04267876927265391]"
IOTA,"[0.06968904439296139, 0.0505130361157189, 0.05765010018557721, 0.03851707238069109, 0.03572259311789345]","[0.08099528024142941, 0.05682508129591896, 0.06303852036056716, 0.04692647831157735, 0.04464953541395623]","[0.06821588367446367, 0.05039338566825283, 0.05815570200525425, 0.03859259668102861, 0.035404142581179014]","[0.07126272983967301, 0.05872289719526011, 0.06467297276698289, 0.041504984644288395, 0.03731145168643215]","[0.07380253375795023, 0.058991228771499746, 0.06504169023986542, 0.04572751227808885, 0.04206065182997142]","[0.07634459707475222, 0.05864211148622238, 0.06672135189233513, 0.04693213791345033, 0.04136846605695833]","[0.0762583763054181, 0.051310284083584574, 0.0602165673306686, 0.03967244435459119, 0.036359993693946234]","[0.06887575835411369, 0.05072431505778379, 0.058895303505717575, 0.03930068014284524, 0.03566448221189396]","[0.06972479243424982, 0.052734488114111966, 0.058900171116890804, 0.04048360757732028, 0.03721495330034932]","[0.10394860832446612, 0.09169042675804198, 0.09242608077157877, 0.0759442991028596, 0.06899005131683944]","[0.07271438566531238, 0.052582041492414966, 0.05971001201590288, 0.041365818578863546, 0.036948107211186465]","[0.06832751474108899, 0.05104067951953428, 0.05767100322771144, 0.03847412007103313, 0.035026534576682034]","[0.06837639976532599, 0.05038307194922494, 0.0578743298746773, 0.03854421550270582, 0.03563931306639891]"
NEO,"[0.0637658989772392, 0.05808901261453621, 0.0674780882661236, 0.04500287507645512, 0.05986473171612582]","[0.06239634181825768, 0.05854758944298781, 0.06638215051637371, 0.045425487240519306, 0.05834071530234404]","[0.05706826417399325, 0.051770234900879265, 0.05889580212016182, 0.042322304889760076, 0.052723776506900896]","[0.0587564254119488, 0.05342528558068063, 0.05896836942097214, 0.0421629095408564, 0.052734449899943484]","[0.0572767566918878, 0.05093366719762213, 0.057806187996658445, 0.041716504612783284, 0.05214184385904216]","[0.057282161219403036, 0.052274239212528516, 0.05955216877516367, 0.04318124237744437, 0.052683566476448423]","[0.05705851929390036, 0.05192380650817145, 0.059139752772448054, 0.04246282838340313, 0.05262684425461671]","[0.05752148721035446, 0.051713760169351315, 0.05804437446110135, 0.04202408186500438, 0.0538102583197829]","[0.05760966937059042, 0.05313510304107936, 0.05960570874803207, 0.043204182414869875, 0.05180174361786876]","[0.09554042354063033, 0.089931876915077, 0.09577613121636465, 0.09174054162996673, 0.09199553451493671]","[0.058068981451091496, 0.05225568463232087, 0.05813792860141872, 0.04246446602218194, 0.05435873401421121]","[0.057710332016083, 0.05205629189740154, 0.05848224877991421, 0.042024497903736385, 0.052930528104431385]","[0.05680817678975276, 0.05158457121613595, 0.05873004302222222, 0.04247570108174478, 0.05370568600845831]"
