rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/n_changepoints,config/changepoint_range,config/changepoint_prior_scale,config/seasonality_prior_scale,config/seasonality_mode,skip
0.009253660985086608,0.006861535558038582,6.459143161773682,True,1,2023-07-03_18-14-03,1688400843,6.459143161773682,11272,Stephan,127.0.0.1,6.459143161773682,1,"1_changepoint_prior_scale=0.0100,changepoint_range=0.8000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",50,0.8,0.01,0.1,multiplicative,
0.00927482576449641,0.007486254004984067,6.499492168426514,True,1,2023-07-03_18-14-13,1688400853,6.499492168426514,20336,Stephan,127.0.0.1,6.499492168426514,1,"2_changepoint_prior_scale=0.5000,changepoint_range=0.8000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=1.0000",50,0.8,0.5,1.0,additive,
0.009081705948760496,0.007219405632679364,6.443885564804077,True,1,2023-07-03_18-14-22,1688400862,6.443885564804077,21408,Stephan,127.0.0.1,6.443885564804077,1,"3_changepoint_prior_scale=0.1000,changepoint_range=0.9000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=1.0000",25,0.9,0.1,1.0,additive,
0.00867064862990771,0.006407598514789518,6.100975275039673,True,1,2023-07-03_18-14-31,1688400871,6.100975275039673,5400,Stephan,127.0.0.1,6.100975275039673,1,"4_changepoint_prior_scale=0.0100,changepoint_range=0.4000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",25,0.4,0.01,0.1,multiplicative,
0.009077704841820551,0.007199547167317295,6.233075857162476,True,1,2023-07-03_18-14-40,1688400880,6.233075857162476,26260,Stephan,127.0.0.1,6.233075857162476,1,"5_changepoint_prior_scale=0.1000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=10.0000",10,0.6,0.1,10.0,additive,
0.00904406841774807,0.006849421310400774,6.785115480422974,True,1,2023-07-03_18-14-50,1688400890,6.785115480422974,16840,Stephan,127.0.0.1,6.785115480422974,1,"6_changepoint_prior_scale=0.5000,changepoint_range=0.8000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",10,0.8,0.5,1.0,multiplicative,
0.008652739493500665,0.006636514943122129,7.153853416442871,True,1,2023-07-03_18-15-00,1688400900,7.153853416442871,2364,Stephan,127.0.0.1,7.153853416442871,1,"7_changepoint_prior_scale=0.1000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",100,0.9,0.1,1.0,multiplicative,
0.009200695601599331,0.007498545141639125,6.735988616943359,True,1,2023-07-03_18-15-09,1688400909,6.735988616943359,24848,Stephan,127.0.0.1,6.735988616943359,1,"8_changepoint_prior_scale=1.0000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=0.1000",10,0.6,1.0,0.1,additive,
999.0,,0.010577201843261719,True,1,2023-07-03_18-15-12,1688400912,0.010577201843261719,5264,Stephan,127.0.0.1,0.010577201843261719,1,"9_changepoint_prior_scale=0.1000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",100,0.9,0.1,1.0,multiplicative,True
0.008679142223103235,0.0065883002797282935,6.873849153518677,True,1,2023-07-03_18-15-28,1688400928,6.873849153518677,17360,Stephan,127.0.0.1,6.873849153518677,1,"10_changepoint_prior_scale=0.1000,changepoint_range=0.6000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",100,0.6,0.1,1.0,multiplicative,
0.009334855727474927,0.007529333134906025,6.477327823638916,True,1,2023-07-03_18-15-37,1688400937,6.477327823638916,13288,Stephan,127.0.0.1,6.477327823638916,1,"11_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=1.0000",10,0.9,0.5,1.0,additive,
0.00921805058064185,0.007507642877391169,6.547846078872681,True,1,2023-07-03_18-15-46,1688400946,6.547846078872681,21764,Stephan,127.0.0.1,6.547846078872681,1,"12_changepoint_prior_scale=1.0000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=10.0000",10,0.6,1.0,10.0,additive,
999.0,,0.011723041534423828,True,1,2023-07-03_18-15-49,1688400949,0.011723041534423828,7212,Stephan,127.0.0.1,0.011723041534423828,1,"13_changepoint_prior_scale=1.0000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=10.0000",10,0.6,1.0,10.0,additive,True
0.009209444942409686,0.007485817198333591,6.244173049926758,True,1,2023-07-03_18-16-04,1688400964,6.244173049926758,6724,Stephan,127.0.0.1,6.244173049926758,1,"14_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=1.0000",10,0.6,0.5,1.0,additive,
999.0,,0.01108241081237793,True,1,2023-07-03_18-16-07,1688400967,0.01108241081237793,11120,Stephan,127.0.0.1,0.01108241081237793,1,"15_changepoint_prior_scale=0.5000,changepoint_range=0.8000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",10,0.8,0.5,1.0,multiplicative,True
0.009207067246981001,0.007467956885053159,6.795350790023804,True,1,2023-07-03_18-16-23,1688400983,6.795350790023804,16884,Stephan,127.0.0.1,6.795350790023804,1,"16_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=1.0000",50,0.6,0.5,1.0,additive,
