,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[6981.911965605061, 29620.007182825608, 14421.639747465175, 1491.4476883449636, 8584.672813627265]","[4186.310070973685, 27997.346069941934, 15293.984520800772, 2178.379614947416, 7364.119471090621]","[5069.476650273255, 28404.18140637696, 17120.983551260262, 1375.4216368777054, 10169.14361283084]","[14912.65089469279, 5440.527777191348, 12531.44168870487, 2695.8235608543105, 6643.121356682925]","[22538.054376827648, 37744.11450258918, 26038.240833793992, 39953.76940006368, 32390.730338143447]","[7541.4687714194615, 31270.650141145776, 23380.228044775475, 2153.960636699057, 10159.726623365936]","[5424.318760869127, 22510.351352585993, 10701.66057625018, 4932.20358713565, 7188.411827828479]","[5936.214566417202, 24762.890934486673, 16127.254451933646, 1390.1189661077008, 8161.913988288699]","[8164.734813176503, 30011.868120671006, 25525.19778116673, 1399.1683963688702, 4956.352931670794]","[33625.72736353226, 38277.01223636857, 32327.423366372663, 2153.4114775835264, 5350.924612953073]","[560683.7756063672, 22341501.78655322, 93961.41127581657, 274238.04102832795, 36905.65730004563]","[14723.666905810413, 14974.425533671789, 17068.98811533326, 3657.965199336526, 6272.458489699014]","[7968.109520235305, 9813.087860446321, 12381.510427815867, 1486.308247919472, 7171.859134007538]"
ETH,"[392.71176870623964, 3691.5761638335975, 1936.6870410422432, 153.20989477098883, 558.9594789536277]","[1870.5460653120124, 4166.348617086826, 1879.9834828396388, 206.38576679179593, 661.7723897215919]","[569.9078483395941, 5099.789671961206, 1603.3287508308274, 148.47289438772745, 596.612771749701]","[957.1073750256687, 803.8594821888632, 792.0785406564062, 200.74645480612372, 292.08616830591376]","[267333.0041810053, 33434.445461883406, 216219.5280649427, 3497.8249238067783, 1473.8797803434043]","[1726.1005316099781, 2902.0371826723945, 2302.934303564026, 163.94416276839405, 552.0615760794166]","[789.3183764129361, 4577.061648385157, 1999.2870299052195, 148.06041886653682, 559.904291392134]","[463.85312948830943, 5807.878021196851, 2770.6584033836907, 403.58184297337095, 875.431777169982]","[598.6183298433228, 9696.99204428608, 1233.942800352193, 274.9468755064239, 744.3218936354928]","[1343.073600032114, 6978.099855134877, 697.4409166330973, 502.8723535640466, 645.7777374001025]","[2818.643438343329, 4625.4538167136625, 280.8683586974296, 582.9530162729297, 188.2877082575542]","[1496.0481580392388, 1270.896360386206, 1478.5379798485337, 285.2516206436465, 318.290870602143]","[673.0039494659358, 1481.7260242751445, 1090.5302771807126, 143.9223620874447, 424.3823372845406]"
BNB,"[62.275711417572026, 737.2548925612106, 234.07219126848582, 44.11486277163499, 64.26263458827503]","[156.9791821401729, 734.7851274660337, 80.4261120836457, 63.72529267936104, 69.27881448628317]","[82.83842588226179, 604.4689774455242, 204.39849927947046, 20.88916690040588, 58.68260216371942]","[62.7820945534927, 114.39684478587309, 106.08935997351584, 31.220299341150426, 27.36900943847325]","[402.65519257257614, 366.93596049710493, 126.50649538507078, 178.2108079498118, 39.97311303611822]","[309275.16934958677, 884.3893765981752, 295.01520172456077, 137.02273712725076, 76.21381927129288]","[67.18726080155199, 621.6443811920902, 215.8898583489657, 25.110725313278476, 87.98031053844652]","[71.06793223025718, 458.1600504259887, 403.9530212037355, 23.983025529962433, 94.64683089962757]","[365.32339857843283, 1852.6468189044144, 239.86965283313327, 28.745035684394022, 93.83305789899906]","[203.549594974049, 623.7505828058057, 74.47336544509453, 77.33205467274422, 102.7651301007073]","[262.0878591877858, 160.90389717200756, 1037.8756480592904, 53.912255347926326, 99.62671394219291]","[169.18131618945094, 132.77519872903682, 141.25372021918915, 23.51789716598947, 31.571343252026363]","[58.73968284499053, 201.74820896001103, 115.73670212125822, 23.769340926564777, 34.119251286790956]"
XRP,"[0.28725552263448073, 0.22776604230110284, 0.33454983308582925, 0.10407791794001413, 0.09570062672134429]","[0.31227436774868134, 0.521266182093612, 0.6012757182997436, 0.09745750154445641, 0.12603484910842308]","[0.3694579464852703, 0.266402835399765, 0.45047653479104405, 0.11984452571451991, 0.1200059486672003]","[0.26789432840660465, 0.4067737229340159, 0.22222772552559453, 0.12191897226656176, 0.08749403632035187]","[12.559639860806012, 358.3341454904796, 0.3562521091982343, 1.7941018178586683, 7.398791639428661]","[1.3610808679304627, 1.3466703944909075, 0.3760848258204134, 0.1455473503851501, 0.18732440828412886]","[0.3815348036798309, 0.502698521802283, 0.41530857883136996, 0.12033560976428594, 0.14255429128233055]","[0.26478873404684156, 0.49408745291204653, 0.5325835094815922, 0.11732426489884265, 0.17498305502506084]","[0.26043945809549907, 0.7637394289482217, 0.7172443171412657, 0.18134604586571312, 0.1623717705475285]","[0.884970639884582, 3.07320198814894, 53.78263635398529, 11.33885310983063, 18.856756403607747]","[0.2565136428111858, 0.17599952869857505, 1.5783886557232383, 0.354936632666794, 0.044654296196620036]","[0.4462885853959384, 0.20489730648263202, 0.44976833680624306, 0.06924308997557845, 0.049708766049495735]","[0.40782365151273664, 0.13385759023954277, 0.24715609587500323, 0.11232522626717882, 0.06233973683008914]"
ADA,"[0.7198748870362063, 0.7438136068594073, 0.5947905837802036, 0.031592892395981675, 0.09466686292288827]","[0.8500503400909895, 2.5729198134688187, 1.0050432294662093, 0.0742479251226718, 0.11653676568797376]","[0.7408992452599111, 1.3242758049386174, 0.5615846648624385, 0.033327690675478264, 0.09549579425240377]","[0.529429184068582, 0.2624528847936475, 0.16071929154109818, 0.03847699311448719, 0.07502716978083877]","[3.7326766336108324, 0.2962687849840908, 0.7882120955073035, 0.47211099769570913, 0.10729151604053554]","[0.9629144262317064, 2.9015052466890725, 0.5443172710332719, 0.06929286424824854, 0.11669329038144555]","[1.0634319705346513, 2.2754637318038773, 1.3160940795052647, 0.037130634146747235, 0.11669304253316694]","[0.6493361367631598, 1.7353742609020861, 0.831481194342498, 0.06564017305418585, 0.1779307361797374]","[0.8067740398069929, 1.0979558544657606, 0.2623222910912435, 0.07643668663749355, 0.09692433434307206]","[5.706775050283955, 9.918152220413193, 0.2168146210067853, 0.2534969996139199, 0.0696119507931153]","[0.9715409120875337, 0.7330523455155954, 0.3323498264600463, 12.407493594500755, 0.25785888308786553]","[0.9330275650113175, 0.21767124600193694, 0.6613900999068235, 0.11467758610263151, 0.04916152302242258]","[0.5991668111811196, 0.24862524366042987, 0.3533906847254958, 0.037054335989645665, 0.09535833423180301]"
DOGE,"[0.05034834796212438, 0.08577597405613814, 0.06342481960009722, 0.030629620682201146, 0.017683929106366583]","[0.04870733884036925, 0.08989802337225365, 0.0708838589309408, 0.032276198154644525, 0.010288336634313404]","[0.21048935958201298, 0.20585531636459142, 0.07713859806236026, 0.0323707774844045, 0.01464962786909443]","[0.13753063914596883, 0.06375828848032332, 0.052117281815388175, 0.01849473669099025, 0.032386670407778526]","[1.1821529419623, 46.8453486663552, 0.048982320229369256, 0.04980541817251463, 0.06284619482327211]","[0.3138193056193238, 0.32331306250068836, 0.044888207749254234, 0.035046284568914635, 0.012602008058710075]","[0.2581939535850068, 1.874688735562364, 0.08861628416137944, 0.01910137473184289, 0.011517749202827943]","[0.04898491213682031, 0.8890630815082708, 0.32369515798990156, 0.03638471502151728, 2.317047046463549]","[0.04365121692725073, 1.0674319556208611, 0.1871311292229344, 0.020980399336488258, 0.03709660933939522]","[0.43448057280366587, 1.3475934300033932, 0.053312654190872596, 0.04339089237543061, 0.019031724908766732]","[0.1884666118522013, 18.190604468645795, 0.03062740602997475, 0.06295990250004738, 0.057803272252755396]","[0.07018327854164595, 0.04722909794572479, 0.07341919929328669, 0.022976519182874994, 0.01831232899724946]","[0.10012557785946358, 0.04665620754157577, 0.03250807904121388, 0.03225776252000815, 0.022911328414709543]"
MATIC,"[0.6056055321791026, 1.0939561604230088, 1.373000677058885, 0.15376689830565407, 0.17755326583737854]","[0.4279670485952063, 1.073593965099081, 1.239227207541467, 0.3002837152997796, 0.24990634990810293]","[0.2196921395801891, 1.4128838303744369, 1.518204039511912, 0.09515243313901588, 0.35175464863038597]","[0.7781372710032495, 0.4341312537302607, 0.329246824911651, 0.3553577950820099, 0.16426362155033486]","[1.4396413610582655, 1.7757487785445212, 0.45460094471643764, 1.1797606191518382, 0.7733817845555803]","[1.280463539625664, 1.9545724323138394, 0.5113158307766977, 0.22694857619992143, 0.600720071173825]","[1.861445213009912, 4.50299126528106, 1.8289160308506196, 0.22358697921968407, 0.45610840675052194]","[0.4172912421602479, 3.167707307230764, 692.2992952391579, 1.1606451316265372, 0.9076027082293725]","[3.243238960135676, 3.4709401500161037, 1.405622303053084, 0.17448362180350596, 0.25010959554484435]","[0.8070635619297998, 1.7653280670504923, 0.8273015887218419, 0.22206702547467996, 0.32017955476719223]","[1.3316388688719036, 512.2584004517304, 0.5104877762961344, 0.33835887228668665, 0.9960511002173094]","[0.458134451822404, 0.4450280186134729, 0.9173713237711852, 0.09869730707428924, 0.24340685207522098]","[0.4567130789081165, 0.6589372004835241, 0.6399574033468031, 0.10899054295069949, 0.2114285864556077]"
LINK,"[6.683262535806328, 11.850242699634956, 9.567052645019727, 1.199972489687879, 1.0453172942821594]","[4.860054219614494, 11.067460664180143, 9.561324840276045, 1.4669752303286259, 0.811670405888131]","[7.935750939481548, 11.331204504858464, 7.138111954989819, 1.6640501205061713, 1.3391886239805681]","[5.641287212319784, 3.463474545859917, 4.068469141775437, 1.936381541545611, 0.8706889835953415]","[13.824867945482582, 15.380020959763902, 6.980462749988419, 157.3940663782514, 69.29550204916666]","[7.5043891126093785, 10.610598037797224, 6.488993119113986, 1.4508059245737357, 1.3052737474952318]","[6.361069269616235, 7.263576741072334, 6.29122553418999, 2.1900504700033987, 1.7431679353343383]","[5.245509206746875, 10.679808764652517, 1.734757436923874, 1.437675282790711, 1.102350244746339]","[3.869782020102893, 15.084090754778732, 12.233053599792756, 1.1825245949042515, 0.9343608005536949]","[21.168557579027297, 6.848575690354018, 7.595829369257843, 2.924353037291532, 3.601637879682831]","[12406.029440933085, 33.64915643814023, 7.288050045387099, 2765.526682370313, 4.678642656762797]","[9.734848832909782, 8.889891096883341, 10.16745744399602, 0.7193809459679511, 0.8075115711550831]","[6.556755922750777, 5.460111932648095, 4.853140621656088, 1.6319681119626008, 0.795307846435241]"
ETC,"[14.479880527366905, 28.364766182862297, 25.49985225182348, 10.281526987174876, 5.941443536628835]","[14.205031657066543, 23.49673414129568, 49.02214003735069, 3.6755722494535883, 6.2883921012112305]","[22.799962057723473, 14.95108708330647, 31.256283687306453, 7.262136130236917, 4.1128189370709425]","[72.57895530578189, 20.742551668873087, 7.048477176975486, 8.478703800801147, 3.368615242565452]","[8.565781113873532, 56.16282907335872, 13.077288724991389, 33.683916295667416, 6.645075262579589]","[35.75569887612949, 76.7418984486733, 30.842963390776067, 11.552989976132755, 7.216352290287377]","[1664.4306681666626, 65.05988686065862, 10.80990237903746, 5.822511580107068, 11.145023789111665]","[21.793390834864226, 45.018050701125624, 26.171557543775698, 15.639908785468295, 3.6665589986217375]","[6.95080934497507, 17.918196311323744, 8.134135225116314, 2.3598223474160624, 3.245308819470356]","[20.145446879643686, 13.343814828120253, 38.488034037876275, 13.222194594197358, 6.227084977339817]","[13.772044936615972, 40.07425628237072, 67.04937698555867, 156.07934299602547, 33.995794477343196]","[9.240530248540585, 14.4322739648456, 21.463100062050767, 10.438120385717317, 2.184453367663315]","[18.57186436464589, 11.793283028939186, 16.857302341221356, 14.358548175654844, 3.770757096087301]"
XLM,"[0.11409309968639034, 0.07882326702031257, 0.08445186427589048, 0.012950952494349533, 0.02436997024763103]","[0.06021272818578571, 0.19666474060312958, 0.048347735527526296, 0.018212852724722128, 0.028468557864029104]","[0.05439543432483844, 0.1033460885414902, 0.07282560857751431, 0.015264308266149535, 0.02258841058218566]","[0.08952670760468308, 0.03027216816747847, 0.0451766837075738, 0.014378783353527642, 0.015094660518847424]","[0.21190535623455983, 0.08945909890412419, 0.037876864662280116, 0.7972172919932967, 0.03049242045901415]","[0.16279569305375613, 0.0650984979518886, 0.04373715681284899, 0.034756253891287364, 0.01822521905576497]","[0.3241547409463386, 0.2639292907259026, 0.03930178475391208, 0.01859068402782502, 0.02555921074384424]","[0.0595058561187812, 0.04832632497105541, 0.06903464927089203, 0.017043428299703484, 0.008769903195418033]","[0.04737039310815206, 0.1528685184711811, 0.07513325457572803, 0.01882118358409699, 0.025518804160212148]","[0.10541192277206589, 0.04595323594270889, 0.17477372144306058, 0.01959157001848109, 0.029771644541296605]","[0.16121120096887345, 0.13431683280921464, 0.2641160382705762, 0.07977297659506351, 0.050758408139534694]","[0.08531195443307207, 0.10593301120039066, 0.112381630034828, 0.015078570104094271, 0.009010330239119534]","[0.06967970571517074, 0.054799258493529436, 0.05447005095893647, 0.018854095366749927, 0.016748605832996012]"
