,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[3208.1613474013056, 1278.5871811279112, 1099.7456817438842, 1567.9733974278968, 694.0692948153186]","[3543.779366562961, 1609.4102020889525, 1087.2091793544291, 1515.8713342476776, 1265.806390749484]","[3532.3421253762053, 1692.3730099409852, 1308.9763529833947, 2396.249825254335, 980.1202755380016]","[998.9947341270519, 777.3054956604718, 1725.4005195558252, 2680.146315526398, 2952.9716662349883]","[1848247.5638530392, 20643.177034011936, 16030.517360403861, 10178399.98971033, 14309.605811936002]","[3635.3837577472577, 982.7632221639205, 1111.7727262892565, 2119.44069558574, 1437.7469315518604]","[5161.242388239622, 1376.7747069224426, 1404.1016088462347, 2348.1341799772704, 955.1757089750662]","[3201.708063743182, 849.37214175683, 1084.397637854064, 1561.006460964947, 601.2250986159178]","[8041.057975180343, 594.9847425428067, 1656.873633896402, 3898.6476040268703, 1793.2113309053805]","[2417.935344758896, 14261.4700026801, 4281.334010313397, 3128.760501238431, 19443.605135135436]","[5267.041519346616, 1600.0893926541028, 9452.397427215414, 3501.892029774362, 1873.4398285001714]","[2191.1566893874783, 2172.222522173612, 1564.2401162058034, 3290.565021790002, 911.2029398968228]","[2086.5332490106316, 2580.4958160761107, 1120.6930177896822, 1925.1022416371832, 1503.6956084392152]"
ETH,"[266.38947125057183, 156.37379158695015, 88.65680248960382, 90.89320736830518, 96.2970350008333]","[291.6583358902008, 156.9956834930395, 83.62289042044148, 97.70160552432604, 57.4182729633906]","[272.3424930348787, 131.58355994110224, 86.25396780045043, 100.67018209772293, 54.86795300110381]","[164.71562109997754, 298.87391753586485, 187.28588439959515, 170.6920024737795, 71.49268219640122]","[1229.0946890093114, 1100.3973314509917, 997393.0620158116, 712.0922633554621, 29756.29017946431]","[322.1590770341351, 162.27624957960947, 72.0003525315374, 90.88968948362682, 95.94572513091774]","[328.8660131255258, 178.99681802328098, 71.15168500482102, 239.2731283669129, 195.23685672063735]","[348.3926897781976, 104.75254741467583, 226.4717672092088, 110.37014272978537, 346.10952377173527]","[393.6932113241466, 131.54553388040028, 159.64558986068425, 83.41943014814561, 82.32792050341713]","[248.1161298996948, 2062.065258704521, 72.34606178113394, 307.66970270154945, 350.73042182259]","[146.4380472743077, 8544.809284701269, 710.4386545398867, 779.5838023305153, 229.2086081788141]","[231.48191981338255, 51.711168365547316, 118.98252665235074, 165.54905843873973, 82.53216205672385]","[173.72604251089408, 180.04035487346647, 90.15175290858875, 129.77813773240663, 42.30414906640127]"
BNB,"[46.55592670903264, 16.189105176968752, 14.216175475469973, 22.182109219837766, 21.496460390640642]","[47.66462942657986, 10.728688066643546, 10.003051202873824, 20.967331460831165, 12.739854909998787]","[47.320388797162785, 10.797515080840343, 9.822292511667301, 21.35125991069659, 13.077666229585112]","[26.33513711117848, 22.742412624188667, 13.732496569828754, 43.93338593409587, 11.507965250685402]","[181.75925820549557, 1027.1085156156182, 165.9596276698165, 82.23014844498869, 81.30073173549846]","[57.83790758388194, 24.725336435430297, 11.312100879906799, 43.75757744487802, 20.663869834737646]","[48.091385475648536, 36.787078103002, 8.801514941612366, 17.702998339096354, 76.59278276516541]","[98.46065520657241, 17.316727297521968, 71.52406707215648, 43.80263720341963, 10.043717270865693]","[96.53372069720577, 22.392733360630817, 50.52810937200397, 15.998929526427236, 15.938826705163352]","[91.85122545131188, 51.63340172432656, 39.743125468628996, 101.94096293901772, 97.36225007781853]","[159.73859893115835, 88.01328725155814, 132.2315865613297, 116.0831571490069, 111.33576345635112]","[35.063364441055676, 14.99419355020296, 7.734510702030522, 28.955601567123782, 8.827953928148757]","[27.50519889717237, 9.694677987498572, 9.103619451138357, 33.224074022451916, 15.547172501154353]"
XRP,"[0.04271939169487647, 0.007972579576898267, 0.013164872457537674, 0.02517229345004619, 0.044290958125337544]","[0.03783767637547519, 0.023000986332426736, 0.010171906457973074, 0.024009104273563436, 0.0513344631764408]","[0.05003644162068195, 0.0152523268483549, 0.009480094977906075, 0.0253590221679987, 0.07533076680712801]","[0.03133527665863063, 0.04217888279719426, 0.009078590061906228, 0.044376628614561306, 0.04718758005810025]","[0.013862786488059782, 0.01554889238786359, 0.009717336663854092, 0.023488698410629946, 0.0905884779587083]","[0.013001816581508382, 0.04323402373207772, 0.02144736293056188, 0.038370886863262614, 0.13292874570185498]","[0.06206401945713588, 0.011017635961933772, 0.04360141757975829, 0.04811459139198396, 0.0844516855466874]","[0.02591926902799511, 0.016248112609303984, 0.023172781140471096, 0.023251617454478107, 0.08870086425083623]","[0.022832145209462217, 0.19724792086415646, 0.03208551043885483, 0.036971139677517334, 0.05777802993263305]","[0.01808032261380251, 0.05995357346986854, 0.029852478254201006, 0.028430528311279606, 0.12115288789782945]","[0.05136478171935576, 0.035032219999261746, 0.01401986721197675, 0.036059485032286454, 0.07516508644919308]","[0.031909511315172674, 0.01004085450113243, 0.01022834579043496, 0.03551069366549936, 0.08153109409364365]","[0.03377248737655411, 0.029314483409052086, 0.01087206440867728, 0.031248778193928288, 0.042481900991408736]"
ADA,"[0.08967557241198373, 0.016511164596980068, 0.02171233433384221, 0.03340803488799605, 0.031918578361867934]","[0.09548871679137468, 0.018683544829956603, 0.024352584212355356, 0.02543911459163964, 0.02698550461269536]","[0.09340248958652068, 0.01730780041680005, 0.02423874434372434, 0.026853842184128854, 0.028630476926467082]","[0.037633259238717215, 0.08941177969738133, 0.034531752184371295, 0.06024096769120193, 0.013074498036953857]","[0.2143375683016209, 0.33238781986577903, 0.34364321655639535, 0.30806286947532036, 0.3754902794613953]","[0.08540884096118187, 0.023205329075311275, 0.027213829853426883, 0.049302665482867034, 0.0804983448002036]","[0.053233522200323416, 0.017385898681758074, 0.05090747308562707, 0.02579395128477509, 0.027297769300813755]","[0.09463104515462109, 0.02492229856906715, 0.04892721965680025, 0.06425095890097025, 0.0478579676672397]","[0.17665392172398017, 0.014420307091259464, 0.060718623035322924, 0.07629616797256748, 0.0464657672270148]","[0.15164333046834289, 0.2817717308836898, 0.12057078342259758, 0.2459306040703796, 0.14437819462957366]","[0.04055668378076456, 0.6591672593791611, 0.5798725468949437, 0.14630097879238435, 0.9981491745772658]","[0.06103775623591817, 0.01736532173227295, 0.02396493262381848, 0.024046535926787925, 0.02887097747752158]","[0.055847378245568575, 0.029278579328224492, 0.02408366272995664, 0.029070495356899744, 0.02493946107770827]"
DOGE,"[0.01734153207272989, 0.008197000179340707, 0.007669674684510495, 0.007771303320796707, 0.010103907937251364]","[0.01593863803069437, 0.004961952315837204, 0.00442406661023111, 0.006703544123179388, 0.010833881850920182]","[0.0140077465523919, 0.004548146419237048, 0.003947657664382119, 0.005749759322320916, 0.011262345611717505]","[0.010736549382380644, 0.018559688080800947, 0.003291169643985163, 0.009632253550195664, 0.007171954477125224]","[0.005766154105308666, 0.3714642440469634, 0.010241272921177776, 0.026417974144526343, 0.01727556455090664]","[0.013946822565314562, 0.01036217663193503, 0.008762926958217003, 0.006293947079143135, 0.014615709105353028]","[0.011572534352017716, 0.016307452032997913, 0.010172180589944306, 0.016163900902407644, 0.010619526130315167]","[0.017114760440467232, 0.00498553742867167, 0.004348434948936701, 0.006106954073087277, 0.015353933010937296]","[0.03718900054086061, 0.013908669261113662, 0.00685646195629707, 0.00442394548495324, 0.038468309144441715]","[0.016703731767457413, 0.011476490925714287, 0.06483338882770782, 0.0053916950927776494, 0.006414663908502838]","[0.021023237983469827, 0.00583992097352568, 0.18328366266695498, 0.008137479443104393, 0.10983520739327363]","[0.009961883644416143, 0.004217011461460801, 0.0037145643270256323, 0.004505513466449101, 0.010701263723802541]","[0.012487611802958468, 0.004497345664828966, 0.004301844608505832, 0.004775191490221643, 0.009556379714015083]"
MATIC,"[0.20425276738573364, 0.08535704737106839, 0.10265117826256887, 0.17472869636324942, 0.04204860754793285]","[0.19706848063800472, 0.12938573012360263, 0.12052577622141919, 0.17362711640594827, 0.034775272508891696]","[0.20903663585690996, 0.13185544894948314, 0.12955372484753253, 0.14019121880692087, 0.035393757270255136]","[0.11889305559368749, 0.10145786443312274, 0.22609732643021221, 0.14184262843607, 0.11371773840273723]","[0.2942790579936741, 0.6407817179308483, 0.3515427258068988, 0.358980712634808, 0.5888352375303391]","[0.18827303814008142, 0.11583147967237284, 0.1400413180003391, 0.13601619474136595, 0.04157522340130064]","[0.19426184499597293, 0.1596226659471296, 0.14200132759208087, 0.23490217618729586, 0.12692115178216654]","[0.30242154026693013, 0.17996525037424943, 0.34013874806647904, 0.15662254202844042, 0.05824736581621504]","[0.09023312846323905, 0.3973819565673308, 0.11624778228528244, 0.18583076243097954, 0.3214336888408881]","[0.4119173387843788, 0.14127850711355897, 0.09307923423332612, 0.6982145859158099, 0.2508927268842486]","[0.06347203249825814, 0.08255297582201904, 0.5578061134260864, 0.47454965585744774, 0.1504866469243586]","[0.14872766543559465, 0.1453038166108709, 0.12458434940504583, 0.06265619198154526, 0.023847039599170002]","[0.1260946405057718, 0.06524526109725517, 0.14090357402278741, 0.06385909957641407, 0.04481054944859248]"
LINK,"[1.3550104180689748, 0.1891245055010378, 0.5119223698301616, 0.7914975807646863, 0.2490257775727728]","[1.1246965944926774, 0.19090754129102352, 0.6012320550656665, 0.4496785802371675, 0.2174357402803652]","[1.2223219679883797, 0.23063864190992056, 0.5770686833367419, 0.46217549108066563, 0.23967970157586593]","[0.6056869835542616, 1.0442219721707953, 0.7985282029270055, 0.6258860113419463, 0.24166540796771113]","[7.055380872530745, 11.02483378932676, 59.346650141115, 10789451.589423623, 4.938996579685952]","[0.9691210695843261, 0.19444011600974415, 0.68010329446203, 0.5828830061741432, 0.2676331111741617]","[1.1519095472366987, 0.3195993748978525, 0.707304528892836, 0.4263052160168976, 0.9322916034577913]","[1.2827520764933122, 0.966722756746113, 0.4956155141833454, 0.7561962570078286, 0.5718041666008757]","[1.57211500408951, 1.2820719154662092, 0.7990017908155299, 0.4531183782301508, 0.5759770655523603]","[1.8696009129813884, 0.9679411726028649, 1.639203546483478, 1.5651448921078828, 1.1082461450601164]","[1.0243155924781406, 0.8961726044111523, 2.250811034629515, 12.119774563109736, 0.5543053104592374]","[0.7627988669374249, 0.22253023268092104, 0.6396090565112272, 0.40427882078730887, 0.18853449203436948]","[0.7672628081468066, 0.38468899399867185, 0.6209380392198215, 0.462811482364615, 0.2120662232567549]"
ETC,"[5.736201287072088, 0.9805845655371416, 0.8210310258857899, 1.8709892486313222, 1.4867114470907479]","[6.075912568335798, 1.0205016820094752, 0.922124950759046, 1.9704163335695102, 1.2305988233919911]","[5.3739337045400655, 0.8164739971869218, 1.0299994212764816, 1.9006018169567624, 1.0855365958959284]","[2.993169948235663, 2.5930551149351735, 1.2954662968747104, 2.40234268543238, 0.5021485232512125]","[19.188104867777554, 18.735871919358175, 19.937906536179085, 978622.1671262371, 10.441796025396666]","[5.828587330116613, 3.528918609398877, 2.654218511021315, 1.5833442454478661, 1.214529901190227]","[6.6646162841681456, 1.127408642819277, 0.9317000498565973, 2.143824324338569, 0.8662420664526418]","[5.897280479556751, 1.3425176689516736, 3.7465663720610487, 1.880727030218318, 2.2900668031959235]","[3.986763561208247, 1.8542625363457208, 1.3413307037357827, 2.4429695445800075, 0.6055813475197261]","[2.888474217738245, 3.1499011156546435, 2.29605057585581, 2.164641448096108, 1.2428076402576407]","[6.635146200229951, 2.940994765363789, 3.075160053273499, 3.7298275860949444, 1.844259481818538]","[4.9613574122535296, 0.7368336037782006, 0.897925765067776, 1.4911164331910851, 0.6981132412691718]","[3.4142329691503073, 1.623999311100569, 0.9906758000266651, 1.6536544291792423, 0.7464349340663008]"
XLM,"[0.01552987399631575, 0.0038922253887401425, 0.004407240234573695, 0.004459883636266211, 0.014373346592495532]","[0.01618625388521344, 0.002940076863658413, 0.003990886885405567, 0.004686888278879848, 0.014552630715926364]","[0.0163752174961108, 0.002888940527474251, 0.003664171716537929, 0.004273753575291429, 0.014283626252459115]","[0.008214518377679546, 0.014105483253254465, 0.004003689922961177, 0.010313577507288082, 0.007144729445898856]","[0.07518934804978407, 0.05866692684472807, 3.8850429361797123, 9778.10033871857, 18.75665314605493]","[0.018618466394417676, 0.0027837975841197593, 0.0033048098524519312, 0.004523242310179065, 0.014776829066856937]","[0.0142199074221235, 0.004463253593912202, 0.0052032601108088555, 0.005297868046756556, 0.013793294905430728]","[0.005458684720079361, 0.0028964729757969434, 0.0032721806012334775, 0.004810828138601664, 0.018394950088633573]","[0.019565263343106744, 0.004282577446527781, 0.007371233818188288, 0.010446376744440197, 0.01562907871167168]","[0.016342002595606184, 0.03324265610423872, 0.006409278124197293, 0.01416784986592446, 0.008249021592219364]","[0.02906777105510478, 0.008376422568150622, 0.008724250182190403, 0.011561796087101497, 0.04276328189857922]","[0.011032398151941241, 0.0033349142563310246, 0.0037948297206505193, 0.00508224180313089, 0.014322989139701873]","[0.01070793333693985, 0.005367298252400103, 0.0038080419362499516, 0.00596045399164748, 0.009554625411376621]"
