,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[215.31893465684965, 718.2334181000081, 712.660169449252, 676.2893421487012, 307.3367265098289]","[168.72633051698946, 803.5682109179478, 443.69060823256666, 570.8243964185672, 361.02146037273]","[171.47482686187212, 801.7678319701199, 454.622235141391, 580.0969271668464, 356.65638240402984]","[140.90044868627533, 445.19203268329863, 992.414769445357, 243.8022537774229, 322.3345847839322]","[21993.937061231016, 27367.1652210195, 22279.002072164287, 19325.489831994197, 23532.865285808268]","[186.4695169667818, 736.9486672317431, 276.3188338967949, 523.0367993762402, 299.4567434422042]","[303.1657887825141, 714.8140535837332, 232.13055477511267, 623.4914093537934, 425.3117379917969]","[226.12511097392118, 995.7367232910423, 644.879440743372, 258.33225267249577, 977.5541859433854]","[133.1557839052741, 556.5213016901262, 590.8810857608682, 4543.106637000347, 5929.688209995955]","[1377.0264509579995, 881.5314939900888, 760.4090196151507, 1260.8510033062923, 1368.629080528794]","[1274.6476035185221, 2315.8071181838154, 4866.247678390676, 24612.208657603012, 5724.909228379676]","[143.38907396433345, 527.625170964057, 375.39803913770106, 209.61017066603148, 371.2518939192158]","[140.85865734469084, 442.0408715559331, 642.0642866921506, 297.8943286921573, 276.8489390581253]"
ETH,"[16.205652494307785, 40.82600727297125, 43.05267691747864, 49.6498569119222, 68.35006644925457]","[15.013298154430315, 35.46074401623286, 42.68887117671448, 55.807190023917485, 67.48525627659761]","[15.045386406695155, 35.153418263272414, 44.709598485592004, 56.95487749878894, 65.01587790107571]","[12.713505235667629, 20.371017526966018, 50.718764798590115, 41.48359852572025, 48.03836944192965]","[225.70198891786214, 123.90388847927385, 430.57215381111445, 87.41528785910953, 593.5576527120367]","[24.77472085119733, 130.23941639169075, 53.72582752832142, 49.77854728061309, 2799.157652591766]","[70.67147433819015, 39.881245717720596, 58.349158251368415, 58.936916791082595, 49.51494808060253]","[22.92977607119123, 62.292756158038415, 50.11244303945436, 30.212615660915297, 49.884235751986175]","[341.6585316377301, 39.60295882612803, 64.02221955742058, 77.6475876363367, 249.62624817121542]","[18.994188849389086, 95.24720829769076, 33.566110685873056, 143.7338015181352, 53.292072725410414]","[29.88448308377439, 237.64408871174348, 92.5635594597151, 160.33222732497595, 60.58613020777105]","[21.586860953088916, 32.20241147995781, 32.47230037739333, 60.918039753698004, 72.74938152649426]","[16.221039932585185, 23.026400147615366, 39.80406390516691, 41.286689284909045, 41.414282271286304]"
BNB,"[1.5600542952119214, 5.122071474486618, 12.28405317277809, 2.3193645323697445, 5.060630204290713]","[1.7046005433758433, 5.050534865483451, 9.16562370838212, 1.9363925955522348, 5.083158673473006]","[1.7559663106146337, 5.044879240793645, 9.234705465565522, 1.8040775401828697, 5.110635008340965]","[0.925119337183256, 3.207950042090163, 12.423636488854452, 2.395411565375548, 4.24157661490455]","[44.45258283036663, 227.2875602884979, 133.52301604988716, 34.307626885250045, 69.72157290753101]","[1.368292147514999, 6.024019450695654, 5.744017127878506, 3.7599448396836515, 6.901922961190853]","[1.2351695620892487, 5.006887123979807, 11.03425154301066, 3.4564018116313817, 6.324755005312545]","[4.009479899766375, 13.77068353673627, 9.660012381966132, 2.1911848102535716, 29.833248558614063]","[29.819820944441076, 6.253028782711711, 13.775726092368833, 67.27195472210438, 6.032071215139458]","[71.71148728778181, 16.010606889249804, 46.55707225146028, 23.704373598562906, 29.09079066736088]","[39.695167820131275, 75.91489395396452, 61.253093196656934, 63.35735953259731, 19.277484283862638]","[1.5295377493514042, 3.5604737094167103, 11.125180960293624, 1.741862278939608, 6.152499893522078]","[1.2673865099699997, 2.831380404906197, 9.3431166223778, 1.293896038048961, 3.135339675800288]"
XRP,"[0.003935617285525391, 0.004909274809136206, 0.015876040220215493, 0.00324206042122762, 0.015107874654340282]","[0.004521301817771542, 0.005853298668377905, 0.015911588243157655, 0.0028753547534731178, 0.009562697366800458]","[0.004619502366873549, 0.005982778783893812, 0.015921570201229952, 0.003173257790781481, 0.010371291204508123]","[0.0033278384879174, 0.0024126337594900216, 0.010452628325017031, 0.001762465741131256, 0.007242640612685746]","[0.3187275394739297, 0.27431173548881643, 0.34305973467647244, 1.4627856812068578, 33.954293994612414]","[0.011706726763282032, 0.01436119917230571, 0.003852064244426593, 0.003582819938864477, 0.008852548821028126]","[0.017154174144290952, 0.0058666215209029, 0.012583002528571334, 0.011047830718210718, 0.008531221055106048]","[0.0026407140211302314, 0.018638990272344003, 0.006237013559481333, 0.0049202613860834105, 0.024130587993741542]","[0.11731474093336468, 0.0283893577374863, 0.007340645997220122, 0.06831772513619364, 0.07693508841346718]","[0.09106575886613359, 0.0210879602678641, 0.03296349863158074, 0.02148856409837225, 0.010033782805870806]","[0.10231428980210172, 0.01091327561530822, 0.031791563931431545, 0.07937111749833535, 0.05163726138857121]","[0.004682532576885904, 0.00788114016152718, 0.012586303011871596, 0.0031607643834053955, 0.011043793043107278]","[0.0035882419545907062, 0.006599614195289591, 0.016584617400310878, 0.0045366832411588625, 0.008188993157673869]"
ADA,"[0.0059246786448702935, 0.006958404317108664, 0.017314629671752912, 0.005215983512031885, 0.007201291496771981]","[0.002684492646156686, 0.006025634542743115, 0.011442984240281938, 0.003807466006710555, 0.006659717771922497]","[0.0030379751490997573, 0.00466538973321682, 0.011908030026793638, 0.0036922994670615505, 0.0066382642111661345]","[0.003162931575694192, 0.004185893746337502, 0.01365624026257547, 0.003207476826486446, 0.010156722829119353]","[2101.2311409545055, 111.4077273674311, 236.09680853045256, 0.32122145793965895, 0.12743422966340529]","[0.043969755707273975, 0.029481206506956664, 0.0380704618621864, 0.05607033415232737, 0.04547623296696248]","[0.0019095668213621006, 0.006835929064635931, 0.01177075094474079, 0.007842790698440667, 0.008829524625792642]","[0.004289241767034422, 0.004536134265992464, 0.008917717793938412, 0.007305532482891689, 0.009178000349660341]","[0.004249490282685854, 0.005191338545383493, 0.004755834888581251, 0.05158296371089515, 0.011410898736482773]","[0.07646374269107184, 0.0214066093276808, 0.1037147406620327, 0.007031793922281291, 0.007290263853574593]","[0.07675478188885605, 0.18498333028379085, 0.27233710106651865, 0.07935628841438519, 0.08719681114273607]","[0.002108962357954928, 0.0057040225556146944, 0.007332691002643695, 0.005901893333516405, 0.01172401002287802]","[0.0018224912074353598, 0.004939418083960728, 0.01165535555989912, 0.0034597387319959907, 0.006397617501016715]"
DOGE,"[0.0015135597114615679, 0.0016095037463116904, 0.001968836583706699, 0.0026282921567589864, 0.002147789239252536]","[0.0019806906936273615, 0.002176023145803117, 0.002205370632255296, 0.0024793463218487554, 0.0019637278600960215]","[0.0020145932328946813, 0.002260300503229663, 0.002139472419296684, 0.002512381087764063, 0.002050263188432169]","[0.0007859783727647261, 0.0016655900615476602, 0.0017942669547846698, 0.0020118515494697395, 0.002264047171334702]","[0.6052026854781384, 0.0007784452975951554, 0.06543756992630514, 0.026175655098323217, 0.03685414033392144]","[0.0023388162629689084, 0.0017137854002557706, 0.002620088984652079, 0.0012446058532045307, 0.0018404623564847243]","[0.007113832456425198, 0.015275264927914754, 0.005046159424825443, 0.007898429760602453, 0.025726489694356872]","[0.002869358147877321, 0.0031589094757148673, 0.0016430973273384743, 0.002885156374443332, 0.002112233685252479]","[0.003616188914524761, 0.002461770361111631, 0.008074104628735321, 0.0015802945755366844, 0.010971979937171528]","[0.021316810753276294, 0.0046295979881694985, 0.0007061655627403296, 0.005433304523262461, 0.003083498352288228]","[0.006680660180928718, 0.013689299963105545, 0.026944740346199945, 0.023818686866824423, 0.019590547855426927]","[0.0013569650626639245, 0.0008591354694487816, 0.001886274555570887, 0.002593967683085705, 0.0024326505843976515]","[0.001416880794612903, 0.0007593298099694829, 0.002144972783615892, 0.002200469101074499, 0.0016176519737765042]"
MATIC,"[0.012901218520523266, 0.01628701747820969, 0.031466932269934564, 0.015240300803907788, 0.030905539026672823]","[0.011913719928488683, 0.014798403159120949, 0.026732131451849217, 0.017150688694808826, 0.03375311738152079]","[0.011476014049676957, 0.01512754529810413, 0.02706477940909314, 0.017354321409570876, 0.033461840352533495]","[0.014552320658446036, 0.007662535743444492, 0.029985851651395, 0.014325566023305316, 0.028381709892657803]","[0.3631131013755571, 0.8075488425692625, 0.22954633090227405, 20.90034791447659, 0.626604083927402]","[0.007564761161201965, 0.015774128997485017, 0.02225339865713828, 0.018093733959960605, 0.0367888360353734]","[0.006797295635755694, 0.014860553369060078, 0.013301995994345972, 0.0233439358295971, 0.023435875724115228]","[0.2609763944181617, 0.12881434999588925, 0.06884451460460544, 0.0821022742899589, 0.16002705043123674]","[0.0091948334781164, 0.04977097515258804, 0.0071641510352961684, 0.010368198219082702, 0.17951161898195153]","[0.3528445249959634, 0.026739122982217475, 0.5469579246874524, 0.01359172591086435, 0.05598733869914131]","[0.008884352996046075, 0.09210922744934529, 0.029548001387789184, 0.032086195230819924, 0.04030066164378729]","[0.01699757062972962, 0.012225883174762267, 0.022496560612298176, 0.016350642885383966, 0.035752910865789155]","[0.01097345432666815, 0.011719617044244577, 0.02493167006741302, 0.014480567336930766, 0.024275742089286807]"
LINK,"[0.08609894906855295, 0.11315488133643108, 0.2338084504713121, 0.08954892466821435, 0.21473279228880432]","[0.05793641202787654, 0.08692985298820358, 0.15351356825873821, 0.09994074489416425, 0.2570561897504071]","[0.05793501800022846, 0.08714910396899335, 0.15550770414616047, 0.10011204486992621, 0.2565632397864872]","[0.08785643993831774, 0.040281240558753775, 0.15790587408532528, 0.09613581067154552, 0.14441509300003544]","[97.95966498416439, 1.9708736456416192, 76.4384181488414, 40.07838517470294, 2.2421950640278854]","[0.07868230162872487, 0.19007409089893146, 0.20527518470046163, 0.10658061071426313, 0.4839209505553033]","[0.17284531941229891, 0.1686716763007772, 0.05309838329579765, 0.10105315545278892, 0.14415567766527673]","[0.08533421978405238, 0.10486131028254063, 0.127354399297252, 0.39958142179188866, 0.2890016533010082]","[1.6523551087773816, 1.5405127440161377, 2.3627913118687323, 0.12451379549043654, 1.566342414181561]","[2.3176837227900533, 0.21295537288634908, 2.060388204486697, 1.4829792335759662, 0.25724382738982227]","[0.46465162090865325, 0.49506181261695775, 1.0650546719230092, 0.13115003006615794, 0.5495451005845595]","[0.09216680884822404, 0.08217435252443647, 0.1235441559258207, 0.08682364025546502, 0.2590419088360585]","[0.05602604193054559, 0.0623510814423126, 0.14683612141691083, 0.09604582749094727, 0.16296170938143495]"
ETC,"[0.14657777098426406, 0.2941986904936999, 1.1030187414500958, 0.5355982738324394, 0.39458957400569405]","[0.13773057572340439, 0.2799359630731727, 0.3350398270088816, 0.43946676078809893, 0.43232684521858306]","[0.1283058996615493, 0.2767891434744478, 0.33328321263410965, 0.4592381400660347, 0.41573620557804936]","[0.15692988751959447, 0.2267011657807308, 0.834393429451839, 0.814769533535237, 0.35189379170032276]","[0.9017123806296629, 242.7088971789672, 5.632158251390849, 1.9215044192192405, 7.469424066399743]","[0.20169168450365374, 0.30062624417804934, 0.3193192270029252, 0.26398885531560423, 0.4216693755492464]","[1.3903191661244547, 0.3199302627089123, 1.8746164974665307, 0.8658277079184105, 0.5203010854765219]","[0.21729594693275356, 0.3709240241486851, 0.6108407445116166, 0.45357434787505135, 0.6964510467171872]","[1.0734722129186776, 0.2991147791218064, 3.988049003722339, 3.865364931020679, 4.075973718427135]","[3.706300850557579, 0.4515839714373858, 1.5675559892615327, 0.49032543482739965, 0.5787596036066355]","[2.289172642376589, 20.560786138271, 4.815025192784457, 10.52105266312572, 4.832889039930681]","[0.17115844895309965, 0.2594358194713879, 0.32264864792523634, 0.5357942948248805, 0.3853134961960265]","[0.1223650664519266, 0.2088810787526588, 0.39132574545836346, 0.3889053327375019, 0.4124769402738405]"
XLM,"[0.0008273257651364296, 0.001402041943291949, 0.0022094074926566226, 0.000864348385322299, 0.0022291389283596364]","[0.0008899229893808369, 0.0012146953240493891, 0.0019138261920717335, 0.0008147701600688706, 0.0018073261858817511]","[0.0007473398556456474, 0.0011985628982626123, 0.0020006221837224093, 0.0007830901538361234, 0.0018285484536682969]","[0.0006973521661149476, 0.0009662741593806427, 0.0024875014528148247, 0.0009063037310150034, 0.001115199213886868]","[0.0035710269655996937, 0.02989644391859742, 0.010700300290360914, 0.0005775034809752615, 0.009896786412497412]","[0.003973042582739255, 0.0017150747256420827, 0.002978289296067793, 0.003035372043091629, 0.0013661468942363748]","[0.004919146915012123, 0.0018341313515063886, 0.0007623614414696349, 0.0036131496161996373, 0.009758896677424583]","[0.001114505453296545, 0.002008026129095475, 0.001536840658948417, 0.00427759330050254, 0.00241410925565629]","[0.0007063415607847653, 0.00932301749158081, 0.0038421614138324342, 0.0051053846896325404, 0.0037689219719000138]","[0.0021784647202100268, 0.0036493486376301273, 0.05202401829507399, 0.0011092948007020741, 0.029138053316572363]","[0.10167339274334629, 0.04225662022622141, 0.04790376113092765, 0.022074241731181523, 0.0583647945096745]","[0.0011126012910778128, 0.0011223842218345912, 0.0015337867941959777, 0.0007494111779321647, 0.0020635391982431377]","[0.0006890545540631356, 0.0011702606495614858, 0.002082783706799508, 0.0008734050726192692, 0.0013952744522215455]"
