MAE,MASE,RMSE
0.03517281783699056,0.5079651813615602,0.048698011359786415
0.023578838132772145,0.3301213062883253,0.03120505707604982
0.030443351855535736,0.5090111833896117,0.04883247373358634
0.015114564871393968,0.31766562834572437,0.02226298962124631
0.018710370235358268,0.4944082879120089,0.027589390312269407
