rmse,mae,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/changepoint_prior_scale,config/changepoint_range,config/n_changepoints,config/seasonality_mode,config/seasonality_prior_scale,logdir
0.0724445952844207,0.0565903353872405,10.222902536392212,False,1,67ab3a47,2023-07-08_15-29-28,1688822968,10.222902536392212,23148,Stephan-PC,127.0.0.1,10.222902536392212,1,0.01,0.6,50,additive,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_1_changepoint_prior_scale=0.0100,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_sc_2023-07-08_15-29-07"
0.0751217759381111,0.0596736321462643,14.75792360305786,True,1,b1804dc8,2023-07-08_15-29-43,1688822983,14.75792360305786,24424,Stephan-PC,127.0.0.1,14.75792360305786,1,0.5,0.8,25,multiplicative,0.1,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_2_changepoint_prior_scale=0.5000,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_pr_2023-07-08_15-29-18"
0.0738009096180354,0.0582156977854809,12.728878259658812,True,1,bffa4c49,2023-07-08_15-29-58,1688822998,12.728878259658812,23584,Stephan-PC,127.0.0.1,12.728878259658812,1,0.1,0.6,10,multiplicative,10.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_3_changepoint_prior_scale=0.1000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_pr_2023-07-08_15-29-29"
0.0751725046818503,0.0588808225024047,14.752296924591064,True,1,9860aa92,2023-07-08_15-29-43,1688822983,14.752296924591064,23148,Stephan-PC,127.0.0.1,14.752296924591064,1,0.1,0.9,50,additive,0.1,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_4_changepoint_prior_scale=0.1000,changepoint_range=0.9000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_sc_2023-07-08_15-29-29"
0.0748407978215676,0.0584791880876179,13.18398094177246,True,1,94526aea,2023-07-08_15-29-59,1688822999,13.18398094177246,23720,Stephan-PC,127.0.0.1,13.18398094177246,1,1.0,0.4,50,additive,0.1,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_5_changepoint_prior_scale=1.0000,changepoint_range=0.4000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_sc_2023-07-08_15-29-29"
0.0724870662357348,0.0598975527061703,28.34205675125122,False,1,18ac22de,2023-07-08_15-30-14,1688823014,28.34205675125122,22248,Stephan-PC,127.0.0.1,28.34205675125122,1,0.001,0.8,25,multiplicative,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_6_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_pr_2023-07-08_15-29-29"
0.074960877034269,0.0595258088094655,12.75988483428955,True,1,d4fe1793,2023-07-08_15-29-58,1688822998,12.75988483428955,23776,Stephan-PC,127.0.0.1,12.75988483428955,1,0.5,0.6,25,multiplicative,0.01,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_7_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_pr_2023-07-08_15-29-29"
0.072345742456856,0.0561539098165941,15.146445035934448,False,1,531895b4,2023-07-08_15-30-00,1688823000,15.146445035934448,22176,Stephan-PC,127.0.0.1,15.146445035934448,1,0.01,0.8,100,additive,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_8_changepoint_prior_scale=0.0100,changepoint_range=0.8000,n_changepoints=100,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-29-29"
0.0777084764663261,0.0625710100160581,14.58829665184021,True,1,fa6e0020,2023-07-08_15-30-00,1688823000,14.58829665184021,17072,Stephan-PC,127.0.0.1,14.58829665184021,1,0.5,0.4,100,multiplicative,10.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_9_changepoint_prior_scale=0.5000,changepoint_range=0.4000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_p_2023-07-08_15-29-29"
0.0724357501783782,0.0566503323918374,14.209527730941772,False,1,4fa29be8,2023-07-08_15-30-28,1688823028,14.209527730941772,23148,Stephan-PC,127.0.0.1,14.209527730941772,1,0.01,0.9,25,additive,0.1,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_10_changepoint_prior_scale=0.0100,changepoint_range=0.9000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-30-14"
0.076557613175554,0.0602213697072065,15.658100128173828,True,1,a056eee1,2023-07-08_15-30-46,1688823046,15.658100128173828,24588,Stephan-PC,127.0.0.1,15.658100128173828,1,1.0,0.6,10,additive,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_11_changepoint_prior_scale=1.0000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-30-14"
0.0696047712933434,0.0567593034149433,47.91023778915405,False,1,792bef47,2023-07-08_15-31-18,1688823078,47.91023778915405,25308,Stephan-PC,127.0.0.1,47.91023778915405,1,0.001,0.8,50,multiplicative,0.01,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_12_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_p_2023-07-08_15-30-14"
0.0740517237970357,0.058404235057677,15.848235845565796,True,1,dc65aa9c,2023-07-08_15-30-46,1688823046,15.848235845565796,24828,Stephan-PC,127.0.0.1,15.848235845565796,1,0.1,0.6,50,multiplicative,0.01,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_13_changepoint_prior_scale=0.1000,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_p_2023-07-08_15-30-14"
0.0748718781220468,0.058596652072293,15.629092931747437,True,1,862a2b89,2023-07-08_15-30-46,1688823046,15.629092931747437,25136,Stephan-PC,127.0.0.1,15.629092931747437,1,0.1,0.8,10,additive,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_14_changepoint_prior_scale=0.1000,changepoint_range=0.8000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-30-14"
0.0730572150922982,0.0569411357255798,15.619091749191284,True,1,e0e38bcf,2023-07-08_15-30-46,1688823046,15.619091749191284,25144,Stephan-PC,127.0.0.1,15.619091749191284,1,0.01,0.4,25,additive,0.1,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_15_changepoint_prior_scale=0.0100,changepoint_range=0.4000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-30-14"
0.0850133059323737,0.0659367044164115,17.789493560791016,True,1,9f4e3236,2023-07-08_15-30-48,1688823048,17.789493560791016,24940,Stephan-PC,127.0.0.1,17.789493560791016,1,0.5,0.9,100,multiplicative,10.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_16_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=multiplicative,seasonality__2023-07-08_15-30-14"
0.0708748256550058,0.057414365660378,17.78000235557556,False,1,a0f8014e,2023-07-08_15-31-08,1688823068,17.78000235557556,21852,Stephan-PC,127.0.0.1,17.78000235557556,1,0.001,0.8,25,additive,0.01,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_17_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-30-32"
0.0753618399887029,0.0606056938186742,10.33786964416504,True,1,7f597145,2023-07-08_15-31-29,1688823089,10.33786964416504,23148,Stephan-PC,127.0.0.1,10.33786964416504,1,0.001,0.8,10,additive,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_18_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_s_2023-07-08_15-31-18"
0.0775061518114807,0.0628252302236077,369.4003882408142,True,1,1bed2f7b,2023-07-08_15-37-39,1688823459,369.4003882408142,25512,Stephan-PC,127.0.0.1,369.4003882408142,1,0.001,0.8,100,multiplicative,1.0,"F:\GitHub Large Projects\Crypto_Forecasting\ray_results\Prophet_ATOM_1d_0\Prophet_19_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=100,seasonality_mode=multiplicative,seasonality__2023-07-08_15-31-18"
