,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.0005970552877443986, 0.0004908347867963419, 0.0005193310612255001, 0.0006041932733902136, 0.00032511543629379456]","[0.0008748019867284818, 0.0012928170419193965, 0.0006212412866696928, 0.0008032129555222288, 0.00048421415007075477]","[0.0007170053557526502, 0.0009211645531866402, 0.0004761742014246547, 0.0007368585367456482, 0.00037638886713731856]","[0.00048099354955502175, 0.00047041144887532954, 0.00038846727592216915, 0.0004136163915518682, 0.0002273768962569676]","[0.0005491965236024629, 0.00065157565777461, 0.0004943957296556674, 0.0005036568317647464, 0.00044053658271359753]","[0.0004693009615879376, 0.0005033806672323628, 0.001175815438562775, 0.0012619206501687018, 0.0004906288160332439]","[0.0004693009615879376, 0.017243688663316506, 0.0180088266190597, 0.010773915886904586, 0.005218188475311285]","[0.0004693009615879376, 0.001853257989878862, 0.000660642221092792, 0.00037425637024609464, 0.0002462296382830734]","[0.000638645625076468, 0.001969626867676033, 0.0005043306691122008, 0.0008475291300745445, 0.00035338928895292746]","[0.4511711560510543, 0.3697044765745269, 0.3287357070902424, 0.45769670384942684, 0.33319116937586163]","[0.0005532955929518407, 0.0008562394418082563, 0.0005018905508394345, 0.0004790287903202608, 0.0002621113165328236]","[0.0006949721459048724, 0.0007401764994163902, 0.0005026799027816152, 0.0006092223163315755, 0.0003148105480483422]","[0.0006906731780024091, 0.000739742258271116, 0.0004935522625989483, 0.000610366070998154, 0.0003202950273040253]"
ETH,"[0.0012882533553493008, 0.0009184001322210644, 0.0009400781325673411, 0.0011992233369937059, 0.0006268027524472247]","[0.0013935884328082776, 0.0009861636560927402, 0.000974688853469317, 0.0014229607872364148, 0.0008247427327535703]","[0.0011512286163125479, 0.0009106118861634289, 0.0008688077612103778, 0.0011652680782056788, 0.0007362347574918481]","[0.0007482821908903484, 0.0009585165480004935, 0.0005762490186527234, 0.0007643555035609296, 0.00036327019689293307]","[0.0008475456303639933, 0.0012458569697995307, 0.001374110672424179, 0.0008733370806104599, 0.0004681389026516884]","[0.0007204415435173369, 0.001529366537457252, 0.000544820232231634, 0.0006938420190309837, 0.0010339529619631518]","[0.0007204415435174109, 0.0011618689000835979, 0.004241876808425268, 0.0012066603238941162, 0.0011138297051858524]","[0.0007204415435173902, 0.0014722611220689432, 0.0005545555436323687, 0.0008794516215803365, 0.0010229202209318818]","[0.0010103639310386856, 0.001371102476915249, 0.0007368922737212536, 0.0011778934261861642, 0.0005540136563562928]","[0.147625256786812, 0.22747129001044772, 0.20508398934916458, 0.2995495527335362, 0.23392730782827753]","[0.0008645743451363926, 0.002437445525452112, 0.0009068093295982066, 0.0010226577506186154, 0.0007985385039718345]","[0.0010719085564113565, 0.0014121163603938226, 0.0007374352321134338, 0.0011087492402388588, 0.0004865245999426734]","[0.0010620917702704356, 0.0014224744211362487, 0.0007200248179160276, 0.0010805048147883398, 0.00047390815106785033]"
BNB,"[0.0006264654137096576, 0.0005328911603624394, 0.0006442309893389895, 0.0007671292541205022, 0.0004749228764441266]","[0.0007368477229664048, 0.0006077088379586509, 0.0006694681324814853, 0.0007838070953110023, 0.00047752876384026834]","[0.0007034917506244757, 0.0005484214323898897, 0.000662039091125473, 0.0007574346265798333, 0.00048545534778777187]","[0.00045494500886588264, 0.0004115416557293497, 0.0004500943099380152, 0.0005134107416184274, 0.0003267833911500288]","[0.0005185319104284781, 0.0023470133409424225, 0.0036087849826452367, 0.005634864158110698, 0.0018082750677228274]","[0.000440486903226012, 0.026854721468548615, 0.019381336632193203, 0.022136032567308783, 0.0012474957469150894]","[0.00044048396888750303, 0.0004383740993592498, 0.0004477557909108474, 0.0005244025242423108, 0.0009029008564809114]","[0.0004404839688875426, 0.0018452122032649027, 0.0005035906944640721, 0.00047620480465835084, 0.000973064797714086]","[0.0006071606822441906, 0.0019549673362322753, 0.001035651054748714, 0.0007529755216160801, 0.0007494506761389567]","[0.09358743833290398, 0.060548256857228366, 0.0700013945979779, 0.07116335283782055, 0.07401869715645724]","[0.0004686393736352904, 0.0004509244768250334, 0.0008870021869864354, 0.0007901926014610434, 0.0003979989128599039]","[0.0006227836628497542, 0.0006324202228640182, 0.0006255515665555637, 0.0007527047129518178, 0.0005020748366199307]","[0.0006317485761588703, 0.0006410764787609101, 0.0006227671858167858, 0.0007418944887893738, 0.0004885908059736548]"
XRP,"[0.0019462656554100207, 0.0009632072681435102, 0.0009296252846045682, 0.001112865951806587, 0.0006853441599150512]","[0.0017473120723064154, 0.0006726768917746503, 0.0006367046377290629, 0.0010726924288850623, 0.00044828790887434396]","[0.0005169947613889746, 0.0007958287960331532, 0.0006370401498616646, 0.0010732875474382935, 0.000448522186497658]","[0.0005344811666777597, 0.0006805822210991885, 0.0006006469879134724, 0.000981964364944812, 0.00043305194043509514]","[0.0005622578871738637, 0.03909744453979055, 0.02022741634782753, 0.08582455229922561, 0.013746814815675022]","[0.0005266857180559407, 0.0008901839960802309, 0.0007499916617769977, 0.0011409730387118297, 0.00045680366662237523]","[0.000516483959297347, 0.0007670606308984717, 0.0008306385015317844, 0.0010542660773994524, 0.0004977866974601421]","[0.0005178646248036313, 0.0021286313451371166, 0.0009370169862626069, 0.0013727788950647904, 0.0007557937163943854]","[0.0005379403066449552, 0.0012958404000322028, 0.0010686129315346565, 0.002375120759161422, 0.002630416049489297]","[0.022051608126040068, 0.021614466744357998, 0.022167181876560096, 0.014099082089408813, 0.014485282913804402]","[0.0005546132461427619, 0.0007992701832084677, 0.0006972937470391006, 0.0015833766147056853, 0.0011264008255680062]","[0.000889417510895517, 0.0010017059828648601, 0.0007910822267140759, 0.0013769974269707062, 0.0005587067310950456]","[0.0008826488846696229, 0.0009892133139398841, 0.0007735444173662815, 0.0013605944612361785, 0.0005572741248329861]"
ADA,"[0.0012933646643944513, 0.0007537779971851356, 0.0010960932167661684, 0.0012781446550750124, 0.0009807842255176583]","[0.0007710626197937816, 0.0007833642196814883, 0.0008194483431314038, 0.001207333993180524, 0.0005857860358036195]","[0.0007710626197937816, 0.0007668600964316181, 0.0008744584310688458, 0.0012083458765322066, 0.0005829407624273594]","[0.000785947503389489, 0.0007568435965044319, 0.0006989456501839684, 0.0009558486088517309, 0.0006046874074513757]","[0.0007801876017577323, 0.015184124449895964, 0.0033492771865803804, 0.020095244410746855, 0.0006895522319664949]","[0.0007705782320848095, 0.0007414424101261591, 0.000772625486627407, 0.0014996138400064636, 0.0006026658910255825]","[0.0007699704676568149, 0.0010348557897751254, 0.0009028499808413742, 0.0014873743577683066, 0.0005841234539079268]","[0.000770400101145178, 0.0007877507743001079, 0.0006928315586549475, 0.0013174610857662574, 0.0005996703703767457]","[0.000809679544416382, 0.0009722933080122527, 0.0016522727782384823, 0.001089318000001537, 0.0005914836527053497]","[0.011561090661512088, 0.017772119336562114, 0.016047287404336735, 0.013633115616353168, 0.011424167276424122]","[0.0007727043150054733, 0.0014761650845033624, 0.0017975405492288116, 0.0011847054456700925, 0.00499158925054161]","[0.0010525625311385474, 0.0010133304545892397, 0.0009364735446110554, 0.0013495940504185044, 0.0008651071668412098]","[0.0010266060984253779, 0.0009939106568277053, 0.0009686359953702876, 0.0013617619357012894, 0.000875097327521877]"
DOGE,"[0.0021533763624610965, 0.0012046354233038884, 0.0016790155078427545, 0.001451545594118218, 0.0011641732052213103]","[0.0008991517352968058, 0.0008301583214093517, 0.0011647415384794205, 0.0011932925901210663, 0.000546383948323016]","[0.0008991517352968058, 0.0008303416551163118, 0.0011586285996593676, 0.0011951421117961266, 0.0005462637347462843]","[0.001985029574131888, 0.0008212768444328699, 0.0011056016615850642, 0.0010689030585450767, 0.0006066988109345165]","[0.0010061882083480837, 0.012488953786320983, 0.012249222117957599, 0.02084986119704629, 0.03428612418773305]","[0.000899167076563783, 0.001666715987677161, 0.0014539575251819304, 0.0010754166171612484, 0.0009322931299519219]","[0.0008991906309444158, 0.0008244298894047872, 0.0010700010724379587, 0.0010346452142965122, 0.000576780854121017]","[0.0009009846674501661, 0.001056020171394497, 0.0010693446573207216, 0.0010992975025099884, 0.0008353023773098556]","[0.0008992793571960049, 0.03314744409932323, 0.004464203592249507, 0.008884911685192058, 0.00707202485900282]","[0.10083089312733404, 0.19713543264569905, 0.12506740421726267, 0.09361510016372379, 0.20865537274406606]","[0.0008984590174199143, 0.007791485759371021, 0.008197027505804075, 0.001280466724613311, 0.002608476628061722]","[0.0012819928558852624, 0.0009853249655649185, 0.001625816213752399, 0.0015217386740031024, 0.0007001735582326543]","[0.0013183630015830515, 0.000995993897746357, 0.0016314296220694953, 0.001513769962340254, 0.0007026929189065633]"
MATIC,"[0.0010745758196876736, 0.0007972900498649768, 0.0009826675788146035, 0.0008514715876924168, 0.0007665065592629605]","[0.0006283694927285681, 0.0006685806880755466, 0.0007060710319111383, 0.0009393962309415015, 0.000542439465876537]","[0.0006283694927285681, 0.0006322438210595706, 0.0006917799632250797, 0.0010028191397397602, 0.000513143226316837]","[0.0006487315722105839, 0.0006319017934848802, 0.0006858682706636352, 0.0008130745197094429, 0.0004556075760036313]","[0.0006335682565543662, 0.003637000274460105, 0.005270357924052463, 0.010418082767611305, 0.0010559934847645949]","[0.0006324498166757312, 0.006238681297701732, 0.001614946780591308, 0.005971074000752072, 0.0014561341225279472]","[0.0006282814691238567, 0.00063412273046919, 0.000905764431244935, 0.0008352809950407052, 0.0006496100125848573]","[0.0006452350016120522, 0.0006467728027842566, 0.0007149134645971732, 0.0009998657514351215, 0.0006226106343773189]","[0.000788609183795512, 0.0007553571255195161, 0.0007045573259474595, 0.0008669305358024629, 0.0008502531039975869]","[0.015434769851170784, 0.010410811622788738, 0.018237393257936507, 0.003931002589347329, 0.014760992047930348]","[0.0006490521169034057, 0.008071880783345727, 0.008157088470220456, 0.0008681504294878891, 0.0035981841961732586]","[0.0010645693610744462, 0.000965185698414403, 0.0009011641188541512, 0.0011845578957211424, 0.0006327563129157188]","[0.0009821207161929539, 0.0009642786060592028, 0.0009099624119861677, 0.0011671745227195718, 0.0006244687685087376]"
LINK,"[0.0012931810794492482, 0.0013281348050884173, 0.0012200241781938719, 0.001606881639119359, 0.0008027728813939796]","[0.0016415115733825697, 0.0010226646095099507, 0.0007942283950406095, 0.0013985760469818187, 0.0005429742005084756]","[0.0011340642470418444, 0.0008758238252335985, 0.0007959679454369741, 0.0010442460385563226, 0.0006350217023469732]","[0.000997157866363165, 0.000913198098725274, 0.0006698523847509997, 0.0010811308369663337, 0.0005401176593568873]","[0.0008418210605546195, 0.0016131530034664196, 0.0008365711534886721, 0.0011243647025316198, 0.0024604126845711657]","[0.0008297875781140101, 0.0008840735221838865, 0.0007791043135052089, 0.0012977406355560977, 0.0005510432310845483]","[0.0008297850823225913, 0.0008371958629391382, 0.0006877882621863368, 0.0013719872204523335, 0.0005267122622158428]","[0.0008294242203687171, 0.0008655042029533754, 0.000793696761979911, 0.001187377862344337, 0.000547837650022975]","[0.0011190879605442426, 0.0011785418345187442, 0.0008637342148180969, 0.001644315263506526, 0.0007109162828739752]","[0.02841330727438486, 0.030782859107888937, 0.028643945177677054, 0.04631338537642275, 0.021129464052335116]","[0.0008823727066447699, 0.001588134157805318, 0.0013452826343186444, 0.0023677438066585406, 0.0014013623679707018]","[0.0011023075230447534, 0.0012527124596144424, 0.0008654591385688191, 0.0016435818492944003, 0.0006730396709133044]","[0.001137465069780259, 0.0012726412783631012, 0.0008819433804654212, 0.0016184415203558836, 0.0006743900985259774]"
ETC,"[0.0016264787535605943, 0.001171471423404354, 0.0011582542389574173, 0.001037262443834047, 0.0009432923887595996]","[0.0013098546581454924, 0.0010099645542819642, 0.0009962235548166953, 0.0009418988098339845, 0.0008362294116604652]","[0.002049899991030162, 0.0007936681013264403, 0.0008621950375274842, 0.0010157565755750813, 0.000849334945787118]","[0.000838924085685681, 0.0007908497520116213, 0.0008250255699670328, 0.0009862009625235938, 0.0005351132006820728]","[0.0008376038071744154, 0.0015809632324860967, 0.0012540213670543822, 0.0009391365016399703, 0.0008375944059390588]","[0.0007970671800726311, 0.0016173456387036714, 0.0013435148604539146, 0.002042374286584664, 0.0005929974977342376]","[0.0007970185112850292, 0.0009056415160150576, 0.0030982491683447964, 0.00213277389283834, 0.0007366001721072626]","[0.000797073271140561, 0.0022455937715610587, 0.013821074906862563, 0.0024857615932793887, 0.0005738239536104243]","[0.0011384930655824344, 0.001128615459281185, 0.0013080768538236108, 0.0014689628291709067, 0.0007097118689854307]","[0.12332314445058408, 0.1704486306251109, 0.17022156810813188, 0.09738138476622091, 0.08347528319123625]","[0.000870707388202054, 0.0012405504414549017, 0.000906217965283968, 0.0010565767060648405, 0.0005826089469514721]","[0.0011678662963592115, 0.0011554161342314684, 0.0010761056828160309, 0.001499126050084539, 0.0007181920739825659]","[0.0011938712067896874, 0.001151722036253411, 0.0010839690746956754, 0.001500551694809061, 0.0007031713258924318]"
XLM,"[0.0014810900427540102, 0.001320913768408255, 0.0009547515175221462, 0.0009790978525055422, 0.0009127310297946613]","[0.0007844534013153992, 0.0007940148312317601, 0.000711102876490147, 0.000977694179305173, 0.0007417801300086341]","[0.0007844534013153992, 0.000800863727437837, 0.0006875578857434872, 0.000989027996809726, 0.0007288157616117056]","[0.00083011924359712, 0.0007859935538154075, 0.0006736581873539763, 0.0009035823884391618, 0.0007372566781003242]","[0.0007836719882895795, 0.013448136634129072, 0.006528292138610543, 0.012641239326499179, 0.026553908176001527]","[0.000783941125684709, 0.0007843701059539099, 0.0024983703394765733, 0.005275983826987694, 0.0043735534665926565]","[0.0007844709592768427, 0.0011496024270011126, 0.0006824246561299037, 0.0011383898683707205, 0.0007311149226148561]","[0.0007844570428961023, 0.002042980680121043, 0.0016949686078428909, 0.0012520759271853726, 0.00102419163360721]","[0.0007647664874189749, 0.0009215018369700222, 0.001218546555700763, 0.0013497481119209883, 0.006085111067363395]","[0.03097105697671183, 0.08462982890680992, 0.052974822159472246, 0.02994238732591997, 0.03591626050910122]","[0.0007844120449754751, 0.0022483167482520838, 0.0008743270544802271, 0.001257168258753212, 0.0013047314798072713]","[0.0012244320065290843, 0.0011471702436468222, 0.0008783588631446795, 0.0012349139179321327, 0.0009729024999147453]","[0.0011963866485575237, 0.0011366348622892676, 0.0008657572314680526, 0.0012040359419411219, 0.0009617557947442805]"
