,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.017159029193272477, 0.01545508617214279, 0.016504110238394668, 0.029466141230328837, 0.017498031496770046]","[0.017053729084013737, 0.01621764041630999, 0.0213524559323356, 0.032005312218921035, 0.018624165684635298]","[0.014521702391834118, 0.016709527561467586, 0.018084938419277823, 0.028145518364331282, 0.01646411780675915]","[0.015285401417005911, 0.014556117160424644, 0.013902550763935298, 0.024432941279326634, 0.012864290637190115]","[0.015217015797752646, 0.01911526068868233, 0.01672670495589036, 0.025386517488950187, 0.014899411774059883]","[0.013311102985119767, 0.014202439551289454, 0.013037248285172921, 0.02334472958296539, 0.012637587941454254]","[0.013311094617189876, 0.014306769980756803, 0.013298431109484692, 0.023636108809752778, 0.012099631225934392]","[0.013311103043271773, 0.014195905879173977, 0.01305380051479909, 0.023526830220980535, 0.012113746178120827]","[0.017044681723449813, 0.019100181100491175, 0.016779090496081617, 0.031185840754619845, 0.016644340821265136]","[0.10642381757716969, 0.0712684484223905, 0.09295008537595506, 0.0868812145030287, 0.10676229688190506]","[0.01567937889058597, 0.017845580215923584, 0.015374544135146504, 0.02632196627784933, 0.0154124730417204]","[0.017781214971924874, 0.021346486778668083, 0.019021569588825674, 0.03311420940048342, 0.018139084442133024]","[0.017878408126639603, 0.021654518996166983, 0.018644675516553404, 0.032050675787737376, 0.017850532100079978]"
TRX,"[0.016661120098781484, 0.011442380987338385, 0.009019771565567089, 0.028834049300910537, 0.01189454242419336]","[0.012038610168398453, 0.009267738798818622, 0.010962619176628422, 0.02699580394896557, 0.00812775699166879]","[0.013844977377608154, 0.008958873098725192, 0.010546899455397324, 0.03009133070293733, 0.00978214965567781]","[0.012421002765149316, 0.009282483130310576, 0.008562006076099776, 0.02262528366478341, 0.007828274114911106]","[nan, 0.00995964195309199, 0.0931913453636159, 0.023265952242500713, 0.04706136235337076]","[0.01207032295248435, 0.01076300799607295, 0.00979346437074277, 0.022600491501259676, 0.008220028477292108]","[0.012038926436573713, 0.008958195699989511, 0.01054111627792806, 0.02297774709340883, 0.008107902305279002]","[0.0119882788797527, 0.009070218894412762, 0.009405808333508143, 0.024695440380673714, 0.007528916961602239]","[0.011644111899670332, 0.009117656253626323, 0.010980275681914314, 0.027612095213880757, 0.009136832209443464]","[0.09322854626565404, 0.0974997573023927, 0.11976293218617243, 0.39980646723405144, 0.17636534962877345]","[0.012355616915143227, 0.018996956960334044, 0.05086105301599591, 0.03951710734059952, 0.010475030136236272]","[0.014443622040263438, 0.015451071809397246, 0.01190459372352724, 0.03339039298663048, 0.011349350280220934]","[0.014698071690868111, 0.015127186275444722, 0.011921539246892135, 0.033652873054541226, 0.01091019453844199]"
ATOM,"[0.02326186920436144, 0.016112359279601095, 0.023316057131900804, 0.023787574361327755, 0.018892510939641467]","[0.02815241716983426, 0.01650212805036454, 0.02347969790853952, 0.02848471243013027, 0.02096243163978912]","[0.019118439952390192, 0.015071686264069161, 0.020431748145044525, 0.025901887377196668, 0.01616640752734645]","[0.015490542867284704, 0.015620509890738411, 0.014384032914577542, 0.020275016904928084, 0.011641778490161675]","[0.019588123106335963, 0.02005554086157947, 0.019673484140372472, 0.027793684753595893, 0.015971643029982958]","[0.014840762704054577, 0.015060949131537856, 0.015886710416500326, 0.020778467471163724, 0.01125117690176744]","[0.014841659713104955, 0.01709027387409051, 0.01498504289422863, 0.019416758992389444, 0.011104606689475462]","[0.0148410571092366, 0.015077037130712961, 0.014352962948229972, 0.019392054677538826, 0.011525272496412522]","[0.019988989856379372, 0.0206750102576449, 0.01877133566665884, 0.02805350638288276, 0.01644731043327853]","[0.16374970829332486, 0.1604134364269789, 0.14949353048705916, 0.14281950455123685, 0.1343974567765588]","[0.0169901248764774, 0.01685516521282573, 0.015228359985584694, 0.021595350708725567, 0.012472014436720783]","[0.02091656619974713, 0.021277244925726746, 0.019294187427867475, 0.028344537573311727, 0.016790520716484687]","[0.020426618216571015, 0.021694280619129785, 0.019726669675987674, 0.028583021497765152, 0.01643830332072743]"
XMR,"[0.01392729785019688, 0.015580768423082179, 0.016970071564076795, 0.019701471783274385, 0.014100669293241646]","[0.014851315746151872, 0.017550014898510217, 0.01742719300328574, 0.01999902467471499, 0.015906127469083736]","[0.013733523156400416, 0.01558839155208764, 0.016156660557394033, 0.019336079559952882, 0.014195175551350196]","[0.013178779231469331, 0.011407844764854755, 0.01087877108333941, 0.014596279900531452, 0.009807025794835144]","[0.015630896793942545, 0.013170945796359357, 0.014460110229370462, 0.018665110004822513, 0.012068045094032297]","[0.013109577536993025, 0.011139940842773323, 0.012456418537194322, 0.014364006975082185, 0.009421515021533317]","[0.013147170389758489, 0.015384633181160564, 0.023571056441657384, 0.01597139159854629, 0.015415684379335493]","[0.013109577974300337, 0.011181223677263902, 0.010741868730508454, 0.014216608748400467, 0.009627403475092]","[0.01781416850475922, 0.014139647772273205, 0.013663772703760593, 0.018799836046751298, 0.013694365969556265]","[0.04122694680257982, 0.042673452316651615, 0.06548238523514076, 0.04524481478542924, 0.044633222836745236]","[0.015000831459738555, 0.012751695937242732, 0.012481401117433734, 0.016844680544181544, 0.011446805290064062]","[0.017907947340624522, 0.015492915626433646, 0.014963948147068596, 0.0210806128354084, 0.013953613183988913]","[0.017693362707131403, 0.015657460935104384, 0.01528891216256272, 0.021172489588844816, 0.013601175208126707]"
VET,"[0.01724766828560738, 0.016648115638954658, 0.025358028531092175, 0.03222204943672547, 0.01698182630726591]","[0.013971269668589673, 0.017490204278346223, 0.025082615584402126, 0.03506382856450096, 0.010586711727087814]","[0.013971269668589673, 0.01776425701984765, 0.02329582821383136, 0.02686206903075991, 0.011621788523398313]","[0.014605450579276388, 0.018210551534680264, 0.0249089611200301, 0.022242138253938205, 0.023669339148352182]","[nan, 0.016550721876191603, 0.04742102569756628, 0.05763791564910687, 0.034250928307142464]","[0.013953789632323983, 0.04177623778403498, 0.02951520970020338, 0.04167787379144537, 0.015421558781158218]","[0.013996845822860846, 0.017717363176470925, 0.02350311582998845, 0.02695195131321825, 0.01287399694923337]","[0.013963057890704131, 0.018774934266263924, 0.02454023389297889, 0.026340153228224233, 0.012247149414182043]","[0.013672817090559713, 0.038520279237484745, 0.03612956999114713, 0.02216096675817379, 0.018260030868601042]","[0.23086181090559227, 0.49081516577274986, 0.2712322025467986, 0.5656578547787241, 0.23402522255534236]","[0.01393073465521028, 0.017289519232850853, 0.03557550197849843, 0.027644349981684455, 0.05506290176107871]","[0.018732965207287254, 0.024699512564569304, 0.033321393960579246, 0.03004864870593843, 0.015088356019499774]","[0.0180666991302809, 0.024702818737657332, 0.034159042448590395, 0.030438315168737032, 0.014964218229304395]"
ALGO,"[0.0235062440063209, 0.019893427451526103, 0.023789164217541854, 0.02728872641089917, 0.019587915121575993]","[0.026458240095564963, 0.01972628110592105, 0.022573181099920455, 0.02962381228446653, 0.018746799497385273]","[0.014908758254395884, 0.024264636498598748, 0.01631044738921685, 0.023320981746690544, 0.013591827521818452]","[0.01643583419137484, 0.021516889048795524, 0.018037773603078604, 0.021970612639901712, 0.014801955583848801]","[0.01554421990100232, 0.020493463245631043, 0.019227473948243014, 0.039860543761395556, 0.06335898791501048]","[0.014901146678996688, 0.026444581445423658, 0.01647493119816341, 0.024580930863438516, 0.01383659078936299]","[0.015866360234990207, 0.022184720690905133, 0.016665383866827897, 0.0227201608066775, 0.01436339458100119]","[0.016919064711849164, 0.022115250081601354, 0.019056025200813047, 0.023019849691998585, 0.0149910434238885]","[0.015706459609849354, 0.022437081203899863, 0.02278732719674388, 0.02299274689049498, 0.015559293292369046]","[0.8832771923131488, 0.23266721238136975, 0.3403507294618817, 0.17504143755548227, 0.22770900317219672]","[0.015799868906869317, 0.020053232535997063, 0.017448754915893913, 0.02192164621105461, 0.014578088101291704]","[0.02008550440104891, 0.029624047284347893, 0.024533035964175737, 0.02919474922877487, 0.018932003507953144]","[0.01974454043941467, 0.02985404245588122, 0.024549398225152785, 0.02841856561830042, 0.018678218708385222]"
EOS,"[0.01691316777564409, 0.013970385534580904, 0.019195333521805753, 0.036271680313524575, 0.018313107062083694]","[0.016303292137666382, 0.013980345402978284, 0.019049283986852603, 0.03164839784391226, 0.017169709927315945]","[0.015397371729369549, 0.01566489178660548, 0.01936284910570901, 0.027218662281653986, 0.01409584295207931]","[0.014831838421691996, 0.014484748012268145, 0.01899593291608776, 0.020576385114597216, 0.012272176408689703]","[0.013031722630101928, 0.016263631313078977, 0.020325653413515984, 0.02401344476351642, 0.01366887176007121]","[0.011879252144241879, 0.015623305128515584, 0.019742779567298488, 0.020317674978270216, 0.01251479806084807]","[0.01183778126281642, 0.014662935065844837, 0.019510341231041235, 0.02035884536210946, 0.012872018751521212]","[0.01234548203346871, 0.014922251488693607, 0.018830556825498928, 0.021248267543654185, 0.013150774659874813]","[0.011499642886120882, 0.014871626301545697, 0.022811121821539868, 0.020987224363241488, 0.012477509542033657]","[0.12330233476588418, 0.09081814407493566, 0.12817652806759125, 0.13843028130952376, 0.0922213975189272]","[0.011530749326085938, 0.01459763284143337, 0.018620873532736212, 0.02033847389082189, 0.013014293846185954]","[0.014767570693794939, 0.02014406325405215, 0.026067976302625293, 0.027177946663609162, 0.01828057208338499]","[0.014753098506250409, 0.020825969723185133, 0.02666074122579879, 0.027544676355028448, 0.018289215228901326]"
CHZ,"[0.027338365968428608, 0.028403710395785205, 0.023686183894807616, 0.02196824102561261, 0.023675476008320123]","[0.033873447483195936, 0.033510835818892214, 0.01881809381376545, 0.017148581581422365, 0.020670431225829077]","[0.03350360853921429, 0.030994526486481926, 0.02340400567106422, 0.023721229086590735, 0.022140651533260135]","[0.019651095955724847, 0.021663339433679037, 0.01679732060016768, 0.017747370378161202, 0.014653788423790247]","[0.019506539544021474, 0.027422932643129148, nan, nan, 0.014900500302422678]","[0.018328800178818112, 0.03000239874283189, 0.016824489070045186, 0.020895162026788004, 0.015496492265416308]","[0.019271751136559455, 0.024616417468972543, 0.016083230034250245, 0.01736391728537446, 0.014163392791485327]","[0.02073287515647642, 0.022168892738957783, 0.018131977343426864, 0.018654045552718147, 0.015796566955112872]","[0.02135033595421378, 0.023776439249524692, 0.019206078464588702, 0.0181714022354098, 0.014859810333789473]","[0.4537016843957831, 0.33267971615448205, 0.29285124236887, 0.14104969907006082, 0.267243710020217]","[0.02074384611588648, 0.02279209802130843, 0.021510689498920356, 0.021761438046026385, 0.018210754717626565]","[0.025146443673402175, 0.029238770721025986, 0.024843916379986668, 0.02449774746344937, 0.02093523541885002]","[0.02515455386373808, 0.02942296391692406, 0.025033699785396806, 0.024845026588938016, 0.02066148438372029]"
IOTA,"[0.013534869538144397, 0.01644701512668867, 0.020628442622160213, 0.028361971723221125, 0.02407522918231701]","[0.022641847776893258, 0.016894150606504822, 0.020110310190742515, 0.02497748385306059, 0.01882807530919644]","[0.013245116001913927, 0.017722142467661392, 0.0162098841892428, 0.021143453879386917, 0.01247894203520867]","[0.013437433701061425, 0.017245102341859518, 0.016457614988004535, 0.018600359885780925, 0.012860037403518036]","[0.015539822233858473, 0.019259016165076002, 0.017828744855137916, 0.021033769984935287, 0.01604179452330019]","[0.013805112143966935, 0.01739790402113823, 0.01668555929961814, 0.018636614942665098, 0.013221410247530612]","[0.01324544879066514, 0.016522996012903236, 0.01715407160210844, 0.025356338664662685, 0.012475941191465294]","[0.013874305288827953, 0.01762234692994666, 0.016781562695587858, 0.018023538081661346, 0.013840954992700088]","[0.013481644668926563, 0.0211732131945528, 0.017229634718592235, 0.022610388760651186, 0.012786293350216207]","[0.2208977515751569, 0.15421767249461502, 0.21318166432647384, 0.15899255205941282, 0.10034662957314733]","[0.014324314638033334, 0.018812484957826635, 0.017255582941981498, 0.01951206203655522, 0.013214632311378715]","[0.018652514577354302, 0.022887625226674688, 0.02338250061641779, 0.025709668804144603, 0.018661571686663443]","[0.01868130253653348, 0.023092329859710964, 0.02370190532714669, 0.025620464336332697, 0.0182489174674124]"
NEO,"[0.017281147435798686, 0.01964750611016229, 0.03170590748753631, 0.04458849378891767, 0.02331023247592393]","[0.01837542587938356, 0.01958318030123326, 0.0342105139540649, 0.04773053959554819, 0.023701377074649893]","[0.017216942044641786, 0.019654214173142805, 0.03234984264223631, 0.047906629178831525, 0.023511405069542187]","[0.015699331765590224, 0.02023457464546524, 0.031973546457664426, 0.02698249641718728, 0.027658023772064153]","[0.01862294435012097, 0.02378573674425074, 0.0324503223227665, 0.031181763951420326, 0.018193389218791784]","[0.014119519480828796, 0.019471061093044934, 0.030021093304144385, 0.0588943257911579, 0.023064193922696645]","[0.014116652239217231, 0.019422871040419405, 0.02990584800813569, 0.03251591951247608, 0.01955339791023055]","[0.017493443807886772, 0.021016627745279973, 0.03151559216022245, 0.03706394533603487, 0.019524017722668454]","[0.018505030016106802, 0.029514033524738113, 0.039581612435803194, 0.036384756988878844, 0.021659661655532604]","[0.08302443781607023, 0.03683513073644744, 0.07142343131079394, 0.302469063121984, 0.12237757599080987]","[0.0162698586207212, 0.02509492269349756, 0.03209589059878672, 0.03044034066493828, 0.01814929644234019]","[0.018857583603337842, 0.029555305518375097, 0.04080006886831801, 0.03644923093879471, 0.02239540085187287]","[0.01900356232857343, 0.03035291629402964, 0.04031319929854801, 0.0366763030294405, 0.022280005244429475]"
