,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.06465824531532902, 0.05695888417545827, 0.04349363181110562, 0.0411623672747828, 0.04104507171065591]","[0.06250093022287553, 0.05521473728222639, 0.042647717597132456, 0.04496973110640802, 0.04172952331556813]","[0.04746487180387186, 0.04966562718269113, 0.040174087438096605, 0.04539942764830801, 0.044335326710858984]","[0.03582203102595652, 0.03613412399614492, 0.041664071573108113, 0.0324662604747149, 0.02958658657473708]","[0.04530244281359669, 0.04350016348199905, 0.04793793911190648, 0.03888240933065768, 0.030392764348332667]","[0.03502295426116503, 0.03405519827787242, 0.03799592220959641, 0.031010310811795172, 0.026387137840886768]","[0.03502295426116503, 0.03401024517171797, 0.038206971204844314, 0.03092995814970632, 0.026379991690976327]","[0.03502295426116503, 0.03408073428100591, 0.0378413138421566, 0.031470869754563056, 0.02689754287038617]","[0.0497839769801225, 0.04654478866037312, 0.054127627077788086, 0.04527446880479546, 0.03422536884226837]","[0.23815699791901412, 0.18704442834647783, 0.23307798571991256, 0.20128955192862052, 0.15788861227862439]","[0.045039755904306866, 0.042794137308832816, 0.04603368874261032, 0.03594792977589613, 0.029953093418430374]","[0.04916648650795486, 0.04646417213123308, 0.05448195973183627, 0.04528082086241076, 0.03462886003584529]","[0.04849734736446927, 0.045540312646355524, 0.05296889686318801, 0.045878964790754546, 0.03439288315026974]"
ETH,"[0.05074351453210546, 0.1076904684985348, 0.05490967126277266, 0.06502089606801391, 0.040591415637231926]","[0.06805838757355345, 0.0704749857037467, 0.06931306375862943, 0.08516249270567636, 0.04303597039683926]","[0.04444663596631726, 0.07076411678078463, 0.058031683025153415, 0.0603264637976143, 0.03884007992690131]","[0.04414111853099954, 0.04084264532242285, 0.0880567864663683, 0.05105773696859713, 0.05152645902914285]","[0.060449212334882096, 0.0492937318506913, 0.0770471407407814, 0.058879363934304076, 0.03604513849825198]","[0.04442893031689885, 0.03951425801251241, 0.053240685682564744, 0.04493292065816089, 0.027958477548734838]","[0.04442893031689885, 0.060220767472838124, 0.05201372201184786, 0.0627224442734177, 0.08177731843697283]","[0.04442893031689885, 0.0396768653087932, 0.05234939549929928, 0.045027271466117055, 0.02795832101545411]","[0.06321406424641363, 0.04871598852292356, 0.07310903700490373, 0.06291422269511097, 0.03829120066406716]","[0.048201954753875516, 0.043480819286537596, 0.0569908326195121, 0.04540670730931861, 0.03274765686392764]","[0.056420474378339774, 0.04594073208598966, 0.06292325677053773, 0.055531396042836585, 0.03443302288616072]","[0.0625355673704015, 0.05097796248247114, 0.07345730434129259, 0.06632398647955866, 0.0391083898579946]","[0.06324000352043925, 0.05102048243113708, 0.07261926908640841, 0.06637117416102414, 0.03840776194152729]"
BNB,"[0.06583237043608156, 0.056482145785947714, 0.0646398163464607, 0.06135069771033741, 0.03761182036057433]","[0.08544382819028688, 0.060461930855049896, 0.061147343202397654, 0.06405220095036245, 0.041511470486485104]","[0.09094420432942843, 0.053778875470468265, 0.05156064493420905, 0.0732256425373125, 0.03897530490999246]","[0.06936647418186491, 0.041805543317840456, 0.07348728032909874, 0.10198556687447648, 0.029966959498055144]","[0.05663014067288296, 0.04474032103517082, 0.05434681112768005, 0.041197381476590335, 0.03094261465113514]","[0.04488836092489686, 0.03659746720833894, 0.04408873801438141, 0.03407814634202316, 0.025895292332281585]","[0.04488840314831145, 0.037098599745937745, 0.04466744638520079, 0.034410938663855396, 0.02645944439423754]","[0.04488840314771785, 0.03677936302281318, 0.044361563855630205, 0.03401985730955433, 0.025930821112537954]","[0.06318037107691805, 0.05183075176498091, 0.06706654789255917, 0.05111532210709158, 0.03821119433673448]","[0.1757823398077844, 0.5452416981592586, 0.04967410758226135, 0.038539550129252316, 0.03748843392710991]","[0.0634041059374353, 0.05235219718597342, 0.06731119164274194, 0.051150761487136175, 0.03820695938920806]","[0.06170637051100604, 0.0503247055067655, 0.0635478276424497, 0.05106499627893156, 0.03625091521649871]","[0.06185275208546271, 0.050335018664666116, 0.06288406446336621, 0.04937925261554038, 0.03633616890018261]"
XRP,"[0.10975831753157585, 0.13835322575578432, 0.05845486100257076, 0.0712518051173118, 0.0599983159741966]","[0.0890403301525922, 0.06992989909032311, 0.04970063539832387, 0.07505646557451243, 0.05065933380652554]","[0.06323340120551764, 0.08295915914143115, 0.04854453309368589, 0.07615591523693047, 0.05412781070480897]","[0.07450585255673081, 0.044822433030984904, 0.23309460065222468, 0.10228522892021943, 0.03898910213422254]","[0.06281730702080403, 0.05639815877340132, 0.05311126684317779, 0.05459194150400183, 0.04189100035060632]","[0.07210562691835816, 0.0600521193896457, 0.06520814547231361, 0.06648191995096735, 0.05479120203083182]","[0.05255777127318326, 0.05632013314403533, 0.0464562968616884, 0.04827656577829149, 0.0533777970959616]","[0.06844531290300382, 0.05446687303553053, 0.051020933789362406, 0.05635766290670693, 0.04248116965140421]","[0.07417209777053083, 0.05765763256428477, 0.04969903768417546, 0.0661778228208777, 0.043622777429245786]","[1.3782172788702836, 0.673207691873804, 0.6086806341583345, 0.8335458475471527, 1.285157782827239]","[0.06726265728802004, 0.0647144921786967, 0.060421626756525425, 0.05752322577447454, 0.05403588656644356]","[0.07650368095422938, 0.06160730969404678, 0.06281294922741358, 0.06969384986123159, 0.05308477655622458]","[0.07625696565424334, 0.061385033471687715, 0.06322623535872016, 0.06818589511387196, 0.05276296828726801]"
ADA,"[0.06372917938346752, 0.06830584332107686, 0.06516710173963766, 0.057678012586305664, 0.0539449953046272]","[0.09422076095440628, 0.07630804703715441, 0.06835171806685848, 0.055016040986494666, 0.05885898056779399]","[0.04936330665907158, 0.06696994088411962, 0.06024311831889411, 0.0587292445673741, 0.048641074242038576]","[0.051870798776589865, 0.0690417151540843, 0.06728986643838017, 0.04694475165684047, 0.04722013165260186]","[0.059310527444073176, 0.06437673232192341, 0.0726845453918028, 0.0440660650492138, 0.03902735982617883]","[0.061562490837614295, 0.059407732180189854, 0.07163183236013053, 0.044807505417644285, 0.05310954813831956]","[0.06328887036490473, 0.0639491406059859, 0.06408913620739115, 0.043444043507664225, 0.03974303490518259]","[0.04878722247119618, 0.049851765700639976, 0.05958514186161179, 0.04800437369944978, 0.05237345855690396]","[0.06444832197741103, 0.06747587949252033, 0.07831989932149397, 0.05006011232884015, 0.05034459035727581]","[0.2605289038595559, 0.3288072227507263, 0.27669045497799966, 0.347196276306229, 0.29374120556242395]","[0.05577519350925708, 0.061036726155423604, 0.07498761490237466, 0.04557244394584076, 0.044082380750703726]","[0.06805818061022599, 0.06837056323438671, 0.08581437450803624, 0.05707545172023459, 0.05114776861829061]","[0.06665211894459111, 0.06953266778308309, 0.0855040854351098, 0.05531514764062463, 0.05040571677750135]"
DOGE,"[0.05840187106343298, 0.046735245516360074, 0.06402806015602969, 0.10454199503823693, 0.0859673979890431]","[0.08608446958278484, 0.0637632329579774, 0.1189334819918283, 0.07664966852908975, 0.07586394734025044]","[0.08427828907659396, 0.048039749912261086, 0.057158522414696725, 0.07690728521653535, 0.04821878934556784]","[0.058680414668890846, 0.04752646397258676, 0.058020939166054046, 0.06505215172095768, 0.03949764098538614]","[0.06336939768602723, 0.06569716475915229, 0.08412669803275284, 0.07388013200383696, 0.06766329837001865]","[0.06120480661754948, 0.04956086551007765, 0.06539005070956587, 0.06586660561443032, 0.041425032123386406]","[0.0663930506273625, 0.04996739730381621, 0.07538961990906777, 0.0643620459564012, 0.05505063550533426]","[0.07985001754284919, 0.05155690709840732, 0.076865966902873, 0.06474364077344844, 0.04616527311860036]","[0.07619682010539247, 0.05278160646165792, 0.08375203440031455, 0.066686317516919, 0.04144251733835263]","[0.2675909372500989, 0.3189225751261837, 0.5548428181379849, 0.27976742211328426, 0.2020922503635679]","[0.07033879129902508, 0.06068308708692288, 0.09310418496485356, 0.09571909647811831, 0.11767834254166834]","[0.08146747989372032, 0.0567269289367425, 0.08608168047865115, 0.08437090691341988, 0.05431174679722189]","[0.0862009673670566, 0.061037341976713615, 0.08723037433464044, 0.08416570918476224, 0.05602217335717301]"
MATIC,"[0.12657789833627925, 0.09681717704438553, 0.1505912948970547, 0.10158433691136501, 0.07311992033056444]","[0.12633411006269257, 0.08322049659856319, 0.16009991176389318, 0.0952048712786116, 0.060744222635011384]","[0.08876366404816677, 0.07130463142540197, 0.08806816235170256, 0.0858314012946042, 0.04828283743104324]","[0.06940757325740989, 0.05751156220806924, 0.07514216655142866, 0.06254855550583954, 0.03883630271298296]","[0.09968660535201931, 0.07125351511846581, 0.10599369678454555, 0.08940118091549874, 0.05375624083831362]","[0.08316238767039089, 0.0631038629179255, 0.08099921212409353, 0.0638337518718626, 0.04277341345319762]","[0.06872482598752945, 0.06733649775124656, 0.07839413543240345, 0.06820227179866194, 0.045542020476856994]","[0.08220864625796462, 0.08144224014250882, 0.07808099958101442, 0.10556239211026268, 0.040415238797755895]","[0.10002458642406951, 0.07865298321530659, 0.08736465466410617, 0.08896508663935998, 0.05384880862522462]","[0.6647441165822119, 1.0788372607293086, 0.8477927952831622, 0.6097187688639204, 0.7438691786408057]","[0.09405587809448761, 0.07427587567034667, 0.08929290922991179, 0.07912878752406484, 0.04679381383427156]","[0.09984190049257934, 0.08142256271084337, 0.09910676229067704, 0.08945430902840196, 0.05195997329501985]","[0.10077737300423148, 0.07927003535723964, 0.10015170041202119, 0.0878591199535774, 0.05243766238194929]"
LINK,"[0.09602005688574818, 0.08997155024155111, 0.06212889881203636, 0.08806779863816092, 0.03341008425390565]","[0.08269971858053166, 0.08167483001471913, 0.06265233744896474, 0.08205482717076276, 0.053667080101554666]","[0.07701602790234749, 0.06807684705482764, 0.06447628858176203, 0.08199609395155819, 0.04525847783826037]","[0.07723748288185164, 0.0865221890794205, 0.48616936725707244, 0.1746259666563247, 0.049114199127172485]","[0.07907050335706331, 0.06788530906647004, 0.07879923057937303, 0.0740066066729095, 0.04453696127606594]","[0.055952474603553924, 0.05433682747796992, 0.06189148933895298, 0.049790309299488564, 0.033599881139910096]","[0.055952128445633936, 0.05396366464797061, 0.06211880736231487, 0.04882244502879573, 0.0336253990655576]","[0.055952488895812114, 0.05370448032566068, 0.06144397447323479, 0.048785778518127584, 0.03358642075834393]","[0.08348243562471724, 0.07115011192834983, 0.0836130204110741, 0.06888191382615419, 0.04947643855102351]","[0.19315643509282976, 0.42068807573583744, 0.16667767174992637, 0.1967578406743576, 0.2136084485440755]","[0.06799871566914037, 0.0633948017798854, 0.07326655818434852, 0.06171907910495698, 0.04123461113964456]","[0.07819327989982844, 0.06827647245168127, 0.0825717848277199, 0.06928785513260678, 0.04971828631238529]","[0.07880687250754302, 0.06919329989029571, 0.08463741602046754, 0.06918361681005811, 0.0489768592309676]"
ETC,"[0.06932742212922312, 0.07357700339936084, 0.08753379312939549, 0.06134370769662616, 0.10258219669689574]","[0.08519625642437799, 0.07684965516364675, 0.10831758481106651, 0.08005342676934453, 0.06550493549028949]","[0.10618090103691798, 0.07418339231946457, 0.09383178532860341, 0.10045518585616794, 0.06671782224418248]","[0.07005323892183106, 0.05828058433189084, 0.378552771981266, 0.11874128634660464, 0.08937632361368038]","[0.06907709718012381, 0.06604224352659996, 0.09817731892925849, 0.07439303376878673, 0.06026364254637572]","[0.04678699333302935, 0.049612930365758694, 0.07166264815929767, 0.054247383979233274, 0.04217421272657258]","[0.0467918516745388, 0.05029902753907686, 0.07108344409796089, 0.054320327848640784, 0.04073308334299414]","[0.04677058528553185, 0.049603328503412945, 0.07140855430702273, 0.05632694654924061, 0.0512080231178804]","[0.07057790388899826, 0.06648862452060038, 0.09507976749678029, 0.08363622984051473, 0.06142304614691262]","[0.33401942518454, 0.23169227897767203, 0.6773131820917234, 0.4880022088340076, 0.48937289998623434]","[0.06370140009003844, 0.058155336162061796, 0.0823317358714237, 0.06142572781946745, 0.05024974920666276]","[0.06861788691431583, 0.06639515889573276, 0.09643350860053394, 0.08360951125649223, 0.06245783614875242]","[0.07090885925147467, 0.06879761884889492, 0.09760567961251111, 0.08492157529188901, 0.06225419099891834]"
XLM,"[0.07184636587679441, 0.05660663965150634, 0.04666526607283863, 0.06480609894709181, 0.03278348333378556]","[0.0718050665029934, 0.08412322852568288, 0.05150895023782796, 0.047793987708375604, 0.03547602317828262]","[0.07006021304698479, 0.050716670861796494, 0.04678865561000659, 0.053382455058765564, 0.031764253816131675]","[0.055054179358752044, 0.0468071167337306, 0.07001171162129205, 0.04407279902956137, 0.03330073744075934]","[0.07096472757071061, 0.05318834827484004, 0.055294229343878676, 0.04469081396076897, 0.041616471062102915]","[0.05571740747378616, 0.04309784293340092, 0.04847928806544669, 0.04505299575235862, 0.04564216725536498]","[0.05948829915553914, 0.044586837715384846, 0.04872352120020007, 0.03967692547132375, 0.030076806690844032]","[0.059335231507330624, 0.04572169848286594, 0.053888736940886445, 0.04013500722335335, 0.044666783514899104]","[0.0726911340336075, 0.058545387557431994, 0.06744242332490814, 0.04989833834068323, 0.03609144114453353]","[0.9936967242233726, 0.44752310329068246, 0.4194027807025089, 0.5977564645050089, 0.49072152809878206]","[0.06608734217087925, 0.0554128250222578, 0.05624175200837833, 0.045509337232574706, 0.03219269258682153]","[0.07196496515477724, 0.056304293677508124, 0.06338887784608123, 0.055488745430623924, 0.04026023075830524]","[0.07441184275834409, 0.057139185752965393, 0.06560123459664982, 0.056269724152054494, 0.039768608230958694]"
