date,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,usdt_vol,log returns,volatility
2023-04-14 12:07:00,0.08993,0.08996,0.08992,0.08995,796083.0,1681474079999,71602.62418000,142,395517.00000000,35573.81121000,0,71607.66585,,
2023-04-14 12:08:00,0.08996,0.08998,0.08992,0.08997,308040.0,1681474139999,27708.88234000,82,143581.00000000,12915.15062000,0,27714.358799999998,0.00022232103248542856,
2023-04-14 12:09:00,0.08997,0.09006,0.08997,0.09004,1183657.0,1681474199999,106552.21172000,147,628743.00000000,56598.76235000,0,106576.47627999999,0.0007777346095041437,
2023-04-14 12:10:00,0.09004,0.09014,0.08999,0.09005,896661.0,1681474259999,80764.99178000,178,454973.00000000,40975.81706000,0,80744.32305,0.00011105558343338373,
2023-04-14 12:11:00,0.09005,0.0902,0.09004,0.09007,2213900.0,1681474319999,199528.91768000,308,807748.00000000,72800.38984000,0,199405.973,0.0002220741736862486,
2023-04-14 12:12:00,0.09008,0.0901,0.0899,0.0899,1065661.0,1681474379999,95906.29543000,240,347999.00000000,31328.69510000,0,95802.9239,-0.0018892043180769313,
2023-04-14 12:13:00,0.0899,0.0899,0.08976,0.08986,930474.0,1681474439999,83588.70257000,277,387395.00000000,34793.14347000,0,83612.39364,-0.00044503783556049115,
2023-04-14 12:14:00,0.08986,0.09004,0.08984,0.09003,584796.0,1681474499999,52594.02270000,144,426122.00000000,38319.19945000,0,52649.18388,0.0018900444783715997,
2023-04-14 12:15:00,0.09002,0.09013,0.09002,0.09009,1035815.0,1681474559999,93316.13900000,188,484070.00000000,43608.94296000,0,93316.57335,0.000666222542963002,
2023-04-14 12:16:00,0.09008,0.09012,0.09003,0.09003,647977.0,1681474619999,58369.27171000,103,386272.00000000,34798.62950000,0,58337.36931,-0.000666222542963002,
2023-04-14 12:17:00,0.09004,0.09019,0.09003,0.09006,4113147.0,1681474679999,370627.18648000,313,2290547.00000000,206418.43497000,0,370430.01882,0.0003331667530401816,
2023-04-14 12:18:00,0.09007,0.09014,0.09006,0.0901,353561.0,1681474739999,31856.77578000,120,202328.00000000,18230.20550000,0,31855.8461,0.0004440497408664257,
2023-04-14 12:19:00,0.0901,0.09015,0.09008,0.09015,256700.0,1681474799999,23130.35033000,96,199450.00000000,17972.45132000,0,23141.504999999997,0.0005547850350340333,
2023-04-14 12:20:00,0.09015,0.09015,0.09007,0.09007,755082.0,1681474859999,68044.20165000,223,188612.00000000,16997.65566000,0,68010.23574,-0.0008878038536748178,
2023-04-14 12:21:00,0.09008,0.09008,0.09003,0.09007,1190512.0,1681474919999,107206.93940000,315,453451.00000000,40835.29522000,0,107229.41584,0.0,
2023-04-14 12:22:00,0.09007,0.09008,0.08996,0.08996,964010.0,1681474979999,86775.54521000,234,121997.00000000,10981.67673000,0,86722.33959999999,-0.0012220187045364206,
2023-04-14 12:23:00,0.08997,0.09003,0.08991,0.09003,2077635.0,1681475039999,186941.28975000,297,1056643.00000000,95078.89882000,0,187049.47905,0.0007778210292705978,
2023-04-14 12:24:00,0.09004,0.09004,0.08999,0.09,316403.0,1681475099999,28476.95424000,89,147849.00000000,13306.83037000,0,28476.27,-0.00033327779012060077,
2023-04-14 12:25:00,0.09,0.09009,0.08999,0.09009,751099.0,1681475159999,67629.19942000,121,532974.00000000,47985.92146000,0,67666.50891,0.0009995003330836028,
2023-04-14 12:26:00,0.09009,0.0902,0.08999,0.09016,3778804.0,1681475219999,340311.93004000,340,2722619.00000000,245214.47741000,0,340696.96864000004,0.0007766990681723485,
2023-04-14 12:27:00,0.09015,0.09015,0.09008,0.09008,542376.0,1681475279999,48877.15290000,105,99133.00000000,8932.42112000,0,48857.230079999994,-0.0008877053401405988,
2023-04-14 12:28:00,0.09009,0.09009,0.09001,0.09005,1482348.0,1681475339999,133478.55111000,191,389430.00000000,35066.76369000,0,133485.4374,-0.0003330927694151775,
2023-04-14 12:29:00,0.09005,0.09006,0.08997,0.09,931037.0,1681475399999,83802.04555000,139,261874.00000000,23569.09775000,0,83793.33,-0.0005554012917001749,
2023-04-14 12:30:00,0.09002,0.0901,0.08967,0.08968,4613242.0,1681475459999,414557.75721000,690,2062949.00000000,185405.06449000,0,413715.54256,-0.00356189156636022,
2023-04-14 12:31:00,0.08968,0.08982,0.08967,0.08982,3190354.0,1681475519999,286370.86308000,350,2214201.00000000,198751.23760000,0,286557.59628,0.0015598888956871448,
2023-04-14 12:32:00,0.08981,0.09,0.08977,0.08998,1609365.0,1681475579999,144666.09029000,262,986359.00000000,88661.20294000,0,144810.66270000002,0.0017797557534344755,
