,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.7484471109343049, 0.5239585497543502, 0.35641921487296413, 1.2437738902103679, 0.22267661307156367]","[0.8060621417929577, 0.2539122553396215, 0.41796739544058, 0.9481843015621629, 0.14390405186895888]","[0.8111772428431332, 0.22061143331536795, 0.4262256883241346, 0.9417531303737594, 0.1232123707587553]","[0.6740676029296825, 0.6501304078413265, 0.2113910060661292, 0.4559106250992728, 0.23663220867412424]","[39.40851311583118, 88.38007590824597, 79.35918401850367, 57.42544247842764, 57.106584903268654]","[1.4880192317790721, 0.5866770590155724, 1.1774009651446087, 0.5731218591110191, 2.0098475199092216]","[2.5039968365012495, 3.265646714805288, 8.090079909145272, 0.49285501893456846, 0.28354599459126445]","[0.9617303570649337, 1.6530690919905842, 1.4766582068865393, 4.248415799862861, 0.10794272048338224]","[2.75410995831588, 5.204983131391354, 3.338197861888161, 11.635179716953159, 1.1905594524891765]","[4.5337098503589095, 2.470555345718578, 1.6846414659636781, 29.39326421818661, 0.3087730013200402]","[5.517620313247247, 0.6545141676064441, 0.20500682946216087, 5.7359181713857454, 4.894625807399316]","[0.45400333543916394, 0.6220918127149421, 0.20361010526130788, 0.5764095257053546, 0.23218154221852316]","[0.36078227960083287, 0.6319278072297506, 0.22097029133071153, 0.5429634167522447, 0.12845297311845577]"
TRX,"[0.00023133950070427478, 8.936237712050765e-05, 0.00026883933628650086, 0.0002630242367670215, 6.226714773096591e-05]","[0.00019186887287240843, 6.964599272472986e-05, 0.00024551385001971064, 0.0002026418195450464, 0.00013717627578930982]","[0.0002226042844670568, 6.400100703759883e-05, 0.00021448182153871025, 0.00021946500092097091, 8.878398850898447e-05]","[0.0001689077272972029, 0.00013917276623549616, 8.87499471198648e-05, 0.00017283934386399489, 8.937361843170537e-05]","[0.027999454545403105, 0.02328377872472711, 0.018258287648513113, 0.2531564984924453, 0.00997694960643377]","[8.241370012712558e-05, 9.432853169985809e-05, 0.00024442189564958546, 0.00031144842122389564, 9.623752299875424e-05]","[0.0009204076172203721, 0.00044678498699663816, 0.0006214427299384105, 0.0010398112890197667, 0.0008179109414918918]","[0.0019798089833280652, 0.004503561606662554, 0.0028427577031216815, 0.004073934786308556, 0.003609461202896847]","[0.0003362884009029381, 0.010018260253068088, 0.0001267362636302269, 0.00499619331030592, 0.0069670930141290405]","[0.003584171382550787, 0.00662938055992749, 0.013503672694757005, 0.0026947857545099384, 0.0009518054904318987]","[0.006339689170516134, 0.012950213045466183, 0.028189919150183512, 0.028286729932262448, 0.00654070969229218]","[8.989743017851451e-05, 6.707770784912103e-05, 0.000142031446292384, 0.00019184723166397637, 4.589503216363428e-05]","[3.732962020235885e-05, 9.102681696937597e-05, 0.00011455756370041166, 0.00013913639279301246, 0.00010768093163073463]"
ATOM,"[0.04239983568049036, 0.1697830610886829, 0.06727067244632214, 0.08375939656020319, 0.08984680109564316]","[0.08561256477086722, 0.09009649376768909, 0.07845527865932936, 0.08829591904612141, 0.11321883545894687]","[0.06912505565940258, 0.09998645423809177, 0.08003268941908549, 0.08789318511839544, 0.11422277996438232]","[0.10252893680940192, 0.0655724413138562, 0.02623334555098872, 0.061150333435330675, 0.03499314516627324]","[23.641484654438635, 0.56413800089329, 9.36498725826611, 0.8521474175518701, 3.6331229183627105]","[0.20365261200718782, 0.21674552832908725, 0.036374830878787234, 0.23739974348376727, 0.16146184016692902]","[0.25349924395532214, 0.08212766650093581, 0.5112856357953119, 0.49204034343073705, 0.34128396025887997]","[0.3440877670397398, 0.10824700353117533, 0.31891340385421935, 0.6688306392220842, 0.43614380041631007]","[0.6562570750886684, 0.6059892005148378, 0.2401972872483778, 0.5370301234213645, 1.7294955927497304]","[2.6920117738780838, 0.8118357273719181, 0.5261645497806648, 0.3064343702254481, 0.36250366653965765]","[0.09255937648461848, 0.05878254190778383, 0.06726928076537242, 0.26493315150067215, 0.16317625668489197]","[0.07546831021484095, 0.07914750689725601, 0.04590396681185233, 0.1017519350577556, 0.06639658847359804]","[0.05335008427439196, 0.08508579547489037, 0.029566414682682715, 0.058406635815313745, 0.07723742710426663]"
XMR,"[0.6438162252894034, 0.36334939453984466, 0.7652281682735749, 0.7571354550734307, 0.5111201155188916]","[0.3367311203645142, 0.254659366053111, 0.3667178478378024, 0.687820105018911, 0.1779192572848456]","[0.333321368072394, 0.2527950541630552, 0.36434671299505667, 0.7022800702738395, 0.1571737573670862]","[0.5647868963782241, 0.239002194545294, 0.7696451921236408, 0.5791671388019839, 0.24338349778132867]","[65.65482110824473, 8.193087567160548, 136.4581482764894, 30.120454262313245, 11.156414489705462]","[4.4166132451654345, 10.948759344382545, 5.367911316458997, 24.460598515514437, 2.6119710030466345]","[13.140962110897513, 1.6004685257774653, 4.555294569328464, 0.3281104595867199, 6.684275357149872]","[1.8249936470747374, 0.44013374170467, 4.542729515916635, 5.793585343369958, 0.5824221893998948]","[32.373107162332914, 11.153763304731596, 129.37386428829387, 9.111713367678542, 0.41248897875151147]","[7.302600329229068, 6.4309976405147165, 7.185497698834888, 5.655108382069357, 133.08732067529166]","[18.515810496367358, 61.04972652734348, 5.356969964085893, 49.43302718692478, 25.785604026617197]","[0.14165084998722888, 0.22164131087727337, 1.0282736884175783, 1.235239635981815, 0.18172564912283762]","[0.1323873203013317, 0.20114171136505468, 0.5604484940095992, 0.7578323114898519, 0.2255375075586881]"
VET,"[6.540919129798523e-05, 5.019382273934855e-05, 0.00010002569597417807, 0.00027490251151267433, 8.02885709379017e-05]","[6.61335009329431e-05, 5.0007276185081055e-05, 9.868758346446573e-05, 0.00014972649197644402, 0.00012325287157567932]","[6.594179835172068e-05, 5.831242974706207e-05, 0.00010359672468172331, 0.00016321370602059238, 0.00010618532162648417]","[0.00024748138792565804, 0.00011998805491504475, 0.00012851066335284447, 9.000951082313574e-05, 7.713181256333836e-05]","[0.005561137624689582, 0.0155888415301528, 0.011559306546591744, 0.012243573624318696, 0.047270217796651956]","[0.00014599665259027708, 5.944965995242927e-05, 0.0007451433585935397, 0.0005095246850845043, 0.00031505394526618876]","[0.0011370101427204949, 0.00028553153630219043, 0.0018980617425119364, 0.00034930658409030316, 0.0014700528532666012]","[9.762613875507236e-05, 0.0003505437985410395, 0.0022734885765555864, 0.004218318926758729, 0.0007223576495404469]","[0.0044307541285668415, 0.00027803284372569147, 0.00458648354767753, 0.08752910202814808, 0.009045848473440896]","[0.0003432930154744894, 0.0007367169894493352, 0.00014877495921679037, 0.012519323737872337, 0.00031893255754558247]","[0.012925081731790711, 0.011544185849886852, 0.016142952404432923, 0.01131790098299952, 0.03974267398653196]","[6.854325563279935e-05, 5.354928387562487e-05, 8.626322799348893e-05, 0.0001791765554942183, 6.262958775430914e-05]","[0.00012102671770801477, 0.00010132684519417516, 6.134708116579294e-05, 9.693060071433274e-05, 0.00010998754371177485]"
ALGO,"[0.0026060949706059634, 0.003705268814783384, 0.0012310688844445112, 0.003373055011074733, 0.001904578093894885]","[0.0022794538270612813, 0.002233413604889151, 0.0017510979660503919, 0.0033842936598121316, 0.0009222192594317462]","[0.0023144572426825154, 0.002242624863758967, 0.0017194900777057743, 0.0033943846719497574, 0.0009530515667425603]","[0.0014234182238543319, 0.0009831096237306635, 0.0005905809508412205, 0.0015166752038611863, 0.000443486107482981]","[0.018078250963321843, 0.05307251488045875, 0.033030332005839186, 0.05538295926666474, 0.015956064559777206]","[0.012942365773661493, 0.0020922943657536155, 0.011520421266030055, 0.012248375890997571, 0.0006469399164369619]","[0.0025505115896733146, 0.0031101977591265384, 0.0009478426004975003, 0.006035638963163706, 0.00038103786441374943]","[0.0025716805901113207, 0.002013067781934747, 0.00229515873453072, 0.018965628713469157, 0.0021323402311128137]","[0.06458020641019535, 0.00788330454069596, 0.0052540836485083595, 0.00491005736815561, 0.002288197374468041]","[0.004278994225411024, 0.007167941217600759, 0.013868912814335888, 0.009230645377675067, 0.046950315072241615]","[0.06375707593803871, 0.0411002833333454, 0.022075472030564768, 0.013083427321567373, 0.012431276470218177]","[0.0007240482653878053, 0.0015031886904850712, 0.000674083251162846, 0.0026883438634868126, 0.0012495740380928293]","[0.0005489650395757046, 0.0010998182735180322, 0.0010480599676097706, 0.00240519836716621, 0.00057637898298689]"
EOS,"[0.017695823965027252, 0.009406716101721741, 0.009810062040236002, 0.03469040105129917, 0.002696617065969949]","[0.018047709032001417, 0.0034850649540121258, 0.006600352129337669, 0.01204058730559755, 0.002874633183909864]","[0.018294712237245967, 0.0033425340203622183, 0.006641581058788278, 0.011865950579179245, 0.002960733813135048]","[0.005216192707972992, 0.008614189122262746, 0.0022952596584999907, 0.0043616646039742685, 0.002523056867217883]","[0.053947956100474, 0.08414523394681228, 0.4342205111241664, 0.20292024240643416, 0.1143982678790564]","[0.01869073417112161, 0.22867862493191818, 0.003307579642790073, 0.01034702683611268, 0.2274106533586176]","[0.027863139166008306, 0.007155659513326178, 0.00880285639299109, 0.004070468113793727, 0.005278712300241067]","[0.09543984481933908, 0.028067160520733717, 0.03156872796365006, 0.040850003894202055, 0.015159979540420426]","[0.24873818527070357, 0.015060894809630998, 0.04509503230809194, 0.027687581863059994, 0.6665380045217849]","[0.14571075599086483, 0.14364733327817805, 1.4764547795677336, 0.1400864921020107, 0.05052480185453876]","[0.5877203938000525, 0.7759104049836543, 0.6815699807459021, 0.07224381411243704, 0.5068487474726199]","[0.0071210430850017084, 0.0036876639781021187, 0.003457150175782185, 0.014998920682160334, 0.002839947146123373]","[0.006549871937854652, 0.0031564122838175306, 0.003074437774947914, 0.011208505303324585, 0.0027726332173583623]"
CHZ,"[0.0004232049682579162, 0.0016250434192791221, 0.0012701949518507058, 0.0015765195487268794, 0.0005158419185439715]","[0.0009034205234271839, 0.0009788357049601783, 0.0011752254885730345, 0.0011546430893020101, 0.0002988619185350194]","[0.0007753633631563829, 0.001020679656401184, 0.0011239170190168097, 0.001211024311342061, 0.0003021763195889712]","[0.0006226217103459746, 0.0018262874458120997, 0.0003050401430874472, 0.0008507919608800379, 0.00020681977109603597]","[0.0465349589078528, 0.09426931604716945, 0.07592025559753872, 0.06949424142345297, 0.21505183304557549]","[0.00974716657940542, 0.005687364660973793, 0.004989574157165225, 0.006214698791720683, 0.001878886436901309]","[0.002850948421223495, 0.0009020261500816476, 0.00045425941674022386, 0.0025092628385758025, 0.00020484342206551244]","[0.0030624350244018443, 0.005349949056206626, 0.001298333343707437, 0.0009507896353824927, 0.0018899671063717341]","[0.0032646611331545146, 0.005716899618832026, 0.0027775290159020275, 0.011239509360274956, 0.0017928497776449333]","[0.01727715428234685, 0.005907931542531287, 0.047579893593956576, 0.00889406666631673, 0.0405279911851663]","[0.06951074844185298, 0.043359952194816996, 0.08922007880052328, 0.06800285068235741, 0.08832031096887491]","[0.0006450363090573241, 0.000950399562323303, 0.000621479870206652, 0.0009911402022773055, 0.000297554703189999]","[0.0005136015400542882, 0.001527394583865438, 0.0005627614831287302, 0.0008445096261456729, 0.00022530260292043196]"
IOTA,"[0.001174266170591179, 0.0011457187711427003, 0.0015154467215368647, 0.002838011309166134, 0.0019317490080982848]","[0.001561672762036674, 0.0006112780400439624, 0.0011609357353273035, 0.0021017668647828865, 0.0014118032083353445]","[0.0013524209250558418, 0.0007768146873484447, 0.001119709628849672, 0.002089540273198738, 0.001591478132377267]","[0.0012124327113576584, 0.0008400794032150997, 0.00069638376754432, 0.0011870165107088094, 0.0006597617485805575]","[0.04608422833282401, 0.022740402784192645, 0.02159317654624644, 0.044831022258763085, 0.043759608710166896]","[0.017835870014519858, 0.0026955012613935404, 0.012181835961525542, 0.006177494212402916, 0.0036401550513576455]","[0.004289133514872035, 0.0005068218058579086, 0.001478900828058377, 0.005357152232467406, 0.0010057273360563705]","[0.00229556371074882, 0.001677483751727344, 0.0007983596784266485, 0.0020215182153657347, 0.0031377156053078352]","[0.023431739648578056, 0.0017524568080995854, 0.0006463668354424379, 0.001248203987915134, 0.0016031111639737315]","[0.026962782480945274, 0.011791354486064727, 0.0046610313305429025, 0.0023765619451042845, 0.010914106129477947]","[0.06130361757168713, 0.022363439341962936, 0.03757667616774456, 0.03755850625876629, 0.06967358073404187]","[0.0008967218720824899, 0.0008423154977123495, 0.000823396528125798, 0.0016550186204394395, 0.0018851326992701707]","[0.00033972238558707517, 0.00048359344358490534, 0.000863556122515567, 0.0013377724265213812, 0.0011300295217105815]"
NEO,"[0.11402227061151814, 0.04647620676624474, 0.15306288264382412, 0.3152270081665956, 0.0352536413651554]","[0.10573221889418036, 0.05037674209979336, 0.14717988320049696, 0.2280982067465842, 0.03210632360143907]","[0.1032870320802883, 0.06666539275585825, 0.148374100535306, 0.22338488207870527, 0.029069209659055736]","[0.04952439033662794, 0.040965323309084756, 0.08230917146614578, 0.11534007986426659, 0.0852627757444115]","[0.3921628974710109, 7.620292294368143, 3.5628241157197453, 6.793861895068396, 41.34950118846909]","[4.160513324120773, 1.1081987141893548, 2.0531940769658044, 2.7431892020510413, 2.9453236682436765]","[0.25063294829884897, 0.03834400555870301, 0.4025773993927024, 0.21410809254911511, 0.04444084878885073]","[0.09311014851288794, 0.12559839054179534, 0.1583097949276714, 0.19408311052224897, 0.2257841781664906]","[1.1323321364866028, 1.0024380453245936, 0.2791164057043721, 1.7035653900845011, 0.8104891180260602]","[0.6345610129936887, 1.1080176224469618, 1.277673232125661, 0.3848750463990456, 1.178918645231108]","[0.03450511157324927, 6.66228240664098, 3.3515427722629565, 0.9008519664291542, 0.06237996511060324]","[0.07704559813390739, 0.07330004497846218, 0.06531126639501837, 0.182397846217609, 0.031179062396377934]","[0.030311107589451557, 0.03307121750332825, 0.11105581781808682, 0.1531491363538445, 0.0560114164052789]"
