MAE,MASE,RMSE
0.053733036919471726,0.6136914042750274,0.07751632975915536
0.052270475205089074,0.5836948394912258,0.06684321498983853
0.05139341172505839,0.5986504341756258,0.06745679547558128
0.04092647827734914,0.5303632251896552,0.05659821259521245
0.02841514765266192,0.4149804877725786,0.036480932796625544
