,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.40788769213525417, 1.495651532526089, 0.6054734841629718, 0.3487279567483678, 1.3939081102145205]","[0.2410637763242414, 1.451323013168848, 0.8802596768009792, 0.38274599741484977, 0.9355653616239911]","[0.32950268726000453, 2.2141286493387398, 0.7773004622320072, 0.3053991915688278, 1.3906880834825992]","[0.3538240074093347, 0.5835177900655604, 0.6892140966416044, 0.4861250810346098, 1.0306630995194694]","[0.29344977633986724, 0.5414672718970269, 1.0891340785153407, 0.9136451969381942, 0.818914513965437]","[83.60201788155975, 85.79086354318669, 87.15051443896068, 86.48963005036073, 90.05358887054759]","[33.63909379338481, 35.65711072623461, 36.67309066377419, 36.30307245748134, 38.74241500236509]","[30.88460773703193, 32.398419977621664, 34.34935076775357, 33.71688375190674, 37.0444480902165]","[1.115305961797291, 1.0367596054985342, 0.4934313939529721, 1.477632052710984, 0.7586485608183486]","[83.07415810587128, 83.94415243462318, 86.66517336125081, 84.4244185616873, 87.39150551661339]","[0.2674450057509505, 0.5994977802761335, 1.2223303113619144, 0.6074532255170609, 0.7935214124810326]","[0.1390262401951025, 0.3135586064197298, 0.28898979559454746, 0.18208349733020918, 0.3988990810893316]","[0.13885245790003634, 0.3123593186771025, 0.28747505597577794, 0.18296011551576558, 0.39869789237316183]"
TRX,"[0.00010896208906951228, 0.0004907141173409925, 0.0013393435954236396, 0.0004845440458845016, 0.00024159319700448268]","[0.0002315751497894335, 0.0007580360868058985, 0.001630009468639986, 0.0012579458098920635, 0.0005621986834073891]","[0.0002340787871238653, 0.0007545100854645188, 0.0016209256441114754, 0.0012342558868138661, 0.0005376772009987621]","[0.0001767756373559669, 0.00019799312451735762, 0.0007903781132119287, 0.00041837570844594966, 0.0005266837583912123]","[0.03621154276752562, 0.054687583863744775, 0.051277281672948045, 0.03688990265256821, 0.0013579571406409244]","[0.0002919675539994626, 0.0007839932596842663, 0.0015307504516753464, 0.0016459063587118581, 0.0005605893987381492]","[0.0002031881401072206, 0.0006891746105455063, 0.0017172899692035415, 0.0012329459607270793, 0.0004429241258442852]","[0.00022609676290787065, 0.0006658195628889107, 0.00159159813144818, 0.0024056361572662665, 0.00043619718851627067]","[0.0004098372041015213, 0.0009484999014526085, 0.001990797092006401, 0.001899411194754139, 0.00045667830414314797]","[0.000895736455535158, 0.14114653662706025, 0.003933730166606461, 0.0017254970669580798, 0.06107453626583524]","[0.0010900956140425023, 0.012681850197214972, 0.0013764742913235986, 0.00020406520977266578, 0.008922231444172722]","[7.672017695280367e-05, 9.137648948857988e-05, 0.0003226124684729799, 9.933780750550121e-05, 0.00013842543118950317]","[7.856149926906088e-05, 9.064922008760067e-05, 0.0003157301747978241, 9.99226013925708e-05, 0.0001390258992159399]"
ATOM,"[0.02929608647862689, 0.03555065662763403, 0.04567364393542861, 0.2661972090781996, 0.316836276325234]","[0.031053841516855762, 0.04713887109053438, 0.05695288422008172, 0.2795940265779584, 0.324857933772078]","[0.08935746357039157, 0.0397026279326237, 0.14104371065882285, 0.32020253914291347, 0.460204342095452]","[0.07489903385601532, 0.05763747732510475, 0.13222988616797227, 0.1399972132988092, 0.15577336629299468]","[0.031711815320760194, 0.12746198591384303, 0.1627668979379471, 0.4932584373456957, 0.08052356083522877]","[0.3038764760051783, 0.10458941061865727, 0.21853327824265767, 0.43561343323935026, 0.9281259999589574]","[5.497743017908062, 5.408410719337636, 5.483568223285987, 5.277077017178783, 6.307094217949889]","[0.2930965645133467, 0.10323465440892765, 0.21764124255795786, 0.4365380038032433, 0.9249228454398359]","[0.025410739697133183, 0.02808417090324163, 0.041882475396853185, 0.11281165214729676, 0.13273989940988343]","[8.371023936210511, 8.447739940610003, 7.963299816776197, 8.661875658928807, 9.629576033040482]","[0.1533016189959584, 0.0587306772597069, 0.08429337057125168, 0.21446992984008795, 0.10648887763513862]","[0.016452598578948017, 0.023336219463721473, 0.03297994145633363, 0.02818183812316011, 0.04953511885521227]","[0.01637955165084623, 0.023482912147699733, 0.03315552880182141, 0.028022517284426784, 0.049718882094694695]"
XMR,"[0.2995384733294812, 0.42816458232924987, 0.943472449067518, 0.6868441987917494, 0.42427495639464047]","[0.2923681971076898, 0.43960088777799494, 1.0701788288490919, 0.7945027872182722, 0.4735684158192984]","[0.3751819022447035, 0.8394361224074333, 0.9676134293372333, 0.9079796836196196, 0.481956125849479]","[0.5901433030836957, 1.1336576962304086, 1.5480107795759817, 0.8260370174605502, 0.8469232747620177]","[0.2418538623785917, 2.0374194839963544, 1.9506169109141935, 1.8813918630812292, 2.212304319816877]","[128.72915370090922, 127.35820298433939, 129.57177080931933, 131.54862858970142, 130.52316804112291]","[138.09202020181584, 137.07309683865213, 138.1505987151483, 140.3410421232307, 139.00743445654564]","[17.10028758563346, 17.526399910900658, 18.691465481772223, 19.536820931472434, 19.158633891570073]","[0.3643824695077834, 0.38584976003099114, 1.2886603204397193, 0.27161139553102503, 4.058045022447601]","[154.4437184252536, 153.97017950683755, 155.61643946206203, 157.85107667829556, 158.91819808666338]","[4.16574726001324, 3.8720078146454644, 5.328564329191163, 4.740301874804228, 6.406366834057707]","[0.21940087672512076, 0.37532214462122304, 0.34176014981270236, 0.2714406012371793, 0.36994623320963]","[0.22203686214199453, 0.37460051915120973, 0.34134651202524197, 0.2716836944620967, 0.3683539293591786]"
VET,"[0.00010072641175136405, 0.00033908333867112387, 0.00011247676914078852, 0.00014108600197748866, 0.0006779407594038517]","[0.00024451297900111467, 0.0005698212543631558, 0.0005126857472721472, 0.00042221148373297536, 0.0011641474442698407]","[0.0002523273163494096, 0.0005626601001967207, 0.0005059416816601919, 0.0004155348843217335, 0.001150726823109197]","[0.0002128519659051581, 0.00026567211629187267, 0.00045944327585793586, 0.0003942798575312928, 0.0005177465645036442]","[0.058180625580656495, 0.007675366470736475, 0.019480002824252707, 0.015930831013047857, 0.06234940615067071]","[0.0020656200635577795, 0.0005591917705280712, 0.0007490136669288748, 0.024398830070014102, 0.0010717091924564777]","[0.00036022820727404486, 0.0007350816448934421, 0.0003442761031068737, 0.0004070185035679284, 0.0005417290292020306]","[0.00033277062208861866, 0.0003966227071126082, 0.0004602387132336555, 0.00042394442269550354, 0.0011420069018277948]","[0.0006775501946439059, 0.00367472581637685, 0.001576559680719799, 0.0003783884249826529, 0.00710228514926549]","[0.06847756119684505, 0.002554810119026533, 0.014292873796888726, 0.018937987031470083, 0.012382051020332054]","[0.0001273632939805174, 0.012877378449044437, 0.005747097661706455, 0.0023858033484985804, 0.0023039398682350156]","[5.386766406537344e-05, 5.822054566271815e-05, 6.860903730559113e-05, 5.779273310719949e-05, 8.581841294267822e-05]","[5.387771853459311e-05, 5.785102902825684e-05, 6.876796675955909e-05, 5.78186433515631e-05, 8.628629846764926e-05]"
ALGO,"[0.001576498721302103, 0.001258209114923302, 0.0009192429431434269, 0.0007252914181035989, 0.0053375239499776584]","[0.0033234175025265737, 0.0030984547439005783, 0.003573668324900897, 0.0022271804686643604, 0.00899479676515261]","[0.003317064428073018, 0.0030971817063388447, 0.0035776542585907894, 0.002229331800999654, 0.008994808522036556]","[0.0015292367091102738, 0.001274216950191032, 0.0017931430236630234, 0.0015778055978731764, 0.002822996240611238]","[0.3660586262714948, 4.718140323433062, 0.03770461775203274, 7.048704154833701, 0.1858692531224031]","[0.002772747506646348, 0.0029425834702526622, 0.0030270762912484065, 0.0020364480684014275, 0.009462728781609822]","[0.005167684858383091, 0.004007939421805925, 0.0035561434625447893, 0.0035658066983607706, 0.00535571111804661]","[0.004656287615498707, 0.0030242327660728913, 0.0033421797887383327, 0.0029927986421496794, 0.0036059566768466508]","[0.0027344662788531837, 0.005288217068719194, 0.002297622573658024, 0.0021934477805971688, 0.007417719364565939]","[0.013302827125324835, 0.005528259028385425, 0.011251490992110523, 0.00640475870556175, 0.009017640274162254]","[0.036671449643023164, 0.061392949783463394, 0.03650712030173995, 0.04701583181768207, 0.05215299844499416]","[0.0004329434143164694, 0.0005326295372910369, 0.0006507588510359872, 0.0005419225036847971, 0.0008275264346230867]","[0.00044150860985408256, 0.0005328126601859919, 0.0006448129284118314, 0.0005440735010514196, 0.00083057400341771]"
EOS,"[0.004033135657734067, 0.007423716186470973, 0.006124373150111157, 0.012308000143585403, 0.011806045091956718]","[0.006349519447082616, 0.00981773018563054, 0.011972982501492289, 0.015567250661870842, 0.01760486500993172]","[0.011990690817236608, 0.013583011009962086, 0.01752019156508767, 0.01768966031762833, 0.025504149312461435]","[0.011559113248270404, 0.006440025201281538, 0.01154557093922968, 0.011245185042683542, 0.019587126829084752]","[0.01289222857285241, 0.0196612325857899, 0.012714813144071522, 0.015425899488677163, 0.025604855564602416]","[0.015356328292754724, 0.019740951077309547, 0.023633387353411566, 0.021081302464484836, 0.026868548614045897]","[0.011775576235552941, 0.05239234143770916, 0.051686045422392246, 0.035486076209227745, 0.053388118114932145]","[0.009105911261655443, 0.011184578311734075, 0.011441623070344721, 0.013222579525550492, 0.01975528844241762]","[0.005522884562622154, 0.01624651390465578, 0.01571151933738377, 0.005994612788043132, 0.058992674886140295]","[0.02755666602927495, 0.027561652179575305, 0.03331195456950283, 0.031552846457315285, 0.045859962443149604]","[0.019113570864582555, 0.06309698376420182, 0.0627431175498295, 0.05372901419486093, 0.04486794168667726]","[0.0027754600285381137, 0.0032575799389520294, 0.003464101615137754, 0.0049604745125347086, 0.00455284156154737]","[0.0027959365305279243, 0.0032475480970313997, 0.0034623421387407465, 0.004973098771883973, 0.004555176371359713]"
CHZ,"[0.0026095148705220133, 0.0007230451190728788, 0.0009300062137501877, 0.000639479783378002, 0.0005768789508291717]","[0.005129828217357769, 0.0020201614789169737, 0.003049323136435364, 0.0024327469417306778, 0.002867775378163365]","[0.005166576830874663, 0.0020200800401899022, 0.003056721508692209, 0.0024356963096655803, 0.0028544271056620122]","[0.00448386570587477, 0.0031853346217569274, 0.003437250480755917, 0.0022210003708111707, 0.0019846345875554434]","[0.02492924926304545, 0.0030268576135997964, 0.0044094000267720975, 0.013360759309497343, 0.008999071714465161]","[0.006335586809261886, 0.001796118503970789, 0.0030752312753730394, 0.001156199820466384, 0.0028210381461296077]","[0.005104201618050161, 0.0021141303488729723, 0.004353956885943802, 0.002517588416068725, 0.002888344706939747]","[0.0053978554623013274, 0.0021132558373054746, 0.0036233949279605325, 0.002733810647654551, 0.0024807798462168013]","[0.0069306774319835875, 0.0027568078912813174, 0.0028219438394064857, 0.0024614000888669397, 0.002189171610848076]","[0.005848360556391619, 0.004983608869039384, 0.00479240343056567, 0.0037718466529804676, 0.0038107210244227464]","[0.0058852799835469784, 0.004032626969709163, 0.003973727398972953, 0.0021234379202393463, 0.003150268372316395]","[0.0005366891322497886, 0.0003737623695037471, 0.00047006382545352064, 0.00032422214606655093, 0.00046604720790924205]","[0.0005409255543500685, 0.0003729842649826667, 0.00047517523197523523, 0.0003237418877545517, 0.0004650948425746421]"
IOTA,"[0.0015585019858826326, 0.0005764962584440495, 0.001237664057812151, 0.0006944803294550769, 0.0007976137561501943]","[0.005198843464088903, 0.004451059808910687, 0.00442508809516828, 0.0025917223933322724, 0.0035847756740973453]","[0.005184422667320844, 0.004454778855628252, 0.004432390805553041, 0.0025843486534679093, 0.0036345636264891266]","[0.003427546689747813, 0.002244996201745039, 0.003922322527972596, 0.0025382328144331577, 0.00274532318135886]","[0.0025651818393952618, 0.00648496533529335, 0.005016741512817861, 0.005366364604496388, 0.001667755191834468]","[0.006195977722278394, 0.006656115239105451, 0.004406192393620373, 0.003643053851489379, 0.002097413819950784]","[0.010468700319216146, 0.0049445922658423545, 0.009825051147491569, 0.004830975871348802, 0.0028754368407698963]","[0.006044352159389843, 0.0029697403352684166, 0.04367681762939125, 0.01651510551746355, 0.06231835187722301]","[0.0018218427027659816, 0.0029229316147119195, 0.006491780659649268, 0.0023137380972493952, 0.005309328241816403]","[0.005448821285777835, 0.006090548844874021, 0.006887600006862028, 0.020308060201522343, 0.004326835018147781]","[0.007167240645029948, 0.007544606827098352, 0.005622205293832793, 0.0070486667550027264, 0.006347613969919633]","[0.0005781603729606389, 0.0005249441929146224, 0.0006697564541974376, 0.0005575770093158428, 0.0007588380152741349]","[0.0005821105019375028, 0.0005252461465637749, 0.0006678483912963619, 0.0005571806422432923, 0.0007560795365496915]"
NEO,"[0.033165064243192925, 0.03713783881556386, 0.061526568407386566, 0.02781313002537741, 0.17127807064545988]","[0.04163690448304251, 0.04530595906233542, 0.06852692317399045, 0.03554398271401221, 0.1970659792194888]","[0.03313447489689019, 0.04034506956379769, 0.07188436109956495, 0.029608037271042078, 0.22817937990692005]","[0.19293206940766422, 0.10510126617794677, 0.20222736278637599, 0.1648064774817145, 0.16169483389317624]","[0.12741170284834738, 0.0725212842511108, 0.11229976875659899, 0.055297994667952016, 0.18196364265492826]","[3.067462979900009, 3.3566436234115384, 3.5377773153951457, 3.2052441219861016, 3.45066452944139]","[2.8334588596502646, 3.0175324867446087, 2.580424853642428, 2.739905226613008, 3.5073174824213256]","[3.2323458207292637, 4.350548039605121, 3.620150103116652, 3.903501217727681, 4.248233422300898]","[0.19052767785721414, 0.10496568350162401, 0.052234686602795385, 0.07684275114516578, 0.177217196536739]","[0.27830289623334514, 0.23061409664601656, 0.2787296123257796, 0.21093638218228566, 0.5390569859988608]","[0.043636350379997926, 0.059712748711430105, 0.08417579442508127, 0.06974461276939055, 0.12198732867228]","[0.029772490525805627, 0.03632776315696452, 0.05206134231285213, 0.026623298067670068, 0.05101276116158543]","[0.029735621557276007, 0.03658964036348984, 0.05293167758019813, 0.026633599630110874, 0.05066714253081177]"
