rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/n_changepoints,config/changepoint_range,config/changepoint_prior_scale,config/seasonality_prior_scale,config/seasonality_mode,skip
0.05991476133569293,0.044238922692525905,6.306102275848389,True,1,2023-07-03_15-26-59,1688390819,6.306102275848389,3288,Stephan,127.0.0.1,6.306102275848389,1,"1_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=0.1000",10,0.9,0.5,0.1,additive,
0.0589728492209373,0.0434790749546252,6.260742425918579,True,1,2023-07-03_15-27-09,1688390829,6.260742425918579,23980,Stephan,127.0.0.1,6.260742425918579,1,"2_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",25,0.6,0.5,0.1,multiplicative,
0.058943024842126775,0.04347849107065928,6.500909805297852,True,1,2023-07-03_15-27-19,1688390839,6.500909805297852,16604,Stephan,127.0.0.1,6.500909805297852,1,"3_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",10,0.6,0.5,0.1,multiplicative,
0.060063213141716656,0.0420745764616022,6.289749383926392,True,1,2023-07-03_15-27-29,1688390849,6.289749383926392,14640,Stephan,127.0.0.1,6.289749383926392,1,"4_changepoint_prior_scale=0.0100,changepoint_range=0.4000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_prior_scale=10.0000",10,0.4,0.01,10.0,multiplicative,
0.06065072460254834,0.04197681542237434,7.148608446121216,True,1,2023-07-03_15-27-41,1688390861,7.148608446121216,15928,Stephan,127.0.0.1,7.148608446121216,1,"5_changepoint_prior_scale=0.0100,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=0.1000",50,0.6,0.01,0.1,additive,
0.059896505906587016,0.044291456027812724,7.201793670654297,True,1,2023-07-03_15-27-51,1688390871,7.201793670654297,23476,Stephan,127.0.0.1,7.201793670654297,1,"6_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=additive,seasonality_prior_scale=0.1000",100,0.9,0.5,0.1,additive,
0.058781224984909765,0.042992308498085996,6.18384861946106,True,1,2023-07-03_15-28-00,1688390880,6.18384861946106,21816,Stephan,127.0.0.1,6.18384861946106,1,"7_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=0.0100",25,0.6,0.5,0.01,multiplicative,
0.05920058408704078,0.04126427098674277,21.136178493499756,True,1,2023-07-03_15-28-25,1688390905,21.136178493499756,6708,Stephan,127.0.0.1,21.136178493499756,1,"8_changepoint_prior_scale=0.0010,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=1.0000",50,0.6,0.001,1.0,additive,
0.06083352591002547,0.04252718360280311,6.433318376541138,True,1,2023-07-03_15-28-21,1688390901,6.433318376541138,23012,Stephan,127.0.0.1,6.433318376541138,1,"9_changepoint_prior_scale=0.0100,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=1.0000",25,0.6,0.01,1.0,additive,
0.059323157650279804,0.04275401671510033,6.220590114593506,True,1,2023-07-03_15-28-31,1688390911,6.220590114593506,21044,Stephan,127.0.0.1,6.220590114593506,1,"10_changepoint_prior_scale=0.5000,changepoint_range=0.4000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=1.0000",10,0.4,0.5,1.0,additive,
