,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[721.1660743466163, 512.2297852488466, 979.1280535931769, 2801.8236042346425, 1164.8437486205153, 1235.8382532087594]","[723.7448448712789, 712.1465512266872, 658.0742176086765, 2360.8431823646365, 1281.8220262968398, 1147.3261644736237]","[780.0134779542802, 1823.212008892891, 731.6001652258212, 2112.888739401097, 1271.6801634289484, 1343.8789109806075]","[787.6690238560383, 529.4427703947257, 1177.4102217232703, 1747.5874334553823, 950.8120237898222, 1038.5842946438477]","[566.1764846464818, 480.9846875888649, 455.5509666025596, 887.4076084912815, 344.5911219485114, 546.9421738555399]","[18875.157035380133, 22930.736526152476, 23434.323430553908, 24656.34163927725, 28474.51548514871, 23674.214823302493]","[18897.423190397974, 22951.580056698764, 23455.4168914942, 24677.19192935033, 28494.643673547926, 23695.251148297837]","[18871.46002032631, 22923.20928052448, 23435.491592682156, 24655.06459624613, 28474.92336593871, 23672.029771143556]","[412.37283453731254, 639.200853180663, 280.05229373464476, 841.8948459319804, 492.40670463195676, 533.1855064033116]","[18902.460892720148, 22957.148821966734, 23461.353584586403, 24682.496662797566, 28501.156017664714, 23700.923195947114]","[321.00777504850623, 198.4854605267847, 342.6430496620483, 436.6918974404635, 481.6162170489495, 356.0888799453504]","[209.8013021333968, 167.88549253761127, 265.97351061838356, 413.4121655325032, 228.4614418198397, 257.10678252834697]","[208.00581225182015, 165.40956802817303, 267.08032729896036, 416.18060349872263, 229.23036648261612, 257.18133551205847]"
ETH,"[42.640858618095756, 23.642517530003044, 25.32321698415668, 64.16932082399838, 118.69712417376712, 54.8946076260042]","[44.13110803234561, 31.82622913756011, 46.11538086507102, 93.31081775149504, 122.02258541050934, 67.48122423939623]","[66.20696619140548, 64.99097032794384, 28.272185834548996, 67.01774688184402, 115.3314474082458, 68.36386332879763]","[133.093030695385, 99.15078931141773, 80.04387905466564, 116.97882829455467, 52.143511676727016, 96.28200780655001]","[33.223029831815765, 33.43439242252029, 42.907707189777305, 33.29294442136499, 21.45290559983249, 32.862195893062164]","[1384.924029983198, 1593.391563263452, 1606.372124728244, 1636.0287901192937, 1835.4674631925845, 1611.2367942573542]","[1362.2791548914809, 1570.8558680954966, 1583.9411422639619, 1613.829159385327, 1812.5208257820748, 1588.6852300836683]","[1363.5043478579153, 1571.737257303629, 1584.827552124529, 1614.6788205226537, 1814.6444459264137, 1589.8784847470283]","[27.80023196163077, 17.02398728140708, 19.423603363783013, 25.81903611155604, 32.80831545529426, 24.575034834734232]","[1394.379628467784, 1603.3166884041082, 1617.7599923815064, 1645.3516929847833, 1845.3634913668725, 1621.2342987210109]","[24.01221540457848, 23.147947087068815, 34.18150346482132, 34.46165014047838, 55.02412098048595, 34.16548741548659]","[17.533124305388554, 17.060778979849065, 18.462830988436878, 25.656474191993077, 19.112966258537682, 19.565234944841052]","[17.418432067605533, 16.864072960556168, 18.470237102780054, 25.696035635228974, 19.06035759272128, 19.501827071778404]"
BNB,"[4.048960245613981, 11.782585312125713, 3.9852933221072004, 6.572299739893159, 3.169803002230493, 5.911788324394109]","[4.45805469070894, 10.36502591933742, 4.081203071061865, 5.033622204807109, 3.4104361208241945, 5.4696684013479056]","[3.5137188675924818, 14.895190336165898, 3.590455036283197, 5.76323437175419, 2.8642846322599556, 6.1253766488111445]","[17.000769116266426, 9.792973970869797, 10.895297875609876, 20.315349194767098, 12.448162307732979, 14.090510493049237]","[4.795795454192747, 4.044993344996373, 4.09589056802606, 5.341874811295747, 4.677228316192066, 4.591156498940599]","[273.2798176214586, 310.3811430230871, 300.86813567071283, 304.4310278638369, 312.16520424809625, 300.2250656854383]","[270.0761018152465, 306.7045996663923, 296.8848546681512, 300.2654881397913, 307.7115166367077, 296.3285121852578]","[264.55691210982366, 301.2900288295519, 292.20574434875414, 295.0920057551573, 302.82660228546274, 291.19425866574994]","[3.3105605006757473, 4.295273962353259, 3.5183129825432786, 4.541148463197662, 4.6144561371586255, 4.055950409185715]","[262.01253922312276, 298.66679957994074, 289.3726505321866, 291.4620626679973, 300.24562990472657, 288.3519363815948]","[3.830385220699004, 4.158786213703333, 4.480780556866129, 4.820679720797568, 4.13585829902559, 4.285298002218324]","[3.1067368157970163, 3.38634284583558, 3.3542729593181924, 4.36045594309135, 2.6058828273486325, 3.3627382782781545]","[3.0897782291541707, 3.3323780398367444, 3.354392008700873, 4.43788938317052, 2.5953528907590204, 3.3619581103242657]"
XRP,"[0.0056335735944122315, 0.007727978355382203, 0.004828658487624962, 0.012863841414964747, 0.07399925127848248, 0.021010660626173322]","[0.007044436250794182, 0.01277154403305124, 0.005421673903388074, 0.017385103433036685, 0.07657495264745513, 0.023839542053545063]","[0.011639345628441464, 0.021418120242692632, 0.003947693627002082, 0.019902241534846175, 0.10324497785867387, 0.03203047577833125]","[0.017902716463608217, 0.01759996076594072, 0.010975135375328831, 0.025084089878703374, 0.044997043192961134, 0.023311789135308455]","[0.010793566999087083, 0.008644601324687787, 0.006366837600156731, 0.017324700666316868, 0.017795817492036237, 0.01218510481645694]","[0.026647390721006747, 0.038223980180179605, 0.014399244549382564, 0.02919974109037986, 0.11456609522022593, 0.04460729035223494]","[0.02829915976597062, 0.035783097255362536, 0.01162913656020036, 0.028967622450863564, 0.11317849433976362, 0.043571502074432146]","[0.00805835738524219, 0.00750101385484743, 0.00598669836702501, 0.01846431869313123, 0.03490597643773165, 0.014983272947595503]","[0.0061232131355106936, 0.004582155549184491, 0.004544924225234539, 0.008787567338191879, 0.01232163544932762, 0.007271899139489844]","[0.053977337274682013, 0.04265508121884674, 0.02727610822606467, 0.0348950207614192, 0.11962986678996275, 0.05568668285419507]","[0.00563406467861855, 0.005780139838552898, 0.005656728473350586, 0.014392974360204024, 0.0311161108827968, 0.012516003646704571]","[0.0051482799777857365, 0.00416732586852118, 0.003799974347829132, 0.00833636137576468, 0.0078865035520498, 0.005867689024390106]","[0.005047843323170243, 0.004148471892244769, 0.0037921375968742203, 0.00833581198122453, 0.00789752141519845, 0.005844357241742443]"
ADA,"[0.01423990842238621, 0.03659788050128551, 0.012413643354420335, 0.011413461811435276, 0.011722437562622685, 0.017277466330430005]","[0.007922991153455213, 0.04324656169641236, 0.010904820674671542, 0.009313933585385372, 0.013143593314540705, 0.01690638008489304]","[0.03661564389942993, 0.08642838357582534, 0.042236891865985865, 0.027661997774664476, 0.030088769705051734, 0.044606337364191465]","[0.017783767192392972, 0.012950679781764033, 0.02067416841205587, 0.014971676645405243, 0.013429215962220388, 0.015961901598767703]","[0.03610820567685637, 0.02178598958234723, 0.025559197490981983, 0.07323481594928621, 0.057185211461774, 0.04277468403224916]","[0.0069811425200219214, 0.027207318107262256, 0.006967444639922313, 0.008482971321253918, 0.0135110582850732, 0.012629986974706723]","[0.038421908869705014, 0.07323036167091647, 0.010601207420933118, 0.029170799954842168, 0.02630690501252321, 0.035546236585784]","[0.008941323429172667, 0.014234149677541738, 0.00977786376005543, 0.012307196499468324, 0.014844981666042954, 0.012021103006456221]","[0.043529521240533414, 0.09303331043142173, 0.054556524648340196, 0.008428816819227766, 0.01541201632588179, 0.04299203789308099]","[0.07676369832191568, 0.09315892451565147, 0.06852490579893931, 0.061614185848458396, 0.036308935895221384, 0.06727413007603725]","[0.03789864568934423, 0.011398305940144071, 0.009345009758070823, 0.02286855270946166, 0.010676830714843882, 0.018437468962372933]","[0.005301470342450756, 0.005637299757628711, 0.005434443367600444, 0.006295059378960866, 0.005055714278088679, 0.005544797424945891]","[0.005341095456518389, 0.005563355030194161, 0.005404354369648599, 0.006298359451306725, 0.005028735871748252, 0.005527180035883225]"
DOGE,"[0.0020852036605429314, 0.002178582709975152, 0.001256569352897343, 0.0032107107088839588, 0.0026831251180655913, 0.0022828383100729956]","[0.0059050107256781205, 0.0028240994751192734, 0.0031352135027937125, 0.012515802239680839, 0.005907450733681458, 0.006057515335390681]","[0.007423934297960562, 0.002508392304357468, 0.0031735553272367544, 0.01251224818868523, 0.006249630242088598, 0.006373552072065723]","[0.00653465039052786, 0.004188855583948678, 0.003432622732332688, 0.005940017817501104, 0.005751678765134636, 0.005169565057888993]","[0.014164609113611601, 0.01453445281590358, 0.004932660082074813, 0.023895162541288754, 0.02748028460326823, 0.017001433831229394]","[0.012757885908602148, 0.007110281332754896, 0.004010847174970962, 0.014282404503544092, 0.006939152102244828, 0.009020114204423385]","[0.015247713051992103, 0.0059074557749531995, 0.0023392098389492734, 0.012141793948938915, 0.007299865375772147, 0.008587207598121127]","[0.002065626633646316, 0.0056518906927525035, 0.0027072600793223442, 0.01211101132431538, 0.007133552560346548, 0.005933868258076619]","[0.007837708726361088, 0.01614304421367785, 0.003163152012064706, 0.011909600885983616, 0.004556293163441535, 0.008721959800305757]","[0.025142271436909405, 0.01297438024258664, 0.08514781368428902, 0.012466100175147266, 0.011808065134927256, 0.029507726134771917]","[0.0130245462946332, 0.004294249963079479, 0.00913677473275848, 0.01365821301218987, 0.023520824682280218, 0.012726921736988247]","[0.0012188034393392515, 0.0014514774682645505, 0.0010611827363842669, 0.001367379687525663, 0.0022407418662881346, 0.0014679170395603732]","[0.0012115564470468008, 0.0014490290562321473, 0.0010598175456467654, 0.0013550290787781335, 0.0022409439596614393, 0.0014632752174730573]"
MATIC,"[0.02057421264839308, 0.17617872797296735, 0.09557034516054926, 0.030721242072773616, 0.01476020235608123, 0.0675609460421529]","[0.023555686400195907, 0.1824917961427279, 0.10466263084439952, 0.029011587204693618, 0.015449767572214139, 0.0710342936328462]","[0.026027002159773167, 0.22552110513196036, 0.1488614723106654, 0.030459278681512582, 0.01906095961719041, 0.0899859635802204]","[0.07085516305719027, 0.046331475014953896, 0.12570906620305938, 0.11644777886409773, 0.02816453527179292, 0.07750160368221884]","[0.03479723967112643, 0.11472106544321595, 0.05391871262960332, 0.046823396984746975, 0.019434902198984774, 0.05393906338553549]","[0.017473438078749286, 0.08340124827046526, 0.060169186198519145, 0.028545773033492865, 0.019249078497078728, 0.041767744815661055]","[0.014858035208044743, 0.06038530513448813, 0.06496242367523605, 0.024968678743746964, 0.017116189690364735, 0.03645812649037612]","[0.025615223987411933, 0.05143390355662804, 0.05533584350944815, 0.03128877599016788, 0.022411770925974177, 0.037217103593926035]","[0.014319390786669241, 0.09437499679298722, 0.02380295400708094, 0.02346117692531227, 0.044368445014637506, 0.04006539270533743]","[0.13421112636349491, 0.21080295397078094, 0.37843849615580577, 0.05252730786353835, 0.056259525630757666, 0.16644788199687552]","[0.14258940184936877, 0.21068375244951837, 0.2091091722578965, 0.15481940543725933, 0.142446244374606, 0.1719295952737298]","[0.012508207661522353, 0.02316428039535202, 0.022427132709080724, 0.022817071591840404, 0.012817016813595908, 0.018746741834278283]","[0.012599253376268873, 0.022479533414834687, 0.022301699087748032, 0.02286862828050992, 0.01272623737832682, 0.018595070307537664]"
LINK,"[0.11329813371480238, 0.11840508064047492, 0.35435792924250753, 0.150065560556569, 0.10057450481938346, 0.16734024179474744]","[0.13537608645466567, 0.127537572630943, 0.36670240397797393, 0.14856587103443164, 0.10044649089391267, 0.1757256849983854]","[0.17605152391102472, 0.12312976636649112, 0.5227261123788028, 0.1744120265825664, 0.08532344392865865, 0.2163285746335087]","[0.5300588131152189, 0.738377595533357, 0.4576981307415621, 0.7174521856299069, 0.249584456446818, 0.5386342362933726]","[0.11516121501402414, 0.15834736455973694, 0.20021537931144265, 0.2533640282901795, 0.11744428761028446, 0.16890645495713355]","[0.7388863452461467, 0.6177580098129968, 0.9757074670913933, 0.4098167295357036, 0.22814394117506134, 0.5940624985722603]","[0.3084383361085733, 0.21331414201597484, 0.7925964558836305, 0.35726986031236846, 0.2578379544075004, 0.3858913497456095]","[0.10119587467591803, 0.12516818510925337, 0.3611129474100699, 0.21552392858097835, 0.16693762949739652, 0.19398771305472323]","[0.08501942132862525, 0.11536956159036003, 0.1506159012879565, 0.18045869469461648, 0.08189628353629959, 0.12267197248757158]","[0.7473653869635012, 0.857226245625759, 1.3059715620843142, 0.6901094738842074, 0.4728384117883037, 0.814702216069217]","[0.14915639572819625, 0.13667373678083386, 0.17391276626220564, 0.15842236587276956, 0.11670491192568279, 0.14697403531393763]","[0.08622794681034444, 0.11116475237795122, 0.12336177690030249, 0.12616560545568675, 0.0813123837706055, 0.10564649306297806]","[0.0860959027998494, 0.11157964383580579, 0.12347301391387587, 0.12520044809489453, 0.08120370254404244, 0.1055105422376936]"
ETC,"[0.8370881634460207, 0.9500930987429033, 0.5441929733907932, 1.39487384621163, 0.3037199730056445, 0.8059936109593983]","[0.5910907108394515, 0.6364893203105608, 0.3756789657144618, 0.6008555409719644, 0.3899777419279926, 0.5188184559528862]","[0.9034009021502211, 0.8284074684322702, 0.33902051629687513, 0.9782206140967686, 0.31524882407574156, 0.6728596650103753]","[1.3153386847200241, 0.7786017964034833, 1.0513898583092782, 1.3041724119405036, 0.6636249523774005, 1.022625540750138]","[1.8698711659611171, 1.4021288476528782, 1.2836645019438973, 1.1134424281412447, 1.5845145358960504, 1.4507242959190376]","[14.352144316277537, 16.055615069287906, 15.696237607475155, 13.658236262837114, 14.607793897146971, 14.874005430604935]","[7.667845579314855, 9.032601325956488, 8.24683188407714, 6.465232978072149, 7.761811052949916, 7.83486456407411]","[11.891943879917976, 14.06594778801071, 13.522269040398601, 10.949419214287266, 12.674795041115644, 12.62087499274604]","[0.38827619674356856, 0.38763438362412045, 0.30243883595029114, 0.4139285200044993, 0.27464924097623455, 0.35338543545974277]","[3.1169454635620495, 3.8934650695705444, 1.4885457744312782, 2.791540195968344, 1.6772382341829082, 2.5935469475430253]","[0.4804376101867347, 0.345085118353563, 0.3057055672705076, 0.45907175077221596, 0.3356363658415592, 0.38518728248491607]","[0.40203005066294967, 0.34179479156590004, 0.29541699341777894, 0.4153225252740333, 0.27776968877111125, 0.34646680993835466]","[0.3921266582174545, 0.338857764492638, 0.29737525628388206, 0.4186587943939743, 0.27813627642293065, 0.3450309499621759]"
XLM,"[0.002023037396538722, 0.002566004227433598, 0.0011193053863137463, 0.00140285682763279, 0.01030003016760005, 0.003482246801103781]","[0.008434746765684495, 0.010133483433133937, 0.006728810314765907, 0.004991138132981294, 0.01641358050091753, 0.009340351829496631]","[0.008510901270172974, 0.0101839077297621, 0.006742675473662863, 0.00497931176623014, 0.01638226483301967, 0.009359812214569548]","[0.005105393529999371, 0.003956025550329463, 0.003792210769372747, 0.005856883063075991, 0.0063647575037811596, 0.005015054083311747]","[0.02775900682628778, 0.028651942701063384, 0.269696645287847, 0.04061691119525683, 0.04961745384351245, 0.08326839197079348]","[0.008532163477736233, 0.011289348774403596, 0.008393539211066222, 0.005710809355442454, 0.015186545741864422, 0.009822481312102584]","[0.009038181398098144, 0.012328296035986197, 0.004214292532427873, 0.0064959544192584266, 0.01657151223926858, 0.009729647325007845]","[0.00215023377391449, 0.001467705559322609, 0.0025456013843547422, 0.0030488054511155663, 0.0049147790548721305, 0.0028254250447159075]","[0.004278642809985937, 0.010298684679279722, 0.0009852437329835044, 0.0013066549956410667, 0.019878555865725674, 0.0073495564167231795]","[0.014129036387904718, 0.06336177799566114, 0.01300434377048512, 0.00847188577198274, 0.01641263819884388, 0.023075936424975522]","[0.006340237838650122, 0.00802330198924492, 0.0031078934086469796, 0.002127312676607738, 0.011025848221445495, 0.0061249188269190515]","[0.0009049463986900917, 0.0009843419146674077, 0.0009656914621140651, 0.001235817203527667, 0.0013269591138307937, 0.001083551218566005]","[0.0009115459810233932, 0.0009717994430939251, 0.000966846311530527, 0.0012483728136837503, 0.0013221910990011251, 0.0010841511296665442]"
