,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.11821022353082714, 0.07788330641160762, 0.07909591384641569, 0.13085297082746244, 0.060264332456270386]","[0.09279837345703935, 0.13088121644523448, 0.06889519510386727, 0.10542510345123712, 0.05887323759053853]","[0.08378803254311411, 0.11168264115096423, 0.09811262588478536, 0.17747933751000539, 0.06066915060320875]","[0.347816221640213, 0.4075190345935144, 0.15601177699959257, 0.5053400572603016, 0.25213991658013124]","[0.4822036887232984, 5.3790496486800174, 0.17679320184260436, 1.4396071954441656, 4.0603937727311585]","[80.18042192156192, 81.10388036971321, 80.87963862191545, 79.55196204610476, 80.52509529921531]","[83.8718286423204, 85.45835320489296, 85.13540439613615, 84.05534051099892, 85.02448718991437]","[28.6762611339126, 29.55325176551713, 29.65137195040956, 28.63103688484433, 28.554080899448422]","[1.0140960647808364, 0.7405786347742825, 0.8192817032273311, 0.09758881688356313, 0.6577121036044639]","[86.2344603369277, 88.86013083200652, 86.85417490989433, 85.39480384947313, 87.3832451360856]","[2.9585516661911795, 2.655027166469821, 4.529182385272212, 3.3562522470550884, 3.552589877127821]","[0.07006294459654107, 0.0643030894326682, 0.05851495535331132, 0.0852280835188872, 0.04648440598738408]","[0.06964299190150301, 0.062225993843276595, 0.058848893617062574, 0.08509274923605648, 0.04649238977173558]"
TRX,"[7.105993112297112e-05, 3.561417540527508e-05, 6.675697411035214e-05, 0.0002676539506094287, 3.0405600523352285e-05]","[0.00010265973006003643, 0.00023344981816227937, 0.00012629669235573763, 0.0005002909991444956, 0.0004113355107451791]","[9.664161401186125e-05, 0.00022681168059126896, 0.00012595773671358846, 0.0005000572490804625, 0.00042134720936334456]","[7.273654796283444e-05, 8.640152512066794e-05, 9.984424620373355e-05, 0.00015655857803068023, 3.595381554241842e-05]","[0.020768292582780342, 0.01689415515109077, 0.013463782478628164, 0.02344279137886428, 0.029329748974318507]","[0.0001079819195653647, 0.0004171171515867435, 0.0001494081868722387, 0.0005029052006415345, 0.0004011288526895497]","[0.00014165952079501403, 8.257471686378723e-05, 0.00021015758255467793, 0.0007115302426576672, 0.0006789801885759858]","[0.00010755470963478946, 0.0013539141579772518, 0.0001270224652162375, 0.00043870911961754023, 0.0001989095496071152]","[0.006379086943535464, 7.44627224046959e-05, 0.004784079379885688, 0.0005315548565612786, 0.0008443012383644999]","[0.005942778677550012, 0.007075330687416767, 0.011045615927438206, 0.008228439812967054, 0.0042438262423853835]","[0.002474434522085318, 0.0012796376268467862, 0.00986539930104659, 0.00011074435770370129, 0.0002565946266769594]","[1.5157477411804221e-05, 1.9291552800989187e-05, 2.646362179020195e-05, 3.0196423724462578e-05, 1.865475810617748e-05]","[1.5103767293067835e-05, 1.938162527885144e-05, 2.6556828212659476e-05, 3.004565327764496e-05, 1.903593474329697e-05]"
ATOM,"[0.017784909626971684, 0.01959725195423668, 0.013261881038882406, 0.05868000432086038, 0.015500220055630452]","[0.025903669731603716, 0.0171802980112105, 0.013336963438879143, 0.0779647659425715, 0.015111505422558104]","[0.080077109590088, 0.03509661720156191, 0.011954971660937196, 0.13225576154187207, 0.009501125483230228]","[0.038004778650718156, 0.06879394460779603, 0.024469245277088634, 0.041259866691668444, 0.03276206072191271]","[0.0989601574600199, 0.0272843581284491, 0.050637559361178246, 0.16344928531006755, 0.050484319943022625]","[0.38354997064191726, 0.2398389881672815, 0.26829280139432266, 0.18392094839988593, 0.19622789377724165]","[0.053733509708751265, 0.1366420302333676, 0.2196700435636661, 0.3548046070263051, 0.24671488321802837]","[0.3586490749263728, 0.3872555314056494, 0.281021062081156, 0.08417528197626971, 0.458787146841056]","[0.06759632408656434, 0.02633762061984625, 0.02257756785125844, 0.011746530799717204, 0.07948258120803757]","[0.15294133132189505, 0.1186629383069941, 0.09149841915670114, 0.15944645407765448, 0.10309747275634759]","[0.09213836605246989, 0.0500133200801692, 0.11590734897788255, 0.1380368415657397, 0.04791789574359833]","[0.011428594800099763, 0.009328328355425514, 0.009401664395905446, 0.01010781875579494, 0.00844795833323069]","[0.011467956732723807, 0.009339125116383008, 0.009532345918754735, 0.01014454966523708, 0.008440649572657206]"
XMR,"[0.09870984308350086, 0.08759326135176966, 0.14476651830117668, 0.12478329875905023, 0.07996077451952104]","[0.1493694115888525, 0.09210277769101385, 0.14957036730047651, 0.11932578076509502, 0.11306829078393064]","[0.09174303759566835, 0.08198454082533127, 0.16499161388147676, 0.10871396255581894, 0.10375207285522291]","[0.3307937077247013, 0.12723637758057355, 0.2835064274420005, 0.3013848000279544, 0.3033630079613849]","[0.4848787776352917, 0.09722081842759651, 0.22489792726430263, 0.7084996709129473, 0.10448249667951325]","[143.39996849828574, 143.3175524968866, 143.32538506684742, 143.1566266114624, 143.685311211604]","[113.29867877399555, 113.0591872578495, 113.8990873310782, 112.87571724398151, 113.48367990560105]","[66.38441320404198, 66.65894761088663, 66.69145691983611, 66.53861734840673, 67.52108121071711]","[24.07799621863648, 26.257273381016155, 3.5219482728082205, 12.68920562631153, 4.977878915712866]","[155.96033565483103, 156.38639260451782, 155.71712089990626, 156.35376882741258, 156.10229499611893]","[2.019354672347075, 2.5243778873951426, 2.8170570141293183, 0.6562490597534608, 1.793436077240581]","[0.08819190928538244, 0.08674574140938046, 0.10184332705381878, 0.10786647331525767, 0.06799594508000832]","[0.08773623218666046, 0.08371066011955985, 0.10214718507436098, 0.1067999858896112, 0.06849499004891366]"
VET,"[2.6782369408273745e-05, 2.6672291331273235e-05, 2.4114672272336368e-05, 5.8771169901639866e-05, 2.435879028771054e-05]","[0.00013788208443811653, 0.00021020944436442532, 0.00011134505209033733, 0.00018740466898132616, 0.0001007512700912508]","[0.00013546688391828743, 0.00020871327916799064, 0.00011359305871517978, 0.00018607195929798737, 0.00010036139186986042]","[0.00014855545605902936, 4.5999588039318564e-05, 5.790409273029503e-05, 8.230374208671364e-05, 7.589060759041686e-05]","[0.008006117491021406, 0.00024358110506554376, 0.004331882769512079, 0.00010255791088764121, 0.0022626719382422156]","[0.00035199009918260565, 0.00036145183294170426, 0.00010951114888940875, 0.0006208319494244928, 5.54993431726194e-05]","[6.589375659307007e-05, 0.0004245193329479725, 9.371577853023932e-05, 0.001177881602777437, 0.0006355027612615213]","[0.002100520146262484, 0.00010655849357197067, 6.720696648595893e-05, 0.00018921203185592967, 0.0009769392279335653]","[0.005736730037836742, 0.00014373440923804635, 0.009939341762918268, 0.008124354471530702, 0.0007356443009284753]","[0.0008241921569863646, 0.00046291242006481263, 0.0007739999181891596, 0.003934707272057887, 0.0008328581648513703]","[0.024413070688336574, 7.771213117501782e-05, 0.007896334775783968, 0.0011272846518889405, 0.014247426933103366]","[2.2521101216414864e-05, 1.7126875780360753e-05, 2.0612154679442684e-05, 2.1262779744514064e-05, 1.1696153213770563e-05]","[2.2604777859937746e-05, 1.7721194083328756e-05, 2.1601857314997553e-05, 2.1292878679594616e-05, 1.1666955143865836e-05]"
ALGO,"[0.00030048875429143466, 0.0012234007618032953, 0.0002891614712064061, 0.0002602254191204182, 0.00020272635280907633]","[0.0017614930167616427, 0.003879096584309281, 0.0021313219020129203, 0.0019257666084964646, 0.0022546492722594286]","[0.0017626967836341773, 0.003872036378613057, 0.0021231527850754757, 0.001927627928550931, 0.0022507210870467195]","[0.000637381831896856, 0.00042337042768745886, 0.000656906166477147, 0.0009118815748331482, 0.0006687132509810232]","[0.0007181342212257444, 0.0020700026208390113, 0.009503322734783475, 0.010962211511227424, 0.0010171187877294249]","[0.002177493578674511, 0.0037244202683462866, 0.002066933274968188, 0.002078496065884265, 0.00261665875776333]","[0.001163654442986918, 0.003406396419495283, 0.0007560674902665994, 0.0032540590970527015, 0.0024337111998596218]","[0.0006501810750788183, 0.0027209376673475436, 0.0011730153631205405, 0.0016376047728978828, 0.004261394871160395]","[0.0012136422071421802, 0.002844587963457936, 0.0020543193077116203, 0.0014099064689838412, 0.0009155731443789784]","[0.007076705395620262, 0.013497509044995155, 0.008685912561610654, 0.0097030160012087, 0.006189176278087595]","[0.006048384037303226, 0.013351706770771854, 0.009989122615452475, 0.005532985770941566, 0.0023354184996589884]","[0.00020235948192895192, 0.00018692517433222634, 0.00026862613424609265, 0.00019716001801886813, 0.00011730302638892045]","[0.0001988427729213649, 0.0001864417929128302, 0.0002692603357051594, 0.00019932766559382066, 0.00011634586945276678]"
EOS,"[0.0015730695151100571, 0.0013623423562070297, 0.0012703266147703546, 0.002773253875425882, 0.0010059148581773474]","[0.002320037477886972, 0.007861114679229748, 0.004259790985482689, 0.01310651159118993, 0.006987176714525013]","[0.010422642036226388, 0.01504520908625592, 0.007052656747404479, 0.013087016429048208, 0.009408894659672902]","[0.002005495564732258, 0.002186706419405448, 0.0021230015929655107, 0.002072783851138408, 0.0016540868112959412]","[0.005634010235282757, 0.0017940612844930617, 0.010019282517946941, 0.015667018794765755, 0.01567829855354961]","[0.031219034951482632, 0.004235825369863024, 0.0440896551852298, 0.048019776341268354, 0.03929716646474083]","[0.011530013940309931, 0.017530612490480796, 0.012953772146840905, 0.011243253936454941, 0.009367947965132626]","[0.012939881453639586, 0.006041009261911143, 0.003261022437273423, 0.029308921321437486, 0.011735273644028307]","[0.008260991109226784, 0.032381962547663276, 0.0175994979373338, 0.030476651638499493, 0.012170232461088771]","[0.024974163856795906, 0.03472034025868812, 0.08659720617729716, 0.02096107087858796, 0.022155772717111347]","[0.05422409458053001, 0.014608961964546174, 0.057568706306095944, 0.015945507705022347, 0.012406075834030174]","[0.0011397843320566392, 0.0010359915439742402, 0.0011176464527046662, 0.0011340631076243572, 0.0009526920127141174]","[0.00113936460647279, 0.0010351411150651036, 0.0011257738690248216, 0.0011372751223667594, 0.0009568578576464239]"
CHZ,"[0.00026001204785489193, 0.00023935005449400405, 0.0002535702165925047, 0.0007057318263668223, 0.00016587533820131985]","[0.0007089699121965606, 0.001706813931159458, 0.0008339456867206594, 0.0015620575124175205, 0.0009194630946916808]","[0.0007030113865100062, 0.0016992650136353508, 0.000842802043932259, 0.0015518893117026408, 0.0009194245634991048]","[0.000563577874181081, 0.00035331080149761927, 0.00041611424379349004, 0.0008269112666310771, 0.0005051855270336642]","[0.022541654325787384, 0.005313491863699251, 0.0055637681876231455, 0.012514380602201777, 0.01333937893217029]","[0.0008313044667905874, 0.001841155316262656, 0.0006598439733429596, 0.00218429272392959, 0.0015104073700656993]","[0.000726834522785847, 0.0022415139681999144, 0.0004711895775789667, 0.002261861098242387, 0.0010548837437496634]","[0.0006984057396690377, 0.0010637508148377854, 0.0009185850851102478, 0.0016526927818859137, 0.0014202943440581152]","[0.0014457508162044861, 0.001032499955535528, 0.0013200899359135788, 0.0019224422728763416, 0.001395582377825733]","[0.046259954736811985, 0.009201092169869609, 0.050799121811798305, 0.006849945328191113, 0.10992340475955129]","[0.027197525442703374, 0.022993877893018093, 0.02329728176718883, 0.016269832602088093, 0.0007494639105324397]","[0.00014233813515786745, 0.0001084844183114427, 0.00012773607057964636, 0.00014044795189957282, 8.528397725801749e-05]","[0.00014370854126262558, 0.00010739664756669496, 0.0001276762691086497, 0.00013957549186030047, 8.548392899234462e-05]"
IOTA,"[0.00020802438312216538, 0.0005292336454635211, 0.0005681580866979533, 0.0003161352301878967, 0.00015781306251930178]","[0.0015166578857804525, 0.0026977892639900632, 0.0025437919035172806, 0.0014669610637300446, 0.0020179724576911387]","[0.0013935184670524799, 0.002647331021456906, 0.002708060259691249, 0.0014093882508525433, 0.002007447196278673]","[0.0006326741438745334, 0.00048534692876338944, 0.0008661163755590148, 0.0012537838969989708, 0.0006452765601839918]","[0.0008725900381915986, 0.005774774591784474, 0.0009278589269106407, 0.005577590524502356, 0.002639428641951388]","[0.0006353700436334805, 0.0039122779545667195, 0.0006426899362022156, 0.0035302212798942723, 0.002915187692573143]","[0.0028190939980811186, 0.004197323962604011, 0.003859822587696462, 0.0008611398970287591, 0.0005799762596036189]","[0.0019598791513179537, 0.0027261621758223526, 0.0026882857293523362, 0.0014346835853406828, 0.0018248562522823531]","[0.0016840660205686983, 0.003146356915554322, 0.002958369750391843, 0.0013426599065525873, 0.001257199240325909]","[0.004771481850253386, 0.008822026581925343, 0.004228471810586935, 0.007503560376171433, 0.004408950296117116]","[0.0027490782132082122, 0.008316675066210089, 0.008099252260555691, 0.0019936207955368553, 0.0027844120229674717]","[0.0001688109427398941, 0.0001601439564298055, 0.00021513787575626838, 0.00022162746090479356, 0.00012168561827418678]","[0.00016768980817522523, 0.0001594874381095156, 0.00022046743935270433, 0.00021871421392008852, 0.00012181980402760837]"
NEO,"[0.02963924406273768, 0.06833872336137138, 0.028940917632910842, 0.021212080031647627, 0.04123363895117838]","[0.02229270595423502, 0.0642812168084423, 0.026830840378042807, 0.018656390082221138, 0.04206856091249077]","[0.015994080211840823, 0.0666841040930476, 0.03400147670037994, 0.01575628329112281, 0.04186347507580774]","[0.046742122466879886, 0.03440597034228181, 0.042840008735756156, 0.07025248812742008, 0.04843034304494761]","[0.1416308959209673, 0.2096588998715831, 0.2208968602202407, 0.09719374497407453, 0.04449753990957274]","[4.422047610938646, 4.703022987655095, 4.175147203818412, 4.3263305126267255, 4.525195164166429]","[0.10759078654890773, 0.21567029396191398, 0.1916899703880607, 0.048843740277043524, 0.06711982095242734]","[0.1282741549772703, 0.21983321149467336, 0.15882589843661996, 0.09702009076814477, 0.15413221875538147]","[0.06451295549359762, 0.278118616739244, 0.9259473465227989, 0.43592769832346684, 0.24953948386780853]","[0.1615430905607248, 0.23241079883472082, 0.21989868848473043, 0.12044275847679023, 0.15102264922987826]","[0.9699037330781403, 0.9001439456090732, 0.8698515702760419, 0.7265364142636267, 0.5388924263433259]","[0.01144053965323694, 0.009779705898581788, 0.014436309560124212, 0.01454277411095367, 0.00941810060551024]","[0.011475848738600405, 0.00983360282249299, 0.014486556516118658, 0.014535891852633534, 0.009520382432514869]"
