,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[15.822791369404527, 89.60200372148006, 20.34183203731187, 17.78412429008559, 8.58860671164574]","[21.272836520595735, 28.23753549033683, 22.419385772496323, 20.007188156060323, 10.962223509489434]","[16.557650172956325, 20.64652631323354, 19.473236224111613, 17.21296639854447, 10.407072801804704]","[67.24024131536488, 66.90620272021188, 60.6803205341685, 41.85077396827422, 22.782997575035804]","[170.0792765328829, 67.61862328983545, 21.096119270973787, 114.97277888281369, 20.9310378095453]","[30236.75074375609, 30400.09230103562, 30391.665564646562, 30326.608167088452, 30325.30057662367]","[30272.03911248998, 30438.664436110008, 30426.245951644338, 30363.906777348915, 30363.77799958548]","[30264.420017747554, 30428.383033409966, 30419.142842920213, 30354.743143616957, 30353.727188095287]","[883.5359692369208, 329.77399345416393, 296.19150182323824, 127.67675979996983, 81.13751969606994]","[30285.628142476777, 30449.657720086314, 30439.085328123507, 30375.275960885792, 30374.623469826347]","[95.88913739908132, 159.6458449619997, 89.9492711665469, 109.6570391169356, 105.71089915901429]","[14.421802085706933, 14.614930748790028, 11.713915719676388, 12.45495621830914, 6.824773051171832]","[14.391897030817443, 14.462782327981815, 11.77921713207164, 12.47759471730608, 6.88661524880434]"
ETH,"[2.74981118712182, 7.18769171431766, 1.7858853357290916, 1.711540192845949, 1.0275577578332253]","[3.478758202795943, 8.10366771455001, 1.8917270477106434, 3.047685149880168, 1.6128828944222937]","[2.2964483988457376, 9.140921630732166, 1.3592928013744179, 1.6602754621108926, 1.1889742491850344]","[3.357615931567707, 5.018068654224663, 2.749067073461489, 3.3408534472186093, 1.5954295039637736]","[12.114200070191469, 28.8877572590998, 1.4951228189776562, 2.2664284435117863, 3.6432156078326208]","[2048.880171905293, 2069.6530562473017, 2066.0946737729278, 2049.664213567534, 2053.7761444490225]","[2069.0563813720037, 2090.200139002635, 2087.2930822017615, 2070.7303009082425, 2074.624508435197]","[2043.0716899789695, 2064.840145617925, 2061.2131059374633, 2044.6427905175356, 2047.9445098347367]","[6.092822554883167, 5.186074058738998, 5.75427958368976, 1.6742941359612162, 8.206109964684474]","[2068.7334319178344, 2091.653834980349, 2085.95052856585, 2070.1038784522148, 2084.7031992940606]","[50.47028163726816, 2.6654017942157506, 16.040844302599353, 9.468045619782034, 26.38501540944508]","[1.52834885771664, 1.9323746434892755, 1.1423102448515936, 1.5325145627200896, 0.7248412391275635]","[1.5114092792583407, 1.95090091421251, 1.1494722366996502, 1.520554184780705, 0.7223006406093251]"
BNB,"[0.20218420892674133, 0.4211547900584824, 0.16108962332079488, 0.19408325098169857, 0.10795638568646106]","[0.20847517377951205, 0.17744720402644135, 0.15798814140561476, 0.1765770455954025, 0.1042931834512701]","[0.20011169234501341, 0.29847550973632003, 0.20199191597744678, 0.18336099656168986, 0.1053383732549088]","[0.8380490222277744, 0.5893147663332117, 0.45961254735810875, 0.6251329743271772, 0.56728842467007]","[1.9902067736486737, 6.449001338800292, 6.632564509956319, 14.952976817347917, 8.937881002199267]","[325.13104442575104, 326.72170913828126, 326.2628641727895, 324.5828461427259, 325.23662976964863]","[230.0361019458024, 230.976111116449, 231.04706748879912, 230.09216910322021, 231.5903462998582]","[267.7471539326427, 267.3006185053189, 267.53535615580256, 266.66794806417107, 267.8846667223522]","[0.1734013232784432, 7.231081047710339, 4.314041065025583, 4.111246475723305, 6.1280934068658]","[269.36137434970374, 269.27018918742704, 269.2996700532963, 268.16885032338257, 269.24004914982123]","[6.199605712712517, 6.789997884202016, 4.081543668920712, 0.9554435833370605, 1.4294093557613483]","[0.14557964582877528, 0.13507354320675996, 0.14724129855444906, 0.16661332479727037, 0.105350694114801]","[0.14515392010336672, 0.13724557959741335, 0.14805343232764928, 0.16717860917044197, 0.10535660989540171]"
XRP,"[0.0015265422564944796, 0.00048032323821761686, 0.000513081625236844, 0.0007403941517966927, 0.00030516514342206024]","[0.0013542936994492757, 0.005872497284801361, 0.0032342174403709985, 0.0045667451649506075, 0.00378417185788379]","[0.0017179981122929496, 0.005876451836209382, 0.00323367000389112, 0.004573934155393373, 0.0037879643105556363]","[0.0006495028508568904, 0.00116164132606551, 0.0008417489377978114, 0.0009510043638390878, 0.0004184412436102862]","[0.23163956885067788, 0.34214287570859403, 0.29369942094457624, 0.08360472772901113, 0.1836878736602761]","[0.0018450727644046831, 0.0061606490688428835, 0.002522190917151059, 0.005690937493022925, 0.0048128065241282115]","[0.0015279963594934966, 0.007091633575942844, 0.002717097719095163, 0.004641935213434886, 0.003296915942219697]","[0.005569125690814413, 0.010504183271448775, 0.004964298937937377, 0.005194253677175701, 0.0018469503054918024]","[0.0015475176922469561, 0.009069666913530557, 0.003508174641712602, 0.01265460947742376, 0.0023569401238004253]","[0.007878594451574829, 0.009356631039802098, 0.009089925355228923, 0.0066224543610409374, 0.005757011223020493]","[0.005774941303753086, 0.0033975744712368048, 0.005189822075469782, 0.0010815202900990905, 0.004835780617066279]","[0.00028668884782540933, 0.000339955283858792, 0.00030513208132537493, 0.0004830766796063225, 0.00021666670551562543]","[0.00028254084924193536, 0.00033874378524561334, 0.0003056528801536502, 0.00047650552112441956, 0.00021631555648188566]"
ADA,"[0.00048428932983537526, 0.0022462508556997957, 0.000655380614993609, 0.0006879931931899635, 0.0005747913939483532]","[0.0014643066106522903, 0.005673614146062431, 0.005045101839408192, 0.0021589289086026138, 0.0018201860841408357]","[0.0014229945416646779, 0.005801113474247542, 0.004729986034166193, 0.00243066251477829, 0.0018687804726758084]","[0.0010909714616424973, 0.000818443596248441, 0.0010256971111306686, 0.0011358387615626711, 0.0006718506385076207]","[0.01002704869281336, 0.059905953926293574, 0.04560127466462379, 0.053982456696445684, 0.053144619365668645]","[0.001650482466687246, 0.00446768300163491, 0.004178696675274706, 0.004541089409344487, 0.0032512552140362564]","[0.0015462597086472202, 0.0075004245900626544, 0.006136672628810578, 0.0026308531797667417, 0.002157758697938975]","[0.0024747517391579097, 0.005281432168638585, 0.007256145811364578, 0.0012936075030069334, 0.0011712595270924396]","[0.001750422788528352, 0.008099564280408327, 0.002412831114958135, 0.0017931588796653512, 0.0014171262206464012]","[0.004014542027871946, 0.0070016370440888, 0.007113057002290943, 0.005360814391843315, 0.004592212190247988]","[0.0032315176332106416, 0.014008170306265347, 0.02371308773315125, 0.016834954829654115, 0.0061321044697709584]","[0.0003320240955111542, 0.00032328394845937387, 0.00029895401822285534, 0.0004105769318071325, 0.0002547155275989317]","[0.00033338211896954777, 0.00032569589245643577, 0.0003004083591272044, 0.00040826169400086317, 0.0002540152875350325]"
DOGE,"[0.00016444813948657884, 9.173495012912743e-05, 0.00010527264565687974, 0.0002051507857596726, 7.289762618575745e-05]","[0.000204144843677229, 0.0008588076369012988, 0.0005732013245797692, 0.0005618594572488768, 0.00030063035907905775]","[0.00019912746411958741, 0.0008500076621721403, 0.000579156241729407, 0.0005593465799542311, 0.0002986621164829246]","[0.00041523525038189715, 0.00020095249048407516, 0.0002193971363262924, 0.0004735134912161281, 0.00027110732487803634]","[0.007403445592702447, 0.004363496541168801, 0.01772318925033816, 0.004750800792894806, 0.034146935887187944]","[0.0004699408048758355, 0.0013546109640519143, 0.0005596057429683374, 0.00037653395775619073, 0.0008689599087368723]","[0.0008956959960780357, 0.0007699374758267789, 0.0009683522589507659, 0.00046966443929515294, 0.00031365657635949365]","[0.000549717557175963, 0.00013266832384337492, 0.00029124053009863774, 0.0006809849686835983, 0.0011368397364682232]","[0.025389907231081022, 0.002378655691852477, 0.0017892681056604267, 0.007555820492121646, 0.00023735689575523272]","[0.0079146688053371, 0.012250678867978433, 0.009866151151265436, 0.006508733851023208, 0.010849381657535085]","[0.002448287885671998, 0.00987513712805977, 0.0025364779723685334, 0.0014079060144757388, 0.003937139951854054]","[7.923130694365731e-05, 6.245638478170105e-05, 9.575421011338155e-05, 9.37097965855809e-05, 4.7955878666061694e-05]","[7.972218930344409e-05, 6.263182811221525e-05, 9.634472088921811e-05, 9.501552778582017e-05, 4.806312955643723e-05]"
MATIC,"[0.001018408129068192, 0.0012168244777550998, 0.001028787180315701, 0.0067018916580525115, 0.0006162879732595427]","[0.0033400675442272518, 0.007343661615297924, 0.004697794053595711, 0.01097769797361899, 0.008930094673630323]","[0.005247576976454447, 0.008099379288520062, 0.005886793171207558, 0.010813964286265739, 0.009440424970078087]","[0.0024165275974228503, 0.0015716244711455915, 0.0028092950251457248, 0.0035831171198877068, 0.0012606396247902708]","[0.03604726716742713, 0.08476533184554981, 0.014401299930254841, 0.1053533602052658, 0.09247331584223076]","[0.07845050811297213, 0.0023996463211605366, 0.017922763330992113, 0.05351965684117988, 0.03424079227523633]","[0.009933958743242448, 0.008962753265234458, 0.0026734390631880317, 0.011863820077365589, 0.007791080125985785]","[0.0025905658483276178, 0.003391001200099657, 0.001787133971182694, 0.011505491908627053, 0.007379084521513803]","[0.0012409384587217462, 0.005144613765066608, 0.006849956654471119, 0.00797473361743866, 0.0008397635998840337]","[0.013317592246775608, 0.012948632786572578, 0.016733703536110298, 0.010353067510937513, 0.014980475778760074]","[0.1669354223617399, 0.25291459675597433, 0.16614945311459534, 0.16423881574144866, 0.20106457746062018]","[0.0007806015905510052, 0.000721623938982685, 0.0007715957490810692, 0.0009184543724171178, 0.000506675438520561]","[0.0007425054043681355, 0.0007309493757464033, 0.0007833337024305033, 0.0009150727744430301, 0.0005064821372879826]"
LINK,"[0.009608267574600473, 0.009724279293213931, 0.013487492714495107, 0.01108511044429232, 0.005829972843472879]","[0.011903280853603315, 0.019049852738328526, 0.01250964697982461, 0.024681085858019976, 0.018858831187536538]","[0.009626009304717591, 0.053091974654762536, 0.02830812520919607, 0.0664701033890302, 0.04569566511786958]","[0.0406833693599703, 0.031919840334584955, 0.021387193475675702, 0.0311677833455715, 0.021184180008451826]","[0.12825434417064296, 0.024173684895701642, 0.03282738099210748, 0.012022998696906827, 0.218560412800172]","[0.04154990535611063, 0.07769319593628748, 0.03456472226138641, 0.11101587492615349, 0.1049767376721164]","[0.05112472522527276, 0.029556563812645615, 0.0259531128516866, 0.1529579221864824, 0.15432098888757603]","[0.04971315144857482, 0.057445545744165445, 0.02445609427329905, 0.11845934336718257, 0.11314409315477403]","[0.007323938310654669, 0.011767345774672935, 0.005114716062843732, 0.008711228682604263, 0.006966774292629612]","[0.174623668127599, 0.18704675785947933, 0.17581659235759872, 0.30382838659342554, 0.1548349126671451]","[0.08529410023504158, 0.022662549680697076, 0.0776289174321848, 0.08206577677665353, 0.03011439844735577]","[0.006435526396496231, 0.006514023130250014, 0.005113902619330964, 0.008111648737768845, 0.003998482305601943]","[0.006446999721480355, 0.0064828264684733735, 0.005137639473824409, 0.00801568347303997, 0.004004356923960155]"
ETC,"[0.03343033670083791, 0.020562368303550748, 0.020373090172426413, 0.09926149245076205, 0.015463879960423272]","[0.03186441519639137, 0.0378414763570348, 0.024689353902603316, 0.12775658698177542, 0.020036159569937605]","[0.037421269590036124, 0.08061658037280753, 0.07783908773760577, 0.21767191204521455, 0.07053380244502534]","[0.10870410991883539, 0.06987661472395217, 0.06100610508708127, 0.10684217381375201, 0.07289725196910729]","[0.15491390834482377, 0.21253976416724008, 0.056838451902445165, 0.07063940763596656, 0.2211111133780178]","[1.922545503962338, 1.6410891895866269, 1.887829051682414, 1.302995531936745, 1.3557244036171598]","[6.295448339693435, 6.260088444805552, 6.793042425796194, 6.271580989734794, 6.353509079367325]","[17.041149002667733, 16.96620037289189, 17.751227923831568, 17.643347867957637, 17.65046577617731]","[0.16253386365023423, 0.22979835489655842, 0.04290275184802713, 0.14211518185511507, 0.14630954970225998]","[3.847545654107837, 5.983980109512252, 5.365545412243121, 3.572426813941853, 3.877527786687112]","[0.07207302447782077, 0.15526534177852427, 0.062121161874125606, 0.07161429593346534, 0.043652796872372585]","[0.018281330445070028, 0.01761360602614899, 0.018308467986153237, 0.02172556098240048, 0.011627553482998916]","[0.018291312817711965, 0.017377428574446976, 0.018230492158022745, 0.0219271969252587, 0.011675536120853088]"
XLM,"[0.00011492672440387572, 0.0001370657054033384, 8.379609685278749e-05, 0.0002902956636539609, 6.913977950772779e-05]","[0.00024328224349508205, 0.0009246442448855681, 0.000288668471433926, 0.0008692940285657104, 0.0005280053791392691]","[0.0002619207720916933, 0.0008888019026311164, 0.000322789194518943, 0.0008494967981239371, 0.0005507366164934983]","[0.00019300553005548475, 0.0002939889702924306, 0.00018240073120912828, 0.00032688807695487867, 0.000278934904090415]","[0.013288518834728319, 0.00405616150146298, 0.003994466810187687, 0.010207665971985675, 0.022979791013575113]","[0.0009087595661594905, 0.00040964020589925637, 0.003706920390243179, 0.0020995680966456134, 0.003057949599240382]","[0.0006251690939429981, 0.0011611925395935158, 0.000584002064659058, 0.0008505591834800497, 0.0011204876625853608]","[0.00037236610031895747, 0.0018713484585970261, 0.00042260602237565223, 0.0019613355894869304, 0.0010343689956306239]","[0.0013694605052733298, 0.00207982390702263, 0.0006974172515285945, 0.001237598462733194, 0.005861790370342473]","[0.0025075103674968634, 0.006499439115408015, 0.004034257257364905, 0.002279486615178369, 0.0025482210793118126]","[0.0022881775927544186, 0.0005113654864529076, 0.0008030832457140145, 0.001416894888032807, 0.0027144748802274093]","[8.390470785361412e-05, 8.1368152026536e-05, 6.948455491394367e-05, 9.136216459309908e-05, 6.77323737146103e-05]","[8.301953660211536e-05, 8.104419429518643e-05, 6.903808781465405e-05, 9.129727121733023e-05, 6.792829390069369e-05]"
