,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[2965.1130230187414, 1968.9857230049424, 6546.12358578045, 2188.216451339691, 1681.4658740286832, 3069.9809314345016]","[3866.0575107589993, 2097.4480178793815, 7333.946733097846, 2067.3599525594186, 2362.473270887857, 3545.457097036701]","[3291.4500507616845, 1705.784702428722, 8682.716694178398, 2768.7837490732245, 1479.8667514563708, 3585.72038957968]","[7395.103336170643, 7459.712878069379, 7098.219186967184, 4020.804838948015, 6825.962427940151, 6559.960533619074]","[2337.3280866442465, 1742.968543604186, 1193.856928407545, 643.6544861193856, 799.2073866563793, 1343.4030862863488]","[52688.4525359499, 43256.03706756189, 29336.974572766452, 19231.700202023792, 22716.2289477434, 33445.878665209086]","[52931.68251396233, 43503.30464790697, 29576.28892280782, 19478.18535934409, 22959.731415875325, 33689.8385719793]","[52958.96553691838, 43530.271290039076, 29604.345270543257, 19505.53047844815, 22985.977606132892, 33717.01803641635]","[1994.9463776408904, 1468.8694401859086, 1064.53309643616, 598.6993326974249, 702.4835480066067, 1165.906358993398]","[52964.81098298531, 43536.954325335646, 29609.509590378675, 19509.913837076536, 22991.76275725522, 33722.59029860628]","[2014.1233730362112, 1793.0501731529794, 1297.4097559926715, 967.0314313578745, 1388.953717450998, 1492.1136901981467]","[1827.649012518533, 1461.8969011932409, 1089.0415597560739, 601.8350082280027, 613.5354169644094, 1118.7915797320522]","[1814.079717291617, 1477.8144598600234, 1074.2416733223472, 605.9221263393276, 614.0524192861698, 1117.2220792198968]"
ETH,"[758.5909359499101, 300.2002766104094, 726.601060160831, 88.26210399135705, 116.18702433206612, 397.96828020891473]","[510.71242497728275, 197.7172608518916, 436.6396592676101, 89.50467040696277, 75.19705894434594, 261.95421488961864]","[1038.6528232261544, 278.2924783140514, 600.1843666606134, 155.71253847337553, 59.71644137516882, 426.5117296098727]","[379.472326917346, 977.0111440429941, 644.2125155613714, 330.3444793277218, 440.98963804180505, 554.4060207782477]","[218.36586583267047, 140.81490757608486, 106.2917543196928, 76.09657901816651, 74.03993303181338, 123.12180795568561]","[3692.33185895145, 3250.949764902038, 2029.2488215564786, 1431.7318029025896, 1566.281191872361, 2394.108688036984]","[3702.8471562232617, 3262.898365541971, 2041.6398348510238, 1443.0325682901127, 1580.1731984604096, 2406.118224673356]","[3673.8974244474, 3231.115421967514, 2011.332413812066, 1412.638689874214, 1547.3391088878275, 2375.2646117978047]","[198.541821524258, 128.87289645983373, 91.60447387227038, 67.86207340110978, 48.186619850182204, 107.01357702153082]","[3521.52648778867, 3079.0325171384516, 1866.9596406168814, 1259.1455931974444, 1394.2143211454918, 2224.175711977388]","[191.20913443909413, 186.51055160567037, 115.78937992656255, 77.60218391069596, 48.514518004240216, 123.92515357725264]","[160.03414843724465, 127.75780323753997, 93.31321139425806, 64.99339781854769, 44.35276583960189, 98.09026534543845]","[158.55813810531563, 126.94184150954524, 92.92242882054684, 65.09883567703952, 44.43591355969809, 97.59143153442906]"
BNB,"[23.6750602975842, 19.04367285912147, 51.008532509727566, 12.383437871872516, 8.539186033879242, 22.929977914436996]","[47.08041688770155, 27.22757902053632, 38.146621490388775, 16.172676447892844, 12.123429566246275, 28.150144682553154]","[80.40829113631621, 30.754239520999967, 49.14205060278874, 26.224781781517787, 8.158411103670483, 38.93755482905864]","[75.13648955387832, 113.34471178764537, 113.36416715469507, 64.66099984411197, 52.84980496735387, 83.87123466153692]","[35.2005635693479, 21.906159837882132, 19.576435534286507, 12.614288303910394, 8.476263696206626, 19.554742188326713]","[466.3746658859862, 438.64386369673485, 298.4207582388859, 277.00231910196214, 284.87671589336725, 353.06366456338725]","[465.4330931525549, 436.8210319686554, 295.9873291841334, 275.1069982434152, 282.31747589198807, 351.1331856881494]","[430.20483075825763, 400.6579432593499, 260.0137286330184, 237.51522075234487, 245.71186236250762, 314.8207171530957]","[35.650714545131166, 29.285862890125042, 13.128677885588683, 10.696641794254782, 7.6164806830067215, 19.275675559621284]","[408.74113060750034, 372.76405204450134, 201.78366119151397, 177.37190861974074, 185.25873969227473, 269.18389843110623]","[21.820859292893665, 17.58908346377066, 13.071690421444432, 9.855922906498634, 9.198564736669539, 14.307224164255384]","[21.762652929510544, 16.472058380487965, 12.828813837844034, 10.003205519604654, 7.512129106629993, 13.715771954815438]","[21.242930673890427, 16.498498212837745, 12.85106191407164, 9.891248490603619, 7.513124899399568, 13.5993728381606]"
XRP,"[0.12978974161918552, 0.13678247590703868, 0.2687603409891504, 0.06481927810827767, 0.030000446015627236, 0.12603045652785588]","[0.11056663996195017, 0.04905230355743902, 0.24202243259098252, 0.04796891996395587, 0.018300198547384888, 0.0935820989243425]","[0.19237759647262975, 0.04943113034219376, 0.24614919523438542, 0.03897144115534962, 0.017366604123343607, 0.10885919346558044]","[0.1688312805128181, 0.2907014640641907, 0.18847773096350237, 0.16903520313206596, 0.11815478711732, 0.18704009315797943]","[0.12920664015404013, 0.09254515290824483, 0.0416388818961178, 0.04383271490957932, 0.017703708036902015, 0.06498541958097681]","[0.06179815934932616, 0.04031401458737651, 0.03412869701595609, 0.024329079126246194, 0.0153176908767787, 0.035177528191136724]","[0.47660372542719376, 0.11399695215580052, 0.494888791085533, 0.4003916801491567, 0.13029211421002, 0.3232346526055408]","[0.06204658104847898, 0.042992010010238, 0.04784367122838714, 0.020961245775238994, 0.015191592777471334, 0.0378070201679629]","[0.08104717822936527, 0.05591026372196659, 0.1202405934130062, 0.033540745454081755, 0.03341869556261827, 0.06483149527620762]","[1.0857750101800272, 0.2981920821277427, 0.46031059610825437, 0.5339976765480408, 0.3613626275108331, 0.5479275984949796]","[0.12261733066615965, 0.044850831529040604, 0.08675592342322441, 0.06102619666680187, 0.030022026060061872, 0.06905446166905768]","[0.057503362187155474, 0.035145416448155456, 0.02157328659154706, 0.01919319635297279, 0.014367179939017982, 0.02955648830376975]","[0.057157638471098594, 0.035064741029860076, 0.02166052303100458, 0.019249999312787796, 0.014318650423275597, 0.02949031045360533]"
ADA,"[0.3528677442663906, 0.12946060521879513, 0.28785812549159057, 0.07169794995675768, 0.02831745803891589, 0.17404037659449]","[0.3041738178346246, 0.08162345176599126, 0.26332960873169675, 0.07487730335830987, 0.029515181909957496, 0.150703872720116]","[0.6335961460668614, 0.10566946269294883, 0.3772438640898999, 0.12945183505445992, 0.06030315558140258, 0.2612528926971146]","[0.5248433635465474, 0.7623517643129655, 0.21851013207942033, 0.12845863645467373, 0.09874307837793188, 0.3465813949543078]","[0.1562763631127151, 0.08340396350129825, 0.03870850476247867, 0.029308697778394507, 0.020679131824983994, 0.0656753321959741]","[1.0988013418094078, 0.3415882387479079, 0.19171375992942463, 0.3976027203644835, 0.1726216086644403, 0.4404655339031328]","[0.27214257867876857, 0.07495920221074132, 0.11495132918431775, 0.04231674807138249, 0.02686616251531315, 0.10624720413210467]","[0.6735593807833813, 0.429289924005355, 0.845628865937187, 0.5339184389164426, 0.24881149622791623, 0.5462416211740565]","[0.160477963829244, 0.07018308144337002, 0.07250457953482888, 0.038749904081136384, 0.01721606134904843, 0.07182631804752554]","[0.8741547947703706, 0.3414230442003954, 0.46588422282111547, 0.17160893990130308, 0.15172725491602046, 0.400959651321841]","[0.17612781990883397, 0.06958288409001463, 0.03795377902003243, 0.037651339155257056, 0.04012725071248154, 0.07228861457732391]","[0.11206234690651146, 0.06356573096501707, 0.03790242860415463, 0.01604481408091323, 0.012329544358261516, 0.04838097298297158]","[0.10867181513597929, 0.06409870055635056, 0.03798147401483731, 0.01600136990990643, 0.012430636907231547, 0.047836799304861025]"
DOGE,"[0.035070503638823115, 0.10075677284464449, 0.05686737336100863, 0.015409415422429705, 0.005878301388377246, 0.04279647333105664]","[0.01666644147396472, 0.0326584530966415, 0.02103139001239918, 0.01588169729367772, 0.005016346778015709, 0.018250865730939765]","[0.021454336956342804, 0.04382357399298542, 0.07725281072665473, 0.02824285990716632, 0.006109479161423998, 0.03537661214891465]","[0.08308872858445984, 0.025299849870247162, 0.017642441361704404, 0.030657911943116598, 0.009563795748831455, 0.03325054550167189]","[0.05735414135737074, 0.027481623485415156, 0.060660775715637855, 0.025040764753376247, 0.02705746456716553, 0.03951895397579311]","[0.0233920831921569, 0.009057938842068335, 0.012931038778025192, 0.025992570337372768, 0.02004964479326739, 0.018284655188578115]","[0.022019484503593683, 0.012765279494706877, 0.10439226708195307, 0.07626168309363507, 0.016331861169562048, 0.04635411506869015]","[0.06955083958326319, 0.010593231166468145, 0.054930111172924505, 0.061525670565430055, 0.026570682773219022, 0.04463410705226098]","[0.014726389881544887, 0.015499235303436203, 0.010826388054156992, 0.015674078731773053, 0.020771648756293982, 0.015499548145441022]","[0.042661607189102606, 0.03129589656522235, 0.0510999806447986, 0.02190771486701628, 0.011849383315253419, 0.031762916516278654]","[0.05697483146634042, 0.045943106011237494, 0.021253350374883514, 0.02743505926404465, 0.04144786384333771, 0.03861084219196876]","[0.015307372039451213, 0.0069381368661354335, 0.005800126587763299, 0.006109006915311433, 0.003255955706672331, 0.007482119623066741]","[0.01450086504597864, 0.007171450452036782, 0.0059008339707875635, 0.005950756499421391, 0.003214148330697996, 0.007347610859784475]"
MATIC,"[0.14577649362435102, 0.3216967812197044, 0.1423244503043096, 0.07378073784559995, 0.06906951753610993, 0.15052959610601496]","[0.14089100161240195, 0.2957315627853795, 0.14984197708188085, 0.07441597463719228, 0.058823932490354044, 0.14394088972144173]","[0.1581436654154197, 0.37567579675570517, 0.14508359560067333, 0.07276684473662054, 0.0694219881660067, 0.16421837813488507]","[0.2690406619920365, 0.4329755486008688, 0.2745720509577101, 0.20921172025443863, 0.15302712458385048, 0.2677654212777809]","[0.14922169811801003, 0.19881712428030773, 0.058351475843706924, 0.07029814115938308, 0.045866005432077396, 0.10451088896669702]","[0.8196966914168113, 1.0457304692666094, 0.26116533644154594, 0.12223630145872001, 0.18548603252203533, 0.48686296622114444]","[0.25594610936218926, 0.1905935768386201, 0.09331465765983689, 0.06806441713684816, 0.049751903358975925, 0.13153413287129406]","[1.1473845466058465, 1.6188650594376772, 0.7268721939022639, 0.4655406589869955, 0.6135617888125247, 0.9144448495490616]","[0.10987090606477187, 0.12002048076944377, 0.11567097980028797, 0.05679894806282179, 0.042994411012273547, 0.08907114514191979]","[0.6345545728715709, 0.9829105183676097, 0.5394805025378132, 0.48010594385477534, 0.32827625708870384, 0.5930655589440945]","[0.16301314897824876, 0.1906466988610805, 0.06672416730129342, 0.060459464198346476, 0.06059905543511569, 0.10828850695481698]","[0.10252176726730418, 0.11885974816926882, 0.05658323014159079, 0.057617360534765495, 0.042311110668621595, 0.07557864335631018]","[0.10245810299880881, 0.11393157628219241, 0.05692504707325851, 0.05677873004364332, 0.04315050608668458, 0.07464879249691753]"
LINK,"[2.808614274617171, 1.8507028430049257, 7.96378783122235, 0.708292351166435, 0.664828395886419, 2.79924513917946]","[1.9253656243960706, 1.44112743455755, 5.34721886223928, 0.3923988579186817, 0.4095740323706362, 1.9031369622964438]","[2.3766881890616967, 1.7461693296524363, 6.728061349509099, 0.44815254628315215, 0.4263700605164398, 2.345088295004565]","[5.248470636626367, 5.852695242387861, 4.065159301392582, 4.649021061496014, 2.68364661222288, 4.499798570825141]","[1.6829522646241366, 1.7473689499799467, 0.630103781094942, 0.5970506388460309, 0.23449123661390475, 0.9783933742317921]","[22.274225079182145, 12.916716308035856, 3.916173523575734, 2.0124441278945087, 1.2623737327413789, 8.476386554285927]","[24.48012085920609, 15.306096027185431, 5.889357339015217, 3.7486247954061613, 3.0563303455991693, 10.496105873282414]","[21.433446477318824, 12.52568810344761, 3.8118667443121206, 1.2476177159606974, 1.089287024564899, 8.021581213120829]","[1.5810757618235756, 1.0666893078098558, 0.6899598728183397, 0.35428585233095605, 0.23072732189413078, 0.7845476233353715]","[6.055857408924325, 10.173054059222231, 7.055685601268069, 1.3016528354212482, 1.3770672387552556, 5.192663428718225]","[2.1410759223156925, 1.5795603529722984, 0.6784928897233228, 0.37469181751386865, 0.27183835166282355, 1.0091318668376013]","[1.5774206417562748, 1.0633837949494829, 0.5201497900345614, 0.35709234659958755, 0.22920476177106194, 0.7494502670221938]","[1.5528214290938536, 1.0480088356129804, 0.5237915191904877, 0.35812457315915425, 0.2295441922811465, 0.7424581098675244]"
ETC,"[5.892096728512168, 10.885070735821465, 8.51447144598494, 2.81113080601249, 2.2771847850255473, 6.075990900271322]","[4.670436483005133, 4.793903923678726, 4.171970622547106, 2.3917971281468464, 1.0959583052403956, 3.424813292523642]","[8.28191779275408, 7.974856359405024, 5.967662951695784, 2.1449279571224062, 0.9587527912371041, 5.065623570442879]","[11.168972930989357, 25.153002083088527, 11.944583034826547, 11.756783420132795, 3.0309599871244295, 12.610860291232331]","[3.1330519272357082, 1.848798697405824, 2.366974837552769, 1.6520130740642411, 0.9026609585367308, 1.9806998989590543]","[24.433217363770396, 6.859617488529354, 11.376820418880596, 7.5172370243151, 6.368067577139116, 11.310991974526912]","[50.62695534249271, 27.951775257441362, 20.97263348476719, 22.768277298179036, 14.424870702463018, 27.34890241706866]","[52.64628746501822, 30.453195446195547, 23.1270857211341, 25.64588507856813, 16.334582781401235, 29.641407298463445]","[2.817631496495045, 1.6979267190132825, 1.9186939399096377, 1.6530960028922321, 0.788670159415541, 1.7752036635451476]","[51.74097861632351, 29.213424850690036, 22.686918659488313, 23.916017483570286, 15.618150879404464, 28.63509809789532]","[4.476221906574243, 2.2827721370477017, 2.128503400971919, 2.01409403391201, 0.9110357399027205, 2.362525443681719]","[2.75862487627441, 1.693508074973367, 1.9175818646529004, 1.6567005764470535, 0.7938649567553637, 1.7640560698206191]","[2.7980527068263386, 1.696057593929985, 1.944102114861633, 1.6751971538281272, 0.7928501013362396, 1.7812519341564648]"
XLM,"[0.039143824453675785, 0.014287892273129361, 0.09982803985815646, 0.019692366548072156, 0.016322670319767026, 0.03785495869056016]","[0.024735736459044918, 0.024843868411080418, 0.062181552936479874, 0.019356166930054076, 0.01399850357907526, 0.029023165663146906]","[0.01878847066203182, 0.01303232284455786, 0.08214765751141656, 0.028553624955846332, 0.026784777747857657, 0.03386137074434205]","[0.1059518048682719, 0.052897240866739026, 0.02417699954008633, 0.031977557782993604, 0.017225627331030162, 0.046445846077824204]","[0.05178757047683422, 0.012145601223412628, 0.028536691447524624, 0.005235041737469486, 0.037873051878900194, 0.027115591352828226]","[0.027950622397308958, 0.07185784605180666, 0.031223446125678914, 0.00925862191694179, 0.031163246762272844, 0.03429075665080183]","[0.027940090594915663, 0.01697863988331951, 0.024583956204718125, 0.010171385085769504, 0.026096187402525648, 0.02115405183424969]","[0.02033607356059408, 0.028704466773757598, 0.1342578390913432, 0.1018496313909153, 0.050431605274596294, 0.0671159232182413]","[0.017344610670782967, 0.01004805616734844, 0.009150415644188316, 0.01084507899219208, 0.01002386914628965, 0.01148240612416029]","[0.17945586176317396, 0.1630040026435535, 0.19205746910916086, 0.15348910603341792, 0.09267172122745822, 0.15613563215535292]","[0.021514388215299562, 0.011319284457947986, 0.015187997260812892, 0.010510779023205631, 0.006304923570740464, 0.012967474505601307]","[0.017637310748846703, 0.010335459087362794, 0.006606900659627105, 0.003951342156353887, 0.0024766989999329176, 0.008201542330424682]","[0.017675801338172124, 0.010264877030939819, 0.006687034392463405, 0.003958055361027715, 0.0024816134092389983, 0.008213476306368412]"
