,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.013597596165284673, 0.015191978484399935, 0.013666499103395405, 0.023506929981457602, 0.012286307654378499]","[0.014398613046658836, 0.014548641253845043, 0.013134597796111244, 0.023306831142658337, 0.01188656293963339]","[0.012947123560171693, 0.014523901895069882, 0.013119013832472987, 0.023306104281952008, 0.011883797791837155]","[0.013206483451764157, 0.01487883230658547, 0.013429426660684175, 0.02372779955226599, 0.012282707765517492]","[0.01558321173510721, 0.020612693312810168, 0.02069935259497132, 0.026046965618119543, 0.012447047211395543]","[0.013765360804543754, 0.014772679681913968, 0.013381653667484313, 0.023520147393578633, 0.011879227170858824]","[0.013542810745756438, 0.014503381020227933, 0.01311511501097601, 0.02349439982118033, 0.011888727377975052]","[0.013137003856984198, 0.014497290415836849, 0.013056338920342308, 0.023402625667036724, 0.01193331413502889]","[0.01342036467264171, 0.014746420099481043, 0.013108570974112334, 0.023531629051201253, 0.012083844345861263]","[0.02640231403732769, 0.030316646373058233, 0.018307626970813763, 0.030040780535618327, 0.02483341820473251]","[0.017607746546701906, 0.015007880456604497, 0.020329956994599958, 0.024015635457662315, 0.013444052206586692]","[0.013184099347414524, 0.014536638141503742, 0.013085008492717256, 0.0233782752560134, 0.011878605705823003]","[0.01303990063595629, 0.014517609820440248, 0.013065773411951864, 0.02340225761851662, 0.011927421435492606]"
TRX,"[0.012468032386341268, 0.009587106039869528, 0.00883722879352904, 0.022961837439808435, 0.008270277424353068]","[0.012233601372920134, 0.009054270824660066, 0.008396653024564913, 0.022228886730079396, 0.007934364970508926]","[0.011972713665141153, 0.009067042401630442, 0.008495429914309164, 0.02215672942082893, 0.007268531476362672]","[0.012475279890652549, 0.00989636156516802, 0.008704772033982983, 0.02346106134648113, 0.008428911901323203]","[0.014166387131065718, 0.12894218505478136, 0.12051958630540203, 0.02225701958002443, 0.017987142355374]","[0.012287093605257994, 0.00913848054977272, 0.008553725999959332, 0.022290643465681183, 0.007231334254630822]","[0.012041233278596835, 0.009044578916071251, 0.008400647676016665, 0.022191468477418798, 0.0072346770740003945]","[0.01256800508129258, 0.009217054530402556, 0.008409941393714834, 0.022365120145633095, 0.007228954085270763]","[0.04835239823385006, 0.009326999535849353, 0.008592930303392336, 0.023890419018721597, 0.008741435465984907]","[0.08639980937823784, 0.053029112168471386, 0.01283054535605016, 0.04415096641617747, 0.08179760445019116]","[0.014194576360019756, 0.032277825795166595, 0.01148716059734887, 0.026727217544574768, 0.018911663370857087]","[0.01228017620725766, 0.009477195040783669, 0.008499346869499061, 0.02226230339459663, 0.007236271749518455]","[0.012100015155762246, 0.009016735899393745, 0.008384302781481723, 0.022360679822288895, 0.007248520916710214]"
ATOM,"[0.015241740067106537, 0.01645953765130902, 0.015916266630311687, 0.02130517674954861, 0.01222761953093372]","[0.015320059443967677, 0.015444193196234189, 0.013663987599169699, 0.019661541058053247, 0.011185718290479431]","[0.014478638973049714, 0.015442666864093823, 0.013666933412668412, 0.019431798993821418, 0.01088941033679072]","[0.014297207646288933, 0.015686726853350756, 0.01367739112243232, 0.019608308418474982, 0.010953075884416503]","[0.05905999594901124, 0.07781613092446488, 0.013737529828687424, 0.020896002651162017, 0.0684515497232304]","[0.014152254904469828, 0.01549267033980032, 0.013624596294974256, 0.0197005735190051, 0.010921491935076747]","[0.01419213478807361, 0.015448401513764113, 0.013612824243473674, 0.01942588826257024, 0.010974096796903296]","[0.01521993212756957, 0.016640860255673216, 0.013595498454987299, 0.019863140506559157, 0.011812340489849502]","[0.014851269687021731, 0.015478932226633612, 0.013959888458285259, 0.019566709841041814, 0.012002758577908368]","[0.024199950357801765, 0.020017053020660643, 0.02964069576090181, 0.023955355473061737, 0.024620677965298935]","[0.0336847883303866, 0.022587764730046096, 0.015231282567349012, 0.029759939465286753, 0.025275321573643837]","[0.014561712608922953, 0.015440994810764535, 0.013637135587516704, 0.019425346599196102, 0.010842442877291563]","[0.014364666858969425, 0.015560883940259044, 0.013680171899975401, 0.019395453149698164, 0.010968337832673024]"
XMR,"[0.01273184640234899, 0.011825113665489651, 0.010794497180109419, 0.014852206295870002, 0.009437472949682163]","[0.01291112450827967, 0.011347851213741541, 0.01067776833041739, 0.01417704002108132, 0.009457043638526036]","[0.012902242523972478, 0.011364457722440383, 0.010670554727202493, 0.014173650821765168, 0.009463418811486872]","[0.01295999003099561, 0.011416289288891606, 0.010707393312100922, 0.014337170762694031, 0.009558931762916511]","[0.014268007557509295, 0.04343561881020463, 0.014971752620785667, 0.018683112529239397, 0.034380607865967264]","[0.013281482003623026, 0.011700630234812276, 0.01073265869773714, 0.014275951484090752, 0.009573681521022353]","[0.013393231310657974, 0.011440356035724542, 0.010649623724993826, 0.014306337522393518, 0.009554960412436494]","[0.012877098035477862, 0.011752118066746035, 0.0110068492114685, 0.014689000590855195, 0.00984050768293806]","[0.014290372589295436, 0.01129775684218935, 0.01083556343852046, 0.014252629677831231, 0.010174270921659215]","[0.019822827344093557, 0.01680486685658898, 0.015507991494573081, 0.021324364744175723, 0.015533533412427754]","[0.012849933661853007, 0.01184237627354038, 0.011022383016814049, 0.015346235537995091, 0.01258689698857343]","[0.013362379812039209, 0.011378587082997682, 0.010701937428574258, 0.014233317496110618, 0.009440636879465251]","[0.012812835834111422, 0.01136834502572743, 0.01065046001904046, 0.014292630013331155, 0.009501065438395897]"
VET,"[0.015394576333332797, 0.017770979580373183, 0.023701927686478583, 0.0223253889823544, 0.010456192978948042]","[0.015190139783242853, 0.016689916696886308, 0.023282990923618956, 0.02238721442856495, 0.011573256938783874]","[0.014119255825415553, 0.016687310488716463, 0.022380182133394107, 0.021365363928487185, 0.009953266500172921]","[0.013325234219063396, 0.01864391631317981, 0.02289965177028479, 0.022170988187459786, 0.011726828318267756]","[0.015868648852483257, 0.026317277468355046, 0.029684840792801644, 0.02241263638242314, 0.017597283527554398]","[0.014656083605316367, 0.016700460293567785, 0.02267976148903327, 0.021421522953428106, 0.010213954985304986]","[0.014275144527535222, 0.016638100131748598, 0.022582694084785207, 0.021429494926158026, 0.009949752023594466]","[0.014249463480451686, 0.016694652404827273, 0.022433699756387235, 0.021503137034018637, 0.009990508946810694]","[0.014145479209082832, 0.022927920106660192, 0.02272897828533754, 0.021321688107349017, 0.009968262722361792]","[0.019896662505562372, 0.018986081856696674, 0.027878506471270506, 0.025945181174042573, 0.02354147490962055]","[0.014233697569157799, 0.016810645417696668, 0.022473539929729447, 0.021230063599486506, 0.01039810409970453]","[0.01415830477534384, 0.016952457282040753, 0.02271529138155442, 0.021321016830396108, 0.0099638963944723]","[0.013788660040111995, 0.016782606451164216, 0.02260108496826528, 0.02146906859342522, 0.010125970438448323]"
ALGO,"[0.014631552152507629, 0.02040208197114062, 0.016782501540653253, 0.0221848496708498, 0.012605807792302588]","[0.014733551738484944, 0.02016814936048474, 0.016512103814015227, 0.02058717220889877, 0.012874046446265218]","[0.014687116545887436, 0.020180658500946642, 0.016506168951293785, 0.020595509521449017, 0.012858888748551572]","[0.014437618078337874, 0.02276852736956039, 0.01833742513936853, 0.02298217019686019, 0.015638895697060003]","[0.023221988217997196, 0.034249913630911344, 0.027083959538935068, 0.05925038338813927, 0.028862977527146335]","[0.014760993451238857, 0.020432956467517333, 0.016880437320993417, 0.020828070557352717, 0.012873695526715637]","[0.014692962651022134, 0.02038724937512529, 0.01664380398530194, 0.020738840086472466, 0.012854047997381329]","[0.014641108768810997, 0.020149976325495724, 0.016509857500791276, 0.020660292933860947, 0.012967962474772608]","[0.021724884170417746, 0.02020553684026528, 0.016716140082712133, 0.020543697892167527, 0.013379203301513553]","[0.03161592493950753, 0.028001850536157273, 0.029738269824544146, 0.032496680709601704, 0.024427879939637406]","[0.015106298603038797, 0.02022334001409721, 0.01711733781373059, 0.02120667830973002, 0.0134056528937904]","[0.014258827478199896, 0.020550200669220184, 0.016496783543914352, 0.020573158635162108, 0.0128346195503744]","[0.01423834805962032, 0.020270130468427423, 0.016684578449542655, 0.020714012863991927, 0.012884897989108041]"
EOS,"[0.011859312784183923, 0.014175112811255282, 0.01794912968641602, 0.022000163118200928, 0.011807098859951683]","[0.01149400487706823, 0.01423036931412313, 0.01769010735565373, 0.02023293008216862, 0.011689016462168167]","[0.011462717844785215, 0.01423304846986374, 0.01769080082024699, 0.020229534679147433, 0.011684629205195748]","[0.01128420043145363, 0.01444927109918068, 0.017817030656028205, 0.020212521767707728, 0.012108982963461063]","[0.012037539564040932, 0.015034440342867583, 0.024167662064121725, 0.023106433985150842, 0.01321246128188084]","[0.011711325642740907, 0.01426311620844495, 0.017738614838643238, 0.020247187720444478, 0.011736520987890539]","[0.011781672199539656, 0.014136485238089415, 0.01768558050294178, 0.020146529995274866, 0.011740953138432703]","[0.011567195904295962, 0.014222780387355196, 0.017655973345435855, 0.02019978292977502, 0.0116760537438427]","[0.053355205664390476, 0.01433163037691967, 0.018903912219017514, 0.020338987491633757, 0.011755504458068564]","[0.017071223707505485, 0.018006586047689767, 0.021081257020159304, 0.02954959185363202, 0.024078753366109554]","[0.016344896080771117, 0.01589000724664502, 0.017819221056826245, 0.02016926752716046, 0.011678300786010587]","[0.01150291057540121, 0.014366999706802741, 0.017667187027291822, 0.02016311938403561, 0.01171189182301931]","[0.011344943360640385, 0.014253069766878144, 0.0177194955280211, 0.020515122977319195, 0.011915341291224915]"
CHZ,"[0.018568796076361076, 0.021759828384169767, 0.017368692262592144, 0.018024610559684646, 0.014044606422983465]","[0.01871569635465966, 0.02101101839691452, 0.016158604296449715, 0.0170974140553164, 0.014026425540872809]","[0.01858174128610696, 0.02100976801732435, 0.01614539479324741, 0.01710166548512946, 0.014021800527677734]","[0.018347980645151852, 0.0212627048560942, 0.016303058627538666, 0.017276128325147657, 0.014105616578608886]","[0.11094812818375434, 0.05171942377466175, 0.11036330846144425, 0.01941682895090194, 0.043783254357081164]","[0.01876916763422174, 0.02104971770755306, 0.016198165910592557, 0.01716800013385298, 0.014484131596131107]","[0.01938768947497568, 0.021255808238464076, 0.01615015907921062, 0.01719522514155709, 0.014126464161754476]","[0.01923386032806423, 0.021189698794243487, 0.01632923654831848, 0.017158134728056683, 0.01416853936251176]","[0.019315766064710627, 0.021098779735697126, 0.016362072611464804, 0.01715410305583645, 0.014430702237125358]","[0.03885234317158576, 0.03238239178036739, 0.026436862577599373, 0.034837229889758584, 0.02225847524849287]","[0.01955992745097257, 0.02523054976910604, 0.016720608969341733, 0.017081842298747457, 0.01480124405572641]","[0.018497111546197972, 0.02123669939964964, 0.016173735988352846, 0.017074365024660396, 0.014012641785638841]","[0.01851744926082349, 0.021149564737966572, 0.01622141679349356, 0.017185210699256114, 0.014173716973218056]"
IOTA,"[0.013393270165072163, 0.0184664473843034, 0.015971931235054127, 0.01782918292701298, 0.012027919533017406]","[0.013300986748438976, 0.016669886808208786, 0.01601354601883875, 0.017845600140972688, 0.012008056378287554]","[0.013258635779905966, 0.016662136790994046, 0.016016640253138693, 0.017833333729408287, 0.01201435642981083]","[0.013077044976734306, 0.016880562963884967, 0.01606259098705365, 0.017981500384397775, 0.012100325340694353]","[0.013990020840020231, 0.019197038533085572, 0.019084585962849964, 0.026329199888556927, 0.013610783374827446]","[0.013569619380702138, 0.016644387492364538, 0.016076931639990744, 0.01791628432299065, 0.012000955761369442]","[0.013847036629069437, 0.0198828166544407, 0.01602293233241761, 0.020142562502446483, 0.01210123249383628]","[0.0133776966902127, 0.0166997335280563, 0.01601514950900557, 0.01798598715190372, 0.01212388083500704]","[0.013696121677096287, 0.01681191142420223, 0.01708480787675999, 0.019182453777002197, 0.012004261357552825]","[0.019129156586400155, 0.019274337184852535, 0.021094285256738426, 0.022121460200522546, 0.0205974395617]","[0.01605786405050053, 0.030398924461470276, 0.04335748301422343, 0.025679074578935198, 0.022023866794462898]","[0.013151103495039004, 0.016808460109863806, 0.01597752104528228, 0.01780498724947523, 0.011991531827676405]","[0.013173363231294892, 0.01674672701994157, 0.01627519812687736, 0.017977721833980952, 0.01209485594260248]"
NEO,"[0.014098992657819942, 0.019309946922393358, 0.03141407948818237, 0.0273734653536934, 0.014486266716211693]","[0.014083964456082858, 0.01945737888112156, 0.029729751092237945, 0.02646523908326367, 0.015337420580031413]","[0.01405334630181773, 0.019458043444652656, 0.02936576758053949, 0.02597986163766868, 0.0142961935014854]","[0.014658465724437963, 0.019670989038672478, 0.02976779379719003, 0.026484203964996563, 0.015696438308069625]","[0.19436143468422368, 0.05408902121843557, 0.12974872705977097, 0.05769947869040746, 0.01441384663882615]","[0.013956623186690333, 0.01942145766306757, 0.02935530759901081, 0.02604556615609949, 0.014419623921818926]","[0.014211915190380602, 0.019461033329010023, 0.029662844887581082, 0.02598386662193673, 0.01429746194518906]","[0.01483207158434035, 0.019610833217595297, 0.029990346016664855, 0.026489300452331926, 0.01440050104260341]","[0.014133954844601653, 0.019739605068446305, 0.02950323639384042, 0.02606697444338439, 0.014329781519269533]","[0.018352118276852455, 0.023985127217820305, 0.03365646446753855, 0.036242948978035996, 0.03183263801820704]","[0.01375831787809732, 0.02161523834255452, 0.029752145552315944, 0.026231856307471654, 0.014363646207160225]","[0.013844159140291206, 0.019620357257484677, 0.03092559248606651, 0.025981871806379554, 0.014235488628505613]","[0.01390414087430931, 0.019397062467331444, 0.02984611912750784, 0.02613129905199111, 0.014300712504051006]"
