,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.03547419853607087, 0.03629795693608907, 0.040769158466868335, 0.032424894512849044, 0.028035272154722624, 0.034600296121319984]","[0.038579366319645106, 0.040143498901608995, 0.04159460852321813, 0.033719464279217654, 0.028794792011488397, 0.03656634600703566]","[0.03633007488621943, 0.03543597502618351, 0.037578763097860776, 0.03265518858258672, 0.02696915402100677, 0.03379383112277144]","[0.03571582268054741, 0.034959096169634656, 0.03828863029463727, 0.03164695646955558, 0.026321030507391395, 0.03338630722435327]","[0.03637362911100344, 0.07175057401898369, 0.09039170840442509, 0.0351186922286118, 0.02774206375663076, 0.05227533350393095]","[0.03614990113273751, 0.03507120730070503, 0.03757662330520333, 0.031996542432067614, 0.02738515978906721, 0.03363588679195614]","[0.03563700384668469, 0.03473364064998453, 0.03773409429308623, 0.031537623234374895, 0.026277525482454565, 0.03318397750131698]","[0.035637280962871186, 0.03486417885328369, 0.037953186795703135, 0.031211186709959954, 0.02650215897178803, 0.0332335984587212]","[0.03534834957088604, 0.03456579756721379, 0.03818669612927877, 0.03131659196358089, 0.025851341883485455, 0.033053755422888985]","[0.053806079100931506, 0.054510786374605796, 0.05020037183017868, 0.049635006555509384, 0.04925611434091418, 0.05148167164042792]","[0.04510964038796543, 0.06979456157415026, 0.04309971447822687, 0.04360311191457336, 0.028583087722635722, 0.04603802321551033]","[0.035521510188309485, 0.03432649913955487, 0.038192087327104024, 0.03145942482534923, 0.026218292157942465, 0.03314356272765202]","[0.035458671763055276, 0.03435412052883118, 0.03799285636287169, 0.03147880049286553, 0.02640942010851142, 0.033138773851227016]"
ETH,"[0.0448756150428208, 0.04173276954981434, 0.05344303696559356, 0.04582480770163455, 0.02787868383879758, 0.04275098261973216]","[0.05241038001256635, 0.04654685697409352, 0.05955729924655633, 0.04715960368066074, 0.033798155958001445, 0.04789445917437568]","[0.049303176877692347, 0.044472236890166446, 0.05318400220705121, 0.04550168894892672, 0.02949392599563717, 0.04439100618389478]","[0.04519117278840172, 0.041051546117655845, 0.05267508726919458, 0.04597802351379059, 0.02821854587915324, 0.04262287511363919]","[0.06500124571591621, 0.04907421944637937, 0.07227130390351502, 0.04812446002462613, 0.09615591591240888, 0.06612542900056913]","[0.05017552926171424, 0.041916479956329765, 0.052963227150983935, 0.045490632040075155, 0.027809096105564927, 0.0436709929029336]","[0.043908887096915386, 0.04112359828029384, 0.052256414511382486, 0.04572090505722826, 0.02819863194951338, 0.042241687379066674]","[0.04392525599764331, 0.041778844259419363, 0.05262629717995119, 0.04590500861855951, 0.029952307298381636, 0.042837542670791]","[0.04753265806172133, 0.043395183195932156, 0.05281097648887417, 0.045898170723347086, 0.028867162919628302, 0.04370083027790061]","[0.0653735033844902, 0.07179410363977369, 0.06915420822541093, 0.05783640173235851, 0.06439137894372028, 0.06570991918515072]","[0.05196395560032417, 0.04205739050200459, 0.05326737693919325, 0.04793583858686564, 0.028208125063493864, 0.04468653733837631]","[0.0444657680577473, 0.04041999798705126, 0.05227091630287093, 0.04586459650025756, 0.027852395670940548, 0.04217473490377352]","[0.04422806565538249, 0.04001152609049477, 0.052009225898141546, 0.04585577972511536, 0.028070268557055685, 0.042034973185237974]"
BNB,"[0.04490829298509943, 0.04287706201509036, 0.04640947167445176, 0.033799974657587585, 0.026689353928127376, 0.038936831052071304]","[0.0589468281809218, 0.04716877551520236, 0.049577019894112596, 0.03885597843202394, 0.03248035622767541, 0.04540579164998722]","[0.04445977469944913, 0.037685620643490444, 0.04429508122319131, 0.0343405169211564, 0.026293716125481637, 0.03741494192255379]","[0.048315397035352925, 0.04257065631090355, 0.045823357344203654, 0.03482151876806256, 0.027062485433769927, 0.03971868297845853]","[0.05700480713603012, 0.06333606269570762, 0.04701546289217788, 0.03813536440792216, 0.0267520262020341, 0.04644874466677438]","[0.07582489324153988, 0.03860061893251893, 0.04430133541879935, 0.0344911028468333, 0.026260603377968983, 0.04389571076353209]","[0.04456728265669024, 0.037814068910357275, 0.044332587279500596, 0.034344641566927694, 0.026570229220534362, 0.037525761926802036]","[0.044978906744915836, 0.03834336276858612, 0.044429367162708136, 0.03433550855149763, 0.0266977777650483, 0.03775698459855121]","[0.045247338472739686, 0.0408694766066591, 0.04375172047128144, 0.03409280572715241, 0.026523074360968037, 0.038096883127760134]","[0.08182307937598429, 0.07684594121851517, 0.07479616986130092, 0.05063851213488701, 0.052537620879181963, 0.06732826469397386]","[0.04570857058891925, 0.037905819604806844, 0.047186699588541, 0.03406552150614528, 0.026529786338023296, 0.03827927952528713]","[0.046134688637504265, 0.037725977495482454, 0.04476077540428762, 0.03447131005572679, 0.0259388919935009, 0.03780632871730041]","[0.04513360703888779, 0.037120743873144665, 0.04473695280408001, 0.03449849379240933, 0.026144664013391723, 0.0375268923043827]"
XRP,"[0.054135578746971925, 0.04433323404564755, 0.044397873145991626, 0.04718104763586829, 0.03539411069452724, 0.04508836885380133]","[0.06374833013117837, 0.05354741493126482, 0.049289516544362914, 0.04792480685871641, 0.036558371493682955, 0.050213687991841095]","[0.05613482174638116, 0.045991947685647315, 0.0463258726655698, 0.046870804508606104, 0.03546818849628444, 0.04615832702049776]","[0.05558061560274402, 0.05212939355818373, 0.05299187931269849, 0.049601850677949685, 0.03886951432400264, 0.04983465069511571]","[0.061914524058508766, 0.07425594450120229, 0.06645666061198459, 0.05257200639271463, 0.047283239159822965, 0.06049647494484665]","[0.05482419845989036, 0.04614047196340717, 0.04550039635572481, 0.04693204886899861, 0.037291116821065555, 0.0461376464938173]","[0.053738358179594416, 0.044816118264042776, 0.045167422865910876, 0.047494294204002176, 0.03596667140623012, 0.04543657298395607]","[0.05364014711891285, 0.04468982325292104, 0.04557060202916667, 0.04719790481738751, 0.035740603191434996, 0.045367816081964614]","[0.05386148173400458, 0.04557758066217344, 0.0481432102148078, 0.047739071873201276, 0.03420662635198919, 0.04590559416723526]","[0.16386088355851827, 0.24357283629765175, 0.11570631598084258, 0.17290291956721093, 0.20226276326097753, 0.1796611437330402]","[0.05683268222511133, 0.04467985867229131, 0.04768665764275752, 0.06050151618050405, 0.037175483698897935, 0.04937523968391243]","[0.053812575398541666, 0.04460813841534225, 0.045014565534349245, 0.04752901768549364, 0.03449912521104648, 0.04509268444895466]","[0.05409976947038594, 0.04471482915844389, 0.0452350797443701, 0.04767626297896664, 0.03531695241549713, 0.04540857875353274]"
ADA,"[0.04941959456827983, 0.0538874959904928, 0.06061088609197839, 0.039075360204620574, 0.036565074266698784, 0.047911682224414075]","[0.057436103655122014, 0.06431193607078609, 0.06770630671215372, 0.042280120250049805, 0.03865963060855826, 0.054078819459333974]","[0.04882923910371216, 0.05150143632089727, 0.05966961542045255, 0.03865783539768174, 0.03588296774525786, 0.04690821879760032]","[0.04955873630083433, 0.05206445135556558, 0.06025788956576161, 0.04026550569843107, 0.03735456301070399, 0.047900229186259316]","[0.05227345413958612, 0.05169542360835908, 0.058502393014848955, 0.04069018213069341, 0.03657524971014067, 0.04794734052072565]","[0.04959904455677984, 0.052819659189837415, 0.05911821570430199, 0.03859781780053238, 0.036065569382635575, 0.04724006132681745]","[0.049962521347896124, 0.056703271438765454, 0.06355771573851747, 0.03861662490543102, 0.03605407133023648, 0.048978840952169304]","[0.04904984327137002, 0.05174894077638097, 0.06005729647238377, 0.03869932554001735, 0.03720759852321113, 0.04735260091667264]","[0.048593013515287185, 0.05189393017283004, 0.058573566517791935, 0.038671062564255385, 0.035984298479652864, 0.046743174249963486]","[0.08524931555711274, 0.09387337474280204, 0.08310672037630197, 0.06694722762943134, 0.06536133133544808, 0.07890759392821924]","[0.049437004378787064, 0.051614659027377836, 0.058790719932519615, 0.05427424238852932, 0.042651507279545385, 0.05135362660135184]","[0.049639537963511275, 0.051430638907991835, 0.059387264189308994, 0.038744250374275944, 0.035555233526465155, 0.04695138499231064]","[0.04911041248891025, 0.05096822598208451, 0.05968315804105016, 0.03850112252436339, 0.03618774488747884, 0.046890132784777425]"
DOGE,"[0.057521985522922064, 0.042937937639796094, 0.06001153938498697, 0.06517945333139508, 0.03986062315134191, 0.05310230780608842]","[0.07006713841455584, 0.049036756941762946, 0.06551660940193635, 0.0647845135092807, 0.04144371881660563, 0.0581697474168283]","[0.05588026698915476, 0.04342959558872846, 0.060459753797258715, 0.06375124049905909, 0.03965891519323808, 0.052635954413487826]","[0.060832501737999506, 0.04208975335643823, 0.06194581058601626, 0.0648681988205376, 0.04090689109340797, 0.05412863111887991]","[0.06118552019797165, 0.0707077422135918, 0.06304338744470611, 0.06813464083539501, 0.05087596456047412, 0.06278945105042774]","[0.05812301651765874, 0.04353860687654774, 0.06019694249400474, 0.06442829127365943, 0.03937503253142752, 0.05313237793865964]","[0.056666501213787954, 0.05072630482595901, 0.060591743529260764, 0.0634879017355067, 0.03966553812992974, 0.054227597886888836]","[0.055440990008822646, 0.04727277658801458, 0.06300765819471624, 0.06459025846534211, 0.053267693535709544, 0.05671587535852103]","[0.05564453814084882, 0.04777648715024886, 0.06099781511831833, 0.06376948154367125, 0.04097179946501116, 0.05383202428361968]","[0.1016051035488527, 0.12855322463152863, 0.09570427341196389, 0.08420049567258711, 0.059282326945532156, 0.09386908484209291]","[0.05871100829858877, 0.06472129395820199, 0.0637499466060184, 0.07598047440133868, 0.04904834608680263, 0.06244221387019009]","[0.06465694536803807, 0.04195925568032318, 0.05970517376174178, 0.06410382646293337, 0.03982147439017607, 0.0540493351326425]","[0.05582352141737797, 0.04224510848487101, 0.06018801311361103, 0.06392012811638575, 0.039823181753496674, 0.05239999057714849]"
MATIC,"[0.07515732240745618, 0.07058934773557546, 0.07947173658588702, 0.07303760403111516, 0.04268020325578335, 0.06818724280316343]","[0.08540647800977967, 0.07566174820401955, 0.0842500547302415, 0.0688151932528991, 0.04488514186473927, 0.07180372321233582]","[0.06606499256186854, 0.05876577548269767, 0.07450505542964392, 0.0598037395377246, 0.038436234200748556, 0.05951515944253666]","[0.06738550615494361, 0.059102997832571516, 0.0747126829434805, 0.06056062707282318, 0.03861579291852166, 0.0600755213844681]","[0.1504725203465025, 0.059214427945153865, 0.07790531011828998, 0.06068793366784622, 0.04244656305810094, 0.0781453510271787]","[0.06665181168453517, 0.05930112011196196, 0.07389394619188139, 0.059929094087204655, 0.03958137090597814, 0.05987146859631226]","[0.06734687762852876, 0.060543979962789436, 0.07501834118480236, 0.05983567886502745, 0.038772460383801666, 0.06030346760498993]","[0.06620796867137022, 0.059924026399385065, 0.09795281796589592, 0.06064942574134818, 0.049422207555885035, 0.06683128926677688]","[0.06716665554336415, 0.06017923110492434, 0.07432580686940675, 0.059758603073086315, 0.038256388982569396, 0.0599373371146702]","[0.1113051583703962, 0.10489342414851541, 0.11768216363715775, 0.09614708300534103, 0.0956940002341717, 0.10514436587911642]","[0.08134841390534868, 0.08172749667207288, 0.07626415356023969, 0.06163765126237489, 0.071536539414545, 0.07450285096291623]","[0.06560842156229538, 0.05968236874379664, 0.07444734279197944, 0.06021418661738628, 0.03840128914818155, 0.05967072177272785]","[0.06632551106178106, 0.05870391848609631, 0.07478447863230012, 0.05970792373272337, 0.03849019737723341, 0.059602405858026855]"
LINK,"[0.06054537050491953, 0.05439547194847682, 0.06165994741419404, 0.04948349626479513, 0.03325809463271778, 0.05186847615302066]","[0.06602422984315229, 0.06290420236657338, 0.06430502749414536, 0.04984243767088168, 0.03361137755174197, 0.05533745498529893]","[0.05734422858365847, 0.05379670216195846, 0.061336623557717435, 0.04973559066793764, 0.033449395211352484, 0.051132508036524894]","[0.06906586547625096, 0.06100251037900881, 0.06893130038925734, 0.0500674326347109, 0.03778376071458291, 0.05737017391876218]","[0.06094482378094014, 0.07299690600426842, 0.09039653096783709, 0.061300592868578, 0.04260224642538181, 0.0656482200094011]","[0.05716174429566131, 0.05413178513180013, 0.06257673513590348, 0.04969134923126645, 0.03342335858497795, 0.051396994475921866]","[0.05732667974207427, 0.053640695263527556, 0.06126472785340332, 0.04987359457083766, 0.033577717961424204, 0.051136683078253406]","[0.05741563540459127, 0.05377526113651578, 0.06120827877342359, 0.049657034896599464, 0.0333923686599727, 0.05108971577422056]","[0.06462815989036892, 0.057603531204722135, 0.06164935276021584, 0.05215235584309147, 0.034312352326642655, 0.054069150405008204]","[0.10178467389573187, 0.0996421353581355, 0.0946701752837815, 0.0764524196984024, 0.05384043949583055, 0.08527796874637636]","[0.08504378155489066, 0.05573444845760624, 0.09303550508920287, 0.07684258675005896, 0.03889871944262573, 0.06991100825887689]","[0.056906417769314474, 0.05510230288133517, 0.06169456493035902, 0.04982621918928944, 0.033516776172271896, 0.05140925618851401]","[0.05716385020905085, 0.053914103819141336, 0.061838187773836796, 0.05003983886540535, 0.03325087206249034, 0.05124137054598493]"
ETC,"[0.047287554252427394, 0.04922561650593903, 0.07095111814214253, 0.055519942771417675, 0.04103508029865743, 0.05280386239411681]","[0.051194494266208763, 0.05304100573742838, 0.07027470187847062, 0.05925628615826133, 0.04302393520827614, 0.05535808464972904]","[0.04720498329074858, 0.0489407109983279, 0.07178936765255446, 0.05503149486996529, 0.040806062709522445, 0.05275452390422373]","[0.05660740238237174, 0.0581989799010073, 0.0808343458766193, 0.060404556240699084, 0.04811724129290266, 0.06083250513872002]","[0.04860237683777912, 0.049256010208763946, 0.07174271906848004, 0.05709530414376693, 0.04116032041549579, 0.053571346134857166]","[0.05006133209651421, 0.050695994419364725, 0.07044026649379814, 0.05609237943774829, 0.04224397228834841, 0.05390678894715475]","[0.06011255198807948, 0.05031566936694112, 0.07357400878682921, 0.05498186458448518, 0.042564404638591444, 0.056309699872985286]","[0.04737678855177975, 0.049598356511570685, 0.07160307572341544, 0.05558738403221748, 0.041077594966959535, 0.05304863995718858]","[0.049755668419453614, 0.05075553423547269, 0.0692877997509708, 0.0590423847121215, 0.0455926953752668, 0.05488681649865708]","[0.08693746584731166, 0.08165237362076112, 0.10945612986256636, 0.10394037318554007, 0.07312903671230786, 0.09102307584569741]","[0.047909932611959034, 0.04973064775406814, 0.07211121125223144, 0.0598913280345716, 0.04243895650985426, 0.05441641523253689]","[0.046847052262314816, 0.04915013305948341, 0.07200989257299806, 0.05516908507843089, 0.04097530712016791, 0.05283029401867902]","[0.0474673804645248, 0.049954750205215386, 0.0717371360509728, 0.05516364004748577, 0.0413222685838813, 0.05312903507041601]"
XLM,"[0.05267156263834424, 0.04371545478546795, 0.046737541851893175, 0.03876174848685301, 0.028764873336165127, 0.042130236219744696]","[0.060394073876188344, 0.055632203372626525, 0.05032111529553617, 0.042958696326753164, 0.031410357016500565, 0.048143289177520955]","[0.05146960091287846, 0.04300430646899021, 0.04646903339437965, 0.038480617502688955, 0.028880693250638988, 0.04166085030591525]","[0.052234095174470176, 0.043461350552961325, 0.04780029475952231, 0.04100275242413737, 0.02983679796487531, 0.0428670581751933]","[0.05548493710977677, 0.044042583725562086, 0.046470327708983225, 0.045444266905192064, 0.02951278275348542, 0.04419097964059991]","[0.05156724025879119, 0.04233580158660013, 0.04638906475985694, 0.03823170746381229, 0.02830652748473046, 0.0413660683107582]","[0.052008711010325955, 0.04304145316483073, 0.046386388163711156, 0.03858644379262691, 0.029032272016093125, 0.04181105362951758]","[0.05104917207101909, 0.04228052335700184, 0.046423791152842286, 0.03869465642115737, 0.028286485369998553, 0.04134692567440383]","[0.0513187004452259, 0.04287995495891314, 0.046344145572474287, 0.03827277204965766, 0.028610047854382314, 0.041485124176130664]","[0.07475832391150306, 0.08082410518189127, 0.07221609089738021, 0.056912004837276396, 0.04753750001523944, 0.06644960496865807]","[0.053284153408599134, 0.04720239521331946, 0.047782900618075046, 0.04508176329674403, 0.03242873333992982, 0.04515598917533349]","[0.051016082007768665, 0.04260366069068306, 0.0467324894430457, 0.03932544392579897, 0.028077673695230284, 0.041551069952505335]","[0.05128714090979917, 0.04222988226640801, 0.046872807053143, 0.039292289398667746, 0.028623266272901463, 0.04166107718018387]"
