MAE,MASE,RMSE
0.0005042079098079326,0.4874517096999528,0.0006562056646571607
0.0004346768156948829,0.49716568634713737,0.0006444292377178904
0.0004836523332460049,0.6880147545447205,0.0006621948608109523
0.0005221933177899198,0.7969454562873762,0.0008076637101374542
0.0003227916717479837,0.4613484115241671,0.00043584768333473656
