,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.03595954068164593, 0.03668546234775798, 0.03998576178293309, 0.03646610429152077, 0.03471754785649583]","[0.04177372799866522, 0.0437271363250147, 0.04101210264814398, 0.04235365499409166, 0.03971988360016981]","[0.036810548557080665, 0.0354696359162488, 0.038862629313276005, 0.037413897751868826, 0.03657211893673768]","[0.03553587397039713, 0.0348487363212266, 0.03847765101350033, 0.03185718593930621, 0.026440929629460045]","[0.03917762337287269, 0.04039289988110971, 0.05017544514346097, 0.044677306354943255, 0.05007614645239505]","[0.042428337903707286, 0.04273773190162128, 0.047482418728635914, 0.042985321086606326, 0.0421364725898325]","[0.03556691593016034, 0.03379963100875522, 0.03936632341454587, 0.03296734249603504, 0.030185169091397977]","[0.0361003635051506, 0.035400152733654724, 0.03891068493181748, 0.03644796024569802, 0.03608815149511563]","[0.03547459032037612, 0.03480713520307103, 0.03973739482223237, 0.0383237213773514, 0.038689105187716386]","[0.051801837965264004, 0.051994079519052445, 0.055728581628421606, 0.05271772678278639, 0.05236985324510519]","[0.03722340788322152, 0.038373362310369946, 0.039220930697116047, 0.03704972107372823, 0.0364580080581442]","[0.036602105719525664, 0.03609062138980523, 0.03755747671210302, 0.03304586844763972, 0.028586797330747423]","[0.035458671763055255, 0.03435412052883111, 0.037992856362872855, 0.03147880049286556, 0.026409420108511474]"
ETH,"[0.04527706649535512, 0.041667289756249386, 0.05462958368382747, 0.05496536723127875, 0.03195570760645088]","[0.05649677105199194, 0.05193755630294391, 0.061270999490406985, 0.05937303824694659, 0.03844331389206065]","[0.05124032482563527, 0.049497735026317026, 0.057787879836021565, 0.05440518494790107, 0.034235071802534385]","[0.04545027689029081, 0.04091208734271985, 0.05294700710563271, 0.046060717101746626, 0.02849186480893722]","[0.057479838026864606, 0.04589992552735193, 0.057069096084601, 0.06251483548837085, 0.03307443503373361]","[0.052913028655239384, 0.04699364194595567, 0.0574011934699954, 0.05653912235451537, 0.03647660048493243]","[0.04403738857434324, 0.040251884712207586, 0.05265397442033637, 0.05483061530900273, 0.032124352038880984]","[0.0448566688359061, 0.04492599053239558, 0.057020155038829526, 0.06414186442050195, 0.03828730521614365]","[0.04852906389186919, 0.043575918243012164, 0.0551091719875161, 0.061802663811087434, 0.034063720800070765]","[0.06993276568893331, 0.062257699292680685, 0.06769048635181431, 0.06422093440150234, 0.05480322952554852]","[0.05520386163998865, 0.04552355592152866, 0.05873226905302479, 0.05840730982189928, 0.03572180344620424]","[0.04878000021484158, 0.04393841390183418, 0.05279815291911137, 0.04568584816004527, 0.02850527342511107]","[0.044228065655383134, 0.04001152608361014, 0.05200922588761987, 0.04585577972511519, 0.028070268557055706]"
BNB,"[0.045136459600141066, 0.04229509875213255, 0.11427638206632768, 0.06076628371077777, 0.06024529363532616]","[0.05818622203542359, 0.04952268705131741, 0.10870200303146592, 0.051330427548814526, 0.05200537050126795]","[0.04396996289136534, 0.03833457913982166, 0.1100989416587661, 0.06383382312359324, 0.061072217971872546]","[0.0477183596579546, 0.04253092895588503, 0.04513682237971085, 0.03474351262824939, 0.02630315780828152]","[0.05310208032009737, 0.04607592721580526, 0.06809358050555062, 0.05029053774972174, 0.04567534801487955]","[0.052805565924289845, 0.0518577799124451, 0.09986694997424077, 0.0606801542202654, 0.056763632530981475]","[0.04464564593878099, 0.038052090339377606, 0.1091241275522767, 0.0633796483139886, 0.06051790829276989]","[0.04968269907384357, 0.04724377769966792, 0.0935242286780028, 0.0604656649625638, 0.055025155783282875]","[0.04491786044231964, 0.03899831769482984, 0.11685655098216836, 0.06722904186511779, 0.06480710388559816]","[0.06870691256601764, 0.07588004452600203, 0.1232456852624689, 0.06554630062612803, 0.06691562634682155]","[0.045594658366717784, 0.04048661388792776, 0.08432170203941133, 0.05168919493819407, 0.0466072154305046]","[0.05093709212670728, 0.040739045769371755, 0.04635064504870695, 0.03771370568545525, 0.026954242793974993]","[0.04513360703888792, 0.03712074387314456, 0.044736952827780764, 0.034498493792409345, 0.026144664013391713]"
XRP,"[0.054061793076553864, 0.04455307022026726, 0.049859833388719195, 0.04896175723058601, 0.041037146251318594]","[0.06256337687643737, 0.056316751663662304, 0.05660196769944871, 0.05659635826489198, 0.04649206236790971]","[0.057238312854170754, 0.04506765300702065, 0.05005904250978627, 0.04922107241212038, 0.03976344375063084]","[0.05588255060965279, 0.05186312855827959, 0.05313268582487951, 0.049610962533564174, 0.038739705712318766]","[0.053980966446419726, 0.044111403611135566, 0.0490914164956916, 0.048714538505500136, 0.040284595959797984]","[0.05346210030028439, 0.04471195417005622, 0.04982571092516322, 0.04906519533407016, 0.040096532254018595]","[0.05373136620230264, 0.04492833543159384, 0.05072543091026449, 0.04960434363981653, 0.04094709377134327]","[0.053367316747380704, 0.04487559629178484, 0.04919248222093399, 0.04867001348033374, 0.039394802746722364]","[0.05494112120101755, 0.04485146457198573, 0.046526247214655106, 0.048137578241087685, 0.03849969120773171]","[0.09786621356431038, 0.0866859073568535, 0.06542908290470824, 0.050669450879402826, 0.0553232873949115]","[0.05748429633894602, 0.0461070207609118, 0.05160431159182354, 0.05586683897156394, 0.045220257500875834]","[0.05827417368376856, 0.04944875087759223, 0.045649149125249394, 0.047729658319125824, 0.034241579071027796]","[0.054099769470386055, 0.04471482915844628, 0.04523507974437008, 0.04767626297896675, 0.03531695241549713]"
ADA,"[0.04991444054445701, 0.05477922913265979, 0.07009085978837039, 0.04096394965317721, 0.03819709151211164]","[0.07216905623112813, 0.07183125791397846, 0.08138776926049457, 0.05620132869295458, 0.05444856027216221]","[0.04982563725390729, 0.05467116805070756, 0.06844279085821399, 0.04015398381915124, 0.03843116589561025]","[0.049426738507139856, 0.052202687274354724, 0.06016578339883482, 0.04051843915082581, 0.037469638984922775]","[0.05172312670582633, 0.05649444789333969, 0.06541561211559181, 0.0416168466993398, 0.03726087444360663]","[0.04935052286985591, 0.051803559323049975, 0.06617062029205359, 0.0386924584987196, 0.036801746970525955]","[0.05019005684968758, 0.05509147959407748, 0.06356204568418031, 0.03855562572748149, 0.03638876972444135]","[0.049349769970158705, 0.05186082703759313, 0.06570308315691373, 0.03877713314733943, 0.03671256402435618]","[0.04891470116258946, 0.053696178986689304, 0.06858913012767795, 0.03956290199637394, 0.03832057337962368]","[0.0913248058708402, 0.08596710692867283, 0.08870619486572237, 0.0635592840834992, 0.05379688383591119]","[0.05358991184122884, 0.05667804975809125, 0.07808381335953382, 0.04676302673328988, 0.041658976027295805]","[0.05008327737692279, 0.05233703459568837, 0.066084216752984, 0.040028628501143124, 0.03648362386979959]","[0.04911041248891022, 0.0509682259820846, 0.05968315804105004, 0.038501122524363295, 0.036187744887478876]"
DOGE,"[0.05749386158227236, 0.04280405365483477, 0.11389185244870687, 0.1021931600760106, 0.06838389302951911]","[0.07029700439822792, 0.04794007983647341, 0.16481948942489083, 0.1270930439518119, 0.08775125281831428]","[0.056204732929365744, 0.044214258472611775, 0.18139982640340332, 0.13959389549150386, 0.09732361568923469]","[0.05748236971197753, 0.04526526491108154, 0.0603775969771417, 0.06407080719140008, 0.04018040572991237]","[0.07102789707353198, 0.0621771544325782, 0.1684860911574926, 0.14992721486348, 0.09043304305093126]","[0.058785172478523, 0.04488256625696335, 0.17707847895415454, 0.13638043803217254, 0.09511994309940285]","[0.06485816128706592, 0.05540258254959762, 0.16896169300410166, 0.13437832375303785, 0.09095317957396806]","[0.061957121665452745, 0.05033269802854004, 0.1588890247729052, 0.1256807061011397, 0.08591950608955132]","[0.05697811593715359, 0.04317135310378173, 0.167760872755541, 0.12759495407520624, 0.09056873599045756]","[0.09174068901357653, 0.07864481986363955, 0.2175647624533944, 0.14242176204257684, 0.1164075950105637]","[0.0750474626100317, 0.06725787029751416, 0.27270223314859, 0.20183433669067669, 0.1417454899651835]","[0.06358212170181297, 0.04250773610616431, 0.06340415923842174, 0.06306045719055865, 0.042831192687581815]","[0.05582982510048851, 0.042245107171871674, 0.060188013113610994, 0.0639201281163855, 0.039823181753496834]"
MATIC,"[0.08097043440672767, 0.07536187419091084, 0.08289344025443116, 0.06866364344536535, 0.05346006248333756]","[0.09496583857720545, 0.09830049385895256, 0.094995757570256, 0.07845203447061748, 0.06782063652944019]","[0.06619272083200357, 0.05958262650241461, 0.07594643970300059, 0.06910550604888921, 0.03791674401778785]","[0.06738116399348329, 0.05907441241348293, 0.07472693144476286, 0.06053028264966038, 0.03864856154126393]","[0.0747013027629962, 0.07088119750103604, 0.08680991361164114, 0.06228495530177725, 0.043732820377886936]","[0.06594626010055281, 0.05871509255771815, 0.07456348633816194, 0.07062246725845164, 0.03829461596844199]","[0.08552120493888372, 0.07808240319504027, 0.09014132806927755, 0.08365406342940805, 0.046871529382963885]","[0.09156428053134757, 0.08884311587844712, 0.10336033054225001, 0.059806634860492064, 0.05489169446419316]","[0.06924264771019159, 0.059493120656192354, 0.07682436572133983, 0.07274936327876125, 0.03869179875264236]","[0.11254684074182618, 0.12713859563332236, 0.1129987079597031, 0.08060636696991023, 0.06780236753285221]","[0.0764209320689833, 0.06749938607895539, 0.07609581822849985, 0.08510911816003944, 0.04511941730004961]","[0.06676056634489112, 0.059973546125018484, 0.08039593558643977, 0.06244089652992351, 0.04025549099201034]","[0.06632551106178108, 0.05870391848609633, 0.07478447863230067, 0.05970792373272343, 0.038490197377233325]"
LINK,"[0.06067361969035764, 0.05702420741587734, 0.06809316586368454, 0.052463581999119456, 0.0386285565900312]","[0.07428265208738216, 0.0703467891606115, 0.07228162063092701, 0.05812673150348094, 0.041544724354305666]","[0.0573442285811157, 0.05368028089766943, 0.06157266104775967, 0.05047547412328292, 0.035848003442171164]","[0.06459518682651498, 0.05988661227924893, 0.06855572094280693, 0.05011214146943303, 0.034952393401895675]","[0.0685481760651161, 0.06613945978716755, 0.06671288104324466, 0.06340509955002942, 0.04454372278771165]","[0.05735151272590966, 0.05422025378668211, 0.06209043096960271, 0.051092762260410395, 0.03656053435334642]","[0.0573244116823829, 0.05377048416181806, 0.06172060512087763, 0.05058140959936107, 0.03607471287897809]","[0.05754711436430584, 0.054350304516264956, 0.06256304637267454, 0.05103030710349719, 0.036903266153188966]","[0.06178195199522671, 0.06058272209322239, 0.06748224235020539, 0.057741181073743555, 0.04301269112592145]","[0.09150994360821905, 0.0914587419423944, 0.09565237382207324, 0.06210321118950277, 0.050978569090500955]","[0.06027441484140758, 0.060984843189529736, 0.06943032539977713, 0.054373017380511784, 0.04279854757514854]","[0.06353465903529937, 0.0546840271040792, 0.06432413934102355, 0.05381235284498505, 0.036792879216023276]","[0.057163850209050474, 0.053914103819141225, 0.06183818777383582, 0.0500398388654051, 0.03325087206249049]"
ETC,"[0.04704426504734801, 0.04919536806373005, 0.07075455903902897, 0.0773224534712708, 0.07333641381923772]","[0.05866918403589864, 0.058550738087293636, 0.07384012446676283, 0.08456251768907853, 0.08891943912607089]","[0.05259293112992414, 0.05014927056148182, 0.0723831644583179, 0.07230905650590252, 0.06937240924286436]","[0.05536950764646303, 0.05863734164700662, 0.08182111428088575, 0.059930428389069965, 0.048004273742424976]","[0.06089352746265911, 0.06173732654473184, 0.07938785755053247, 0.06583673384507244, 0.062191058150503575]","[0.05565343399929805, 0.06095566256529303, 0.07604646616655966, 0.07170337902735953, 0.07229170054289119]","[0.04706925102099538, 0.04965752702772794, 0.07177522463046611, 0.07051445415396229, 0.06704667838347592]","[0.04760698475696498, 0.04878616697131436, 0.07175463883827445, 0.0697073298466705, 0.06417686928494688]","[0.05069382327353824, 0.0511426173830198, 0.07148463073119385, 0.09026049601806707, 0.10195676238336152]","[0.06429183163868717, 0.0899020830037968, 0.08915779363443915, 0.08408813917448818, 0.07391849309166175]","[0.04796924323227076, 0.048800088145852794, 0.07119256307330347, 0.0731659510165915, 0.06460665449109151]","[0.04932382845138359, 0.05092330022729407, 0.0742166512367282, 0.05945972952385805, 0.04457203871904856]","[0.04746738046452464, 0.049954750205215025, 0.07173713605097261, 0.05516364004748583, 0.04132226858388132]"
XLM,"[0.05257757697974545, 0.04452187086770031, 0.11074664801110413, 0.07859676833842566, 0.04794818567657365]","[0.061033233610359915, 0.05510323681269622, 0.123651498276367, 0.08599362295070472, 0.05257800819989017]","[0.05264230984880098, 0.045954358838119755, 0.12533211704634936, 0.09215432217248923, 0.04617799602589552]","[0.05289294072275326, 0.043146828604413705, 0.04835952014015845, 0.040703815072263824, 0.02950849830755334]","[0.052026554782758944, 0.04287044076662317, 0.1414073829682091, 0.11710881760583701, 0.04701616529820262]","[0.05118174380980016, 0.04190465003728963, 0.13196370406736613, 0.09529098750795716, 0.04924595363374679]","[0.05132365978278836, 0.043411495837574636, 0.13935197387948497, 0.1008823171373386, 0.050915994677313094]","[0.051310102476844636, 0.04233824923035816, 0.12990221754361744, 0.09428513013277418, 0.04879392886714705]","[0.052425717202758564, 0.043897272636994694, 0.12184086048923295, 0.0918631055769448, 0.04634933665752646]","[0.08078919072575345, 0.08245396164197033, 0.14646486697783237, 0.10473915509731181, 0.05651931360307974]","[0.053184133715913566, 0.043438343233289586, 0.10071514975227351, 0.08783168945232306, 0.03895756042001263]","[0.053929597823154006, 0.04543430810969598, 0.050187575814795486, 0.043645076937866095, 0.030343248697699523]","[0.051287140909799404, 0.042229882266408475, 0.046872807053143284, 0.03929228939866766, 0.028623266272901637]"
