mae,rmse,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/num_layers,config/num_blocks,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.03302623096811629,0.042844166106431,168.2980546951294,True,1,2023-06-16_13-11-33,1686913893,168.2980546951294,24492,Stephan-PC,127.0.0.1,168.2980546951294,1,"1_batch_size=32,dropout=0.3202,input_chunk_length=40,n_epochs=100,num_blocks=3,num_layers=4",4,3,40,100,32,0.32023503697011024,1,NBEATS,False,auto
