mae,rmse,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/num_layers,config/num_blocks,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.07072399189966082,0.07598283927485319,79.46385645866394,True,1,2023-06-16_13-08-33,1686913713,79.46385645866394,23048,Stephan-PC,127.0.0.1,79.46385645866394,1,"1_batch_size=64,dropout=0.3530,input_chunk_length=1,n_epochs=100,num_blocks=3,num_layers=2",2,3,1,100,64,0.35297855084387775,1,NBEATS,False,auto
