,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[60.48798747656774, -46.47288145137721, -25.25890560821139, 68.15507163992253, 19.568480394256387]","[30.43050812077536, -5.236809298346955, -164.44079832111353, 44.34537954763481, 12.537918349248217]","[76.00882211884884, -45.91916602822677, -62.059169553619675, 60.775070362145165, 27.15272934578333]","[85.40987055818778, 44.43686270141789, -17.891420565932776, 64.0518016572234, 41.76899986356738]","[14.389601191997903, -122.46660406935466, -59.14532342473764, -17.628372133070947, -67.56918943558647]","[74.90921318357853, -26.039118087480436, -14.380937038812666, 76.07500728397515, 14.26070469448019]","[-3.9411979802145565, -28.39402027047501, -36.960174135975045, 31.17549805039085, 36.38126782896332]","[50.60769752894592, -63.99253985386516, 11.864659426906009, 69.5888280429175, 35.47423579822685]","[82.19559769510325, -82.22585428986552, -25.750709837299805, 75.27932350460169, 27.90756176584078]","[68.43426663090891, 11.665098785666373, -43.7678049152153, 46.807959079410324, 29.142813795639434]","[83.86530619996611, -147.85163800255992, -66.4342073176267, -21.21861225132406, -136.98884088185227]","[84.33229148384888, 0.3429135965760195, -20.82713868254386, 72.48229764361865, 30.738169394973987]"
TRX,"[29.070628219167123, 70.8261986994929, -79.27132300471801, 57.7488478686657, -16.729359988942395]","[42.45321963081157, 16.840816479686264, -186.45285178434983, -63.56538266551202, -23.951765531766586]","[-4.221435718451277, 57.294090072072855, -89.49011308802515, 48.83023352725406, -32.18772771955339]","[26.02231922870817, 78.27967273981194, -34.8068752235686, 7.085300119000412, -11.527576540590601]","[-415.842982075617, -416.65368923875513, -501.672666015972, -147.27842800305822, -657.9451257316662]","[28.4030837986456, 45.846855239867864, -106.66970751775165, 37.338957491094185, -46.56947437554763]","[25.172618770118504, 67.61641054130718, -124.38699566923559, 66.40809521565998, -31.53897989005752]","[-54.74777203190813, -18.39923004355819, -87.31194012399766, 6.326437028319286, 5.4913885839128]","[37.55334878980765, 7.586514948642203, -217.27111454045175, 57.353228505646555, -82.03765954334247]","[-74.50363334751901, 65.89231446727167, -82.1925825549703, -480.96410039987757, 20.596069578004656]","[-42.59514156362661, 20.892749563895045, -162.2891475690117, 14.538282917959092, -70.78829894158378]","[36.009578999878926, 76.14917583795136, -42.741000174220595, 43.492250435045996, 17.40373031557471]"
ATOM,"[63.24132444177072, 51.96440903213863, 10.682601990169006, -27.14432080497823, -20.848459786751917]","[48.782117011410506, 54.30854412075774, -75.80834925096946, 3.9377091553642467, 21.924115130559784]","[64.23164288958979, 45.12600780068332, 21.100852044171216, 24.47116353315711, -11.021963213323518]","[75.64821407214232, 82.38001403190106, -0.03979640984792298, 36.53392191643506, 20.36008136676721]","[44.883719635960645, 58.20432720480346, 26.68665658619136, 10.071268988204402, -132.23718456365557]","[72.48471560217423, 39.096361624787626, 54.29056097557271, -6.957851326644534, -98.9907928607508]","[76.60460326225686, 40.96113022134068, 17.419361753353233, 13.193728627829723, 25.99432229619613]","[53.97675344311944, 31.968852552547595, -2.4760113373694503, -168.14262775416444, -28.58317577312951]","[4.720006791043579, 26.70786213746607, -250.16339220127276, -133.3673674671392, 0.8207733774700882]","[26.627499832935897, 72.81455263400619, 22.378130468840734, 52.363716261300866, -17.751492363897665]","[6.012886821190123, 37.22811973590018, -72.93421031208112, 21.215371927925077, -152.25249835415283]","[79.30098590787583, 77.27264815660133, 12.555534537668237, 30.612799174091155, 20.341481571921662]"
XMR,"[67.95832437031905, 16.707990589918843, -90.87588351909807, -55.39741295959807, -6.962231608629048]","[62.706338026101605, -19.688094814879882, -69.10440764348733, 17.64524817912561, -59.312200324918095]","[70.67567246465599, -1.1843558358205977, 21.116048077289964, 11.349252851633171, 15.57851782431467]","[51.02559668546887, 5.5603838743814125, 14.770450122539142, 62.9292889937334, 22.68232851007085]","[42.42482124521125, -448.58472348006256, -38.181689847977296, -153.9183544579056, -87.82165775722585]","[39.44918984777575, -17.08493681200606, 31.507342133713422, 40.51038564883736, -46.53716130588269]","[57.87628277698723, -65.21289694728341, 11.163322768615263, 48.80533679732933, -65.72264701379909]","[46.18894862544865, -53.37039870448286, -64.77492600854634, -100.24576850663132, -219.38890210000008]","[65.55346419339375, -144.72876468542268, -75.14631736344583, 63.23098447169389, -26.586939530455272]","[64.47448766102919, 36.182663244576744, -8.13744522898795, 20.00373913956266, -190.55814326026882]","[-7.283745775547917, -14.755477912819693, 15.604550960128167, -37.70453217950448, -255.0256659873518]","[75.74669226224177, -13.6429007893175, 11.726150806288564, 45.0066687381028, -19.353777076432635]"
VET,"[58.02565912825756, 61.79595919503522, -14.305047612078917, 74.36817797705946, 42.87585811746669]","[-20.37772443991535, 1.467548654969779, -27.801016046104287, 61.17946633340664, 2.7956041600641286]","[66.64437138250742, 21.875648760542347, -27.518850643636583, 74.22162500218916, 24.86507734647795]","[61.09897944831665, 55.176422046434595, 31.8088454938981, 69.67491736925282, 44.38864367135823]","[54.72288796720382, -39.33602623355959, -175.8730482744701, 14.614877829403994, -98.85360953509392]","[25.73058834581155, -62.717777376248385, -106.79010209841367, -101.9233289065616, 44.216572470382225]","[53.552887442681026, -21.23035287970279, -1.0668190498177628, 78.47462711089945, 31.04354082159611]","[-40.03222708339658, -29.45518255104293, -50.20989076630127, 31.449735144871145, 63.05213863323787]","[27.560722837190355, 64.99966551779858, 18.907334454057533, 64.69984658194512, 40.29587547665463]","[53.79862856020827, 52.51034796026058, 69.59607393022, 65.97126924869356, 23.695606795985135]","[-12.532106658623821, 12.644047913619385, -22.183285587502525, 41.1484326188967, -35.499656646748484]","[75.96020149816478, 58.52289890576483, 14.219785779587484, 74.27766966403667, 54.53422930084727]"
ALGO,"[-0.5987509242534881, 37.95619022066182, 19.02642993130734, -18.56615460144361, -13.47644880009454]","[-43.98166765175487, 30.537823121985845, -29.143108771803412, -83.25988796543704, -120.26051741343973]","[2.169016767774025, 38.39820148322458, 19.230668348961792, -4.5464100689975915, -33.23765636659808]","[31.709696068666947, 56.30881219852893, 20.07275848118272, 18.14733994894873, 12.915156222706239]","[-inf, -272.7586897871876, 57.53212147029896, -1146.2786153327622, -136.24154237542706]","[-53.497280668555746, 18.13905280413176, 11.47660332153637, 33.20026896816295, -13.835998963752369]","[7.090752404755289, 41.869819065424934, 31.082334346839552, 13.406277456022183, -30.57856319091018]","[16.753670716112463, 36.397783305070256, 37.241395683913936, 15.988276192268941, -38.45298128837492]","[-42.47801259302882, 31.317791740700045, 17.915067396114466, -87.62642919582166, -25.247355493730232]","[20.160255317744014, 66.65553911463206, 18.50163301958398, -10.750578657218025, -32.84363529855532]","[8.463719880799419, -66.2177014408563, 1.8597427240078106, 52.206429487264806, -111.56302167612273]","[16.017333885299085, 50.015653245294864, 27.54920316308329, 8.026455865584907, 3.4123154457460005]"
EOS,"[36.87698160668435, 45.654973074021875, -17.9236804052191, 26.449775357566363, -34.847615603366066]","[71.31693730642716, 54.520721924516316, -138.21514387962478, 4.095403146557407, -235.01108020438784]","[50.555046519149414, 26.601684456109165, -7.577296200592984, 42.50882729972498, -48.66348564539169]","[61.106228154823995, 55.41080906531214, -16.262281089364453, 27.707099906591132, -90.27015023951867]","[74.39079334200113, 71.24408390764883, -20.66392156362504, -27.501952205480418, -386.4953707942857]","[22.51729742698312, 29.945264292802136, -11.021887275012395, 43.730789318306314, -29.61123557990736]","[27.173441217562726, 58.240944935049214, -26.5837517654902, 18.903513185940636, -66.32996074486908]","[28.30740785418327, 56.419825472436166, -8.687113382023409, 35.576115603733506, -78.43009437013976]","[44.05341931475324, 50.95175805834429, 0.789936358707009, 37.36115458224296, -133.40189889042847]","[31.534785029181723, 32.64354234953322, -20.89531341487448, 20.205266401551885, -94.68239381028381]","[-5.308808967819747, 26.10137047228677, -246.14590213866205, -24.87335592331385, -384.6373766895067]","[53.827393734893626, 63.94651068193974, 7.3857869552675055, 33.98223710740373, -67.66249207013165]"
CHZ,"[-13.04660478429605, 69.39947559508718, 32.97432100186272, -23.55042616690678, 21.199085606190152]","[-70.72438640447385, 5.692261403181304, -1.7661667686973848, -35.36620778528584, -0.9699440758147384]","[1.274752351834238, 70.46754727945768, 14.873791209706788, -45.86383570132356, 29.935323399748103]","[10.809921514853027, 59.37706397023077, 64.64252998069396, 15.000857787618143, 46.55748194240282]","[2.7848192026999214, 46.65441352159907, -29.822225613733423, -338.12490966979226, -70.69696878235287]","[57.23202836877924, 63.732544215562584, -47.6082353675558, -457.34058428297004, 31.525461918005377]","[3.31861092904975, 68.70508974112826, 23.79493917764693, -41.87807437773963, 27.81970777943271]","[1.0793450789785144, 68.83776603376549, 47.534209476413594, -28.91092769340064, 30.645382796445958]","[32.43885198218633, 69.3699115903143, 55.622769314953445, -149.31468984115872, 45.87068203892379]","[-12.226149366292653, 59.92422920849392, 43.710875910846795, -278.7435911227483, 5.648472731464558]","[-12.363743762915249, 67.91240061482603, 13.457875492919197, -48.10471622690768, 14.593590921573064]","[5.624401113672239, 70.26913598273492, 53.9367235772722, 2.7533239949277006, 43.680748405331144]"
IOTA,"[-361.0626348453811, 67.41681629610608, 64.9954788833648, 73.29472490519795, 47.54621376732134]","[-308.86320060589196, 44.64133163306592, 61.357423518049714, -30.455898839661906, 53.19220696846671]","[-311.8839096916687, -88.9864117922643, 33.507779398444875, 42.26944280975688, 19.018039363282135]","[-145.7612216613614, 72.63336442847623, 34.95635594930215, 31.06670858772934, 57.65689583367111]","[-309.2015058783548, 1.3137080908811918, 64.91105818970378, -285.52964866923594, -1.0203013808515067]","[-287.343888455034, 70.93050085951033, 39.20594629639433, -7.654030430434963, -4.299606232370576]","[-399.3939132063844, 58.31607591639336, 39.438591168678926, 45.91338782347913, 35.52299082663037]","[-245.48591109994433, 70.50128722266768, 62.66271059087367, 63.12292979790121, 51.219493927769676]","[-449.7373320631673, 62.5633941424804, 23.057944503770422, -14.792083212595209, 37.63015254454707]","[-397.0444461836849, -44.39582496949002, -13.034980873772433, 0.31812277809555745, 59.802514362761706]","[-200.3403102177503, 69.91549082688904, -41.657897782700445, -65.44305845850647, 61.76992689314188]","[-216.16646219766676, 72.37796141376417, 59.6169317293073, 62.65758413654734, 57.384648568647876]"
NEO,"[64.24129996717568, 69.40692930701611, 1.880008204791931, 52.638037191938594, -115.04650326487335]","[70.25847013380442, 56.5082405885496, -2.0885925146218822, 26.315593170605517, -514.8587826761625]","[79.69337232702772, 75.24429944905957, 13.167900392568638, 34.48057256988727, -271.62846188466705]","[71.00747630236548, 73.89121164441148, 16.873098130637654, 50.00319770274888, -35.517055649131365]","[-292.1175865291126, 54.16547205926726, -125.99918574452784, -316.9254200001982, -84.60487580851967]","[28.981445733833993, 74.4307654976834, -7.986521354180047, 70.87937816837386, -114.95804766481965]","[65.00828035495108, 56.99524333372883, 5.9225086332739645, 53.44582199634005, -186.77477492334836]","[63.06804911614613, 47.02337272295669, -4.441721227112811, 70.51103101209293, -339.2195323506636]","[76.99379597560319, 72.3287416379627, 18.916854879930316, 40.39548366508315, -372.2748674833306]","[73.4711381388451, 14.991811260875581, 12.332910457787259, 51.056050733493166, -261.08713932223526]","[82.10893600105102, -77.44670903563879, -329.72763834052165, 41.71188495610536, -865.4030489269408]","[67.69633646916304, 75.36586738825088, 6.8672363559034295, 54.00057682456219, -122.46466180152862]"
XTZ,"[17.445577203889165, 10.222682174469286, 47.332553035146766, 48.70443801091395, -94.98612921594878]","[-25.245401074409752, 11.850643423340665, 31.902051064151028, -33.00948652491007, -216.1958219202555]","[-3.8612778590675947, 33.150014074298674, 42.987334574420615, 40.24623058442723, -81.9475576704193]","[17.847939498583496, 73.92598900167032, 55.005619394492356, 27.471909973241658, -11.01596045500009]","[-2121.6182095503996, -741.4960865325069, -412.65826800259265, 61.77286369130618, -938.7184811302458]","[-320.795761880933, 14.65233233279251, -42.61196478371771, 22.378815845847043, -105.7569740710268]","[26.227551216626154, -98.80220320522272, 64.22956512217101, 34.03024043752133, -318.0669329656884]","[13.565795409301085, -118.67721317944398, 14.701243518523299, 27.511957542499687, -339.38233120634766]","[-242.63195525053032, -112.94028421381326, 23.224117448141254, 71.83361509465638, -93.65987584379934]","[-21.919985248899366, -19.064232133287508, 16.881281962619948, 51.891594559464046, -22.59744810274001]","[-14.962983105335598, 24.13624298110663, 4.331005645412632, 60.59696933219433, 2.7917606074462227]","[22.995440440412473, 65.97177259192273, 31.041769526157005, 33.76614595132257, -19.033403679224815]"
