,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
BTC,"[49.914509732365026, -146.90271769969584, -14.368244762160852, -30.019348948434825, -43.82115759414235]","[36.164477444756166, -68.78858956656192, -115.0586896256581, -93.48714187370928, -1.5703128730431424]","[54.32854538193019, -171.2117309376247, 23.178828504897396, -17.56541848730481, -71.45844322196662]","[64.24664386539153, -56.94061091812833, -52.74628021438852, 51.56083830038561, -68.81138178952301]","[47.257799147799574, -639.7114656193692, 46.738302171004925, -49.84436169329091, -2821.108823197274]","[57.11032776878556, -275.702160732453, 48.12736773987567, -10.832356848524885, -80.28322227128572]","[33.21457590058827, -291.28431722528376, 79.32089047870278, -120.84646741445665, -131.56669612271122]","[62.62997967317697, -249.9297037341282, 33.66211888705903, -7.211119200168481, -134.4522516950698]","[39.49724360969534, -88.37960965780198, -78.68706491299842, -22.738612409514477, -59.22712731889783]","[16.401346864876228, -188.80199843100735, -12.475066059739625, 6.506462867912164, -246.02298178461388]","[-52.91786855730829, -171.04460898314005, -4.910893613215289, -170.46719831795352, -133.20567816712418]","[64.49213630941001, -54.607849516879625, -0.3076054950904154, 43.75797134871064, -32.82787252313729]"
ETH,"[54.732846539517745, 32.56329543387145, 17.02630982552524, -89.25708408367461, -22.00831942692049]","[53.727328567810574, 19.75896133908834, -47.31379211874748, -14.623655569388994, -5.492820640343451]","[55.894476276842816, 38.64030809794885, 16.826729762704314, -123.50829120971594, -12.433502464079702]","[57.08075456380383, 65.91247407066295, 7.458672178950558, -68.14320705755087, 13.490524009617765]","[-87.29518181776834, -44.081072555755235, -25.997101460117207, -151.2447165306258, 46.02168891046498]","[-207.3455162386178, 35.47631193266778, -82.37096343058953, -98.01362570347858, 16.58543823070981]","[15.75121677892542, 31.122302356719523, 8.100597380768948, -123.09931074978036, 7.964114442501315]","[50.93933841713253, -24.337890122248037, -62.27590369635033, -63.50591645488577, 37.14164502093803]","[5.769093583976115, 38.322360766872784, 40.81189622666582, -136.98820879908783, 31.732890793788698]","[34.91231110947343, 63.41967436406735, 15.87501645260101, -112.65266145403822, 44.49547099998979]","[44.54763384721937, 51.47790854359283, 10.604363290481603, -229.59394158135987, 4.36957824094998]","[52.44804898966486, 60.79533035860224, 25.952496396816134, -59.2070252567644, 25.53015787794176]"
BNB,"[64.84924719206387, -177.86668387646952, -107.49690787291838, 45.49469934325573, 26.623665400783576]","[49.05534786100149, -277.24202117941326, -554.0850106457541, 60.67239258899736, 2.9741468442009684]","[54.9599032440007, -196.15682242146198, -41.20196712959293, 59.787940044344055, 12.042147218370772]","[75.51021798546954, -94.7814506734552, -82.1035429317196, 49.07339235548517, 34.701189658644786]","[38.8977927938344, -317.4708598954898, -99.02936602192803, 10.08422157754612, 19.973112642646175]","[55.885306002826084, -249.51935961437476, -15.821816232107214, 63.36544306712268, 16.309026422251623]","[67.89854014182285, -263.52426397428445, -83.2846185518915, 27.264578323866985, 14.13139696261386]","[40.66303020566045, -374.4097553825135, -62.98623713358268, 26.86028519708193, 33.766885411012765]","[53.29952234165145, -329.76266626867255, -75.33196768276083, 63.06988362842168, 30.939830400418717]","[-97.83651131569316, -200.35209785633202, -39.543038408216326, -13.141615579463153, 53.49010210492728]","[69.0221191274026, -182.46840479618643, -142.84148371359726, 43.09893118678976, 25.136317384077056]","[67.49185273649653, -66.21461166452049, -42.859616632992, 71.1596529011583, 46.038456155023546]"
XRP,"[16.640730862506757, 63.09780299112765, -4.677986855998476, 80.09214779198031, 26.977981540139385]","[3.010860584716455, 27.241184351644183, -35.23926861849249, 76.85079179940072, 41.616571668660875]","[34.01560425664809, 27.2556272332315, -3.8007083442491747, 81.7418532763977, 53.21126958637926]","[32.99058142478269, 83.2543080471433, 28.213770391101278, 89.45798488591396, 63.680273412165576]","[-379.44408947681427, -93.30653217800436, -0.6453317139186555, -40.12392886582371, -148.3960496687351]","[9.701505855209023, 53.33456184112576, 7.380823481005386, 75.77400592024232, 48.81534577251113]","[20.4418143606347, 18.082758059126057, -15.338875577213045, 78.04478342723445, 51.87454531113668]","[-6.747668503650803, 40.68625291374436, -1.0364403430460587, 54.676057314252155, -121.2248551743117]","[41.002389949177385, 62.64861839030543, 22.738076925820053, 66.52294048126394, 29.295965106950188]","[-17.984060588240876, 66.68185017195486, 29.675433615752993, 50.11830737705174, 13.835814935190745]","[-8.217123965620967, 32.26452109027982, -70.1015209232791, 84.65803664572248, 3.82542788151589]","[27.478947431459833, 54.408039736310144, -8.123444856621767, 73.89703855165867, 59.76215014988592]"
ADA,"[64.4120367919301, 24.66413571453392, -21.418370394314206, 67.43144798703207, 50.15391880572009]","[77.76128004500038, 28.47388884057728, -107.09260655615864, 21.93003991845346, 18.98205222645014]","[82.81385838274645, 47.24617671569356, 11.60014857950449, 79.48997191074835, 52.866480975222785]","[80.92352787292253, 53.384620129370475, 0.6261061185457427, 81.11548788467266, 30.738155489067275]","[71.74650502345573, 9.06662589419167, 47.98460332150668, 36.64702547966554, -142.48445206474457]","[75.93769673294523, 49.14324416861317, 32.52783611058886, 72.16086284681911, 38.45963244751529]","[81.5314657718884, 32.91280585047712, -11.623453610580498, 68.74543617854751, 30.862115818630052]","[81.82582079243674, 29.32281591517208, 10.88033664043104, 74.16616831022596, 10.302259595535027]","[75.49071984608547, 54.2341239090903, -36.02914464799327, 34.29459988440632, -24.70938211579879]","[35.804452596706895, -0.8497108420101731, 18.12685678806814, 55.98829815326136, -19.185214130914535]","[73.95575085650209, -19.150324417475133, -14.285601558742684, 72.94766468699818, 60.480751672528044]","[89.18963667509568, 44.04021396188774, 13.102189356276602, 79.61673772993844, 55.048881810265385]"
DOGE,"[23.3300477096548, -7.085803373262868, 5.076502067032317, 5.183684473141369, -19.80371084492897]","[-49.081764107139286, -50.89080123746581, 9.555935597645108, -44.00115535532684, -45.06073799527171]","[-8.793252161902378, -45.999110262688674, -4.189038961976442, 7.149662663902462, -17.409749292620052]","[68.64631073323704, -22.72890012745095, 12.115726588985817, 24.76585610009684, -24.57707055043583]","[-51.027430387145046, -819.1628430957829, -121.91867948550643, -95.84868137651432, -486.97218060196514]","[-82.17783266490946, -141.70271683057496, 29.953550953605667, 0.16806278094900717, -11.537443520749239]","[-325.42321945782476, -266.4393326343849, 26.090294551118003, 38.810747981938086, -33.34585421332273]","[-30.342357700803213, -51.04862929015859, -6.871512797020561, -2.1436949130779355, -22.172787047421295]","[-59.00296895421019, 36.309622019802916, -6.0147899663937885, -22.80355053138907, -50.9854666470438]","[14.607085271706916, -311.1646933024386, -18.04322187902314, 18.035187918731637, -62.92476877166185]","[41.21069699033547, -164.97915723075124, 30.261636572817924, -20.738507499385264, -116.66804785092235]","[23.484778707328925, 51.02144117729739, -4.291389731833753, 18.677027406980283, 7.364034223202222]"
MATIC,"[60.20111571546, 51.82950900977168, 15.44420369409772, -19.556466585600813, -31.966916943070427]","[-47.44761295165024, 60.35932339319455, 26.195430135359, -87.61972415504093, -77.2178813646866]","[46.614903573131414, 52.88678826453713, 9.924109675935432, -45.540363773032745, -49.31817430063655]","[31.42622288677966, 73.57416991473501, 6.975243999672244, -12.220883727918789, 1.5568475392809102]","[-149.22374439046192, 56.18255514759889, -123.07066676252983, -135.11952388414082, -250.34965625514673]","[45.650301564512915, 44.03836078793418, 20.749410768224163, -50.94311747499077, -57.56008483881627]","[-30.13811577719497, 43.051564742570704, -8.98719197417076, -257.415477274604, -182.66118442837788]","[31.193905167960857, 29.81177941504482, 28.81986957732047, -155.39370701030322, -21.034282003481085]","[51.669821892724734, 58.97167022763033, -8.69525059193837, -53.67240313438406, -160.61371882823084]","[60.14414817369482, -16.72804802637355, 50.97172151503511, -510.41258839773224, -6.7943550090204905]","[31.79678203336748, 62.33230890149601, 17.993776230192125, -84.38645593863994, -162.4059562590636]","[48.95275173546978, 63.50043606136, 17.023436680499916, -21.439901052077058, -8.326662815641942]"
LINK,"[58.282099396032464, 8.130822319371642, -21.00248944827966, 15.652790654832607, 24.443202423568078]","[68.28788858180536, -6.963481973864185, -154.71560928478755, -192.5160182250645, 45.21249651924041]","[-244.6229735535779, 21.54704569086084, 10.462448442216077, -415.9666093551285, 8.512667283042564]","[58.968951537791625, 69.51078594570072, 9.78743027822253, 15.814435469301102, 47.26840692162479]","[-20.94517928443866, -105.91481134386358, -90.52506423503502, -46.163497170211166, -233.04215946933616]","[70.14597166312477, 9.627805159907659, 4.713727512481829, 16.511571001636398, 11.054116401599435]","[69.68355123999852, -8.971208468215513, 8.417916620597403, 3.203183668977003, -24.527777201758465]","[69.59165116966157, -26.024635736196732, 26.524573341000096, 18.307663243867662, 17.675783536883124]","[65.5829798476325, 35.51295285162907, -86.78100723343073, 20.15054022303025, 17.941538889978894]","[20.937887831737722, 53.12510413857261, -38.49529844865356, -8.262421240507448, -38.44982192654384]","[42.81071943871647, -156.36597683132624, -98.37990215029436, -32.81806070322496, 13.60344657424534]","[75.05601825959963, 52.135718415042945, 15.455332595998156, 17.370249392791496, 41.13801291847359]"
ETC,"[71.56455228293424, 47.51821194341423, -39.36766457714304, 37.05479661675557, 75.37018158650494]","[64.30686626353757, 38.852578926348684, -68.93910279014722, 25.236103881589017, 85.29361212716388]","[72.06544291593559, 48.128481766309164, 51.70688447478275, 15.344004444444327, 74.67946102904013]","[63.29722362292007, 68.98736696136434, 49.27369569881833, 33.170648636622005, 68.447892703618]","[-221.94132134899672, -29.36769798228438, 40.95292507314609, -45.103686982776374, 61.51559993092665]","[-13.497791992304167, 41.50550549931561, 50.885043995537806, 52.45492586379975, 79.95810002150722]","[72.25465157167412, 37.15579297179021, 50.42778241359316, 3.6536143281521363, 73.21133191637307]","[69.07420840754621, 20.970181870955013, 54.8784649711873, -105.631720934241, 74.82512356177638]","[71.42776349755422, 48.02800335882194, 53.40782272219592, -50.8689548653868, 78.62015955561985]","[23.940890658165078, 59.028871490013, 23.021654748427874, 10.285761546273582, 63.99039766461644]","[55.95873733366209, 27.951634093192773, -27.981772930305382, -214.9252494365474, 74.10320755614524]","[74.29273495395763, 60.85475529714947, 43.76601489652596, 28.309161662593507, 74.87796758131677]"
XLM,"[81.03527999056249, 35.18899021227128, -45.52576339545143, 69.2405690992324, -69.34168713122212]","[43.19604755755548, 17.924597094418974, -48.310262771670544, 57.89838369239092, -24.368677458606793]","[81.91906870322074, 43.184850712834354, -28.08412779358941, -102.95786346178353, -22.323678098329033]","[83.10526838805828, 54.79171836467793, -57.74148439350903, 68.33506138159103, 15.673978100285046]","[73.09993401497714, -142.06156791830668, -52.60733870067924, 34.31741479336881, 40.42511089715829]","[83.924644363311, 45.14030874468959, 11.423975148466846, 77.67113851882257, -57.482560234229375]","[78.57593366851629, 39.78856575358538, 5.8413181917429124, 78.89522310421904, -45.23050341208544]","[71.64659356095292, 37.43668401725329, -22.150217741729257, 77.40449678216567, -75.3575031302188]","[55.11612620405628, 14.745449103182423, -15.437955753529517, 25.533376246432933, -131.27329083069148]","[74.8707165585862, 38.49173428515505, -86.31511038972232, 40.585179505264, 11.980154607379506]","[79.98314669653254, 33.13676047943327, -30.365919296234438, 71.72623823113642, -80.08717229276084]","[83.35848135179269, 45.099211998257594, -33.344280970178275, 69.0676067680404, -5.689049560128455]"
