,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[25.85528508848632, -957.8290196842031, -307.1894795685141, 44.67058026418959, 10.902529208510224]","[18.12831714604147, -1418.8645281488086, -200.26116824050274, 15.558603220045173, -27.451850621929935]","[-3.9138411281052803, -459.4415740104045, -227.62752816441375, 32.24926664020917, 20.937225263338874]","[-54.74771777819719, -5.482381813855508, -39.70993081234277, 52.74371790952248, 9.801040783834226]","[-148142204.69271126, -911883.4176344784, -115.89287416521026, -42.94774612242321, -10340.224664212083]","[-101.79139998988671, -378.8354884396124, -324.32184334592813, 46.26091742611287, -60.99005041167248]","[34.89768411946269, -595.9393741783123, -56.956857404065, 34.7821701509703, -69.43679180744563]","[46.17170060363835, -271.5266387429983, -197.07297845439663, 6.13684290765487, 13.339427963870582]","[-56.272712020508486, -481.985706494987, -186.3853537463797, 36.58825179888937, -13.331803493714714]","[-49.243448346335725, -210.5883638869542, -787.1588696911266, -2.0616537044800785, 17.655019233370624]","[-100.74524689756214, 11.628517121355936, -62.21766423996945, 73.7097702787212, 47.233897614986624]","[-10.21833317455076, -129.99288330751753, -99.38146008833608, 55.1512274206228, 62.75048673284039]"
TRX,"[33.21059248723863, -196.5303506535421, 68.38937763384337, 77.2303367304293, 41.071086774779104]","[49.95095365462326, -96.00301427438093, 55.899834373008986, 33.90631541936715, 29.04397975036893]","[-26.937852601199015, -266.03701952884893, 58.81762184933565, 28.906546743599375, 22.93400776536154]","[-15.224755699795601, 30.157334065410137, 55.90860462183676, 77.87158950342086, 64.62173306958677]","[-298.69466540398855, -1732.05051187786, -1207.9806949370409, -33.46448214131593, -59.160222257181175]","[-15.55867216406323, -81.21129537903738, 58.310755768988024, -50.408572886331406, 85.70792795970387]","[51.87360381492032, -215.04033494159978, 45.41901930519194, 6.619241407582997, 60.14164687020217]","[0.07660540620394939, -136.70102924085154, 5.163161513758641, 84.90927358017908, 46.924923236523185]","[33.69009024797539, -176.11601523121718, 67.71323431212983, 86.53163278192196, 30.220948876123927]","[-267.22309555399033, -336.4910287126986, -14.769931233431233, -4.1087226122292755, -10.853117204214351]","[-921.8188734026559, 51.64504665723663, -2135.1345205615007, 6.510342603943678, -17.660930862588987]","[1.4989954479318142, 13.104122790440378, 59.94046810130118, 76.95265442157034, 48.87015210110927]"
ATOM,"[15.528437892516155, 4.703222014411603, -789.5784916776694, -34.370697288476585, 22.556543928864226]","[-8.547913999659029, -140.95407836012234, -885.8624292447452, -22.95802525871008, 21.177890116535604]","[4.921584920106624, -7.976234583733892, -1347.9632495564492, -41.15162443376161, 14.114737938722666]","[24.351244417051227, 44.9729792773031, -225.5719567776517, -107.579110318009, 57.71363399346563]","[-39.11255604438153, -10617.28912143494, -17371.268369861045, -137.12133645022553, -43.9362989244002]","[-7.441792642985854, -42.85663236795254, -6244.422664894939, -4.152683687437223, -58.14289650867121]","[39.22284590285472, 49.21487570495323, -1470.0598558095955, -47.3823953075547, 28.221063946608023]","[35.304775537754004, -81.76367068691349, -906.8968977816686, -61.17387444112033, 36.61913674289571]","[6.713008459331416, -35.380975802989546, -439.06720284723, -38.942100393695064, -6.276372126079734]","[20.74317452151763, -435.2945255246084, -809.0998989441927, -96.83725906558801, 36.037854316513354]","[-38.46941930037346, -35.60344575360459, -134.07669086805438, -31.55285759872031, 35.528883627537326]","[23.002111513844632, 55.64373520732493, -369.17595851479007, -5.722115736368309, 48.200813513439385]"
XMR,"[18.931136367173636, -163.52213479356027, -60.77856150484372, -34.343779968001975, 74.48403093907237]","[29.739397095052528, -180.43695890256103, -695.8315753063494, -664.403165164312, 69.02443474546348]","[34.93110733746736, -153.32967323796188, -247.88089815559826, -90.87312553956767, 46.265208404744776]","[22.86282316637186, 22.81143115034097, -50.440370688998456, -93.88066113789019, 43.142329944955065]","[-125.58574076139163, -116.80759974016361, -75.76019973587333, -482.99012116269154, 81.06766220106681]","[-32.69910132073219, -216.02641816716357, -18.676132428174856, -1350.6441645825887, -296.9646680012681]","[-216.46123779825658, -287.46247411287055, -77.28154640174964, -265.0463215440996, 67.21809334456887]","[27.799047968380393, -159.54009739604308, -134.289820565253, -66.06443092604988, 76.98739456992531]","[55.83052518276405, -300.89628781267777, -74.57616943986513, -244.15838228516878, 17.65874440366205]","[-23.46170184146571, -743.7564174625325, -1774.3312790280754, -781.4136613848924, -38.10478871614452]","[39.26866484822228, 15.595887426606014, -126.31881258249713, -1051.972381972251, 36.41336780064053]","[57.87781182419024, -3.478508733015926, -70.45428297872459, -8.290133918630984, 70.44287526591788]"
VET,"[65.61382423933671, -477.8810912443472, -464.85204988132284, 75.56924883741803, 13.901434987742814]","[40.31109534769593, -250.84879072278875, -161.1096445927603, -205.58077798347173, 29.87792745699165]","[67.32171937598177, -477.3167510129985, -425.82507156226353, 69.79011482717952, 13.150202127333996]","[74.96702537668838, 22.285890198186404, -129.65721003784606, 68.05728401946297, 56.366131866696634]","[61.05992396515458, 21.396841927688445, -110.93317225900252, -110.4335272028566, -175.09962894400607]","[59.05639048361103, -562.5724008123199, -238.24058946026318, 65.6905747198976, 27.248254479652363]","[73.62780049356273, -568.6657079072897, -297.0254173729895, 68.43021442267762, 25.839221781934835]","[6.200986053073807, -238.4329351952288, -126.39658114530454, 17.822326614382007, 0.6313207081260639]","[60.37607283377743, -239.55402750013653, -43.115153540566645, 31.104008244032883, 46.747868298942855]","[27.608680317493345, -1549.280509247496, -1073.2651760502943, -64.38880097233076, -4.988503547450024]","[54.31302973183475, -561.5615952312461, -71.20043228839515, 33.96721221379628, -24.688930424487555]","[67.03082076124332, -64.61237258409983, -242.4950001943214, 75.88105117611822, 42.469551353014594]"
ALGO,"[28.99096875982035, 20.506164766914925, 62.884743273510935, 53.056170471853605, 41.331458944658394]","[-15.131012773387212, 42.16269072912737, 57.4555719094922, 1.3620304797340714, 40.83746632028806]","[-2.7237299949865474, 66.69788214056832, 75.02256097438537, 34.495643061965346, 28.744118409441082]","[5.343979572482844, 91.36572186846402, 94.96971807752222, 61.32396319018556, 63.092501928216706]","[-8.494637628786466, 95.84628160267525, 66.9238775667058, 58.49230243686645, 55.419893531553384]","[-26.52278728988019, 42.11910377126326, 70.3309500024373, 31.163320125399167, 5.663297099757361]","[-50.39418962812611, 86.03967190714283, 62.97070007961424, 38.0636145671271, 24.276590580840896]","[-5.463066461926042, -34.180545153695704, 81.03749959712255, 61.42120514723993, 12.03257859686567]","[-33.92120780706039, 65.22208780659025, 66.32567141724391, 62.939178281896844, 39.14648039104388]","[-42.016358161859785, 69.82241818258763, 94.10265648224039, 13.273152869607753, -30.054201791359787]","[-69.40165191194093, -10.992227033531249, 87.94760384020847, -20.556362573515962, 27.387035991394736]","[19.048144145271532, 86.79865664090597, 85.37679061860537, 37.187390100087214, 51.12702627170944]"
EOS,"[70.78979337280778, -100.99197826621665, -241.45930504361908, -1.708569812809794, 57.949061819765916]","[67.98858144666755, -60.73097541843773, -103.75885121078872, 8.346157372247513, 54.01409388460131]","[61.01740686578938, -200.31030471073854, -177.24370182929667, 24.27197844746888, 82.18537775962484]","[74.51236687187345, 63.78915665163497, -62.918271717041264, 32.89008068971137, 71.2778728517425]","[-255.83215421722988, 25.0569528641556, -739.3541308659692, 4.775440710483362, 77.42803808059132]","[78.98385573163822, -120.89843291321678, -150.13042585764825, -10.344355613244954, 58.09994609027963]","[71.96751291329292, -159.74728028283096, -139.3660069784484, 33.72808412418373, 39.288246708809766]","[43.859214987504714, -41.81457623076234, -119.34126292365306, -36.87174412877222, 21.05957754364086]","[-3.2981021476174432, 13.30798574346043, -195.57153455656967, -5.9442738636714205, 63.33503961006113]","[50.77380222825332, 46.105262556431285, -177.2262286135754, 31.547922102593635, 58.418271258338926]","[61.79002138611745, 52.74913765849374, -222.0750538422382, 49.307035443803684, 80.38587715850828]","[73.17764789922686, 35.83901662196449, -117.30484995489161, 40.85504094374971, 57.33624884645558]"
CHZ,"[85.37005788525927, -232.29436740521527, -356.6925637024543, 52.89856324389043, 71.49412213117283]","[74.44927060085254, -45.250893519710225, -453.96923929705804, 31.605172339484415, 73.96587342488304]","[70.07576362148059, -265.4340179903401, -321.0161457135472, 56.97327478630263, 77.97886753554347]","[67.40779390404371, 43.67408403938086, -207.02036001632416, 41.57753361188281, 61.88330766843711]","[19.269528579406554, -1130.690701778501, -11193507425.463146, 8.115999337780929, 63.70663914894574]","[87.9722479715557, -313.6870905574796, -458.60370070055404, 47.23506269550062, 70.72370029654573]","[72.68809499436453, -207.42427668685423, -424.4853903447706, 53.62737833919221, 63.20107499846714]","[-54391399.60543323, -42590482.651885636, -99295.39899375523, -44.986961727135636, -367.91075724459535]","[55.230296401345534, 37.25837353687793, -694.2050824475909, 49.40159463945241, 78.83690838149886]","[-16.673296367963207, -684.9146266060757, -76.82512907163276, -94.78695880816485, 61.27359424326001]","[39.35074795700528, -1480.9422036134358, -455.2004696187598, 27.024836463492925, 85.16921046238637]","[84.95499968784597, 28.627043974099, -222.63181989821908, 60.541135684098734, 77.10500863596982]"
IOTA,"[60.06758140124779, -545.0370669069199, -850.8068197404643, 84.519685403073, 36.07654738915096]","[9.564864708106423, -348.68879335545125, -700.9736476328087, 70.70885245711176, 41.16356995556788]","[45.19931172306677, -588.9197696181553, -669.348245135141, 74.4901525993234, 20.679536661207585]","[40.91223686273062, 24.528676553365173, -674.9801616663264, 73.77795115940609, 77.4813418370475]","[-9.615920508849705, -2292.026918063312, -3943.438841502938, 12.602734846521619, 40.907677849746875]","[46.6606380501322, -2214.8527326020712, -1226.4375828574744, 65.34841540876712, 6.20572967909957]","[59.001337904552955, -474.97809512678117, -1072.3169376679123, 72.16989225484267, -21.424272867600163]","[67.15000942220094, -454.027050852401, -905.850874035292, 84.88195010821336, 35.104706070016114]","[58.70934658752224, -454.04346040397263, -492.8385256386845, 85.9522371315149, 26.12001996422238]","[-13.33949038670193, -596.4856063265441, -1750.4945258811797, 21.156903657252794, 62.77659062903772]","[58.31358421163232, -68.78903229371912, -89.77899241928085, 63.56233192862541, 0.815635134216561]","[51.115410867521504, -108.90808336855696, -413.064954104106, 81.85225833549768, 51.25442706344872]"
NEO,"[17.578860812228942, -237.49434242385513, -579.6192873468204, 69.36346335951562, -33.1095193587138]","[8.634604895564852, -310.2206680222901, -684.851014112597, 34.86381449050489, -49.004884984729834]","[44.790092048043945, -288.654139741685, -431.6301447910666, 77.34651633658484, -10.581040225496478]","[38.287937738534985, 3.1877628607003405, -230.14238273028238, 78.11254598226198, 30.367791195891904]","[-84.26964552612992, -24630.933252427305, -1904.6876351242126, -5928.8444424451245, -2.7363873909974816]","[40.98999789243478, -176.25206832347877, -273.610228472039, 68.84897855011215, -20.098429557335574]","[47.868877050569154, -415.2982831242559, -473.5450934337275, 69.75241789602308, -2.761325314961994]","[27.969717914805997, -151.64353231508548, -198.74397858475686, -77.00470427031709, -87.41515140138011]","[33.2396391150597, -643.3018294424055, -220.9312845634487, 79.0173440637069, -5.260236980972946]","[-2.5436041285348665, -873.1889795247396, -798.6595570252513, 29.627790282268375, -40.75545296840902]","[55.922490044253635, -522.7530339639054, -2663.3436726988994, -73.78034769542117, 16.656153812690714]","[49.40797427751513, -40.060917818135025, -340.746787527676, 82.19505719292245, 8.687004605572508]"
XTZ,"[-16.18121570130821, -74.33185083384684, -457.92600927645776, 92.82423320277256, 32.6957726093213]","[-13.648803075179874, -179.41962507033696, -541.9400507682024, 79.55160983673018, 33.7095938962744]","[-18.850253161912228, -319.3631633069964, -349.9123990415742, 91.36469576167514, 17.244600440359605]","[28.47763990775133, 52.16448532219561, -73.96786915540632, 90.75812962433886, 51.787784655009006]","[-133.84658233145973, -2102.1509534887073, -1353.3191351107375, 83.54892645427353, 18.433288245746603]","[-10.995628509427977, -153.12871841523832, -797.801175297043, 70.30304258727747, 48.75860426580669]","[50.38968159658819, -363.2035584366796, -331.6432704287383, 85.88010404904973, 21.433891112175004]","[43.98553601975203, -260.8214452895737, -444.531431654336, 72.33624608521336, 13.86779339881658]","[-24.910118004935015, -72.87909233509829, -779.5634214808363, 91.80520219268024, 57.78843335808935]","[62.381625983246614, 20.163795148119583, -1660.2852881681265, 83.53678829433461, 69.85156414790762]","[-52.198412084702504, 23.01503869945119, -48.265481761430436, 44.22580616146795, -7.4135730174150165]","[14.550211338342233, 23.52932331512634, -144.341764003682, 94.6956139003408, 53.19225043754427]"
