,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-193.38899733089585, -376.9926584391081, -109.51379370240835, -91.5209021474078, -249.4387869753857]","[-73.39444408907589, -362.8554227040114, -204.59887865244312, -110.20356211674599, -134.53685555482028]","[-137.00755109078463, -606.1291267428664, -168.9715948733911, -67.72480540341614, -248.63155855983564]","[-154.50160121772382, -86.09528748972144, -138.49080733929148, -166.97920907847015, -158.37690493166548]","[-111.0751005911218, -72.68455108906127, -276.87631020833527, -401.77265393870096, -105.29365766627197]","[-60033.98460911899, -27260.391896992605, -30056.952171845132, -47399.98287517041, -22475.53179230827]","[-24096.21917860785, -11271.753157527422, -12590.098827996862, -19837.596207110175, -9612.334983717074]","[-22114.948554812392, -10232.492655058273, -11786.008188311844, -18417.265016478144, -9186.671703793814]","[-702.226946677207, -230.64300716744702, -70.74353540332478, -711.5134399199793, -90.18558747906788]","[-59654.30105085854, -26671.43944256962, -29889.00815267609, -46265.771637494014, -21808.174187305907]","[-92.37016362927707, -91.19162032301078, -322.96659951164617, -233.61245495820086, -98.9278617323581]","[0.12499963663140118, 0.38247642325019593, 0.5241498633725814, -0.48143747149509575, 0.05043599389107095]"
TRX,"[-42.02533596415324, -437.0244798059585, -315.1555585446367, -387.774049027273, -74.52948849676599]","[-201.84386818071695, -729.5745339403053, -405.2530909159532, -1166.3313611208903, -306.1382930696775]","[-205.10720441620555, -725.7157718439342, -402.4373830880731, -1142.4835194248822, -288.4237140375505]","[-130.41609701280385, -116.67840997776847, -144.99304597649981, -321.1646290087291, -280.4819344721325]","[-47099.5037104803, -59748.63740095811, -15794.389301088875, -37035.81322048536, -881.0026445082142]","[-280.5616274569775, -757.9813736248302, -374.48583091683975, -1556.878081007284, -304.97572875226035]","[-164.84315883710335, -654.2143656455947, -432.30737712400946, -1141.1648612828506, -219.97308734254625]","[-194.7031301126426, -628.6552226020065, -393.3467509739112, -2321.6722894080835, -215.11347645297968]","[-434.1974176540846, -938.0130674325708, -517.0862215677625, -1812.0727973072608, -229.90925165908243]","[-1067.5370041002286, -154367.0159874117, -1119.3360613822422, -1636.9993462584964, -44020.89291759167]","[-1320.872132129077, -13778.679590552594, -326.6649388471741, -105.42552216220886, -6345.514648213931]","[-2.4000496210924287, 0.7959042911908989, 2.1333005843610846, -0.5886921623846018, -0.43378447246061114]"
ATOM,"[-78.06358271034951, -52.34111370481899, -38.489160133597565, -844.5700735163763, -539.6194934977839]","[-88.74733597761765, -101.99874775696445, -72.68946427782154, -892.1071342333249, -555.8133729760805]","[-443.1206696109953, -70.13307572953482, -327.6651335041595, -1036.2017542772269, -829.0466092159736]","[-355.24136200498236, -146.98720979509156, -300.94033017932543, -396.76395374565055, -214.47056127655503]","[-92.74654498248783, -446.1980939628874, -393.5330105223354, -1650.2706359679607, -62.5585295769524]","[-1746.9816457687393, -348.1848946495046, -562.6248216116511, -1445.7239919398971, -1773.6727021324114]","[-33315.65158553567, -23076.0364087489, -16526.97985848879, -18625.0987466358, -12632.571080297776]","[-1681.4606191655307, -342.379514682815, -559.9200391126254, -1449.0047238774396, -1767.20627065279]","[-54.44818382457582, -20.345846707952546, -26.993783334354188, -300.2991275951835, -167.97129486632093]","[-50779.6461303182, -36100.122105223054, -24045.888273694574, -30635.666073570952, -19339.896896557504]","[-831.7775441997112, -151.67177293224253, -155.58981262249503, -661.0217931946548, -114.97652593990588]","[0.44398413874422293, -0.6286051783422268, -0.5324064802245471, 0.5653316083821921, -0.3709756708559653]"
XMR,"[-36.52565012525536, -14.079221933828517, -176.062744467012, -153.03664804057772, -14.685572742194974]","[-33.25753363966138, -17.126285799534244, -213.13739458377196, -192.69858068286982, -28.01006560078987]","[-71.00291842258908, -123.65749914772451, -183.12646453002856, -234.50400547346467, -30.277343728589507]","[-168.97946439068443, -202.0492428909308, -352.95239378387174, -204.3159400972502, -128.93144969044968]","[-10.233772074485117, -442.84552968557927, -470.75610248392223, -593.1136515709775, -498.00698621068943]","[-58573.03523230183, -33833.03720804162, -37813.071749391966, -48363.13631421591, -35181.65888018705]","[-62840.505189879535, -36421.45198546357, -40323.26139863297, -51602.30300241766, -37475.037121077294]","[-7694.083524587633, -4569.695130456101, -5369.176406908723, -7097.45713884621, -5078.761715006795]","[-66.08068069131042, -2.804954506585968, -277.0657056259937, -0.06292142482270682, -996.9283258381254]","[-70293.39164480659, -40923.47322517433, -45433.81649304221, -58053.08246402258, -42857.1066876122]","[-1798.6921666827932, -931.6491766168272, -1459.153204992279, -1646.349607685347, -1631.702139112615]","[-1.2014470754263638, 0.192268290148874, 0.12103160292008483, -0.08955669262795202, 0.43041493804022984]"
VET,"[-86.988638729764, -482.411818390527, -63.9387077241827, -144.12412148044433, -689.9712149846878]","[-353.9142048268054, -878.7288110699452, -647.2568737389455, -630.5615447357665, -1256.5240888892044]","[-368.4207506068703, -866.4287646088196, -637.4271692615068, -619.0088822256592, -1240.8856953318593]","[-295.13865989593006, -356.3202101041064, -569.6541649630385, -582.2308555643922, -503.30475331613184]","[-107906.58723580232, -13083.260966328316, -28292.765136008155, -27465.45703332256, -72552.71404205126]","[-3734.619709982145, -860.4715382909108, -991.7128360112346, -42117.816597731784, -1148.8103143696192]","[-568.728101587762, -1162.5811670538083, -401.7941026827638, -604.2728067782355, -531.2503466638034]","[-517.7558055696835, -581.2418238233514, -570.8135419299192, -633.5600860217684, -1230.7247974750944]","[-1157.8050420408717, -6211.733726552792, -2197.8892324310764, -554.7335705352122, -8175.9455759329985]","[-127021.8315940731, -4288.159008036436, -20732.34856251796, -32668.803296328086, -14328.198559908762]","[-136.43738073726414, -22018.271655585904, -8276.589859595813, -4028.206472037174, -2584.668463601063]","[-0.01866512943176515, 0.634684251504587, -0.2316450721499956, -0.04483304901941059, -0.5452041222010945]"
ALGO,"[-264.13505071813546, -136.22593694720263, -41.257078821136524, -33.83674107865728, -544.997395449819]","[-667.6332270288906, -481.72792287475704, -449.15400984738534, -310.97766812056466, -986.9497805528678]","[-666.1658125254073, -481.4889129302075, -449.76651533748304, -311.3746496669418, -986.9512012789562]","[-253.21860976327147, -139.23137208494325, -175.54646714499498, -191.14967308884604, -241.13668427970242]","[-84451.14783289353, -885720.2546238058, -5693.946204805082, -1300584.8962547414, -22360.8236481365]","[-540.4410865156498, -452.4634411412279, -365.1609865051237, -275.78215603792376, -1043.4956498906056]","[-1093.6166915812373, -652.4816295751028, -446.4610211422438, -557.9919959247126, -547.1951703254017]","[-975.49565636656, -467.7929131482628, -413.58191800506285, -452.25583396152996, -335.75123717818815]","[-531.5990008002215, -892.8508838648261, -253.0682018385585, -304.7530349234144, -796.3724969033148]","[-2972.647991730588, -937.9182229551607, -1628.9800936550473, -1081.858782761862, -989.7102372650509]","[-8370.263879846749, -11426.388509302169, -5509.93065920222, -8575.748192407282, -6202.27582623971]","[-1.9783637432471122, -0.03438091246054122, 0.9136906266722468, -0.39691973520139656, -0.36827449457989736]"
EOS,"[-45.3141322974986, -127.89052995148292, -76.79542434171967, -148.12142694179974, -159.3115734944268]","[-128.77358642513133, -201.38109791985417, -245.63023351196267, -213.825837075338, -286.67862195381053]","[-332.0253469314897, -316.96631439631744, -405.76436581785885, -256.61226104333406, -460.1809104860078]","[-316.4755798828349, -97.69354312002878, -233.29192448560886, -126.69575288146105, -330.21762484587083]","[-364.5078091664316, -503.5533418748569, -267.04503957127434, -210.97628764540954, -462.3928533085196]","[-453.28947759493354, -506.0005110315191, -582.2371275177434, -324.985601905909, -490.14899268566035]","[-324.2747549765779, -1508.3209750660453, -1392.0476118982697, -615.3766463179554, -1072.632901742954]","[-228.0865574724813, -243.34010281669953, -230.29120798148793, -166.55876352429848, -333.9111777854929]","[-98.98987936537354, -398.7295541205451, -353.55249594082665, -20.847567564257048, -1195.7330952252707]","[-892.8684162599726, -746.077539034758, -861.6332968967523, -536.0852450221013, -907.2821955957373]","[-588.6631645943763, -1836.9281781769648, -1711.23779035952, -983.1426320020828, -885.4931492812157]","[-0.7377696590570582, 0.307953821813411, 0.050791708572250634, -0.25449701066629754, -0.0512824744893866]"
CHZ,"[-386.2246529164819, -93.45048567432899, -97.8467951353014, -97.23507204431995, -23.78122667382506]","[-855.8285996687964, -440.49354449437715, -548.7040634308238, -650.3333659482112, -515.3401049281332]","[-862.6758807685355, -440.47175558952307, -550.2779714527202, -651.2430409875891, -512.4759589199991]","[-735.4679527566559, -752.2352386587685, -631.230589258732, -585.0242643065105, -325.8441106124877]","[-4545.00727982745, -709.834766838252, -838.0428333360644, -4020.865730977818, -1830.935656676574]","[-1080.4947088649346, -380.5509196539868, -554.2156849457701, -256.60729363905284, -505.31167191950567]","[-851.0536568261526, -465.6348849885428, -826.2480221155234, -676.5010646595239, -519.7536768640448]","[-905.7694739734418, -465.4009097040167, -670.8304131815838, -743.1905965773848, -432.3022655464353]","[-1191.3765186431754, -637.5830517506604, -500.3320584569246, -659.1708705677694, -369.7317296822846]","[-989.7110086569901, -1233.3629267323613, -919.5218544932548, -1063.3525651286775, -717.6684592786672]","[-996.5901170526816, -978.9280298772118, -745.359115890076, -554.9330284808744, -575.9547785832627]","[-0.7893623786494226, 0.20818161071524707, -1.087385636787318, 0.14812631333970475, 0.20434954194284352]"
IOTA,"[-169.56222853909344, -9.820484963019984, -84.79315130978938, -24.553257729764898, -5.109883808608537]","[-799.2043915889128, -747.9110482577743, -560.7010753589257, -364.81873356155114, -372.4032800073048]","[-796.7101361119743, -748.619513418026, -561.7914284774353, -363.4962723156309, -378.96435778538563]","[-492.8366678255828, -327.6637844644503, -485.63415154732263, -355.225515404162, -261.7798694978526]","[-343.67998212321254, -1135.3628105279513, -649.0396667889333, -862.4436651505802, -119.77749641759594]","[-971.6711161904925, -1167.9662579271567, -557.8797958580734, -553.3723217819675, -176.39809521048846]","[-1710.6914290248067, -841.9272243757442, -1366.9587856775236, -766.4230753123229, -278.92630349194184]","[-945.4455964247381, -465.7249618820755, -6421.2985042045975, -2861.941622687759, -8112.339211117424]","[-215.1102683562874, -456.80806725055226, -869.2748190725991, -314.96296629740783, -599.6655590453486]","[-842.4411531138938, -1060.2278731873878, -928.3738161381915, -3542.1982725652024, -470.1921794975816]","[-1139.6630727782328, -1337.220742496225, -739.4402560210974, -1164.1602213210997, -736.4912988217279]","[-0.6832237492576815, -0.05752109523796034, 0.2848890651396628, 0.0710874132053652, 0.3635135126232274]"
NEO,"[-11.394994699710285, -2.2299078946842332, -18.180910583624737, -4.4691381010837725, -235.75534188970516]","[-39.85025689051198, -24.714419840764855, -31.627269159123355, -33.50706070926259, -286.3072194725406]","[-11.292251040169205, -11.058501976780823, -38.076272923564645, -11.211004721449296, -347.2986262871571]","[-548.0212639263023, -189.31389395990777, -288.44054686706204, -519.0310346329587, -216.96938219242807]","[-327.95110720721163, -99.63046978081695, -115.70663330529626, -107.70527576034237, -256.70220256956776]","[-10203.01102032849, -9139.885232977866, -6695.401651643147, -11939.245152269024, -6664.316321775331]","[-9417.03673293416, -8206.408720257545, -4856.508493645603, -10191.381705034528, -6775.372754891125]","[-10756.82038567648, -11875.82141462256, -6853.624209998449, -14561.974665219588, -8227.785686495992]","[-539.9453807603775, -188.94067341303034, -0.33296162227546544, -188.62972179423397, -247.397773618634]","[-834.7652524807191, -534.8150191620174, -435.3869107922923, -692.2999684191484, -956.710073566438]","[-46.56600643528848, -64.37221431284952, -61.68579349960635, -161.96834288568002, -139.131005447596]","[0.12383568817551036, -0.7208734691255547, -1.6717495721026463, -0.03869378772916254, 0.6775140629594572]"
XTZ,"[-69.96144783199027, -50.817770223916426, -15.974388262635594, -10.704477047716198, -529.6474029288067]","[-401.2954313792998, -215.5196296722081, -122.27464380901907, -86.91623248371046, -757.4307686428524]","[-1213.5808852289827, -222.35963745266253, -342.17276029810193, -370.4576705165663, -985.5987635750935]","[-256.97258636786313, -89.76402305787964, -155.65387798875224, -187.41374745648574, -202.37560406910174]","[-9354.321525357711, -3493.276415069922, -3687.106862232359, -3076.68275373344, -428.23279799281]","[-391.3286694011316, -109.67840452923514, -277.15842993660647, -296.84399919248324, -857.6757824864109]","[-2021.969877458267, -232.93189951107465, -303.28737997343285, -426.42742290592696, -523.0165974553231]","[-811.5995024628145, -371.3153882164794, -317.10688761144206, -293.38901078969326, -1293.3203090977374]","[-281.8726122850086, -25.358855667478082, -301.48429191821776, -93.68919193489515, -85.3493173511998]","[-2164.905918483122, -683.9801467389441, -794.7696366291427, -931.4925762152365, -1108.5643029965624]","[-470.3757875213283, -1687.1601883493756, -2769.5065559329237, -682.0387987628737, -828.0261106762108]","[0.21799148557113307, 0.32190591119406536, -0.10212070669505134, -0.878978603550781, 0.2655096266305859]"
