,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
BTC,"[-30.724756215660758, -1061.2413911320973, -57.81788637256796, -100.91458724800295, -343.68495520875746]","[-35.572288553101636, -1076.9657001494702, -105.94926250616756, -122.98639947000163, -343.7524616504291]","[-51.258167157905966, -1219.8411786996307, -266.9915144985664, -107.5611326732218, -396.61201452309297]","[-297.69543200061406, -503.09777596555773, -732.6754503802293, -640.0660129048829, -405.7016997556057]","[-282.1493256236082, -790.5392826546416, -1468.151094087665, -680.4217453134834, -178.78106656217741]","[-86926.53004062409, -36384.11083538034, -48641.863716486616, -63228.97048405355, -51616.23609750635]","[-86809.63222402628, -36338.28750816974, -48579.852180962946, -63151.92710961113, -51551.7307036583]","[-86891.31420386155, -36371.6471116071, -48624.08174077659, -63207.2860710238, -51597.845870483965]","[-57.74878358226702, -73.40926578947175, -218.3953188651063, -35.70563333002411, -24.541188328676903]","[-86922.72761816322, -36386.46465171211, -48643.48486657924, -63227.23062390026, -51614.245283635784]","[-2043.2240062399621, -833.3327304942841, -1112.8619419006418, -1672.1703273264002, -622.3236007435819]","[-0.5825921304847232, 1.690293731277768, 0.6813338923178964, -0.2739176230661755, 0.10437522627977905]"
ETH,"[-350.56534641945734, -414.08283793762416, -83.1127728913288, -995.34405845789, -823.307842274088]","[-302.67450570439746, -637.3135199263934, -146.21425230769347, -908.9201503498151, -728.8082421261279]","[-330.1224765158288, -557.3401936689619, -213.59113304853986, -968.2602196807853, -862.9104722127064]","[-160.51465325669844, -136.80037710438776, -120.37988981755828, -235.2245142323873, -207.20721931064162]","[-57.08712441562056, -251.8271762378202, -109.02084662502453, -90.47154378630756, -40.03643139069732]","[-64286.41535118935, -49005.28001489336, -41828.62802021579, -39189.22149418651, -21157.636814741563]","[-64625.428637777, -49300.17978200203, -42010.13308580468, -39472.3811100279, -21285.2478631929]","[-62696.9387240448, -47824.90123912655, -40824.279687321556, -38294.05351390725, -20694.635811764674]","[-3141.226073055995, -809.178400899772, -190.06439443272183, -1337.5374128770081, -29.647930374702046]","[-64297.086129871765, -49060.46669388856, -41838.9969882301, -39253.06586977351, -21168.42789665356]","[-668.1572004885954, -125.60169127788159, -277.8903294880593, -121.12664102350298, -98.63540798103847]","[0.16899421705054324, 0.8308368016778712, 0.02731795443253974, 0.1711282570860437, 0.13264434001328412]"
BNB,"[-125.74269130122708, -802.5155201230987, -179.53559272161027, -131.34207377057132, -202.50219714446948]","[-68.14953680632703, -791.3027888015139, -886.0114195385772, -92.60581860907989, -174.01151557753406]","[-82.26105341485894, -835.7300951901154, -1141.7497142071159, -47.04100325451774, -284.5317256347739]","[-210.01586654518104, -131.41865146462825, -281.29668427801806, -156.6563928853705, -253.97649012806465]","[-39.55168448937283, -343.5390161140753, -51.27387930764059, -129.49431662688045, -8.34525792289622]","[-120406.86980005214, -41719.13426507172, -45677.789632117245, -59893.57599563696, -35989.96677288493]","[-122254.86824918841, -42311.232063376265, -46210.30584149372, -60778.46806671063, -36461.682189937696]","[-96827.7424311097, -33609.754565885996, -36889.971247572284, -48439.32926949261, -29222.21466178946]","[-2395.669466474809, -13.785588393510467, -185.02001493240465, -1.2557416068459104, -0.8824952852715175]","[-21349.20017055975, -7645.701635845714, -9504.501306668246, -13287.995661439396, -8473.36310296078]","[-29101.015967776777, -8613.012110885506, -9620.595697616423, -9073.53314928042, -8278.108911583444]","[-0.051677363836441115, -3.432452889367211, 1.3262813885929758, -0.7892941267306587, -0.2740932979009154]"
XRP,"[-33.8561464388523, -258.3684610558914, -81.32617153039523, -97.35214245473138, -176.46338246340457]","[-195.46565459545175, -451.3311201196573, -504.16457205699044, -220.46614841233034, -457.50782998391236]","[-287.7041660301319, -510.50167268352436, -588.7994224992453, -358.36766370866934, -599.4074665256471]","[-111.2653884060476, -54.49169290599033, -48.029478842727464, -77.88655324968148, -39.670899724425446]","[-3061.4551194629394, -1419.2876425185675, -1041.9024730988904, -1487.6002706512727, -527.0617266073476]","[-363.7460049362528, -458.52602368124764, -488.4305412429054, -393.08167705231955, -465.70316109096996]","[-1201.9347996602778, -625.8273574395246, -1044.6785019481779, -337.71220614725365, -791.2340650830513]","[-186.8435133748864, -690.4815664328502, -1302.7122006284117, -289.1988111729729, -709.6260637201846]","[-192.67481693348822, -517.2128007115484, -643.0864490441485, -414.82964011522324, -593.8892567600533]","[-4555.179504739551, -6916.578151729755, -766.9865786938924, -834.4792906205087, -665.805625560475]","[-5235.268033033203, -4932.9671840833, -3289.527453055863, -4396.503479796072, -1903.6475368093168]","[-1.1185609459387835, -0.08388451773332568, -0.39648096623399526, -0.2103930454186416, -0.30781836844439137]"
ADA,"[-12.910595053497387, -432.4648834981775, -81.68301481623568, -289.52441240503987, -436.8767751579358]","[-37.955016396833294, -775.55356330607, -529.9982660335514, -643.8311939586309, -988.7449457969444]","[-198.17601640213155, -854.4701506691622, -901.4623046075044, -1125.2299612719066, -1624.9949024769685]","[-192.08360494089024, -359.36417321847233, -519.7653607721156, -340.50236426550606, -400.8897920558877]","[-57860.314582014726, -5816.780394458782, -1123.5867427021353, -2008.3061686461874, -1577.471577858187]","[-1605.6081719531146, -574.584066447657, -641.7852499212253, -644.5162492732671, -1447.857889585488]","[-197.72997769163857, -808.9528785318272, -843.9223297681009, -1053.8123592012494, -1466.4791900771268]","[-124.6920418263003, -709.9237496759667, -794.4651143603205, -992.8713210251166, -1375.9980059514787]","[-373.719597441715, -738.4819110738637, -428.10719658131893, -887.987667620107, -967.5131148665381]","[-709.0903522100856, -1868.1726284733847, -1168.6802363509332, -1308.8035889476278, -1786.7288369474404]","[-2554.4704914294634, -2150.4874982525207, -3105.7891115799393, -1841.2202904323883, -2279.1484169007563]","[-0.3733098116294264, 0.3807087560345915, 0.05247641141635106, 0.501818144110677, 0.046126163981415745]"
DOGE,"[-320.51413674221527, -271.84486259074185, -81.90427824870356, -326.82103551380277, -455.16070344787767]","[-2926.842958034187, -396.88658526266687, -535.8555256198649, -650.8332487532533, -1228.2347930516155]","[-2943.5327557067353, -402.0797255201633, -537.8847981116859, -650.138347030059, -1232.2983776404487]","[-158.76434646853593, -161.20012513999737, -107.88231468156557, -96.94991720190067, -176.45697162420993]","[-660.6896181101736, -6445.67309852582, -852.002490845299, -3367.5205794319268, -4931.373358146587]","[-2246.3385725890525, -303.9900024415547, -632.2972001964746, -618.76546984608, -1243.1806462638624]","[-3515.8897467204083, -547.0107386721292, -2435.5551506914294, -1325.968816850647, -1896.3034208737643]","[-988.1671754962576, -456.55532468130343, -579.4018785847295, -550.2107941677381, -1258.1468564518377]","[-1973.3010605832205, -347.75112359250954, -862.5515330040539, -335.7159261713615, -1414.6038066987903]","[-4426.180577044748, -1738.7747474135033, -1008.8439413725303, -1056.2799418307832, -1559.0769445998633]","[-3035.167877723497, -2812.115508533318, -582.7193473548347, -1046.7306955707704, -1007.2262541948824]","[0.4255215208986238, 0.6438959419835979, 0.3741626185595605, 1.5898125157181797, 1.8113811239201059]"
MATIC,"[-329.945182572529, -6.57586139397707, -1.2193519165004767, -52.81900945805028, -675.0371695739934]","[-843.9914918937578, -274.13201845051873, -293.47707220625637, -342.93738076044235, -934.3536402978508]","[-1360.8918928840353, -458.2005869395541, -422.32726509275784, -664.5300293475153, -1177.907961527568]","[-363.19055177308064, -429.4747388499793, -521.0717864124892, -624.5628410392504, -490.8922508437229]","[-706.7359623132475, -887.19142813471, -653.1310919035283, -944.4692142583232, -813.6425127560555]","[-1008.0334027545322, -302.32036254351436, -250.6593647796425, -376.69411758173345, -787.4587026029825]","[-920.2659957254414, -507.76638850228915, -395.90353247638797, -482.3661966952643, -1219.5140607522696]","[-1047.8232135092642, -388.8988042024242, -477.7329276804772, -800.3156597648101, -918.9335690737149]","[-520.5505439404917, -194.48108220924536, -203.51201875780944, -155.298580470397, -222.10359747497344]","[-7678.008067601356, -2128.0549568728384, -3802.9219891687844, -864.8385627509829, -3024.092727330017]","[-437.37041547150517, -446.1104180653834, -140.17831092612383, -367.1044876281451, -237.1407707828123]","[-0.3719905038631044, -1.285309807005135, -0.5683848500221422, 0.0412780128433496, -0.08225578995326445]"
LINK,"[-201.94942005455752, -248.3361681207875, -20.453936010231356, -89.39941702560546, -756.8028544745358]","[-316.72647650459373, -288.7693556276016, -81.91216654516302, -125.63908851404804, -833.6432788404023]","[-802.8659571776535, -545.9450212581937, -469.19054675557703, -365.7931000802763, -1141.5452718187403]","[-105.91614383699515, -107.43068366361297, -74.07495298781545, -81.18047357019776, -72.99738619870905]","[-1263.4529257793747, -326.02102861543136, -275.4817351603818, -354.11023789060414, -385.4166352869639]","[-1147.9049086789373, -496.8369465963797, -569.6978282739944, -552.1497149729508, -1299.3955138926742]","[-1547.0623109937367, -365.9906050506725, -428.52468139886827, -444.72912666100825, -1131.8848432261652]","[-257.41058579277063, -1637.4117320522569, -952.506887653933, -674.7488719535947, -1763.4272590932721]","[-1114.7963768090858, -31.624089399744303, -636.1498607845512, -1334.9805033876696, -684.9865649575046]","[-24344.27050754347, -20217.7469716019, -14351.916986395083, -14523.60992675427, -11854.22875998452]","[-250.22595873647484, -544.344486754225, -82.29790556716962, -137.52170252313812, -85.35482758050368]","[-0.994786681285199, 0.12072591281851049, 0.4241846250465082, 0.7138470662813696, 0.6340133560661311]"
ETC,"[-249.25836211541838, -204.93935099380076, -232.47856471491716, -510.9830023125764, -302.5877936242398]","[-33.159342017600515, -136.47974902433117, -169.840060565837, -397.25437990261645, -197.9423102191126]","[-231.6142676880067, -273.1088020735292, -347.52589639527525, -598.5683775566213, -284.75048829455216]","[-232.65411707061486, -249.96870625583495, -196.07043234336155, -245.0087825295825, -436.4901806608465]","[0.3096223491801774, -20.12874317693825, -47.50988865060231, -81.62855928598209, -60.83994143362331]","[-4642.771199443721, -3805.4286935045857, -2228.9686470585902, -3202.1512164811347, -3215.4702281313384]","[-51467.06984633929, -29850.99675060855, -15120.073304151143, -19072.33366724216, -20732.53583379531]","[-29688.451476337217, -19544.583575498713, -8642.258301294913, -10797.896345569585, -12338.555352920472]","[-2367.597677544604, -776.8578897799141, -363.110982935324, -1380.5931190559804, -1118.7423012956217]","[-6359.827271634731, -6349.745780707994, -2628.902884059343, -4770.872400027448, -4361.635597223575]","[-940.7768414038392, -415.89503118080876, -192.56267135078994, -188.88803038476425, -173.16982593389255]","[-0.7558616740017627, -0.6885967360324611, 2.1546970656403373, 0.38578715793678153, 0.4432742273716669]"
XLM,"[-417.9851408835413, -16.048136444158906, -13.720878389616379, -8.977399742968068, -168.35398009647105]","[-929.248217815397, -587.7945565252187, -467.3195486483496, -276.3477385782573, -819.863585490496]","[-916.9510680577455, -579.0913196951725, -468.9253206971063, -276.3419970565708, -802.2907555827217]","[-350.9204601524803, -347.2022833655781, -613.7668736886263, -542.1950562994067, -352.5073313328876]","[-989.323173754308, -1207.2694588506195, -2187.947017379971, -1980.5468316942183, -570.4147058391161]","[-870.0579686514075, -653.2346896575918, -530.0042458666113, -277.3124051142601, -672.402819025341]","[-1078.7838832465095, -535.1137082626534, -580.5831418539176, -470.57057007804184, -571.9398614143279]","[-864.5761785334129, -580.501164042686, -498.0818965152488, -273.7409398989753, -843.5362981414136]","[-401.230616615046, -1906.411463817937, -530.9960899970763, -335.58643550641716, -1289.4905851963194]","[-1341.2337420993458, -33685.958726168814, -1780.0005723806419, -4064.4612705685504, -1477.4922833860915]","[-5060.440861093829, -656.9011771703784, -8072.374957020632, -280.9901313730766, -7983.088739824221]","[-0.9375226949665383, 0.16192081757752272, 0.26364786121743133, -0.8478531961644437, -0.4497366689400943]"
