MAE,MASE,RMSE
0.05090856211001887,0.5957758506802303,0.07453996680727218
0.044320111931937724,0.4707130349101657,0.057097651953536645
0.0466272730398241,0.585664047335934,0.06235761372436637
0.050624021452796354,0.6999027188714358,0.07604166115191013
0.03140653853753121,0.45102534369394165,0.04248418401525275
