,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[1.3928794567939546, 1.9627869854264197, 5.514531482733094, 15.368997288734818, 3.6146809150058785]","[-9.057596276676122, -0.9559093115515092, -16.005149374775883, -0.032929601667853726, -3.547488815523969]","[3.765271601575833, -0.027372584024433082, 2.3521246012191654, 11.775998221322796, 2.456681194260735]","[2.0195537693780374, -8.948516673909698, 4.789112070187258, 12.03788787593147, 3.3130056289380585]","[-8.2054250002478, -12.95319412776513, -7.615904584131708, 11.120329615234152, -1.8677832331048738]","[1.2616660317205768, 1.0559125448820397, 6.444224422832999, 16.354181063387095, 5.156809001625966]","[-38.42231139201747, -2.693139623026261, 3.8004776110741565, -16.68890363106175, 3.8796534765576824]","[-3.54453780276738, 0.4348889931406726, 2.54155754110588, 14.497876091897997, 5.874009499756786]","[2.2591285058709873, -2.0313626027597547, 1.5330572748962665, 15.439500250060679, 4.180102992411785]","[-51.349529965809246, -6.498540190740759, -25.196157706899942, -9.453421121095964, 2.3297219462489993]","[1.0527651742689144, -21.863208699315937, 0.4833490459284759, 3.2940953380370104, -2.8368323322653977]","[2.7428930647218053, 2.006328612604382, 5.027799051884723, 15.641295210831489, 4.043588999800718]"
TRX,"[9.183875738869467, 4.926371424276952, 4.801734442382653, 10.790635353509979, 8.346933400221777]","[-3.77580876945623, -3.4195414969255244, 3.061739286241727, -5.979507370192806, -11.714324512865106]","[9.369319140238472, 5.467555105834015, 4.9462132848151, 12.573726466332023, 9.515314778462999]","[6.375437882873536, 3.3193272444662796, 4.576730068284554, 8.072929832921606, 4.071197289151524]","[4.240798007008944, -32.120896287296816, -14.00965070951346, 3.6071934923388143, -20.228585983195043]","[9.774632603218372, 4.448031193017513, 3.6612637650363435, 9.49249104510147, 8.186571198966174]","[8.551415791137593, -0.12884897849281196, 2.744958415380559, 11.555825692715496, 7.938883828596318]","[-3.53689681742132, -12.456781371517893, 2.555353206621715, 13.770787034375545, 8.941520123917865]","[6.505643867407025, -18.397394024344567, -5.480741313802582, 11.292875840717437, 1.777039725684983]","[-46.10088796344797, -17.519973277152083, 2.481988140131128, -144.19932751057084, -41.430055277120104]","[7.42192236368675, -9.578357349173796, -4.417169681007869, 5.424826669534388, 2.2326646894902913]","[9.41268876576228, 7.185919139837902, -2.875087583516482, 12.4836542953402, 9.13402107499292]"
ATOM,"[5.991508033665748, 4.156137280604987, -0.7123927357367498, -3.464183721638741, 0.9937691810719993]","[-6.283585025465138, -1.586568432365275, -6.736541515708963, -12.830739490591833, -3.869346096829541]","[6.598311480107211, 5.392061840824576, 0.7398738913463314, 3.3762939638883487, 2.0089605358790723]","[5.097067039430012, 6.980142998830149, 0.4170402779109964, 4.208043331691984, 0.7789431174372167]","[-38.159021104924314, -27.682083825880337, -27.173126738098503, -24.162533362831883, -15.311464478072324]","[3.2749133413357328, 3.5327135005965875, -2.5003849558756914, 2.910349024252581, 0.134622402734093]","[7.56094385995181, 6.546957154984109, -0.6683248302837147, 4.313249605884033, 1.5855521272901008]","[4.8084063526896195, -0.9109877353889543, -9.072495919952601, -27.508890912097005, -8.13758308797567]","[0.23280754959321784, 3.3191390896765003, -28.970102591623654, -23.608672398044938, -4.6606750024296115]","[-57.65279110433954, -18.299549555196876, -11.882809690390808, -16.486529940715577, -5.087125893167883]","[-9.044464348895378, -4.1790485192067734, -12.356330701492004, -14.974226664022144, -10.443896352970018]","[7.344243225596152, 6.531023305908339, -0.34667395785905386, 3.5064314970929766, 1.1945470048903384]"
XMR,"[-0.4579218608943364, -6.142777977858698, -1.231307670374552, -6.959859064856441, -0.27834193034943017]","[-12.455924180779867, -16.600002224130243, -11.919573454991488, -6.874912083516517, -8.222210134429424]","[7.379156790404486, 2.223478777107624, 0.20467757255620897, 0.14157955850847045, 0.5634773652130509]","[3.5636613010993514, 0.8395499483066189, -0.6756856684156447, -0.7082949453331603, -0.38416681833773314]","[4.242424408865124, -34.825217415369785, -9.044290117763714, -10.256548155107215, -5.242207029135233]","[8.344715192226618, -4.770618285924455, -1.940738411327749, -21.879275351242995, -9.558100830207982]","[8.88591065405257, -10.748239143898571, -0.8617534169212077, -4.427684450296819, 0.977544611505573]","[-22.98049730789175, -8.889471754978715, -13.403501009312777, -27.984789266346837, -10.366248185088384]","[1.2133567020908784, -24.14730676733371, -17.60925536542615, -9.410448542770482, -5.336020127145605]","[-32.189926616882026, -12.758021781104564, -12.611525168045926, -35.30234499618846, -21.602594923104757]","[-9.080091551395864, -17.666243237453674, -13.645044007040424, -11.534791999577823, -16.71008685772601]","[6.890883622744831, 0.7683077611984558, 0.1345222863495605, 0.610225073857741, -1.7041243628025733]"
VET,"[6.826522140055842, 6.894077495676452, -0.1258540210837216, 8.376435836322504, 3.3542762122708925]","[-21.943412027504646, -14.79505425018278, -16.42627889064235, 7.887574776435775, 0.18722654595102642]","[-1.468173811725103, -2.5146659226088, -4.179865033176186, 7.250417896939118, 2.238732333990564]","[5.951079598503111, 7.052624421247568, -0.9101819656732972, 8.384263465667633, 1.9291590545153652]","[-7.762011912317865, -11.299428328891377, -27.027188905811787, 2.75677382118169, -12.139056919735877]","[6.1820794559605625, 5.45994352229584, -4.289596888396816, 3.6974757473619753, 3.314643746542137]","[1.5482405713842289, 5.047019887431199, -2.3760057148967997, 10.945816312216708, 3.249763657307774]","[-26.35779081593049, -19.371667651699852, -18.885036587783517, -14.15237740550831, -13.531390216804946]","[7.350055853741471, 6.604759819808486, 0.43636720937316203, 11.621505003123906, 3.5975143290928484]","[-55.05546942562858, -28.693185651317638, -18.666862521030446, -24.02113666538218, -21.477491297552756]","[2.7727154150673674, 3.4669228115921076, -8.022684980451304, -0.7402921436728457, 0.6289234224949892]","[6.54825721062124, 7.2616091618090435, -0.6520451542565214, 11.068620691878731, 2.198375841278736]"
ALGO,"[3.9023505736036483, -1.00946836563701, 5.779076109361025, 5.494042516711295, 4.12888758527981]","[-30.47081150443726, -24.801527068304864, -15.855430988952559, -18.162753057141163, -8.940311423909025]","[4.331140399176939, -0.39112730210288443, 4.763077548039838, 5.95872902619215, 5.098257880147886]","[4.708552448702575, 0.02441573016854081, 2.558962210238368, 2.819115455924668, 4.671100917404248]","[-4062492170.3718705, -16.80752497535785, 1.6977836357784941, -97.84468875268612, 0.020428247789308202]","[-24.06810978438461, -20.382079165296012, 1.3698329989716869, 7.179339497534534, 0.8402927631544435]","[4.0377510999404045, -0.27040046833418796, 5.0340773825893015, 6.032697318035578, 5.114117355784593]","[4.609944705884318, -0.32308775366039283, 4.807173794065098, 6.361310461013982, 4.870221642823526]","[-12.708725610097288, -19.508041775943152, -18.28427217294509, -1.9829934030342296, -6.277013015876085]","[-56.0301475757632, -33.07739860737191, -11.64745756202111, -13.119935463924449, -20.7548501071132]","[3.8075751675124807, -6.984172095593265, 2.0967609109335803, 5.1343414784851396, -0.9621630641843142]","[3.9202264611871707, -0.30615412661821784, 4.42682965451237, 6.013378453287343, 4.586041143348042]"
EOS,"[4.171765924751607, 2.547055464413669, 0.8079386140746107, 5.051816447040915, 5.184026266328073]","[-6.4691480984874525, -11.195508390813139, -13.686798652493254, -2.5500038619462035, -6.602462985706782]","[1.210017335953314, 0.052344726595601514, -1.1869237216946402, 0.5881795355774889, 5.730528558538172]","[6.048135720084896, 6.453266744088877, -0.8909276244783179, 3.073806849038928, 0.7502959667814412]","[-19.17831374804532, -3.8778503649798157, -11.487323906356501, -6.328311827250327, -4.800339236634316]","[3.2237004186366955, 5.027508338928264, 0.4483126476092595, 4.273574037641688, 4.555022142334038]","[1.7210430939024306, 7.211455976279245, 0.4555436887688709, 4.836111254041637, 4.182550272962193]","[2.3072420201497654, 6.972767802198061, 0.8054852333032084, 5.538721914501682, 4.334519121782017]","[1.5944759398239001, -5.527388721901256, 0.9106638682044451, 2.124620292277064, 3.7248604095206894]","[-39.66615491841159, -38.43719612688393, -19.010632629405034, -14.572060970374704, -25.492619393174852]","[-5.847665788975489, -11.938112745436651, -11.457390065846953, -35.06590461623445, 2.2708959608101464]","[4.313878257027611, 6.753064820265263, 0.23114294470995114, 3.2513589574400994, 3.847682874157869]"
CHZ,"[-0.45371771251854975, 11.695482167364254, 3.9301070764864567, 0.5665524881254331, 3.511882083349155]","[-15.6188659870188, -12.025509569722864, -46.05131882266811, -25.937567759434334, -0.587247895612447]","[5.928449616666861, 12.055183449403623, 4.147283230457096, 0.09704999011710509, 4.346590736599794]","[1.766305651975531, 8.480452733990504, 3.7428068731315176, -2.8378888920283973, 2.045030581129276]","[-18.95908531712308, -3.300345157224728, -6.842937284667934, -25.218655676845998, -17.253879484476663]","[8.33326039189129, 8.98097154625998, 1.6617100369388682, -14.231464003365277, 3.1121673072128386]","[6.146916689545618, 12.161357349127796, 4.064407847821851, -0.1760382785476201, 3.6724566263716]","[6.213209433383417, 11.673067706626798, 1.8699046582174534, 0.03024524317621661, 3.0443128490830658]","[-1.539748291881435, 6.975692346192773, 0.2965480610599475, -4.311469375609404, -5.051771386956215]","[-34.10818431857419, -66.17976417184485, -46.63722532910886, -48.66139693497406, -18.10976030117485]","[5.087898432744935, 12.00317217992394, 4.119296213344114, -0.12525165091806978, 2.4463501556259977]","[5.719994241803284, 11.673627861917634, 4.8241767987334105, -1.2528018775817997, 3.313135846991129]"
IOTA,"[-1.7864048202265381, 0.42799464735084536, -0.546630663986922, -4.083891765860396, -5.780620288408073]","[-12.20123942968378, -15.417053664770991, -6.417278951084674, -20.634197656376838, -14.72779076205548]","[6.161017193417798, -8.575546503196547, 1.668636677545313, 2.6067740315842522, 1.197007000530444]","[6.03225641263502, 2.076741745905334, 1.0298530323822206, 0.9145447142731072, -0.633804498650712]","[-7.19750320316368, -36.01749951861443, -12.499705219889908, -36.81847135108063, -11.955990225174688]","[6.631432610103493, 2.993784895247966, 1.8048081871406687, -5.363217898740988, -5.964418450528431]","[5.603818997621109, 2.91674908302276, 1.466697825950559, 2.162506443454102, 1.3116321819201247]","[3.801229816171175, 5.828043718936918, 2.4504453427929365, -0.21830877103554097, 0.5314057224803971]","[-2.682458889677498, 0.533988195378642, -4.574669024152369, -13.097842268497306, -2.5779469305996865]","[-42.218260337645056, -60.08912514324402, -32.455352090040506, -26.681216108665417, -25.89511636261158]","[-7.7404115281738655, -15.37959388850087, -11.368205464653276, -9.60708890089757, -8.407664818956654]","[5.678670629536564, 2.744982408132023, 1.2675073073453254, 1.1323213081303845, 0.25032759303390445]"
NEO,"[11.118195624875554, 6.6067368528681945, -1.516116326756183, 12.266324554685534, -9.22059194939251]","[-11.446196672845787, -12.221567360632218, -7.391375005209741, -16.869018164175785, -16.876533634176038]","[2.3987374230752434, 1.8580275118992806, -4.229425519251132, 2.1061091669189214, -0.44239483358124937]","[10.774859184349951, 7.205503890591262, -0.19931479919833328, 11.53886839862915, 4.155663695293618]","[-30.200365780011463, 6.529715922286276, -7.242525742718965, -7.969046417811895, 2.3179189026366007]","[9.914652737735546, 7.489672677967454, 0.6379648877863533, 12.458666031005587, 5.605766463832446]","[10.671818379933388, 4.877960356652455, -0.23240665680996542, 10.7234790396699, 4.987340640086411]","[11.920458495603002, 6.4383703301334405, -1.0466851678894433, 12.399116213257932, 4.957766488746294]","[9.478077041836105, 3.6673343322258933, -22.493575801505454, 6.4890993170846585, 3.702525983117544]","[-66.52914914788445, -38.461257732399915, -27.30802180374463, -39.07603613076691, -10.629075652029437]","[8.380278328084287, 2.220905633112001, -15.720655469959851, 9.524264813852087, -2.2521275091298683]","[11.23505279236099, 7.023294158707179, -0.9116574239327413, 13.26722736745185, 4.690375160271056]"
XTZ,"[0.3984699456043867, 4.597716099172397, 0.7723327343943289, 5.458857998078597, -2.1569755413655276]","[-29.699046604871242, -2.591437124948345, -12.700472302631644, -10.571640553269674, -5.752115441394952]","[2.435151273361136, 7.013818990522486, 2.82703879631834, 6.607564923903313, 6.900093491549981]","[3.095752159054601, 6.215613352649086, 3.3446469301818453, 3.991917299949289, 4.968269576127727]","[-91.72312673593412, -35.14869373016863, -23.037771405628394, 3.807147495569632, -12.483087925241287]","[-28.017404785419544, -12.68582468039926, -7.768082410280372, 2.4910676268361835, -0.046171665151722704]","[-4.87575691049003, -6.089723614447961, 2.536223569516991, -0.4245098607840397, 2.900629002552672]","[-22.01807342278841, -10.60122554497784, 2.6721223469622046, -5.486069532447303, -8.653657292669397]","[-3.889537442497802, -2.1751047068342424, 2.0913305650996334, 2.492469435802819, 3.4524975187723137]","[-71.57837665918345, -22.373496233680168, -29.972710953351445, -31.631282901899617, -11.878496144627658]","[2.1825809974945782, 0.45026681105138683, 3.0164463391741254, 4.1545129082793135, 5.908677675317038]","[2.2642549621573766, 6.005042544791966, 2.830416769979114, 5.953384617922134, 7.04427160076299]"
