,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[-21.25658985547316, -6.206352752728795, 2.2314614558337653, 14.285155596464676, -19.77244679808037]","[-11.87014082918136, -80.71699256034859, -16.705662509970523, -4.15056048630508, -37.15442732118]","[-5.3841943608879905, 3.072761169055571, -4.908645498856, 7.045011261756659, -10.166577574840154]","[30.673176494947196, 31.17223139340024, 27.1478228231536, 30.405691966238546, 22.949432981479973]","[27.146254862314972, -455.87115142484356, -473.3198991771445, -6.321222822651114, -688.8885524245497]","[31.44704411791805, -14.769058733772011, -60.331068162902966, -140.7098973434099, -737.5811447237679]","[31.447013530756564, -583.9234793165742, -204.44756753788283, -72.44570065903535, -1075.2705860499143]","[31.447012870589365, 33.18811368564777, 25.090013431491315, 23.945066942318892, 19.760488331207362]","[6.845273104562106, -5.605966470140624, 1.0938332951660605, -20.89022517491417, -33.599178375478594]","[-23315.868579928512, -26205.911856756018, -34180.04620466882, -16852.25144992933, -41521.119335670344]","[22.587040141857194, 18.30855385398509, -127.71878700257659, -30.73192173993402, 9.33051174402992]","[0.6200257369097749, 0.9607654635600452, -1.003526117169855, 0.25676035817762805, 0.05452738119886508]"
TRX,"[28.98755868155075, 6.633022635912836, 15.905061000471413, 31.534042690100467, -45.81327907653193]","[33.64851359916165, 24.420134048981758, 27.609887386211028, 23.598458297601788, -0.7393595706647618]","[33.64851359916165, 23.509444115715766, 28.761357629345135, 22.647283398105195, 1.7055838985899754]","[32.70339895761355, 34.481451120102484, 30.688911330702282, 27.839382850715076, 26.032456684108602]","[33.23661889321395, -11306.524277555853, -7221.666697472183, -8670.917072448958, -18520.59783323321]","[33.62196523197175, -48.16532112925208, -5.308589755854105, 28.664943651539694, -3.29438084197382]","[33.649079127015156, 14.952881204844989, -3.0344906065813335, -35.61704914736791, 11.187101425093408]","[33.63203128795066, -328.0011982084174, -197.48858416075984, 29.231901549643858, -42.51677167159256]","[33.62273929096958, -1972.454289068707, -928.8260329650288, -847.9714993077248, -425.6179175297984]","[-40462.07096879657, -40759.93516552313, -68082.51516164042, -24681.437031785626, -22494.046016366472]","[33.772603868880886, -248.52898547744115, -2702.7144592284303, -2072.2479005251075, 13.830356080099298]","[0.40677687286718733, -0.6597668664533131, 2.361180303809397, 2.4016947700828686, -2.0209077019398327]"
ATOM,"[9.217599988058819, -76.57078965720028, -16.25121521229328, 31.826288925664585, -30.79325262265204]","[-21.87355396669842, -32.748439155533866, -11.738406458430656, 35.46241448571036, -65.93014231586321]","[30.825422641576882, -4.7053781597555755, -2.487017085317972, 32.926117934799024, -37.3986860300304]","[25.600313718692895, 18.573004715736136, 14.335847841188649, 25.19704502473591, 14.402603831760032]","[28.74602445112483, -10.609943210116231, 11.669360751478166, 12.872929735446975, -22.74426877259727]","[30.825411660481006, -14.584529005817757, -8.17237907688141, 32.54821493494359, 19.419480201955864]","[30.824855064783673, 15.944469466996965, 12.173691283850435, 35.47134124052679, 9.3488902868074]","[30.81853981270039, 25.02086215132069, 8.210130988730224, 22.107450852468173, -183.85672209752266]","[6.925728668081311, -3.9377627348624413, 0.6390330761666391, 3.608069069214917, -13.363093129562476]","[-552.7796369159662, -1017.6437748277511, -840.6481428208245, -454.71880875364945, -962.0882553560645]","[27.22013603176599, 23.210117925770593, 1.8932181625758844, 29.522535207455196, -9.845926115408824]","[2.0108874693370677, 1.2901283268535395, 0.326720352402135, 1.4163795097143075, -1.502862850990053]"
XMR,"[1.1848862905281812, 14.438850074133768, -1.0603333006576412, -11.163158184383775, -9.684417464662767]","[-51.6768147337912, 15.492574489050051, -8.586929620497944, -1.709817207987645, -30.491783248050258]","[9.818201596188155, 14.136218193120657, 0.17296177462575876, 0.4689820401513947, 17.542137772546866]","[35.483359605285436, 43.952925253472245, 21.933360316485366, 32.26209930671828, 28.67018878164396]","[27.654135991974364, 20.82944481164219, 12.169031671517368, 1.2143543106618657, -6.429205185994695]","[36.17909193468065, -7.545181397921262, -3.5493988001844547, 27.248655617800804, -86.32973353535046]","[36.17910509821864, 44.835950992015995, -78.58948791680226, -78.14105248516779, -21.09034519519618]","[36.1791003529675, 25.804268429991183, 21.725753844971635, 33.0085806141157, -35.713005984626264]","[20.72232121432261, -64.36588162799328, -1637.622149533225, -449.9767599610833, -625.6541074011125]","[-28215.327705721567, -35404.35509543452, -28743.016113084963, -34940.51366621946, -62921.019410372865]","[33.49802421909668, 35.63495591535354, 19.01643882748046, -34.221499469322566, -36.749769052393624]","[3.351309940751453, 5.096544557442884, 0.6131347388434977, 0.3676928122489799, 0.7408216229056068]"
VET,"[-4.601633674454933, 9.564995227351083, 1.678337764031572, 11.273900232444264, 2.979213457651232]","[34.25173371357854, 26.475119092450285, 12.388410379437161, 32.688102917112765, 23.011022353212415]","[34.25173371357854, 26.384935874632475, 13.04834881272441, 32.56264289140902, 23.260704043994338]","[31.95328702947215, 27.47838967645886, 21.685277917169778, 35.71539864280989, 32.332379810545326]","[21.60193715699796, -2629.427582127358, -1343.2057042490387, -999.6617265465662, -1161.1837041371728]","[34.231882656585526, 26.845915387301893, -71.16423597214715, -10.926974430467698, -239.9311221484134]","[34.25232081274998, -93.46114514461077, -81.39774589808614, -183.1046072784823, -173.18629723563117]","[34.25716303202358, -784.6889559385309, 16.8598236051067, -18.972604936663128, -317.46787939699686]","[33.271861698508545, -1808.077068213445, -2712.008303084616, -4810.68543405954, -5299.8718038716115]","[-3022.2941189080098, -2953.5040255927615, -3813.043401678288, -11350.417650490268, -5628.357108362234]","[31.42967487522199, -28656.425378474323, -2260.8872640191075, -1486.2105533163383, -11142.047018071698]","[-0.7492925349881953, -0.12509259273826454, -1.0813188253051484, 1.6607412386336489, 3.061861922130099]"
ALGO,"[-5.628662410364855, 28.24065442039114, -6.300441572325304, -6.8139538431162245, 8.108880094076836]","[32.465121622083274, 28.22432951475798, 4.290062740125149, 27.090540356224945, 32.90683132581515]","[32.465121622083274, 28.269001238319813, 4.268050337603251, 27.190753899767067, 32.84020828302751]","[31.52651314192977, 28.48963628254128, 21.045496765517903, 38.42992977298969, 33.11033453659435]","[29.301826858152513, 24.986565252799497, -107.32821916040078, -389.86585764065427, -433.5443180953964]","[32.419218102824594, 28.52171573880367, 5.946670721145041, 25.4340373119216, 34.24666152963009]","[32.46556067052745, 26.672027107968105, -16.7727646194412, 31.328182902956442, 1.4197309646900227]","[31.89667968615376, 23.06871952357954, 6.257547671480084, 38.63617941759517, -25.9206193128416]","[29.670741992705175, 26.878027177795282, 16.96372559485127, 30.776861790194125, 15.389065507279485]","[-3296.3692028569726, -6943.181605927382, -3349.6286039663305, -3916.9017795484942, -3889.5080696328364]","[24.317230311159417, -137.379215967279, -29.875536941045105, -6.688177866284466, -62.16763557461521]","[1.8945716327944369, 1.7057287877765097, 0.3088557444571313, -1.071886996106639, 2.195124689114868]"
EOS,"[-23.51322939575884, 5.811453595068343, -14.769069614213839, 7.120746050640631, -8.562475297084909]","[-34.44863198837592, 13.30996689463699, 21.725705918240607, 29.80478790335222, 5.435496478195648]","[33.68135599258945, 25.654589529170792, 12.01550187125206, 23.84653039344402, 15.266555799548186]","[31.957746043808438, 26.161443708554195, 21.834221923669546, 29.601276033464785, 22.031302420686043]","[33.26552383130763, 2.9217074420409026, 9.45492861265344, 2.691722104256767, 20.88869201289374]","[28.176172869269394, -118.34817048612697, -189.29310004237442, 20.212847780139533, -6.507565123179515]","[32.373778725743726, 21.688528493447784, 18.895609253428063, 6.799134503467885, 20.46028865176924]","[33.64733030643174, -22.582537261327026, 15.524481657619205, -3.5506857501722404, -55.86979311492176]","[2.081328407984651, -69.21302132286891, -21.312328624172935, -42.352230981435156, -35.253587009078075]","[-1731.0587389357447, -3057.5867098236263, -6777.0403476682095, -982.4949183853608, -1913.2810810412461]","[29.865749585624428, -330.5128857073038, -347.405724699447, -255.8872240810338, -123.99540680540184]","[1.8783965253964596, 1.4779734327207252, 0.48695758863619726, 1.6574610155257425, 0.969878644055018]"
CHZ,"[-17.362707236435547, 33.894383974907406, 12.483296031420817, 30.718819880128063, -29.84037780886052]","[36.519900351775576, 32.90778727857645, 14.158087165351793, 29.808636624757305, 23.44485665611849]","[36.519900351775576, 32.87569782192493, 14.593042603358422, 29.81008363576964, 23.655058485339797]","[35.321012483336325, 33.0195732931526, 23.65831868807876, 30.100263024659768, 24.95157767147361]","[33.45533852834443, -728.5227540427493, 25.802627773742714, -762.4516778861649, -1875.938618230121]","[36.582787207293435, 2.9487689069752685, 4.152948595998015, 23.950329134716235, 22.70676551360199]","[36.51882572884388, 23.037333931389583, -22.703034591121117, 27.559224783176738, 2.591493526645465]","[36.5264809743746, 30.468500719120218, 23.625508650600572, 27.2893058856464, 25.77852226476115]","[37.07920080061549, -43.59395610857908, 16.469951372714682, 22.93433583653894, 23.66577950606567]","[-19206.19053670427, -9281.43978738769, -4202.325801529255, -3968.1678775054843, -42014.4884129936]","[35.125043367924256, -229.21633291217645, 16.294838930121717, -197.42345597758228, -1171.7085154051244]","[-1.6337669393431564, 1.5156424671256292, 0.2391800943402825, 0.9735421759984186, 0.08749407543069333]"
IOTA,"[-4.30209430140934, 26.125359316833496, 11.703393596402707, 14.763464301799637, -0.410526717327137]","[30.085643144681946, 32.556140604089265, 15.368918003847313, 27.130865713098988, 25.41738412123235]","[30.085643144681946, 32.137166954896884, 18.44981412359617, 25.851065621447166, 25.585594969647634]","[28.79767272828338, 32.159484185062446, 25.439680615513176, 34.291411680339834, 24.11925876835595]","[30.099655770936263, -113.40837585393027, -107.10928309308075, -13.610657842005674, -123.34299748812782]","[30.226994599944252, -17.943655903070944, -76.92017864997459, 31.446182924302384, -5.300050533473031]","[30.09809159195586, 31.673389038405965, 12.564595485204219, 31.46390717365886, 25.62994486813209]","[30.021198059725656, 32.524812907608734, 17.043903339670994, 24.930160443806713, 24.119380094783764]","[29.968273252645684, 31.599818174169265, 13.945130952208551, 16.524580681008974, 16.310309020672843]","[-2596.2198551671286, -5142.988239628246, -1810.8111459076895, -3117.400854691059, -3351.3110970023304]","[29.854443481797226, -92.67090205437276, 18.30372667698464, -103.25384562684445, 18.539733815348132]","[1.5740606641913995, 1.406213600777087, 0.975742356534153, 2.729640757924364, 0.1939360973024397]"
NEO,"[-39.33980014664703, 31.4998784086727, -6.627765027575835, -4.610142402977258, 13.173888905280185]","[-23.464111239735725, 26.534839074004136, -14.634542319338765, -6.510923326467576, 16.1161099190888]","[-7.608185427437424, 28.19513777222435, -16.128555824172413, -1.4261099479228907, 18.75288240831257]","[33.48310802062418, 33.216685410929664, 21.915576630339398, 36.53992904656381, 30.021995305797994]","[25.745389063312686, 19.072096169762258, 14.945345293749412, 33.5153858910885, 12.146039118240012]","[35.51729951758634, -91.33083887775665, -339.46868953017105, -75.50472365828054, -169.85388732753046]","[35.517158731863965, 32.66493232684435, 11.957493490253004, 34.415674445445816, 30.3457631953714]","[35.5166410058998, 33.36198678158295, 1.7859516143030112, 24.829440538178265, 30.447545231712027]","[3.0841273209306452, -59.07808313925889, -231.30235372260776, -89.7931362986007, -63.31056230254144]","[-752.9024945707818, -1079.8543200956667, -944.2909337015872, -412.06926160735486, -698.8045440983085]","[26.926785622949172, 4.441639378795033, 15.640977074856895, 18.382594516527572, -50.067894984700345]","[-0.921902375107315, -0.7908243955036578, 0.8701108013915629, 1.5938392255401854, 1.8426585201949397]"
XTZ,"[-1.185965598600088, 19.495583595195782, 2.403046373904437, 11.725204884392934, -8.36136525841014]","[12.151278871471774, 30.580721388048694, 13.628884794041735, 34.02637820313368, -27.513674290261918]","[34.08190492148022, 33.54578860796361, 8.879361931075806, 26.226598388827245, 31.14100231571259]","[32.424475563845974, 32.25772238462918, 16.07348325524362, 32.189644747285854, 29.12732189355815]","[34.13674657946423, -162.53556845714198, -102.13574474325549, -140.0337373017739, -173.7190795228293]","[32.805923474480885, 23.84501961517157, -46.805150579193246, 9.247109402121394, 29.21238326701978]","[34.08184958808139, -21.439432834679028, -160.53707966929505, -29.606220464800494, 23.507511037059217]","[33.66021762449651, 17.691878385940065, 18.300722901493785, 15.342546608725327, -21.9396880604083]","[5.835785741939146, 14.816166700291896, -18.586818898140287, 19.3373810421078, -67.57004533038376]","[-637.8188414961786, -699.7275269576606, -881.7270847568741, -2814.34259764546, -3429.0463285600345]","[24.772349073736503, 0.671594731205078, 9.109707263729625, 8.209465329917522, 17.834804576318422]","[-1.7006928244664068, 1.8412228381440143, -0.6733349382171794, 2.232594723672963, 2.4222556426913378]"
