,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
BTC,"[14.08932123934023, 33.68679130135146, -3.312477453692597, 0.8254856735459384, -3.273361807390874]","[-25.875834288216858, -74.66334623414129, -23.585861147821838, -31.84233965012403, -53.81128525477455]","[-3.170373082951399, -24.452012987841993, 5.272878666978596, -20.950680399009773, -19.56043705356416]","[30.789521221925337, 36.446043714406414, 22.720746587926495, 32.10747858967904, 27.773418754046432]","[20.975750346455353, 11.970231655779354, 1.648001656741549, 17.327908340996164, -39.93704640606542]","[32.47197540889999, 31.99180632872494, -133.90937892211647, -107.136314008873, -55.848912647584825]","[32.47197540889999, -2229.6725411996604, -3482.5634801404567, -1668.4703265270361, -1557.5646869716643]","[32.47197540889999, -150.3805499553292, -31.424036934255973, 38.568177787761506, 21.784819533663637]","[8.104860196240777, -166.10232413877395, -0.32839314272380943, -39.116560138166065, -12.254589671074521]","[-64819.314926444626, -49848.15113233522, -65296.62820637146, -75028.02659716108, -105738.62943648791]","[20.385932556845855, -15.680441419496379, 0.15702874489567245, 21.370445980257813, 16.739982774473667]","[0.6185813241285957, 0.05866724296388823, 1.8157957245074767, -0.18774011324233367, -1.7421523165865755]"
ETH,"[-20.183139470613536, 34.96285731262731, -27.479416717472, -8.160014318057723, -28.832694692330072]","[-30.01001106604404, 30.16413634513017, -32.172808000498186, -28.33927957685591, -69.51716991304217]","[-7.399890543531719, 35.51438736185523, -17.814788794459993, -5.097531156336499, -51.32528911767211]","[30.19160203408368, 32.121985490404306, 21.857677317472728, 31.061463149569885, 25.33364254639195]","[20.93116289681538, 11.77377412070519, -86.33645540450806, 21.23222736799205, 3.778986158798825]","[32.78889890297138, -8.303152654553886, 26.119581963799003, 37.42119553727868, -112.51812592518063]","[32.788898902964476, 17.721447561193447, -475.2202530747506, -8.830768951342357, -128.93594801107562]","[32.78889890296641, -4.259193035505015, 24.79942380254137, 20.680746406565696, -110.2504623717714]","[5.741592881646194, 2.9044266201359874, 0.07362794297528605, -6.2362329946137915, -13.871663718868795]","[-13672.187553110567, -16008.537255882275, -27710.440892742452, -26916.889109119387, -47981.29082390508]","[19.342527870949958, -72.60939635118575, -22.96799638923672, 7.764739446558414, -64.13116707067338]","[0.915823097241298, -0.7335132594552864, 2.3609414683794245, 2.547413285661801, 2.5931779968185884]"
BNB,"[-0.5911765320009066, 15.737805165502957, -2.9860724170637467, -1.9163612131664336, 5.407950806416944]","[-18.315197864168848, 3.907431168702633, -7.020454951098076, -4.132082850552774, 4.888927105949281]","[-12.959249349190493, 13.2821164531593, -5.832856397565803, -0.6283890012414906, 3.310161677100687]","[26.949752216663782, 34.92591779155699, 28.04840815660618, 31.791214697589925, 34.91340985140768]","[16.739641490311012, -271.11611173874064, -476.8964823341533, -648.6155010260175, -260.1604652996555]","[29.271281585901367, -4146.341356216065, -2998.2796092912804, -2840.8654132773786, -148.46808800725464]","[29.271752750879514, 30.683099067578656, 28.42224129078635, 30.33090995460807, -79.83391929366994]","[29.271752750873166, -191.76995556982004, 19.49653371712219, 36.73418055390418, -93.80871669748578]","[2.508572645286705, -209.12473471814144, -65.55806269517575, -0.0359780747486361, -49.27071055470738]","[-14927.27895986601, -9474.054508096799, -11090.347581322878, -9354.351967419641, -14642.562613726286]","[24.750856261887993, 28.69859936120507, -41.79521472074337, -4.9804243103796395, 20.72916548869227]","[-1.4394907644324177, -1.3687506477403002, 0.44510810741140844, 1.4361839346070369, 2.6856615115493785]"
XRP,"[-118.82475120715893, 3.8433148428687938, -17.513104606832037, 19.18169707442294, -22.66617203121944]","[-96.45577593217392, 32.84687290667795, 19.514733585439323, 22.09916969526172, 19.76328833631279]","[41.87265766013148, 20.55265620385955, 19.47232179545444, 22.0559511284311, 19.721356208010906]","[39.906606275424785, 32.05768631303007, 24.07274899748611, 28.688002917691573, 22.490294758695935]","[36.783582481106095, -3803.0858563879788, -2456.929692611892, -6132.731493771442, -2360.470592278662]","[40.78307301082445, 11.133205620443482, 5.194221731887018, 17.140510478520856, 18.23909732981808]","[41.9300887411896, 23.424573276013305, -5.000273483834121, 23.43732408282267, 10.90375867058239]","[41.774856188494056, -112.50061211067855, -18.44748303279436, 0.3063572831211689, -35.27557022859851]","[39.51768432090731, -29.36334834759835, -35.08240931835391, -72.4854899973571, -370.80443157249493]","[-2379.3314563637537, -2057.7655633583254, -2702.1337261786402, -923.9003946743578, -2492.6451405755856]","[37.64309344614261, 20.2091035812155, 11.855718218388654, -14.987623338483516, -101.60860123526705]","[0.7610178732684271, 1.2471392942315447, 2.2169388662214433, 1.1912125188652707, 0.2564147131808441]"
ADA,"[-22.8777033318325, 25.61380211446575, -17.044760428486814, 5.294139769016898, -13.371413751989062]","[26.744245877750355, 22.694100810477444, 12.496370255526609, 10.540951717582486, 32.28746006780679]","[26.744245877750355, 24.322801810741005, 6.622195992516401, 10.465974849436927, 32.61635265884255]","[25.330089173957514, 25.31127500641205, 25.364079508059064, 29.17510205714633, 30.102601084754866]","[25.87731572452893, -1398.43759073154, -257.64781673265867, -1388.9843656702094, 20.292854065204846]","[26.790265728794083, 26.83113324303396, 17.496282615404716, -11.115919601263696, 30.336273455447905]","[26.84800713702541, -2.1242167437483266, 3.5904445953832096, -10.209018579111028, 32.479642257414966]","[26.807189278166383, 22.261215901240437, 26.01696410519525, 2.3809355592730044, 30.68253352167466]","[23.075397378951067, 4.049729916942221, -76.4356065098154, 19.28550665559446, 31.62885762869696]","[-998.3756612546866, -1653.8325485111527, -1613.5868382701228, -910.1641758220248, -1220.549374031602]","[26.588274601638528, -45.67459981272701, -91.94781951639457, 12.217644609301628, -476.99085637766024]","[2.466022867552833, 1.9164328550064564, -3.434421713705773, -0.9015959487233801, -1.1547888011544931]"
DOGE,"[-67.97101111566744, -22.257677964470552, -3.2721591555278553, 4.6126894902548345, -66.26923303985693]","[29.86296833332125, 15.747763385514618, 28.359581567267917, 21.583606271766904, 21.96449838777501]","[29.86296833332125, 15.729156964956198, 28.735573562448245, 21.46206623952241, 21.981667498964413]","[-54.83936318515234, 16.64913879838562, 31.997131518738808, 29.75777794138538, 13.350225269015079]","[21.513742941003027, -1167.4959249774681, -653.4198524005539, -1270.1341467650564, -4796.8036259861765]","[29.86177165996174, -69.15393864211886, 10.570609833802628, 29.329743961080673, -33.1517191687691]","[29.859934334541038, 16.32913828260557, 34.18683714757732, 32.009008381526954, 17.623159666740268]","[29.71999310963371, -7.174811184150476, 34.22721164450291, 27.760428167461605, -19.299331928256063]","[29.853013371512127, -3264.112882323928, -174.58230238374136, -483.8658001520926, -910.0388362070823]","[-7765.168098593394, -19907.148863083457, -7592.591767713151, -6051.85128452173, -29700.521640769228]","[29.917002790199188, -690.7529020036462, -404.1792200414375, 15.855018572610676, -272.5471488306297]","[-2.8370006533830643, -1.082783097383681, -0.34526708920810284, 0.523658352053692, -0.35981945394628545]"
MATIC,"[-0.9399536544174143, 17.39516538892396, -9.044241582108882, 28.11903995844351, -21.137718204805466]","[40.97430231371973, 30.730356948524623, 21.64900741843537, 20.69646959977333, 14.273559219505042]","[40.97430231371973, 34.49511093065157, 23.234852703113372, 15.342327853949438, 18.903499523807024]","[39.06159655432564, 34.53054738347638, 23.890858910835142, 31.360508199183084, 27.99636025688821]","[40.485958010765984, -276.81870757460774, -484.83885607361185, -779.4912266630008, -66.88786239028009]","[40.59101832149165, -546.3710877555036, -79.20673346878772, -404.0761639697624, -130.12557801567124]","[40.98257078432671, 34.30044275304533, -0.5104855258366489, 29.48584462963731, -2.663537182501947]","[39.39004585282909, 32.989806640652866, 20.6677840762013, 15.591651953286995, 1.6034100855744833]","[25.922235541366106, 21.73971011377304, 21.81697970361728, 26.81400048625841, -34.37291523487938]","[-1349.8604238988066, -978.6330174485086, -1923.7593659549748, -231.85398565548283, -2232.808341320566]","[39.03148628584127, -736.3033970153234, -805.1723542424617, 26.711017450154163, -468.65243739615215]","[7.744788446501856, 0.09398112266794272, -0.9763252828134864, 1.4674988081513554, 1.3097529392938685]"
LINK,"[-17.315817266425874, -6.02072286382369, -40.968432110080336, 2.232940829250263, -19.275715249389282]","[-48.91593671142211, 18.36397876774495, 8.230399374602657, 14.906820881343027, 19.325082313250856]","[-2.880931440019, 30.08580552450496, 8.029401971161837, 36.46522447271952, 5.648696534446685]","[9.53904917487525, 27.102337674015274, 22.60150076424033, 34.22105279207909, 19.74950620311042]","[23.631015578178022, -28.772807445605906, 3.3378797210366415, 31.59058655859966, -265.56726013377846]","[24.722678493384375, 29.427258793611344, 9.977920529721644, 21.04192218274827, 18.126188559317583]","[24.722904908551342, 33.16935131332462, 20.529088949975236, 16.524557566674513, 21.741275443525865]","[24.755641866825695, 30.909587726160346, 8.29182723838114, 27.756694146136645, 18.60247267749197]","[-1.5223009140987167, 5.920802058480867, 0.19930735881704026, -0.0446229199014672, -5.62769381918794]","[-2477.6207347204404, -2357.296474672506, -3209.6819827963905, -2717.8326133441647, -3039.4084131270843]","[19.95221948522021, -26.77563359544704, -55.44149623785744, -44.05998750077627, -108.21393277889175]","[-3.189449949356673, -1.5908533994139704, -1.9046817073145081, 1.529606143394052, -0.20064606456860457]"
ETC,"[-39.26926041372146, -1.3895676801817238, -7.633874391074132, 30.808857348883144, -31.342634224406375]","[-12.157929570270616, 12.588674819419252, 7.423260491506216, 37.17013924340327, -16.435343963537623]","[-75.52522899416348, 31.308895746522257, 19.878219091713174, 32.24341772209211, -18.260139112553826]","[28.16608473923754, 31.552820790609825, 23.332291322163965, 34.2149406003598, 25.49163099019906]","[28.279135224158757, -36.830634924246, -16.533291021451426, 37.354400479732156, -16.62540374392817]","[31.750134192804058, -39.97949230468882, -24.849713360690384, -36.23766236798366, 17.431907254850525]","[31.754301518100934, 21.61771943599782, -187.91309420809623, -42.2678161531559, -2.5631163015513194]","[31.749612637558496, -94.3536795991453, -1184.360367904998, -65.81404833430858, 20.101603122905825]","[2.5151193136018457, 2.3195690415133416, -21.55654177018572, 2.0120536836733245, 1.1807711758931307]","[-10459.697187515412, -14652.142156858989, -15718.294692272588, -6395.877031869959, -11522.97471877455]","[25.444600043989755, -7.368280976971196, 15.787270734179984, 29.520489220685757, 18.878393669711414]","[-2.226702706597954, 0.31972013100842733, -0.7307267311391767, -0.09509838912087583, 2.0914667028891167]"
XLM,"[-20.96139555780466, -15.14540023363114, -8.697203111717634, 20.7152953507039, 6.184737949111739]","[35.933281951759746, 30.78491744105835, 19.04187384820444, 20.82896102245531, 23.755964233452406]","[35.933281951759746, 30.18789217440704, 21.722440042113444, 19.911179034579458, 25.088509724708164]","[32.20372881706421, 31.48414037338033, 23.304902401489827, 26.830334056626924, 24.22090824466692]","[35.99710036075697, -1072.2877845382234, -643.2374639265444, -923.6534824764933, -2629.3493621743623]","[35.975119769454686, 31.625657979026794, -184.43617344873908, -327.23494734129696, -349.53666651857793]","[35.931847983899544, -0.21201590328551292, 22.30685147449834, 7.816257324481536, 24.8521899492577]","[35.93298454196617, -78.08870927705242, -92.96994417231751, -1.3897332440772683, -5.271765022390118]","[37.54112246813362, 19.67174514215139, -38.72992085924329, -9.29896345982932, -525.4594954681099]","[-2429.4223616798413, -7277.268489616158, -5931.113748862628, -2324.653807130022, -3591.6608305815357]","[35.93665954559129, -95.98806373365714, 0.4590161076097994, -1.802096526561479, -34.107115555937405]","[2.2904789994065227, 0.9183799367095588, 1.4346791733290933, 2.5004152550743015, 1.145716571952649]"
