,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
LTC,"[6.968161623906257, 26.365147738469723, -82.43942231496109, -39.7166135311355, 14.187554004078256]","[-5.694344384918574, 30.435160767323353, -30.915457700413974, -58.12355588406021, 14.404092151531387]","[18.527008099615255, 30.69593841749636, -9.510007006106793, -16.631013748961557, 24.472460765000097]","[22.995362211691443, 27.23196760673407, 27.054777852016915, 21.728659546404632, 25.29351936679396]","[21.02843561791702, 19.3001913593261, 23.21124598838278, 24.45961701972439, 18.748360079522712]","[28.351445457716707, 25.216655696538652, 25.85969442041302, 27.94939400269828, 6.3429180544482575]","[28.351433832631116, 30.454969810872612, 27.8666247640509, 31.9377402195002, 24.014024012100656]","[28.351434654901002, 29.060138715670757, 27.137777043582272, 32.875314690538794, 28.7727845773532]","[11.351310961832622, 13.697334744145573, 12.942009763333907, 12.060590827108236, 8.078550475911246]","[-16453.795592356575, -5422.95452692508, -5316.275946273291, -9469.681196369951, -3124.324597883211]","[21.737082425306678, 27.809421711647612, 19.90709901836782, 24.63077089074101, 24.526872383039105]","[2.7560174646559563, 1.3241139030824833, -1.6732729520471015, -2.9844780109371505, -1.8062482628934846]"
TRX,"[-7.369781785676818, 21.972181060213906, 29.14222477915338, -43.75714408526778, -29.828801456928993]","[29.79934104304999, 26.64840443699743, 35.605440422691956, 30.722099846284202, 30.50912276530015]","[29.79934104304999, 26.65357472868427, 35.6277072493094, 30.64013223828405, 31.188709931309955]","[25.224347462076224, 20.495935795086336, 34.164224449974974, 26.285260809125848, 28.225505556734493]","[27.883086944284358, -736.8326489318239, -2658.753763810118, -2580.6223764239567, -2404.865361498405]","[29.642231579612726, 22.4437484286577, 35.81404223786887, 28.740051232755064, 23.604502984372797]","[29.590524303603942, 26.580350068914065, 35.53235943507457, 28.633400371490964, 32.28370148403549]","[29.79968374675789, 26.438376119210456, 35.71861455928301, 8.640068258417296, 13.18041132108156]","[29.8164611487056, -53.87140020575822, 28.543593111531067, 31.834508272808865, 8.498060143738018]","[-1041.3404336657943, -22710.886784714254, -1216.6259046794482, -1291.536606326357, -23829.817843214267]","[29.77653793897046, -960.261296765914, -147.93758244096736, 27.393325026400277, -266.58162325976997]","[4.14035483955503, 0.976205288351728, -0.5187971087458763, -2.3592856701661993, -2.241639114009904]"
ATOM,"[2.567620692443672, -6.517681973771239, 17.741269965526545, 5.63283939410256, 6.049598061445165]","[8.180104121759921, -22.513289277594033, 24.119013473970547, 11.05777734164739, 4.025327673387573]","[21.86753167509428, -2.1266132976646124, 25.987933509132088, 13.230343532105145, 5.893590790839692]","[16.92699023338048, 23.97408076282151, 30.28785835889701, 26.07376622984977, 27.753435863667175]","[15.831861070911652, 10.795208024591751, 26.524105598020718, -61.64770579927789, -4.749078498603974]","[23.16712677277336, 8.4937407608585, 28.94947505821625, 22.79166131537309, 27.423698479585422]","[23.181727427301173, -27.122592720509402, 30.004662196000847, -126.87148365697063, -12.428162926072705]","[23.16793380680862, 9.443783226686275, 29.280446307090852, 22.951404651209938, 27.267185972529372]","[-0.6994892617396448, 3.463797674527623, 1.1158384667041594, 5.647673584905198, 3.3628295745931203]","[-17812.729213349423, -20494.851540927648, -6698.5278793435755, -15419.832096460574, -10117.298988343682]","[20.0608174274224, 18.05747175177667, 29.524932917527302, 17.27921574024564, 26.504350829695145]","[-1.4996862651322889, -1.3637516841655497, -1.0632981919663225, -0.5022374307937169, -0.7176381044260516]"
XMR,"[-7.037338626481343, -5.971736984849454, 23.2514603127825, 12.212697189132282, -1.7041661933959038]","[-8.81729114267303, 6.675827954194697, 18.714536977819176, 3.0720885348706624, 6.570989055918865]","[-19.352959222421447, 10.077190659455415, 22.02169311286658, 12.547511250093196, 11.297696493205816]","[21.441221948243104, 24.385385288474414, 29.24272471928444, 29.108368223869448, 27.875280841730326]","[8.857770006304664, 8.25219522320587, 25.455253494481084, 16.332323896418405, 2.2945108692182603]","[24.90754891642785, -68.18969246711282, 20.97528379293119, 12.702586284107412, -12.35200405348286]","[24.912288153435355, -90.4640713218004, -12.948333612690286, -31.110503997926063, -73.97228063102163]","[24.90791316180879, 25.810047000121756, 31.17528583422277, 30.38013887615249, 29.917315467183037]","[-12.483534640496872, 3.0394642849636884, -2.8502639182828546, -0.7747814425248055, -15.007285638154855]","[-30321.835307405498, -11050.169641685128, -6184.319601817892, -20630.762960282027, -17751.80818833359]","[22.00767248010381, 20.403822008308843, 23.247347764261946, 24.59946837260135, 20.634086442655708]","[-0.21539720195472167, 1.5419355982960352, 2.2995788699527413, 1.9874338932468765, 2.508313378821845]"
VET,"[5.848492791980707, 6.982497336420276, -27.12962320690293, -34.85400245185294, 29.137600194276203]","[30.088039869758227, 25.066948691601702, 28.034515228610474, 27.269219724772046, 27.794512074361432]","[30.088039869758227, 24.996768467643424, 28.027859810988836, 27.198328216946315, 27.73766885701591]","[28.388931058720924, 26.531996227569127, 28.514210737262253, 29.074536689989532, 28.04734431636759]","[nan, 26.72020090648699, -4058.612510057507, -1266.3377741064417, -4211.156595241727]","[29.946048176367167, -138.7068990977467, 28.615747235657313, -11320.741502438234, -8351.674543201985]","[30.099957966213825, 5.813632300777009, -3.7187738398582035, 25.129541238149734, 25.362401817047814]","[30.077982697973816, 27.540258475777037, 29.863150122348202, -2.2865901563005435, 27.110212636174264]","[30.01662493369876, -268.6599747192261, -332.03491235050376, -138.63723312247805, -400.4350291833838]","[-8327.366232521694, -4920.9526545055405, -2047.07055917488, -9423.915307237707, -6434.165358596415]","[26.130923436612225, -1924.2328248802664, -973.3281446197999, -842.0771657465211, -9.076439742480696]","[8.155789226229365, 1.3881684036575384, 0.3200178367861611, 0.15386203779875188, -0.13880167238018917]"
ALGO,"[-3.879853053967232, -10.73676017883952, 19.868354291425963, -27.14213167232152, 27.89883343201735]","[25.47608224074515, 24.529660066457588, 31.172513499795322, 31.91936620839293, 29.16278021343089]","[25.47608224074515, 24.673852962938454, 31.17194317719682, 31.899318174711116, 29.170134174227208]","[19.738180429429043, 25.921564585178942, 29.809834309168842, 27.011208195419222, 26.58724071400539]","[nan, nan, 27.354504027026312, -8883.66167773478, -8829.723338702783]","[25.92438747034028, 24.419231138138837, 29.554874857900586, 31.44408523098084, 29.507184806288713]","[25.477030462813143, 26.810073211668588, 30.881417954625324, 31.34926867671207, 27.78775843658704]","[25.59834266127199, 18.30692061093454, 27.920423348621508, 32.01284669501986, 21.058067111713726]","[25.844080969932264, 0.5375578517217645, 4.44374213117614, 26.841709835875662, 26.22154443068248]","[-3497.1824962703877, -773.3288802190885, -1366.552560448989, -1006.199087452726, -423.49546771001735]","[25.58039993844353, -279.45734052172156, -221.00183598018418, -75.36763513762027, 18.787909853362784]","[-2.194404951576983, -1.0836104111154101, -0.8724806732729958, -1.6398083840549953, -0.6426765588678897]"
EOS,"[5.407443909535823, 3.513002039137192, -8.688659926410649, 10.408670529940013, -5.246638074154681]","[11.315619490419135, 7.679514270127247, 7.4486073468353915, 14.745611892654416, -3.494135643972846]","[21.018449495959075, 25.270885863502972, 22.658649261785488, 28.750532453892895, 14.132464945490804]","[20.623539888566693, 28.559347531713815, 30.061581931411123, 31.298041431796143, 19.12923289857091]","[24.457454557954723, 32.14573515975634, 22.603581319551612, 33.901856463491114, 23.55493217884728]","[22.846143621941117, 28.346389984944015, 27.44627951948846, 24.649653567413925, 22.06461716811258]","[24.16094697687908, 13.142159572355597, 28.595281986984855, 25.178506191536176, 22.482481462381458]","[24.153072951229245, 28.561210882012134, 25.18628513337139, 28.31226647875294, 19.240428131721274]","[18.978424917679874, 29.09767340017676, 23.91618934781107, -2.511106015265981, -9.628132628947224]","[-593.0179730649629, -392.2942191174289, -386.6273330104041, -288.3310669661602, -486.54566722039334]","[19.29544497511798, 4.51766637259913, 26.051115064466295, 22.401419491071962, 12.554827984874994]","[1.8111839670187042, -0.279329728090807, 1.1721885637582405, 0.5249787327222544, -0.38052761228232823]"
CHZ,"[-42.5309117463399, -20.818891273213616, 10.921645534349752, -61.367485747005254, -11.894278172241611]","[26.21873024078759, 21.708248133720108, 26.731765337746406, 31.588423721778675, 29.928931182857667]","[26.21873024078759, 21.390858477616057, 26.690125713622137, 31.58857194275458, 29.960047199410557]","[20.424538226449357, 24.325670949870222, 25.429623227410485, 28.54830064975376, 29.3465641598573]","[20.922313543773416, -306.8177750782979, 19.887941723135377, -255.34895123084408, -40.66066112980632]","[26.675285371993752, 10.19577755960579, 26.28615711704597, 23.147604245876014, 31.304739510865637]","[26.26286336181245, 13.923663077612908, 20.520734811797116, 20.73599039578712, 29.49531833238016]","[26.274912096023407, 13.563344879882907, 22.808259577399802, 29.349651665779454, 28.623592360502364]","[25.609996142465054, 19.103123986415014, 18.5427392930142, 24.514280452650674, 29.821181041387696]","[-566.8538751002377, -1054.1705649702644, -643.0892119041446, -681.9718317895085, -423.27874333588255]","[26.265579837944546, 28.07403317053238, -12.320074244108948, 21.144386525330614, 30.15605988149506]","[1.4780967089710872, 1.4964677577090346, -0.04093816969933234, -0.0994844313072883, 0.9170597549466413]"
IOTA,"[-2.105724231298587, -1.2012558416469212, 16.464857249218408, -5.17882156559673, -3.871900021433233]","[19.71729160266248, 17.695808490514832, 27.302713980992188, 36.90894160414024, 32.887326442781486]","[19.71729160266248, 17.788544877853337, 27.358241103254286, 36.85569535130351, 32.87282465177389]","[16.291193633427554, 20.461418256656987, 30.452589149571484, 35.27970151121494, 30.064345914055256]","[20.2223043437287, 17.25298757878461, 20.11797856904895, 34.56470637277487, 22.802034176748037]","[19.59779202985244, 21.62706314940231, 20.82922200829149, 37.53613880004988, 32.77313810383667]","[19.717195819617945, -20.556859429216303, 22.589315120539926, 13.714710920906528, 29.64851302008705]","[20.981570413807066, -5.416605000641656, -356.62026542307245, -210.30789752412727, -315.2698137683457]","[9.333626684113373, 20.720437248007524, 20.547891773359005, 24.552506225809474, 28.964655093649345]","[-436.3134034708768, -656.4790839685369, -579.8391465306337, -4163.22443137197, -325.9961165028678]","[17.14944314951992, 18.888015110496646, 31.23856008068539, 29.989047929618724, 29.202983718325864]","[-0.4528446501122085, 0.3371665269611084, 0.3972867127431897, 0.18218997470376472, -0.5503036424925982]"
NEO,"[3.0321165026886776, -2.93615299071312, 17.231364919568694, 3.3004502599517, 2.914225693053389]","[-12.047038119774825, -7.650741408231744, 13.548492408341941, -15.99732568649336, 16.87553654055025]","[-1.2308443457584812, 0.03264850458174592, 16.497660730198067, 2.5033402688020074, 30.86424336358073]","[30.189631148166136, 20.802877876201475, 31.143749760067607, 30.59320254700281, 28.946468252431956]","[6.372832027971728, 12.134135030244096, 10.527706848776567, 11.621389018178297, 14.505792212464138]","[32.95991365469691, -4.82057537476117, 27.280330329987468, -0.3181575380251587, 19.616362155748984]","[33.51744893654662, 12.82165417945631, 1.2036085839622452, 5.021162680235646, 18.235185758364967]","[33.50291871398296, -216.31789945039765, -49.63510362430852, -33.132734397324526, 24.91412125664729]","[6.560602719701652, 10.09889260450646, 4.0241940689134, 0.3974408244542771, 9.280409202783499]","[-624.8415676917217, -530.4765135695973, -198.5031826928267, -488.81516135459873, -273.4388260181562]","[27.428375437707658, 15.27847458091636, 28.40678770476458, 28.334074545526917, 21.031143481673972]","[1.8613287925333122, -0.3869398758996018, -0.8181380868845057, 1.4695330638613218, 1.4950797599385557]"
XTZ,"[14.638883963092141, 15.080539961992104, -18.935337565413885, -3.985308634659981, 32.4481788945028]","[19.46513843436707, 10.24472064755276, 14.231678287933017, 13.825220467401827, 31.847447044658388]","[27.282370729963056, 22.039224885827288, 27.535013751245025, 33.05720101007118, 31.702376877266058]","[24.623411075202878, 24.09215433337442, 28.78778489105051, 29.36055332678623, 28.272811786767978]","[20.53117160800601, -64.85110700394175, 2.865645006088923, 10.71022639717155, 25.653179187239978]","[24.511176845004847, 17.09786413792869, 21.90453270318173, 28.639693760357908, 27.94960599176838]","[27.288174008445708, 9.466833183124967, 27.675093364671454, 30.943197650815158, 29.21679095576593]","[27.488319426569152, 14.12500465352862, 29.00385594269454, 30.056317056581833, 25.38525747516723]","[21.351516311402033, 12.25142559216968, 16.60954613150288, 13.617157729231272, 6.098484260673991]","[-1847.2611074187032, -676.6033911603901, -685.9133237557816, -782.4171596957303, -426.19952570506115]","[24.544222415605066, -20.71994356394626, 2.105115114353566, -92.7720307851377, 27.029596105836983]","[2.183410209623823, -0.43430503905010154, -2.84995717220643, -2.260579605297863, 2.3878219035531036]"
