rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/kernel_size,config/num_filters,config/dilation_base,config/num_layers,config/input_chunk_length,config/batch_size,config/n_epochs,config/dropout,config/output_chunk_length,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.0021641608141124194,0.002051747012659997,19.530926942825317,True,1,2023-07-05_14-30-42,1688560242,19.530926942825317,2642734,cs02.science.uu.nl,131.211.30.52,19.530926942825317,1,"1_batch_size=64,dilation_base=8,dropout=0.3483,input_chunk_length=fn_ph_243c6071,kernel_size=7,n_epochs=100,num_filters=8,num_layers=4,accelerator=auto,enable_progress_bar=False",7,8,8,4.0,12,64,100,0.34834523994043,1,False,auto
0.0010712027490517777,0.0006799580138575449,17.695924997329712,True,1,2023-07-05_14-32-03,1688560323,17.695924997329712,2642973,cs02.science.uu.nl,131.211.30.52,17.695924997329712,1,"2_batch_size=16,dilation_base=12,dropout=0.4549,input_chunk_length=fn_ph_243c6071,kernel_size=5,n_epochs=25,num_filters=8,num_layers=2,accelerator=auto,enable_progress_bar=False",5,8,12,2.0,6,16,25,0.45487372440429785,1,False,auto
0.0010419724635603177,0.0006249684657133577,23.557488679885864,True,1,2023-07-05_14-33-28,1688560408,23.557488679885864,2643236,cs02.science.uu.nl,131.211.30.52,23.557488679885864,1,"3_batch_size=64,dilation_base=8,dropout=0.4879,input_chunk_length=fn_ph_243c6071,kernel_size=9,n_epochs=100,num_filters=11,num_layers=6,accelerator=auto,enable_progress_bar=False",9,11,8,6.0,12,64,100,0.4878774653419764,1,False,auto
0.002659340495769459,0.0024581434587557793,16.464606523513794,True,1,2023-07-05_14-34-47,1688560487,16.464606523513794,2643477,cs02.science.uu.nl,131.211.30.52,16.464606523513794,1,"4_batch_size=32,dilation_base=8,dropout=0.0363,input_chunk_length=fn_ph_243c6071,kernel_size=7,n_epochs=25,num_filters=24,num_layers=None,accelerator=auto,enable_progress_bar=False",7,24,8,,12,32,25,0.03632116141375024,1,False,auto
0.0010819798142248929,0.0007988865667667639,19.542773485183716,True,1,2023-07-05_14-36-09,1688560569,19.542773485183716,2643737,cs02.science.uu.nl,131.211.30.52,19.542773485183716,1,"5_batch_size=32,dilation_base=4,dropout=0.3243,input_chunk_length=fn_ph_243c6071,kernel_size=2,n_epochs=75,num_filters=3,num_layers=None,accelerator=auto,enable_progress_bar=False",2,3,4,,12,32,75,0.32430701770000275,1,False,auto
0.0013951494491307686,0.0012035966529815357,18.107076168060303,True,1,2023-07-05_14-37-30,1688560650,18.107076168060303,2643976,cs02.science.uu.nl,131.211.30.52,18.107076168060303,1,"6_batch_size=32,dilation_base=12,dropout=0.0521,input_chunk_length=fn_ph_243c6071,kernel_size=5,n_epochs=50,num_filters=11,num_layers=2,accelerator=auto,enable_progress_bar=False",5,11,12,2.0,6,32,50,0.0521266344360569,1,False,auto
0.0010033859065676286,0.0006530102926487739,23.197367429733276,True,1,2023-07-05_14-38-55,1688560735,23.197367429733276,2644218,cs02.science.uu.nl,131.211.30.52,23.197367429733276,1,"7_batch_size=16,dilation_base=8,dropout=0.1879,input_chunk_length=fn_ph_243c6071,kernel_size=2,n_epochs=100,num_filters=16,num_layers=2,accelerator=auto,enable_progress_bar=False",2,16,8,2.0,9,16,100,0.18794058102674277,1,False,auto
0.0026222163351373707,0.002420838701613527,19.568970680236816,True,1,2023-07-05_14-40-17,1688560817,19.568970680236816,2644480,cs02.science.uu.nl,131.211.30.52,19.568970680236816,1,"8_batch_size=32,dilation_base=2,dropout=0.1891,input_chunk_length=fn_ph_243c6071,kernel_size=9,n_epochs=75,num_filters=8,num_layers=4,accelerator=auto,enable_progress_bar=False",9,8,2,4.0,24,32,75,0.18905056751041704,1,False,auto
0.0013842076095650095,0.0010553786357893093,17.08842635154724,True,1,2023-07-05_14-41-36,1688560896,17.08842635154724,2644766,cs02.science.uu.nl,131.211.30.52,17.08842635154724,1,"9_batch_size=64,dilation_base=12,dropout=0.0482,input_chunk_length=fn_ph_243c6071,kernel_size=3,n_epochs=50,num_filters=16,num_layers=2,accelerator=auto,enable_progress_bar=False",3,16,12,2.0,12,64,50,0.04815586001627932,1,False,auto
0.0010049299701440399,0.0006170076012136232,25.77042579650879,True,1,2023-07-05_14-43-05,1688560985,25.77042579650879,2645006,cs02.science.uu.nl,131.211.30.52,25.77042579650879,1,"10_batch_size=16,dilation_base=8,dropout=0.4837,input_chunk_length=fn_ph_243c6071,kernel_size=2,n_epochs=100,num_filters=24,num_layers=4,accelerator=auto,enable_progress_bar=False",2,24,8,4.0,12,16,100,0.4836988682945546,1,False,auto
