rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/n_changepoints,config/changepoint_range,config/changepoint_prior_scale,config/seasonality_prior_scale,config/seasonality_mode,skip
0.0018152071920734623,0.001336724049804442,6.233158588409424,True,1,2023-07-02_14-07-03,1688299623,6.233158588409424,25604,Stephan,127.0.0.1,6.233158588409424,1,"1_changepoint_prior_scale=0.1000,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=0.1000",25,0.8,0.1,0.1,additive,
0.001744289683665648,0.0012848397082321622,6.024210691452026,True,1,2023-07-02_14-07-13,1688299633,6.024210691452026,59480,Stephan,127.0.0.1,6.024210691452026,1,"2_changepoint_prior_scale=0.0100,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=0.1000",25,0.6,0.01,0.1,additive,
0.001804322306199662,0.001330064751296509,6.051510572433472,True,1,2023-07-02_14-07-23,1688299643,6.051510572433472,24488,Stephan,127.0.0.1,6.051510572433472,1,"3_changepoint_prior_scale=0.5000,changepoint_range=0.4000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",25,0.4,0.5,0.1,multiplicative,
0.0018474753155994863,0.0013380771084117772,6.369181394577026,True,1,2023-07-02_14-07-33,1688299653,6.369181394577026,12700,Stephan,127.0.0.1,6.369181394577026,1,"4_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=0.1000",50,0.9,0.5,0.1,additive,
0.0018651364404049578,0.0013582587896999493,6.14347243309021,True,1,2023-07-02_14-07-43,1688299663,6.14347243309021,52300,Stephan,127.0.0.1,6.14347243309021,1,"5_changepoint_prior_scale=0.5000,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=1.0000",25,0.8,0.5,1.0,additive,
0.0018239593321791319,0.0013459535095552463,6.312854051589966,True,1,2023-07-02_14-07-53,1688299673,6.312854051589966,57140,Stephan,127.0.0.1,6.312854051589966,1,"6_changepoint_prior_scale=1.0000,changepoint_range=0.4000,n_changepoints=10,seasonality_mode=multiplicative,seasonality_prior_scale=0.0100",10,0.4,1.0,0.01,multiplicative,
0.0018136693276266222,0.0013337931284161679,6.215188026428223,True,1,2023-07-02_14-08-02,1688299682,6.215188026428223,36476,Stephan,127.0.0.1,6.215188026428223,1,"7_changepoint_prior_scale=0.1000,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=10.0000",50,0.6,0.1,10.0,additive,
0.001742584627655587,0.001288792375084854,6.085518836975098,True,1,2023-07-02_14-08-12,1688299692,6.085518836975098,35568,Stephan,127.0.0.1,6.085518836975098,1,"8_changepoint_prior_scale=0.0100,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",25,0.8,0.01,0.1,multiplicative,
0.0016962949173739844,0.001286844701454068,7.543561220169067,True,1,2023-07-02_14-08-23,1688299703,7.543561220169067,61840,Stephan,127.0.0.1,7.543561220169067,1,"9_changepoint_prior_scale=0.0010,changepoint_range=0.6000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=1.0000",10,0.6,0.001,1.0,additive,
0.0018492040719026393,0.0013417957213667738,6.949921131134033,True,1,2023-07-02_14-08-33,1688299713,6.949921131134033,62184,Stephan,127.0.0.1,6.949921131134033,1,"10_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",100,0.9,0.5,0.1,multiplicative,
0.0017599743994020228,0.0013043853722615956,6.155666828155518,True,1,2023-07-02_14-08-42,1688299722,6.155666828155518,46548,Stephan,127.0.0.1,6.155666828155518,1,"11_changepoint_prior_scale=0.1000,changepoint_range=0.4000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=10.0000",50,0.4,0.1,10.0,additive,
0.0018847264281414485,0.0013795650981142415,6.053644895553589,True,1,2023-07-02_14-08-52,1688299732,6.053644895553589,53332,Stephan,127.0.0.1,6.053644895553589,1,"12_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=1.0000",25,0.6,0.5,1.0,additive,
0.0017169284483699388,0.0012575545116836984,6.057366847991943,True,1,2023-07-02_14-09-01,1688299741,6.057366847991943,14060,Stephan,127.0.0.1,6.057366847991943,1,"13_changepoint_prior_scale=0.0100,changepoint_range=0.6000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_prior_scale=0.0100",50,0.6,0.01,0.01,multiplicative,
0.0017088859468702114,0.0013241205983052704,7.039254188537598,True,1,2023-07-02_14-09-12,1688299752,7.039254188537598,44680,Stephan,127.0.0.1,7.039254188537598,1,"14_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=0.1000",10,0.8,0.001,0.1,additive,
0.001736691040938375,0.0012737372625801166,6.156890630722046,True,1,2023-07-02_14-09-21,1688299761,6.156890630722046,46604,Stephan,127.0.0.1,6.156890630722046,1,"15_changepoint_prior_scale=0.0100,changepoint_range=0.9000,n_changepoints=50,seasonality_mode=additive,seasonality_prior_scale=1.0000",50,0.9,0.01,1.0,additive,
