,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.1424211986002328, 0.6423523062370488, 0.17970746402086699, 0.13831071479297297, 0.16057163128627924]","[0.1521166382695741, 0.6584204547470621, 0.20555728758171954, 0.15114618682343722, 0.1691826091216925]","[0.12784416463467962, 0.6239815735062404, 0.16648575400015359, 0.13388764011703203, 0.15869958582755636]","[0.12587901673071114, 0.6116395904349107, 0.16948346322678573, 0.13583807604064252, 0.15925788266220345]","[0.12952524026674994, 0.8086240241064843, 0.18115388447924047, 0.14206305871695538, 0.27190240812758804]","[0.1275702363229722, 0.6403371456713594, 0.17231479408755354, 0.13449117480528636, 0.15844723599078675]","[0.1421616954688076, 0.6597439490587508, 0.17805385619583197, 0.15668202837971548, 0.16920668052996463]","[0.12647149326000384, 0.6318126019895286, 0.16908572336013658, 0.13480681037930356, 0.1597518406429707]","[0.1395426348668183, 0.8489984740229137, 0.1879453157254075, 0.1511237985394169, 0.1582104369799746]","[0.19544732041499793, 0.6616152025753457, 0.2005661061740391, 0.2012957725746179, 0.21821919292986466]","[0.13618304317148308, 0.7153013575724781, 0.18302065787244706, 0.14372996221671536, 0.15588959583635847]","[0.1333831307702125, 0.6266546639796018, 0.18682610628582388, 0.14908808949595048, 0.1609827676364114]","[0.12606183663823714, 0.6211894216054055, 0.16770365661789038, 0.13535285740349065, 0.1593260156691549]"
ETH,"[0.13602982802057217, 0.2964317808183541, 0.25059831865673615, 0.28975059372460027, 0.46414206294003496]","[0.1422488283916177, 0.3301069728709255, 0.26797530896189214, 0.3180299151022794, 0.4747548171793104]","[0.13195290511698538, 0.2953031877369014, 0.24542454581935771, 0.29555663949906913, 0.45921710864915133]","[0.13386384381069233, 0.29557712572706796, 0.249015694596902, 0.30180908167810266, 0.45935812612880506]","[0.1401372545170748, 0.3153512146704312, 0.26427501849073604, 0.29494517366944806, 0.5219644937221276]","[0.14444761084036375, 0.2981237173415368, 0.2580714081066639, 0.2901367307634052, 0.4630955036456528]","[0.13418147761649066, 0.30325482506279505, 0.25372040015896563, 0.27873553208406615, 0.492102394912411]","[0.1354496536610842, 0.35685458997445685, 0.2631456332107539, 0.287475649297085, 0.48901900582452296]","[0.13461188715727612, 0.2927925653855292, 0.25596606226849045, 0.29296981090319674, 0.5026474818978387]","[0.19518776294533324, 0.3431005794266314, 0.3115568031545636, 0.3835533537566968, 0.5252148174426707]","[0.17932816268314644, 0.3323595135684315, 0.2759418914832775, 0.33351949718735197, 0.49712395504654056]","[0.13715313226487685, 0.30268582537592076, 0.25951188848162743, 0.28970120225467877, 0.47592559221853853]","[0.13272702755142216, 0.295911404449671, 0.24550066419985034, 0.29770109701140524, 0.46076524192675716]"
BNB,"[0.11620486696914038, 0.3182860356848867, 0.2661915743573376, 0.16804210819680687, 0.2630664790061264]","[0.14045325909386794, 0.31064927238555184, 0.43996036791731125, 0.1811274981766473, 0.2747850516549906]","[0.1138082876024791, 0.3255322679598403, 0.252217125821127, 0.16259812039634658, 0.2615100651941929]","[0.11400398939191535, 0.3199957329456015, 0.2610193423855906, 0.1662614775185767, 0.26763554444934884]","[0.11432376986284616, 0.369263277211677, 0.2718733161756138, 0.16172152510201265, 0.26106024184274995]","[0.11459475029806336, 0.33526274275073, 0.25614352449862715, 0.16248628499248374, 0.26107813205457525]","[0.12696797917579872, 0.333511521699413, 0.2713733449948368, 0.18125841453979727, 0.2704238685207411]","[0.11637389503448713, 0.3691814572710801, 0.2586580717160676, 0.16325148592701366, 0.252953522377457]","[0.11946369043919638, 0.35785488866900156, 0.25917512936706205, 0.15917452595816736, 0.2516707357596364]","[0.21312906255439099, 0.3754435011699439, 0.28365747375478734, 0.22892285040840576, 0.2949454661497262]","[0.11544852338347637, 0.3250455316924393, 0.2573490857790105, 0.16730431520185915, 0.2588934120105981]","[0.1212853405744169, 0.33432974579624786, 0.26158661267691413, 0.17897777899612316, 0.2608594458064744]","[0.11594993696767635, 0.32270458182677586, 0.25797051468689763, 0.1656393979313197, 0.2648443532276441]"
XRP,"[0.1270065089511021, 0.20174432803580578, 0.27005484543037295, 0.18165191316067064, 0.39432730748848416]","[0.1760662473482157, 0.20063537187190486, 0.29920481469043775, 0.20873751119249476, 0.4266248063709232]","[0.1278188482613892, 0.18729404777180744, 0.2661415710614172, 0.1838602542143725, 0.39176423609730165]","[0.1302383288640764, 0.18539198257850448, 0.27103448300605776, 0.18669468606274456, 0.3970510618778625]","[0.17038245385038156, 0.23089545076592188, 0.31010215411990566, 0.20928870730992158, 0.5032133962647771]","[0.12865892103910406, 0.19230950010650327, 0.2704642675402889, 0.18292114025618725, 0.4011216910331528]","[0.1323147556911671, 0.21660874265268226, 0.26930332716540417, 0.18621599816889833, 0.39317670472061583]","[0.12790901824427625, 0.23100399164600605, 0.26537218161039305, 0.20127730705591917, 0.4577577205710652]","[0.12882463868589425, 0.20659633626436383, 0.2782555867840827, 0.18279439234872846, 0.4536318107236853]","[0.23997114950185852, 0.2542177708400374, 0.29398464534785856, 0.2820972558676851, 0.4637300465608173]","[0.13699126184999716, 0.21171426756226372, 0.2877092851587479, 0.18125230332618478, 0.4361702644622097]","[0.12859814626679875, 0.1915999003814608, 0.2849917282860153, 0.20125960652950284, 0.414615253972162]","[0.12807004113350007, 0.18619473919256116, 0.269131901599668, 0.18597803795010123, 0.39763563891961745]"
ADA,"[0.19680621818369823, 0.29204120578899545, 0.43977812738268945, 0.2813060299532531, 0.4061480056844688]","[0.2504167314833688, 0.3658411646297832, 0.48048225143706425, 0.31836043059047275, 0.4278655858060694]","[0.19006293286025555, 0.28950962212796855, 0.4289775964281214, 0.28205758212788723, 0.39716709636979436]","[0.1905230805564317, 0.2889384872251301, 0.4312587995871255, 0.27990206527474676, 0.4000755182239428]","[0.20271622519389143, 0.3024694533531418, 0.4396452848216493, 0.28987732400165017, 0.4180414348961025]","[0.194544747242841, 0.28876228635603335, 0.4285145413333378, 0.2788106514160146, 0.4097523125695434]","[0.18951841884942439, 0.2892896430252758, 0.4349038624467153, 0.2781494845876343, 0.4217935823196036]","[0.20304740760337509, 0.29003350324325294, 0.4322992384484218, 0.27439321884560336, 0.4241926836038614]","[0.1967346764206321, 0.2906838248851139, 0.43883911449291885, 0.28025220521191285, 0.43044553780369393]","[0.32810418364611316, 0.35850409921604304, 0.496021789790172, 0.3089997826550562, 0.49155631658899424]","[0.19363779300131392, 0.2971264827696244, 0.4435195836980941, 0.2798976541185762, 0.42431692115559944]","[0.2008230569477763, 0.31051343261098335, 0.44356688300525676, 0.2981397301567227, 0.41981658916669823]","[0.19113536587867663, 0.2895057910245436, 0.4326507098708093, 0.27886088853331653, 0.3972329367641538]"
DOGE,"[0.06309258908858689, 0.05944623261419667, 0.27050789196964997, 0.2770585207279093, 0.18619073616821297]","[0.08514024859628684, 0.0676435631561449, 0.3271805889279496, 0.322753876817935, 0.23376138982778158]","[0.06347113043316167, 0.05921665110230364, 0.2666601345548701, 0.27215025420637473, 0.1833496555584129]","[0.06340358814113986, 0.06046051686469721, 0.26946593716965167, 0.27696425822801757, 0.1874263419378404]","[0.06640165297590653, 0.07726262745340445, 0.30031579108737483, 0.2799310355667854, 0.1989648111804365]","[0.06919049719257057, 0.06144115924670224, 0.2794468408148895, 0.28075549536781025, 0.1930191136362943]","[0.07261084723987281, 0.06288258180993342, 0.26550346627971727, 0.28911011260558356, 0.1848032311145703]","[0.06379664355840167, 0.05974524590988144, 0.26907866242353, 0.27325762683959465, 0.18481270439257777]","[0.06657433921355314, 0.0583570851436535, 0.27199578293160764, 0.28284706930731224, 0.1901041923355535]","[0.12635074697842558, 0.10213151772497603, 0.3697191346082406, 0.3654691372938973, 0.2063984298296924]","[0.06676666811000184, 0.06532358563854641, 0.31062279130972587, 0.30959204519638517, 0.1951132830955033]","[0.06377885287370834, 0.05950380747862481, 0.2785046693435063, 0.30520949624932414, 0.1930267558963805]","[0.0629758016130646, 0.05878483589133334, 0.26613274280336424, 0.27461597987950553, 0.185029602766633]"
MATIC,"[0.1957412507932953, 0.3276952569323801, 0.4631305139257633, 0.23111852178841052, 0.3803426268826739]","[0.24344577628684036, 0.3776689690555982, 0.4847275295589681, 0.24690973341084257, 0.4115106486916968]","[0.1900881340422556, 0.3196578018256113, 0.435328873811128, 0.22443477762014707, 0.3672553537672893]","[0.19074280139196365, 0.3194213392128215, 0.4388523798370379, 0.22925689739818342, 0.37647219426860845]","[0.23416117865056754, 0.35518447656493973, 0.5154572622106827, 0.27441960166275087, 0.41811232754007827]","[0.20163797627369476, 0.33068769303349577, 0.47716357423844463, 0.2262776567527666, 0.37077683809808154]","[0.2684114051658397, 0.34226602656974975, 0.4631253524644357, 0.2525020498906515, 0.40103402500982077]","[0.2231869424194747, 0.34744109429974285, 0.4388959413185503, 0.2658361240764292, 0.383886092113499]","[0.2042813043024388, 0.3256341923482218, 0.5000350040918246, 0.25588148579971276, 0.436666302464094]","[0.31877167599309286, 0.38126338905649987, 0.5006765628227388, 0.3861971584531693, 0.39440995850704286]","[0.22667146250147005, 0.3645716654409923, 0.47911291625678104, 0.24318278451898132, 0.37352337129594443]","[0.19190515308971548, 0.3326416555034602, 0.4362788266193464, 0.23439664211983313, 0.3856196740399205]","[0.19266463755155025, 0.3232900888985531, 0.43866015991273893, 0.22528117217070992, 0.37092862425361506]"
LINK,"[0.15566572985247706, 0.38649935176996214, 0.29925675120022865, 0.2641267973027425, 0.4083064743074003]","[0.1769722469540871, 0.4205707139659946, 0.3336354619349677, 0.29930222664413403, 0.42845638394907914]","[0.22533040878098642, 0.38586893632643704, 0.2941709607458731, 0.2818448303016053, 0.3828201920797796]","[0.15981630180062914, 0.3899011239488127, 0.298138859065147, 0.2691449395802082, 0.3913250021200515]","[0.17990756359458204, 0.4014845938429791, 0.31975409785960907, 0.29130153497783984, 0.4659935283015215]","[0.16041485955535484, 0.391197133534519, 0.2919124122551265, 0.26395445783936117, 0.3939842216748883]","[0.16217987005706605, 0.3997625160592203, 0.29318033974953206, 0.26382895296840103, 0.3979661103406938]","[0.15932323892644223, 0.3868804589031561, 0.2920697076888424, 0.2665289419975489, 0.38997038474148243]","[0.16244875444402673, 0.4031031592965147, 0.3045531462116937, 0.2605986935494219, 0.3843922970953944]","[0.23211634275549872, 0.48130934590205304, 0.32469335578958686, 0.28953095181758615, 0.42709887282504333]","[0.20204505524761213, 0.4408872777728901, 0.32232821400701483, 0.29421580290374455, 0.42326308077757524]","[0.16915371248276329, 0.38888826129292176, 0.3165753503731808, 0.2746813697784105, 0.3940413703453764]","[0.15633850433087604, 0.3869896662657142, 0.29708824711639226, 0.26633385786510133, 0.38357187424870415]"
ETC,"[0.15219384567566885, 0.40867195919697424, 0.5066670462637859, 0.28867844814650384, 0.22152967421850964]","[0.17675613507689233, 0.4286784142612563, 0.5079887906957085, 0.3317387932107397, 0.24352397267707654]","[0.15136100407333192, 0.4054674008778074, 0.46547719340279575, 0.2906824424736229, 0.2186693903560345]","[0.15115094548666838, 0.40993870765737744, 0.46499240514263307, 0.2941264589777512, 0.22968479604080916]","[0.19030739602372151, 0.4253555919752609, 0.4953326692447014, 0.33688950621833536, 0.23168137810964082]","[0.1587343605048523, 0.4060202575801388, 0.4620860137715739, 0.2893578485886182, 0.2337005789205517]","[0.15090903240417458, 0.4054151048115946, 0.4652345070103887, 0.2907101591710365, 0.21898519939598293]","[0.15211678022574493, 0.40551811617377254, 0.46165178466706114, 0.29586383141078115, 0.226356824768688]","[0.15357139338660633, 0.40588797906381097, 0.46375859704743805, 0.28633460168655667, 0.2239786683363564]","[0.2657543050438091, 0.5138281051337084, 0.4821453027654774, 0.34432666738197903, 0.2645118726135301]","[0.16555693727614754, 0.4425731341359622, 0.5317640659229215, 0.32849387491942444, 0.24405288127497374]","[0.15913470674572233, 0.42683096949721233, 0.44848206281927366, 0.2897883006701143, 0.24369672759854696]","[0.15129674873791207, 0.404097012731286, 0.48146799669324575, 0.29234281477237434, 0.21872654922321363]"
XLM,"[0.2674232327496628, 0.24860053401297444, 0.24313275852081834, 0.2047902233136099, 0.30678814265835236]","[0.309821618457433, 0.2896625010308481, 0.2700362977398188, 0.23149486644987266, 0.3491959890246898]","[0.2618313404408923, 0.24403358824669436, 0.23185481762833346, 0.21561302825533446, 0.3049888787296233]","[0.2676322781261767, 0.24224413964807537, 0.2382953049251375, 0.20432835468497695, 0.3080654389018356]","[0.2839669501022409, 0.27677804011831314, 0.26008656373720196, 0.23123462814367166, 0.33621241727326207]","[0.27903603472294547, 0.25151758837065, 0.23888237641657215, 0.2061293831280615, 0.31289218591405843]","[0.2628639205392303, 0.2434263049640289, 0.23210616337352022, 0.19877217311586373, 0.30571714806336575]","[0.30085214075990746, 0.2489396260828981, 0.23624983406371775, 0.2002371796661849, 0.3329148405327135]","[0.2937529398940409, 0.26191113316884373, 0.24417774129913614, 0.21547244234575244, 0.32928834757490766]","[0.3752761741118179, 0.3074531421211532, 0.30322735626761943, 0.2913206739712106, 0.3857794270768307]","[0.26052792577876693, 0.2465688696199362, 0.23478568919123494, 0.19968403108462038, 0.3056545709298241]","[0.2706526038685575, 0.25496944346663336, 0.24416296792606554, 0.2088377651936496, 0.3041836554793434]","[0.26303852205348277, 0.243467769517058, 0.23209590284163298, 0.19632930073947394, 0.30590316392707123]"
